t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.00,0.000,83.3
0.058,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.00,0.000,83.3
0.110,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.000,11.73,0.000,68.3
0.141,0.0005,0.0000,0.0005,0.0000,0.0000,0.179,-0.002,11.67,0.000,65.0
0.208,0.0047,0.0000,0.0047,0.0000,0.0000,0.180,-0.003,11.76,0.000,70.0
0.255,0.0109,0.0000,0.0109,0.0000,0.0000,0.180,-0.003,11.82,0.000,73.3
0.293,0.0218,0.0000,0.0218,0.0000,0.0000,0.180,-0.003,11.78,0.000,71.1
0.345,0.0289,0.0000,0.0289,0.0000,0.0000,0.180,-0.003,11.82,0.000,73.3
0.405,0.0363,0.0000,0.0363,0.0000,0.0000,0.180,-0.002,11.82,0.000,73.3
0.454,0.0471,0.0000,0.0471,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.507,0.0543,0.0000,0.0543,0.0000,0.0000,0.180,0.000,11.82,0.000,73.3
0.558,0.0616,0.0000,0.0616,0.0000,0.0000,0.180,0.000,11.80,0.000,72.2
0.617,0.0723,0.0000,0.0723,0.0000,0.0000,0.180,0.000,11.76,0.000,70.0
0.668,0.0795,0.0000,0.0795,0.0000,0.0000,0.180,0.000,11.80,0.000,72.2
0.748,0.0868,0.0000,0.0868,0.0000,0.0000,0.180,0.001,11.78,0.000,71.1
0.753,0.0974,0.0000,0.0974,0.0000,0.0000,0.180,0.001,11.78,0.000,71.1
0.848,0.1047,0.0000,0.1047,0.0000,0.0000,0.180,0.000,11.80,0.000,72.2
0.853,0.1120,0.0000,0.1120,0.0000,0.0000,0.180,0.000,11.80,0.000,72.2
0.894,0.1228,0.0000,0.1228,0.0000,0.0000,0.180,0.000,11.78,0.000,71.1
