t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,0.0000,0.0000,0.0000,0.0000,0.0000,0.153,0.000,12.00,0.000,83.3
0.029,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.00,0.000,83.3
0.076,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.60,0.000,61.1
0.120,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.087,11.62,0.000,62.2
0.176,0.0059,0.0000,0.0059,0.0000,0.0000,0.180,-0.013,11.71,0.000,67.2
0.226,0.0126,0.0001,0.0126,0.0000,0.0001,0.180,-0.023,11.71,0.000,67.2
0.266,0.0235,0.0002,0.0235,0.0000,0.0002,0.180,-0.024,11.74,0.000,68.9
0.326,0.0309,0.0003,0.0309,0.0000,0.0003,0.180,-0.023,11.73,0.000,68.3
0.372,0.0385,0.0003,0.0385,0.0000,0.0003,0.180,-0.020,11.74,0.000,68.9
0.418,0.0500,0.0004,0.0500,0.0000,0.0004,0.180,-0.022,11.76,0.000,70.0
0.501,0.0577,0.0004,0.0577,0.0000,0.0004,0.180,-0.020,11.73,0.000,68.3
0.538,0.0654,0.0005,0.0654,0.0000,0.0005,0.180,-0.018,11.73,0.000,68.3
0.566,0.0770,0.0005,0.0770,0.0000,0.0005,0.180,-0.016,11.76,0.000,70.0
0.625,0.0848,0.0006,0.0848,0.0000,0.0006,0.180,-0.015,11.73,0.000,68.3
0.672,0.0923,0.0006,0.0923,0.0000,0.0006,0.180,-0.010,11.71,0.000,67.2
0.720,0.1039,0.0006,0.1039,0.0000,0.0006,0.180,-0.015,11.78,0.000,71.1
0.776,0.1118,0.0006,0.1118,0.0000,0.0006,0.180,-0.013,11.73,0.000,68.3
0.826,0.1195,0.0007,0.1195,0.0000,0.0007,0.180,-0.011,11.71,0.000,67.2
0.866,0.1311,0.0007,0.1311,0.0000,0.0007,0.180,-0.012,11.76,0.000,70.0
0.926,0.1391,0.0007,0.1391,0.0000,0.0007,0.180,-0.013,11.78,0.000,71.1
1.007,0.1468,0.0007,0.1468,0.0000,0.0007,0.180,-0.013,11.73,0.000,68.3
1.016,0.1583,0.0007,0.1583,0.0000,0.0007,0.180,-0.002,11.74,0.000,68.9
1.071,0.1662,0.0007,0.1662,0.0000,0.0007,0.180,-0.000,11.76,0.000,70.0
1.125,0.1740,0.0007,0.1740,0.0000,0.0007,0.180,-0.010,11.76,0.000,70.0
1.238,0.1853,0.0007,0.1853,0.0000,0.0007,0.180,-0.006,11.76,0.000,70.0
1.242,0.1927,0.0007,0.1927,0.0000,0.0007,0.180,-0.000,11.76,0.000,70.0
1.277,0.2005,0.0007,0.2005,0.0000,0.0007,0.180,-0.004,11.76,0.000,70.0
1.426,0.2117,0.0007,0.2117,0.0000,0.0007,0.180,-0.004,11.69,0.000,66.1
1.430,0.2191,0.0007,0.2191,0.0000,0.0007,0.180,-0.026,11.69,0.000,66.1
1.432,0.2306,0.0007,0.2306,0.0000,0.0007,0.180,-0.026,11.69,0.000,66.1
