t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.008,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.003,12.040,0.000,85.550
0.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.003,12.040,0.000,85.550
0.117,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.003,12.060,0.000,86.660
0.118,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.003,12.060,0.000,86.660
0.164,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.930,0.000,79.440
0.229,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.005,11.820,0.000,73.330
0.276,0.0064,-0.0000,0.0064,0.0000,0.0000,0.180,0.020,11.840,0.000,74.440
0.313,0.0134,-0.0001,0.0134,0.0000,0.0001,0.180,0.025,11.870,0.000,76.110
0.381,0.0210,-0.0002,0.0210,0.0000,0.0002,0.180,0.025,11.870,0.000,76.110
0.438,0.0326,-0.0004,0.0326,0.0000,0.0004,0.180,0.026,11.910,0.000,78.330
0.485,0.0403,-0.0005,0.0403,0.0000,0.0005,0.180,0.028,11.870,0.000,76.110
0.525,0.0479,-0.0006,0.0479,0.0000,0.0006,0.180,0.026,11.850,0.000,75.000
0.567,0.0596,-0.0007,0.0596,0.0000,0.0007,0.180,0.022,11.910,0.000,78.330
0.610,0.0674,-0.0008,0.0674,0.0000,0.0008,0.180,0.020,11.850,0.000,75.000
0.684,0.0750,-0.0009,0.0750,0.0000,0.0009,0.180,0.020,11.850,0.000,75.000
0.743,0.0868,-0.0010,0.0868,0.0000,0.0010,0.180,0.020,11.890,0.000,77.220
0.785,0.0947,-0.0010,0.0947,0.0000,0.0010,0.180,0.018,11.890,0.000,77.220
0.822,0.1021,-0.0011,0.1021,0.0000,0.0011,0.180,0.017,11.870,0.000,76.110
0.867,0.1137,-0.0012,0.1137,0.0000,0.0012,0.180,0.016,11.890,0.000,77.220
0.910,0.1215,-0.0012,0.1215,0.0000,0.0012,0.180,0.016,11.890,0.000,77.220
0.972,0.1289,-0.0013,0.1289,0.0000,0.0013,0.180,0.015,11.870,0.000,76.110
1.014,0.1403,-0.0014,0.1403,0.0000,0.0014,0.180,0.014,11.870,0.000,76.110
1.077,0.1481,-0.0014,0.1481,0.0000,0.0014,0.180,0.014,11.890,0.000,77.220
1.116,0.1592,-0.0015,0.1592,0.0000,0.0015,0.180,0.015,11.890,0.000,77.220
1.179,0.1668,-0.0015,0.1668,0.0000,0.0015,0.180,0.015,11.870,0.000,76.110
1.208,0.1746,-0.0016,0.1746,0.0000,0.0016,0.180,0.016,11.870,0.000,76.110
1.270,0.1823,-0.0016,0.1823,0.0000,0.0016,0.180,0.016,11.890,0.000,77.220
1.313,0.1938,-0.0017,0.1938,0.0000,0.0017,0.180,0.017,11.850,0.000,75.000
1.374,0.2016,-0.0018,0.2016,0.0000,0.0018,0.180,0.017,11.890,0.000,77.220
1.417,0.2132,-0.0019,0.2132,0.0000,0.0019,0.180,0.017,11.890,0.000,77.220
1.461,0.2208,-0.0019,0.2208,0.0000,0.0019,0.180,0.019,11.850,0.000,75.000
1.522,0.2284,-0.0020,0.2284,0.0000,0.0020,0.180,0.020,11.870,0.000,76.110
1.571,0.2399,-0.0021,0.2399,0.0000,0.0021,0.180,0.020,11.890,0.000,77.220
1.611,0.2476,-0.0022,0.2476,0.0000,0.0022,0.180,0.021,11.850,0.000,75.000
1.675,0.2552,-0.0022,0.2552,0.0000,0.0022,0.180,0.020,11.870,0.000,76.110
1.717,0.2668,-0.0023,0.2668,0.0000,0.0023,0.180,0.020,11.910,0.000,78.330
1.846,0.2747,-0.0024,0.2747,0.0000,0.0024,0.180,0.018,11.870,0.000,76.110
1.847,0.2823,-0.0024,0.2823,0.0000,0.0024,0.180,0.014,11.870,0.000,76.110
1.880,0.2936,-0.0025,0.2936,0.0000,0.0025,0.180,0.014,11.870,0.000,76.110
1.914,0.3015,-0.0025,0.3015,0.0000,0.0025,0.180,0.014,11.850,0.000,75.000
1.970,0.3091,-0.0026,0.3091,0.0000,0.0026,0.180,0.013,11.850,0.000,75.000
2.015,0.3202,-0.0026,0.3202,0.0000,0.0026,0.180,0.012,11.870,0.000,76.110
2.074,0.3280,-0.0026,0.3280,0.0000,0.0026,0.180,0.012,11.850,0.000,75.000
2.121,0.3355,-0.0027,0.3355,0.0000,0.0027,0.180,0.012,11.850,0.000,75.000
2.179,0.3469,-0.0027,0.3469,0.0000,0.0027,0.180,0.012,11.870,0.000,76.110
2.219,0.3546,-0.0028,0.3546,0.0000,0.0028,0.180,0.012,11.870,0.000,76.110
2.268,0.3657,-0.0028,0.3657,0.0000,0.0028,0.180,0.012,11.850,0.000,75.000
2.313,0.3733,-0.0028,0.3733,0.0000,0.0028,0.180,0.011,11.870,0.000,76.110
2.377,0.3810,-0.0029,0.3810,0.0000,0.0029,0.180,0.011,11.890,0.000,77.220
2.414,0.3926,-0.0029,0.3926,0.0000,0.0029,0.180,0.012,11.870,0.000,76.110
2.479,0.4004,-0.0029,0.4004,0.0000,0.0029,0.180,0.012,11.870,0.000,76.110
2.519,0.4081,-0.0030,0.4081,0.0000,0.0030,0.180,0.013,11.870,0.000,76.110
2.567,0.4196,-0.0030,0.4196,0.0000,0.0030,0.180,0.014,11.890,0.000,77.220
2.612,0.4273,-0.0030,0.4273,0.0000,0.0030,0.180,0.013,11.870,0.000,76.110
2.670,0.4349,-0.0031,0.4349,0.0000,0.0031,0.180,0.013,11.850,0.000,75.000
2.715,0.4459,-0.0031,0.4459,0.0000,0.0031,0.180,0.013,11.850,0.000,75.000
2.774,0.4536,-0.0032,0.4536,0.0000,0.0032,0.180,0.012,11.870,0.000,76.110
2.817,0.4613,-0.0032,0.4613,0.0000,0.0032,0.180,0.012,11.850,0.000,75.000
2.867,0.4729,-0.0032,0.4729,0.0000,0.0032,0.180,0.010,11.870,0.000,76.110
2.924,0.4807,-0.0032,0.4807,0.0000,0.0032,0.180,0.010,11.870,0.000,76.110
2.966,0.4924,-0.0032,0.4924,0.0000,0.0032,0.180,0.008,11.840,0.000,74.440
3.010,0.5001,-0.0032,0.5001,0.0000,0.0032,0.180,0.008,11.850,0.000,75.000
3.071,0.5079,-0.0033,0.5079,0.0000,0.0033,0.180,0.008,11.870,0.000,76.110
3.125,0.5156,-0.0033,0.5156,0.0000,0.0033,0.180,0.008,11.870,0.000,76.110
3.176,0.5271,-0.0033,0.5271,0.0000,0.0033,0.180,0.010,11.870,0.000,76.110
3.210,0.5347,-0.0033,0.5347,0.0000,0.0033,0.180,0.010,11.870,0.000,76.110
3.269,0.5423,-0.0033,0.5423,0.0000,0.0033,0.180,0.011,11.870,0.000,76.110
3.313,0.5537,-0.0034,0.5537,0.0000,0.0034,0.180,0.011,11.850,0.000,75.000
3.380,0.5613,-0.0034,0.5613,0.0000,0.0034,0.180,0.011,11.850,0.000,75.000
3.417,0.5727,-0.0034,0.5727,0.0000,0.0034,0.180,0.011,11.870,0.000,76.110
3.475,0.5805,-0.0034,0.5805,0.0000,0.0034,0.180,0.010,11.870,0.000,76.110
3.520,0.5882,-0.0034,0.5882,0.0000,0.0034,0.180,0.010,11.850,0.000,75.000
3.568,0.5997,-0.0035,0.5997,0.0000,0.0035,0.180,0.011,11.890,0.000,77.220
3.613,0.6076,-0.0035,0.6076,0.0000,0.0035,0.180,0.014,11.870,0.000,76.110
3.678,0.6152,-0.0035,0.6152,0.0000,0.0035,0.180,0.014,11.850,0.000,75.000
3.721,0.6267,-0.0035,0.6267,0.0000,0.0035,0.180,0.013,11.890,0.000,77.220
3.762,0.6345,-0.0036,0.6345,0.0000,0.0036,0.180,0.015,11.870,0.000,76.110
3.819,0.6420,-0.0036,0.6420,0.0000,0.0036,0.180,0.014,11.850,0.000,75.000
3.868,0.6535,-0.0036,0.6535,0.0000,0.0036,0.180,0.014,11.870,0.000,76.110
3.917,0.6612,-0.0037,0.6612,0.0000,0.0037,0.180,0.014,11.870,0.000,76.110
3.975,0.6689,-0.0037,0.6689,0.0000,0.0037,0.180,0.012,11.850,0.000,75.000
4.016,0.6805,-0.0037,0.6805,0.0000,0.0037,0.180,0.012,11.850,0.000,75.000
4.075,0.6883,-0.0037,0.6883,0.0000,0.0037,0.180,0.011,11.890,0.000,77.220
4.120,0.6962,-0.0037,0.6962,0.0000,0.0037,0.180,0.011,11.870,0.000,76.110
4.166,0.7078,-0.0037,0.7078,0.0000,0.0037,0.180,0.008,11.870,0.000,76.110
4.214,0.7155,-0.0037,0.7155,0.0000,0.0037,0.180,0.007,11.890,0.000,77.220
4.273,0.7233,-0.0037,0.7233,0.0000,0.0037,0.180,0.008,11.870,0.000,76.110
4.314,0.7348,-0.0037,0.7348,0.0000,0.0037,0.180,0.008,11.850,0.000,75.000
4.377,0.7423,-0.0037,0.7423,0.0000,0.0037,0.180,0.008,11.870,0.000,76.110
4.420,0.7500,-0.0037,0.7500,0.0000,0.0037,0.180,0.008,11.890,0.000,77.220
4.468,0.7615,-0.0037,0.7615,0.0000,0.0037,0.180,0.009,11.850,0.000,75.000
4.523,0.7689,-0.0037,0.7689,0.0000,0.0037,0.180,0.009,11.850,0.000,75.000
4.571,0.7800,-0.0038,0.7800,0.0000,0.0038,0.180,0.011,11.870,0.000,76.110
4.614,0.7878,-0.0038,0.7878,0.0000,0.0038,0.180,0.011,11.850,0.000,75.000
4.672,0.7953,-0.0038,0.7953,0.0000,0.0038,0.180,0.012,11.850,0.000,75.000
4.716,0.8032,-0.0038,0.8032,0.0000,0.0038,0.180,0.014,11.870,0.000,76.110
4.764,0.8148,-0.0038,0.8148,0.0000,0.0038,0.180,0.014,11.890,0.000,77.220
4.810,0.8224,-0.0038,0.8224,0.0000,0.0038,0.180,0.014,11.840,0.000,74.440
4.870,0.8301,-0.0039,0.8301,0.0000,0.0039,0.180,0.015,11.870,0.000,76.110
4.913,0.8416,-0.0039,0.8416,0.0000,0.0039,0.180,0.015,11.890,0.000,77.220
4.974,0.8493,-0.0039,0.8493,0.0000,0.0039,0.180,0.014,11.840,0.000,74.440
5.016,0.8602,-0.0039,0.8602,0.0000,0.0039,0.180,0.014,11.840,0.000,74.440
5.076,0.8680,-0.0039,0.8680,0.0000,0.0039,0.180,0.015,11.870,0.000,76.110
5.120,0.8757,-0.0040,0.8757,0.0000,0.0040,0.180,0.015,11.820,0.000,73.330
5.166,0.8871,-0.0040,0.8871,0.0000,0.0040,0.180,0.012,11.870,0.000,76.110
5.215,0.8951,-0.0040,0.8951,0.0000,0.0040,0.180,0.009,11.890,0.000,77.220
5.273,0.9030,-0.0040,0.9030,0.0000,0.0040,0.180,0.007,11.840,0.000,74.440
5.313,0.9146,-0.0039,0.9146,0.0000,0.0039,0.180,0.006,11.850,0.000,75.000
5.375,0.9222,-0.0039,0.9222,0.0000,0.0039,0.180,0.006,11.850,0.000,75.000
5.422,0.9301,-0.0039,0.9301,0.0000,0.0039,0.180,0.006,11.870,0.000,76.110
5.463,0.9416,-0.0039,0.9416,0.0000,0.0039,0.180,0.007,11.850,0.000,75.000
5.512,0.9491,-0.0039,0.9491,0.0000,0.0039,0.180,0.007,11.870,0.000,76.110
5.570,0.9568,-0.0039,0.9568,0.0000,0.0039,0.180,0.008,11.870,0.000,76.110
5.614,0.9678,-0.0039,0.9678,0.0000,0.0039,0.180,0.008,11.840,0.000,74.440
5.694,0.9752,-0.0039,0.9752,0.0000,0.0039,0.180,0.008,11.850,0.000,75.000
5.715,0.9864,-0.0038,0.9864,0.0000,0.0038,0.180,0.008,11.890,0.000,77.220
5.776,0.9942,-0.0038,0.9942,0.0000,0.0038,0.180,0.009,11.840,0.000,74.440
5.826,1.0017,-0.0038,1.0017,0.0000,0.0038,0.180,0.009,11.850,0.000,75.000
5.867,1.0133,-0.0038,1.0133,0.0000,0.0038,0.180,0.010,11.870,0.000,76.110
5.913,1.0211,-0.0038,1.0211,0.0000,0.0038,0.180,0.011,11.870,0.000,76.110
5.973,1.0282,-0.0038,1.0282,0.0000,0.0038,0.180,0.011,11.850,0.000,75.000
6.010,1.0398,-0.0038,1.0398,0.0000,0.0038,0.180,0.012,11.890,0.000,77.220
6.077,1.0476,-0.0038,1.0476,0.0000,0.0038,0.180,0.012,11.890,0.000,77.220
6.117,1.0551,-0.0038,1.0551,0.0000,0.0038,0.180,0.012,11.840,0.000,74.440
6.166,1.0666,-0.0038,1.0666,0.0000,0.0038,0.180,0.012,11.890,0.000,77.220
6.210,1.0744,-0.0038,1.0744,0.0000,0.0038,0.180,0.011,11.890,0.000,77.220
6.269,1.0821,-0.0038,1.0821,0.0000,0.0038,0.180,0.008,11.850,0.000,75.000
6.312,1.0935,-0.0038,1.0935,0.0000,0.0038,0.180,0.006,11.870,0.000,76.110
6.373,1.1015,-0.0037,1.1015,0.0000,0.0037,0.180,0.005,11.890,0.000,77.220
6.418,1.1093,-0.0037,1.1093,0.0000,0.0037,0.180,0.005,11.870,0.000,76.110
6.465,1.1208,-0.0037,1.1208,0.0000,0.0037,0.180,0.005,11.850,0.000,75.000
6.512,1.1286,-0.0036,1.1286,0.0000,0.0036,0.180,0.004,11.870,0.000,76.110
6.568,1.1364,-0.0036,1.1364,0.0000,0.0036,0.180,0.005,11.850,0.000,75.000
6.613,1.1479,-0.0036,1.1479,0.0000,0.0036,0.180,0.005,11.850,0.000,75.000
6.678,1.1554,-0.0035,1.1554,0.0000,0.0035,0.180,0.005,11.890,0.000,77.220
6.716,1.1668,-0.0035,1.1668,0.0000,0.0035,0.175,0.007,11.870,0.000,76.110
6.762,1.1745,-0.0035,1.1745,0.0000,0.0035,0.175,0.007,11.850,0.000,75.000
6.823,1.1819,-0.0034,1.1819,0.0000,0.0034,0.173,0.007,11.870,0.000,76.110
6.869,1.1929,-0.0034,1.1929,0.0000,0.0034,0.167,0.008,11.870,0.000,76.110
6.911,1.2002,-0.0034,1.2002,0.0000,0.0034,0.165,0.008,11.850,0.000,75.000
6.994,1.2074,-0.0034,1.2074,0.0000,0.0034,0.163,0.009,11.850,0.000,75.000
7.019,1.2179,-0.0033,1.2179,0.0000,0.0033,0.163,0.009,11.850,0.000,75.000
7.075,1.2248,-0.0033,1.2248,0.0000,0.0033,0.158,0.011,11.840,0.000,74.440
7.122,1.2313,-0.0033,1.2313,0.0000,0.0033,0.158,0.011,11.850,0.000,75.000
7.167,1.2415,-0.0033,1.2415,0.0000,0.0033,0.153,0.014,11.840,0.000,74.440
7.212,1.2478,-0.0033,1.2478,0.0000,0.0033,0.151,0.013,11.840,0.000,74.440
7.275,1.2543,-0.0033,1.2543,0.0000,0.0033,0.149,0.014,11.850,0.000,75.000
7.318,1.2639,-0.0033,1.2639,0.0000,0.0033,0.149,0.014,11.840,0.000,74.440
7.378,1.2702,-0.0033,1.2702,0.0000,0.0033,0.146,0.014,11.850,0.000,75.000
7.419,1.2765,-0.0033,1.2765,0.0000,0.0033,0.144,0.015,11.820,0.000,73.330
7.468,1.2854,-0.0033,1.2854,0.0000,0.0033,0.139,0.014,11.850,0.000,75.000
7.512,1.2915,-0.0033,1.2915,0.0000,0.0033,0.138,0.013,11.840,0.000,74.440
7.571,1.2974,-0.0033,1.2974,0.0000,0.0033,0.136,0.012,11.850,0.000,75.000
7.615,1.3063,-0.0032,1.3063,0.0000,0.0032,0.133,0.010,11.820,0.000,73.330
7.677,1.3119,-0.0032,1.3119,0.0000,0.0032,0.133,0.010,11.850,0.000,75.000
7.719,1.3176,-0.0032,1.3176,0.0000,0.0032,0.131,0.009,11.840,0.000,74.440
7.784,1.3260,-0.0032,1.3260,0.0000,0.0032,0.130,0.008,11.850,0.000,75.000
