t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.119,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.020,0.000,84.440
0.120,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.020,0.000,84.440
0.127,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.020,0.000,84.440
0.173,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,11.800,0.000,72.220
0.232,0.0001,0.0000,0.0001,0.0000,0.0000,0.180,-0.000,11.740,0.000,68.880
0.276,0.0069,-0.0000,0.0069,0.0000,0.0000,0.180,0.016,11.800,0.000,72.220
0.337,0.0139,-0.0001,0.0139,0.0000,0.0001,0.180,0.026,11.820,0.000,73.330
0.378,0.0253,-0.0002,0.0253,0.0000,0.0002,0.180,0.026,11.850,0.000,75.000
0.437,0.0332,-0.0004,0.0332,0.0000,0.0004,0.180,0.027,11.840,0.000,74.440
0.490,0.0406,-0.0004,0.0406,0.0000,0.0004,0.180,0.025,11.820,0.000,73.330
0.531,0.0522,-0.0006,0.0522,0.0000,0.0006,0.180,0.024,11.840,0.000,74.440
0.572,0.0600,-0.0007,0.0600,0.0000,0.0007,0.180,0.023,11.840,0.000,74.440
0.637,0.0676,-0.0008,0.0676,0.0000,0.0008,0.180,0.021,11.850,0.000,75.000
0.677,0.0790,-0.0009,0.0790,0.0000,0.0009,0.180,0.019,11.840,0.000,74.440
0.737,0.0867,-0.0009,0.0867,0.0000,0.0009,0.180,0.017,11.840,0.000,74.440
0.782,0.0942,-0.0010,0.0942,0.0000,0.0010,0.180,0.017,11.840,0.000,74.440
0.837,0.1058,-0.0010,0.1058,0.0000,0.0010,0.180,0.012,11.840,0.000,74.440
0.889,0.1135,-0.0011,0.1135,0.0000,0.0011,0.180,0.009,11.840,0.000,74.440
1.004,0.1211,-0.0011,0.1211,0.0000,0.0011,0.180,0.009,11.820,0.000,73.330
1.005,0.1328,-0.0011,0.1328,0.0000,0.0011,0.180,0.009,11.820,0.000,73.330
1.051,0.1406,-0.0012,0.1406,0.0000,0.0012,0.180,0.007,11.840,0.000,74.440
1.081,0.1484,-0.0012,0.1484,0.0000,0.0012,0.180,0.007,11.820,0.000,73.330
1.129,0.1602,-0.0012,0.1602,0.0000,0.0012,0.180,0.011,11.820,0.000,73.330
1.185,0.1679,-0.0013,0.1679,0.0000,0.0013,0.180,0.011,11.820,0.000,73.330
1.242,0.1756,-0.0013,0.1756,0.0000,0.0013,0.180,0.012,11.840,0.000,74.440
1.278,0.1871,-0.0014,0.1871,0.0000,0.0014,0.180,0.013,11.820,0.000,73.330
