t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.02,0.000,84.4
0.028,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.02,0.000,84.4
0.064,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.02,0.000,84.4
0.116,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.67,0.000,65.0
0.167,0.0031,-0.0000,0.0031,0.0000,0.0000,0.180,-0.040,11.76,0.000,70.0
0.246,0.0095,-0.0000,0.0095,0.0000,0.0000,0.180,-0.035,11.82,0.000,73.3
0.266,0.0210,-0.0000,0.0210,0.0000,0.0000,0.180,-0.035,11.82,0.000,73.3
0.327,0.0288,-0.0001,0.0288,0.0000,0.0001,0.180,-0.033,11.80,0.000,72.2
0.368,0.0362,-0.0001,0.0362,0.0000,0.0001,0.180,-0.029,11.82,0.000,73.3
0.409,0.0479,-0.0002,0.0479,0.0000,0.0002,0.180,-0.025,11.84,0.000,74.4
0.498,0.0559,-0.0002,0.0559,0.0000,0.0002,0.180,-0.025,11.80,0.000,72.2
0.511,0.0635,-0.0003,0.0635,0.0000,0.0003,0.180,-0.020,11.80,0.000,72.2
0.599,0.0753,-0.0004,0.0753,0.0000,0.0004,0.180,-0.018,11.84,0.000,74.4
0.648,0.0833,-0.0005,0.0833,0.0000,0.0005,0.180,-0.015,11.84,0.000,74.4
0.660,0.0904,-0.0006,0.0904,0.0000,0.0006,0.180,-0.011,11.80,0.000,72.2
0.710,0.1020,-0.0007,0.1020,0.0000,0.0007,0.180,-0.008,11.80,0.000,72.2
0.766,0.1100,-0.0009,0.1100,0.0000,0.0009,0.180,-0.008,11.84,0.000,74.4
0.839,0.1175,-0.0010,0.1175,0.0000,0.0010,0.180,-0.005,11.84,0.000,74.4
0.876,0.1289,-0.0012,0.1289,0.0000,0.0012,0.180,-0.003,11.80,0.000,72.2
0.939,0.1363,-0.0013,0.1363,0.0000,0.0013,0.180,-0.002,11.82,0.000,73.3
1.004,0.1479,-0.0015,0.1479,0.0000,0.0015,0.180,-0.001,11.80,0.000,72.2
1.016,0.1555,-0.0016,0.1555,0.0000,0.0016,0.180,-0.000,11.80,0.000,72.2
1.071,0.1632,-0.0017,0.1632,0.0000,0.0017,0.180,-0.000,11.85,0.000,75.0
1.114,0.1749,-0.0019,0.1749,0.0000,0.0019,0.180,-0.000,11.80,0.000,72.2
1.161,0.1825,-0.0021,0.1825,0.0000,0.0021,0.180,-0.000,11.78,0.000,71.1
1.230,0.1901,-0.0022,0.1901,0.0000,0.0022,0.180,-0.000,11.82,0.000,73.3
1.258,0.2013,-0.0024,0.2013,0.0000,0.0024,0.180,0.001,11.84,0.000,74.4
1.310,0.2085,-0.0025,0.2085,0.0000,0.0025,0.180,0.000,11.78,0.000,71.1
1.366,0.2161,-0.0027,0.2161,0.0000,0.0027,0.180,0.000,11.82,0.000,73.3
1.439,0.2275,-0.0028,0.2275,0.0000,0.0028,0.180,-0.000,11.80,0.000,72.2
1.498,0.2353,-0.0030,0.2353,0.0000,0.0030,0.180,-0.001,11.78,0.000,71.1
1.520,0.2466,-0.0032,0.2466,0.0000,0.0032,0.180,-0.002,11.82,0.000,73.3
1.557,0.2544,-0.0033,0.2544,0.0000,0.0033,0.180,-0.002,11.82,0.000,73.3
1.604,0.2623,-0.0034,0.2623,0.0000,0.0034,0.180,-0.002,11.80,0.000,72.2
1.669,0.2700,-0.0035,0.2700,0.0000,0.0035,0.180,-0.003,11.82,0.000,73.3
1.719,0.2819,-0.0037,0.2819,0.0000,0.0037,0.180,-0.001,11.84,0.000,74.4
1.776,0.2899,-0.0039,0.2899,0.0000,0.0039,0.180,-0.001,11.82,0.000,73.3
1.820,0.2973,-0.0040,0.2973,0.0000,0.0040,0.180,0.002,11.80,0.000,72.2
1.876,0.3090,-0.0042,0.3090,0.0000,0.0042,0.180,0.002,11.82,0.000,73.3
1.915,0.3170,-0.0044,0.3170,0.0000,0.0044,0.180,0.003,11.82,0.000,73.3
1.998,0.3244,-0.0045,0.3244,0.0000,0.0045,0.180,0.005,11.80,0.000,72.2
2.014,0.3359,-0.0047,0.3359,0.0000,0.0047,0.180,0.006,11.80,0.000,72.2
2.088,0.3437,-0.0049,0.3437,0.0000,0.0049,0.180,0.007,11.84,0.000,74.4
2.126,0.3513,-0.0051,0.3513,0.0000,0.0051,0.180,0.008,11.82,0.000,73.3
2.159,0.3628,-0.0053,0.3628,0.0000,0.0053,0.180,0.008,11.82,0.000,73.3
2.208,0.3706,-0.0055,0.3706,0.0000,0.0055,0.180,0.010,11.84,0.000,74.4
2.267,0.3784,-0.0056,0.3784,0.0000,0.0056,0.180,0.010,11.85,0.000,75.0
2.311,0.3898,-0.0059,0.3898,0.0000,0.0059,0.180,0.009,11.82,0.000,73.3
2.382,0.3975,-0.0060,0.3975,0.0000,0.0060,0.180,0.009,11.82,0.000,73.3
2.431,0.4090,-0.0063,0.4090,0.0000,0.0063,0.180,0.009,11.85,0.000,75.0
2.461,0.4167,-0.0064,0.4167,0.0000,0.0064,0.180,0.008,11.80,0.000,72.2
2.512,0.4242,-0.0066,0.4242,0.0000,0.0066,0.180,0.008,11.85,0.000,75.0
2.567,0.4319,-0.0067,0.4319,0.0000,0.0067,0.180,0.008,11.87,0.000,76.1
2.613,0.4434,-0.0069,0.4434,0.0000,0.0069,0.180,0.007,11.80,0.000,72.2
2.667,0.4509,-0.0071,0.4509,0.0000,0.0071,0.180,0.006,11.84,0.000,74.4
2.711,0.4588,-0.0072,0.4588,0.0000,0.0072,0.180,0.006,11.85,0.000,75.0
2.758,0.4706,-0.0075,0.4706,0.0000,0.0075,0.180,0.005,11.82,0.000,73.3
2.807,0.4781,-0.0076,0.4781,0.0000,0.0076,0.180,0.006,11.84,0.000,74.4
2.865,0.4862,-0.0078,0.4862,0.0000,0.0078,0.180,0.006,11.85,0.000,75.0
2.904,0.4979,-0.0080,0.4979,0.0000,0.0080,0.180,0.007,11.84,0.000,74.4
2.999,0.5055,-0.0082,0.5055,0.0000,0.0082,0.180,0.008,11.84,0.000,74.4
3.023,0.5134,-0.0083,0.5134,0.0000,0.0083,0.180,0.011,11.84,0.000,74.4
3.060,0.5250,-0.0086,0.5250,0.0000,0.0086,0.180,0.013,11.84,0.000,74.4
3.106,0.5326,-0.0087,0.5326,0.0000,0.0087,0.180,0.013,11.80,0.000,72.2
3.166,0.5401,-0.0089,0.5401,0.0000,0.0089,0.180,0.013,11.84,0.000,74.4
3.204,0.5517,-0.0092,0.5517,0.0000,0.0092,0.180,0.014,11.85,0.000,75.0
3.271,0.5595,-0.0093,0.5595,0.0000,0.0093,0.180,0.014,11.80,0.000,72.2
3.322,0.5705,-0.0096,0.5705,0.0000,0.0096,0.180,0.013,11.78,0.000,71.1
3.367,0.5783,-0.0098,0.5783,0.0000,0.0098,0.180,0.013,11.85,0.000,75.0
3.413,0.5861,-0.0099,0.5861,0.0000,0.0099,0.180,0.013,11.78,0.000,71.1
3.458,0.5972,-0.0102,0.5972,0.0000,0.0102,0.180,0.010,11.82,0.000,73.3
3.515,0.6045,-0.0103,0.6045,0.0000,0.0103,0.180,0.010,11.84,0.000,74.4
3.569,0.6121,-0.0105,0.6121,0.0000,0.0105,0.180,0.008,11.80,0.000,72.2
3.618,0.6235,-0.0107,0.6235,0.0000,0.0107,0.180,0.008,11.82,0.000,73.3
3.669,0.6311,-0.0108,0.6311,0.0000,0.0108,0.180,0.006,11.82,0.000,73.3
3.713,0.6388,-0.0110,0.6388,0.0000,0.0110,0.180,0.006,11.82,0.000,73.3
3.755,0.6504,-0.0112,0.6504,0.0000,0.0112,0.180,0.004,11.80,0.000,72.2
3.804,0.6578,-0.0113,0.6578,0.0000,0.0113,0.180,0.004,11.82,0.000,73.3
3.865,0.6657,-0.0115,0.6657,0.0000,0.0115,0.180,0.004,11.84,0.000,74.4
3.911,0.6774,-0.0117,0.6774,0.0000,0.0117,0.180,0.001,11.82,0.000,73.3
3.999,0.6851,-0.0118,0.6851,0.0000,0.0118,0.180,0.001,11.84,0.000,74.4
4.012,0.6931,-0.0119,0.6931,0.0000,0.0119,0.180,0.003,11.84,0.000,74.4
4.060,0.7048,-0.0121,0.7048,0.0000,0.0121,0.180,0.004,11.82,0.000,73.3
4.118,0.7124,-0.0123,0.7124,0.0000,0.0123,0.180,0.004,11.80,0.000,72.2
4.168,0.7203,-0.0124,0.7203,0.0000,0.0124,0.180,0.005,11.84,0.000,74.4
4.218,0.7319,-0.0126,0.7319,0.0000,0.0126,0.180,0.006,11.84,0.000,74.4
4.291,0.7394,-0.0128,0.7394,0.0000,0.0128,0.180,0.008,11.84,0.000,74.4
4.310,0.7504,-0.0130,0.7504,0.0000,0.0130,0.180,0.010,11.84,0.000,74.4
4.380,0.7578,-0.0132,0.7578,0.0000,0.0132,0.180,0.010,11.82,0.000,73.3
4.434,0.7649,-0.0133,0.7649,0.0000,0.0133,0.180,0.012,11.82,0.000,73.3
4.499,0.7765,-0.0136,0.7765,0.0000,0.0136,0.180,0.012,11.84,0.000,74.4
4.519,0.7843,-0.0137,0.7843,0.0000,0.0137,0.180,0.010,11.87,0.000,76.1
4.569,0.7920,-0.0139,0.7920,0.0000,0.0139,0.180,0.010,11.82,0.000,73.3
4.635,0.8035,-0.0141,0.8035,0.0000,0.0141,0.180,0.008,11.84,0.000,74.4
4.673,0.8112,-0.0142,0.8112,0.0000,0.0142,0.180,0.006,11.85,0.000,75.0
4.711,0.8188,-0.0144,0.8188,0.0000,0.0144,0.180,0.004,11.82,0.000,73.3
4.784,0.8302,-0.0146,0.8302,0.0000,0.0146,0.180,0.002,11.84,0.000,74.4
4.865,0.8378,-0.0147,0.8378,0.0000,0.0147,0.180,0.002,11.84,0.000,74.4
4.876,0.8454,-0.0148,0.8454,0.0000,0.0148,0.180,-0.000,11.84,0.000,74.4
4.909,0.8565,-0.0150,0.8565,0.0000,0.0150,0.180,-0.003,11.84,0.000,74.4
5.001,0.8642,-0.0151,0.8642,0.0000,0.0151,0.180,-0.003,11.84,0.000,74.4
5.009,0.8759,-0.0153,0.8759,0.0000,0.0153,0.180,-0.006,11.84,0.000,74.4
5.059,0.8836,-0.0154,0.8836,0.0000,0.0154,0.180,-0.007,11.84,0.000,74.4
5.115,0.8913,-0.0155,0.8913,0.0000,0.0155,0.180,-0.007,11.85,0.000,75.0
5.161,0.9032,-0.0157,0.9032,0.0000,0.0157,0.180,-0.007,11.85,0.000,75.0
5.204,0.9111,-0.0158,0.9111,0.0000,0.0158,0.180,-0.007,11.82,0.000,73.3
5.267,0.9187,-0.0159,0.9187,0.0000,0.0159,0.180,-0.006,11.84,0.000,74.4
5.307,0.9304,-0.0160,0.9304,0.0000,0.0160,0.180,-0.004,11.85,0.000,75.0
5.376,0.9383,-0.0162,0.9383,0.0000,0.0162,0.180,-0.004,11.80,0.000,72.2
5.434,0.9457,-0.0163,0.9457,0.0000,0.0163,0.180,0.000,11.82,0.000,73.3
5.499,0.9572,-0.0165,0.9572,0.0000,0.0165,0.180,0.000,11.82,0.000,73.3
5.503,0.9651,-0.0166,0.9651,0.0000,0.0166,0.180,0.000,11.82,0.000,73.3
5.596,0.9726,-0.0167,0.9726,0.0000,0.0167,0.180,0.005,11.85,0.000,75.0
5.613,0.9841,-0.0169,0.9841,0.0000,0.0169,0.180,0.005,11.85,0.000,75.0
5.678,0.9919,-0.0171,0.9919,0.0000,0.0171,0.180,0.006,11.87,0.000,76.1
5.723,0.9996,-0.0172,0.9996,0.0000,0.0172,0.180,0.007,11.82,0.000,73.3
5.758,1.0111,-0.0175,1.0111,0.0000,0.0175,0.180,0.008,11.85,0.000,75.0
5.822,1.0188,-0.0176,1.0188,0.0000,0.0176,0.180,0.008,11.85,0.000,75.0
5.872,1.0264,-0.0177,1.0264,0.0000,0.0177,0.180,0.007,11.82,0.000,73.3
5.916,1.0379,-0.0180,1.0379,0.0000,0.0180,0.180,0.007,11.80,0.000,72.2
6.000,1.0455,-0.0181,1.0455,0.0000,0.0181,0.180,0.007,11.84,0.000,74.4
6.055,1.0531,-0.0182,1.0531,0.0000,0.0182,0.180,0.007,11.84,0.000,74.4
6.061,1.0646,-0.0185,1.0646,0.0000,0.0185,0.180,0.006,11.84,0.000,74.4
6.139,1.0721,-0.0186,1.0721,0.0000,0.0186,0.180,0.006,11.85,0.000,75.0
6.184,1.0796,-0.0187,1.0796,0.0000,0.0187,0.180,0.003,11.85,0.000,75.0
6.216,1.0909,-0.0189,1.0909,0.0000,0.0189,0.180,0.003,11.84,0.000,74.4
