t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.117,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.060,0.000,86.660
0.118,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.060,0.000,86.660
0.141,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.003,12.060,0.000,86.660
0.191,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.003,11.800,0.000,72.220
0.242,0.0008,-0.0000,0.0008,0.0000,0.0000,0.180,-0.003,11.800,0.000,72.220
0.291,0.0064,-0.0000,0.0064,0.0000,0.0000,0.180,0.019,11.850,0.000,75.000
0.336,0.0134,-0.0001,0.0134,0.0000,0.0001,0.180,0.030,11.890,0.000,77.220
0.378,0.0251,-0.0003,0.0251,0.0000,0.0003,0.180,0.030,11.870,0.000,76.110
0.442,0.0325,-0.0004,0.0325,0.0000,0.0004,0.180,0.030,11.890,0.000,77.220
0.487,0.0403,-0.0005,0.0403,0.0000,0.0005,0.180,0.030,11.910,0.000,78.330
0.541,0.0518,-0.0007,0.0518,0.0000,0.0007,0.180,0.030,11.890,0.000,77.220
0.601,0.0592,-0.0008,0.0592,0.0000,0.0008,0.180,0.029,11.870,0.000,76.110
0.640,0.0670,-0.0009,0.0670,0.0000,0.0009,0.180,0.028,11.890,0.000,77.220
0.680,0.0787,-0.0011,0.0787,0.0000,0.0011,0.180,0.028,11.890,0.000,77.220
0.732,0.0863,-0.0012,0.0863,0.0000,0.0012,0.180,0.027,11.850,0.000,75.000
0.796,0.0941,-0.0013,0.0941,0.0000,0.0013,0.180,0.028,11.890,0.000,77.220
0.840,0.1057,-0.0014,0.1057,0.0000,0.0014,0.180,0.028,11.870,0.000,76.110
0.892,0.1134,-0.0015,0.1134,0.0000,0.0015,0.180,0.028,11.850,0.000,75.000
0.936,0.1210,-0.0016,0.1210,0.0000,0.0016,0.180,0.027,11.850,0.000,75.000
0.983,0.1326,-0.0018,0.1326,0.0000,0.0018,0.180,0.027,11.890,0.000,77.220
1.054,0.1402,-0.0018,0.1402,0.0000,0.0018,0.180,0.025,11.890,0.000,77.220
1.106,0.1516,-0.0020,0.1516,0.0000,0.0020,0.180,0.025,11.870,0.000,76.110
1.157,0.1593,-0.0021,0.1593,0.0000,0.0021,0.180,0.025,11.890,0.000,77.220
1.194,0.1671,-0.0021,0.1671,0.0000,0.0021,0.180,0.021,11.890,0.000,77.220
1.263,0.1787,-0.0022,0.1787,0.0000,0.0022,0.180,0.021,11.870,0.000,76.110
1.300,0.1859,-0.0023,0.1859,0.0000,0.0023,0.180,0.020,11.890,0.000,77.220
1.336,0.1972,-0.0024,0.1972,0.0000,0.0024,0.180,0.013,11.870,0.000,76.110
1.383,0.2050,-0.0024,0.2050,0.0000,0.0024,0.180,0.013,11.870,0.000,76.110
1.504,0.2127,-0.0024,0.2127,0.0000,0.0024,0.180,0.012,11.890,0.000,77.220
1.504,0.2206,-0.0024,0.2206,0.0000,0.0024,0.180,0.012,11.890,0.000,77.220
1.535,0.2320,-0.0025,0.2320,0.0000,0.0025,0.180,0.009,11.870,0.000,76.110
1.592,0.2397,-0.0025,0.2397,0.0000,0.0025,0.180,0.009,11.870,0.000,76.110
1.635,0.2473,-0.0025,0.2473,0.0000,0.0025,0.180,0.009,11.850,0.000,75.000
1.694,0.2582,-0.0026,0.2582,0.0000,0.0026,0.180,0.011,11.870,0.000,76.110
1.741,0.2659,-0.0026,0.2659,0.0000,0.0026,0.180,0.011,11.850,0.000,75.000
1.821,0.2774,-0.0026,0.2774,0.0000,0.0026,0.180,0.013,11.870,0.000,76.110
1.849,0.2852,-0.0027,0.2852,0.0000,0.0027,0.180,0.015,11.870,0.000,76.110
1.897,0.2929,-0.0027,0.2929,0.0000,0.0027,0.180,0.015,11.870,0.000,76.110
1.935,0.3045,-0.0028,0.3045,0.0000,0.0028,0.180,0.016,11.850,0.000,75.000
2.028,0.3122,-0.0028,0.3122,0.0000,0.0028,0.180,0.017,11.870,0.000,76.110
2.055,0.3200,-0.0029,0.3200,0.0000,0.0029,0.180,0.017,11.870,0.000,76.110
2.097,0.3311,-0.0030,0.3311,0.0000,0.0030,0.180,0.017,11.870,0.000,76.110
2.129,0.3388,-0.0030,0.3388,0.0000,0.0030,0.180,0.017,11.850,0.000,75.000
2.192,0.3464,-0.0031,0.3464,0.0000,0.0031,0.180,0.018,11.890,0.000,77.220
2.235,0.3578,-0.0031,0.3578,0.0000,0.0031,0.180,0.018,11.850,0.000,75.000
2.313,0.3651,-0.0032,0.3651,0.0000,0.0032,0.180,0.016,11.870,0.000,76.110
2.339,0.3728,-0.0032,0.3728,0.0000,0.0032,0.180,0.016,11.870,0.000,76.110
2.381,0.3844,-0.0033,0.3844,0.0000,0.0033,0.180,0.016,11.850,0.000,75.000
2.439,0.3917,-0.0033,0.3917,0.0000,0.0033,0.180,0.016,11.850,0.000,75.000
2.484,0.4034,-0.0034,0.4034,0.0000,0.0034,0.180,0.013,11.850,0.000,75.000
2.536,0.4108,-0.0034,0.4108,0.0000,0.0034,0.180,0.012,11.870,0.000,76.110
2.589,0.4186,-0.0034,0.4186,0.0000,0.0034,0.180,0.010,11.870,0.000,76.110
2.632,0.4301,-0.0035,0.4301,0.0000,0.0035,0.180,0.009,11.870,0.000,76.110
2.692,0.4378,-0.0035,0.4378,0.0000,0.0035,0.180,0.010,11.870,0.000,76.110
2.737,0.4455,-0.0035,0.4455,0.0000,0.0035,0.180,0.010,11.870,0.000,76.110
2.781,0.4568,-0.0035,0.4568,0.0000,0.0035,0.180,0.009,11.850,0.000,75.000
2.828,0.4644,-0.0035,0.4644,0.0000,0.0035,0.180,0.011,11.870,0.000,76.110
2.888,0.4722,-0.0035,0.4722,0.0000,0.0035,0.180,0.012,11.870,0.000,76.110
2.931,0.4835,-0.0036,0.4835,0.0000,0.0036,0.180,0.012,11.850,0.000,75.000
2.992,0.4912,-0.0036,0.4912,0.0000,0.0036,0.180,0.013,11.870,0.000,76.110
3.038,0.4991,-0.0036,0.4991,0.0000,0.0036,0.180,0.013,11.890,0.000,77.220
3.086,0.5107,-0.0037,0.5107,0.0000,0.0037,0.180,0.014,11.850,0.000,75.000
3.139,0.5182,-0.0037,0.5182,0.0000,0.0037,0.180,0.013,11.850,0.000,75.000
3.191,0.5261,-0.0037,0.5261,0.0000,0.0037,0.180,0.016,11.890,0.000,77.220
3.236,0.5376,-0.0038,0.5376,0.0000,0.0038,0.180,0.015,11.870,0.000,76.110
3.292,0.5452,-0.0038,0.5452,0.0000,0.0038,0.180,0.017,11.850,0.000,75.000
3.339,0.5529,-0.0039,0.5529,0.0000,0.0039,0.180,0.017,11.890,0.000,77.220
3.396,0.5643,-0.0039,0.5643,0.0000,0.0039,0.180,0.017,11.870,0.000,76.110
3.430,0.5720,-0.0040,0.5720,0.0000,0.0040,0.180,0.016,11.850,0.000,75.000
3.511,0.5796,-0.0040,0.5796,0.0000,0.0040,0.180,0.015,11.890,0.000,77.220
3.545,0.5913,-0.0040,0.5913,0.0000,0.0040,0.180,0.015,11.890,0.000,77.220
3.612,0.5990,-0.0041,0.5990,0.0000,0.0041,0.180,0.012,11.850,0.000,75.000
3.647,0.6106,-0.0041,0.6106,0.0000,0.0041,0.180,0.011,11.870,0.000,76.110
3.685,0.6186,-0.0041,0.6186,0.0000,0.0041,0.180,0.011,11.870,0.000,76.110
3.738,0.6264,-0.0041,0.6264,0.0000,0.0041,0.180,0.011,11.870,0.000,76.110
3.788,0.6378,-0.0041,0.6378,0.0000,0.0041,0.180,0.008,11.870,0.000,76.110
3.837,0.6455,-0.0041,0.6455,0.0000,0.0041,0.180,0.008,11.890,0.000,77.220
3.895,0.6534,-0.0041,0.6534,0.0000,0.0041,0.180,0.009,11.870,0.000,76.110
3.934,0.6647,-0.0041,0.6647,0.0000,0.0041,0.180,0.009,11.850,0.000,75.000
3.993,0.6721,-0.0041,0.6721,0.0000,0.0041,0.180,0.010,11.890,0.000,77.220
4.038,0.6800,-0.0041,0.6800,0.0000,0.0041,0.180,0.010,11.890,0.000,77.220
4.086,0.6913,-0.0042,0.6913,0.0000,0.0042,0.180,0.011,11.850,0.000,75.000
4.130,0.6989,-0.0042,0.6989,0.0000,0.0042,0.180,0.012,11.870,0.000,76.110
4.195,0.7067,-0.0042,0.7067,0.0000,0.0042,0.180,0.013,11.890,0.000,77.220
4.234,0.7185,-0.0042,0.7185,0.0000,0.0042,0.180,0.014,11.840,0.000,74.440
4.293,0.7259,-0.0042,0.7259,0.0000,0.0042,0.180,0.014,11.890,0.000,77.220
4.341,0.7338,-0.0043,0.7338,0.0000,0.0043,0.180,0.014,11.890,0.000,77.220
4.390,0.7453,-0.0043,0.7453,0.0000,0.0043,0.180,0.016,11.850,0.000,75.000
4.437,0.7528,-0.0043,0.7528,0.0000,0.0043,0.180,0.016,11.870,0.000,76.110
4.491,0.7606,-0.0043,0.7606,0.0000,0.0043,0.180,0.017,11.890,0.000,77.220
4.533,0.7721,-0.0044,0.7721,0.0000,0.0044,0.180,0.018,11.870,0.000,76.110
4.604,0.7797,-0.0044,0.7797,0.0000,0.0044,0.180,0.018,11.870,0.000,76.110
4.668,0.7874,-0.0044,0.7874,0.0000,0.0044,0.180,0.016,11.870,0.000,76.110
4.718,0.7991,-0.0045,0.7991,0.0000,0.0045,0.180,0.016,11.850,0.000,75.000
4.752,0.8068,-0.0045,0.8068,0.0000,0.0045,0.180,0.014,11.850,0.000,75.000
4.802,0.8145,-0.0045,0.8145,0.0000,0.0045,0.180,0.014,11.850,0.000,75.000
4.835,0.8263,-0.0045,0.8263,0.0000,0.0045,0.180,0.011,11.890,0.000,77.220
