t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.004,11.98,0.000,82.2
0.037,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.000,12.00,0.000,83.3
0.109,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.009,11.58,0.000,60.0
0.144,0.0029,0.0000,0.0029,0.0000,0.0000,0.180,0.001,11.65,0.000,63.9
0.199,0.0089,0.0000,0.0089,0.0000,0.0000,0.180,-0.004,11.74,0.000,68.9
0.237,0.0163,0.0000,0.0163,0.0000,0.0000,0.180,0.006,11.71,0.000,67.2
0.285,0.0273,0.0000,0.0273,0.0000,0.0000,0.180,-0.005,11.74,0.000,68.9
0.326,0.0347,0.0001,0.0347,0.0000,0.0001,0.180,-0.003,11.76,0.000,70.0
0.386,0.0425,0.0001,0.0425,0.0000,0.0001,0.180,-0.002,11.73,0.000,68.3
0.427,0.0540,0.0000,0.0540,0.0000,0.0000,0.180,0.010,11.76,0.000,70.0
0.509,0.0617,0.0000,0.0617,0.0000,0.0000,0.180,0.002,11.74,0.000,68.9
0.553,0.0695,0.0000,0.0695,0.0000,0.0000,0.180,-0.000,11.76,0.000,70.0
0.597,0.0810,0.0000,0.0810,0.0000,0.0000,0.180,0.002,11.76,0.000,70.0
0.645,0.0886,0.0000,0.0886,0.0000,0.0000,0.180,0.002,11.76,0.000,70.0
0.704,0.0966,0.0000,0.0966,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
0.730,0.1081,0.0000,0.1081,0.0000,0.0000,0.180,-0.005,11.76,0.000,70.0
0.794,0.1157,0.0000,0.1157,0.0000,0.0000,0.180,0.000,11.76,0.000,70.0
0.834,0.1234,0.0000,0.1234,0.0000,0.0000,0.180,-0.001,11.76,0.000,70.0
0.884,0.1344,0.0000,0.1344,0.0000,0.0000,0.180,-0.002,11.76,0.000,70.0
0.926,0.1421,0.0000,0.1421,0.0000,0.0000,0.180,-0.003,11.74,0.000,68.9
1.015,0.1497,0.0001,0.1497,0.0000,0.0001,0.180,-0.003,11.74,0.000,68.9
1.043,0.1612,0.0001,0.1612,0.0000,0.0001,0.180,-0.004,11.74,0.000,68.9
1.089,0.1689,0.0001,0.1689,0.0000,0.0001,0.180,-0.002,11.73,0.000,68.3
1.150,0.1801,0.0001,0.1801,0.0000,0.0001,0.180,-0.009,11.74,0.000,68.9
1.194,0.1879,0.0001,0.1879,0.0000,0.0001,0.180,-0.005,11.74,0.000,68.9
1.236,0.1957,0.0001,0.1957,0.0000,0.0001,0.180,-0.005,11.76,0.000,70.0
1.287,0.2075,0.0001,0.2075,0.0000,0.0001,0.180,-0.005,11.76,0.000,70.0
1.329,0.2154,0.0002,0.2154,0.0000,0.0002,0.180,-0.003,11.74,0.000,68.9
1.391,0.2232,0.0002,0.2232,0.0000,0.0002,0.180,0.012,11.76,0.000,70.0
1.433,0.2348,0.0002,0.2348,0.0000,0.0002,0.180,-0.003,11.76,0.000,70.0
1.507,0.2425,0.0002,0.2425,0.0000,0.0002,0.180,-0.001,11.76,0.000,70.0
1.539,0.2502,0.0002,0.2502,0.0000,0.0002,0.180,0.018,11.76,0.000,70.0
1.588,0.2617,0.0001,0.2617,0.0000,0.0001,0.180,0.014,11.74,0.000,68.9
1.627,0.2694,0.0001,0.2694,0.0000,0.0001,0.180,0.004,11.76,0.000,70.0
1.694,0.2771,0.0001,0.2771,0.0000,0.0001,0.180,0.005,11.76,0.000,70.0
1.735,0.2887,0.0001,0.2887,0.0000,0.0001,0.180,0.006,11.74,0.000,68.9
1.789,0.2964,0.0000,0.2964,0.0000,0.0000,0.180,0.004,11.76,0.000,70.0
