t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,0.0000,-0.0000,0.0000,0.0000,0.0000,0.153,-0.009,12.00,0.000,83.3
0.051,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.004,11.98,0.000,82.2
0.092,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.020,11.54,0.000,57.8
0.139,0.0035,0.0000,0.0035,0.0000,0.0000,0.180,-0.134,11.65,0.000,63.9
0.185,0.0097,0.0001,0.0097,0.0000,0.0001,0.180,-0.023,11.73,0.000,68.3
0.239,0.0168,0.0001,0.0168,0.0000,0.0001,0.180,0.001,11.69,0.000,66.1
0.281,0.0275,0.0002,0.0275,0.0000,0.0002,0.180,-0.014,11.71,0.000,67.2
0.366,0.0351,0.0003,0.0351,0.0000,0.0003,0.180,-0.021,11.71,0.000,67.2
0.489,0.0424,0.0003,0.0424,0.0000,0.0003,0.180,-0.020,11.71,0.000,67.2
0.490,0.0540,0.0004,0.0540,0.0000,0.0004,0.180,-0.039,11.71,0.000,67.2
0.492,0.0618,0.0005,0.0618,0.0000,0.0005,0.180,-0.039,11.71,0.000,67.2
0.537,0.0695,0.0005,0.0695,0.0000,0.0005,0.180,-0.024,11.73,0.000,68.3
0.579,0.0811,0.0006,0.0811,0.0000,0.0006,0.180,-0.037,11.73,0.000,68.3
0.635,0.0890,0.0007,0.0890,0.0000,0.0007,0.180,-0.028,11.71,0.000,67.2
0.691,0.0965,0.0008,0.0965,0.0000,0.0008,0.180,-0.011,11.73,0.000,68.3
0.735,0.1082,0.0008,0.1082,0.0000,0.0008,0.180,-0.025,11.73,0.000,68.3
0.778,0.1156,0.0009,0.1156,0.0000,0.0009,0.180,-0.022,11.73,0.000,68.3
0.838,0.1232,0.0009,0.1232,0.0000,0.0009,0.180,0.009,11.67,0.000,65.0
0.877,0.1348,0.0009,0.1348,0.0000,0.0009,0.180,-0.015,11.73,0.000,68.3
0.941,0.1427,0.0009,0.1427,0.0000,0.0009,0.180,0.009,11.73,0.000,68.3
0.996,0.1503,0.0009,0.1503,0.0000,0.0009,0.180,-0.011,11.69,0.000,66.1
1.030,0.1619,0.0009,0.1619,0.0000,0.0009,0.180,-0.013,11.71,0.000,67.2
1.091,0.1697,0.0009,0.1697,0.0000,0.0009,0.180,-0.007,11.74,0.000,68.9
1.137,0.1808,0.0009,0.1808,0.0000,0.0009,0.180,-0.009,11.67,0.000,65.0
1.178,0.1883,0.0009,0.1883,0.0000,0.0009,0.180,-0.006,11.67,0.000,65.0
1.244,0.1962,0.0009,0.1962,0.0000,0.0009,0.180,-0.007,11.74,0.000,68.9
1.285,0.2077,0.0009,0.2077,0.0000,0.0009,0.180,-0.006,11.69,0.000,66.1
1.345,0.2154,0.0009,0.2154,0.0000,0.0009,0.180,-0.005,11.67,0.000,65.0
1.391,0.2231,0.0009,0.2231,0.0000,0.0009,0.180,-0.002,11.73,0.000,68.3
1.448,0.2347,0.0009,0.2347,0.0000,0.0009,0.180,-0.005,11.74,0.000,68.9
1.485,0.2425,0.0009,0.2425,0.0000,0.0009,0.180,-0.004,11.69,0.000,66.1
1.541,0.2500,0.0008,0.2500,0.0000,0.0008,0.180,-0.017,11.73,0.000,68.3
1.585,0.2617,0.0008,0.2617,0.0000,0.0008,0.180,-0.006,11.74,0.000,68.9
1.632,0.2696,0.0008,0.2696,0.0000,0.0008,0.180,-0.020,11.71,0.000,67.2
1.692,0.2772,0.0008,0.2772,0.0000,0.0008,0.180,-0.023,11.74,0.000,68.9
1.737,0.2888,0.0008,0.2888,0.0000,0.0008,0.180,-0.011,11.74,0.000,68.9
1.785,0.2967,0.0009,0.2967,0.0000,0.0009,0.180,-0.012,11.73,0.000,68.3
1.840,0.3042,0.0009,0.3042,0.0000,0.0009,0.180,-0.008,11.71,0.000,67.2
1.880,0.3121,0.0009,0.3121,0.0000,0.0009,0.180,0.010,11.74,0.000,68.9
1.988,0.3234,0.0008,0.3234,0.0000,0.0008,0.180,-0.008,11.71,0.000,67.2
1.991,0.3309,0.0008,0.3309,0.0000,0.0008,0.180,0.044,11.71,0.000,67.2
2.034,0.3421,0.0008,0.3421,0.0000,0.0008,0.180,0.001,11.74,0.000,68.9
2.079,0.3500,0.0007,0.3500,0.0000,0.0007,0.180,0.023,11.76,0.000,70.0
2.141,0.3575,0.0007,0.3575,0.0000,0.0007,0.180,0.015,11.73,0.000,68.3
2.195,0.3688,0.0006,0.3688,0.0000,0.0006,0.180,0.007,11.73,0.000,68.3
2.239,0.3767,0.0006,0.3767,0.0000,0.0006,0.180,0.016,11.76,0.000,70.0
2.288,0.3843,0.0005,0.3843,0.0000,0.0005,0.180,0.008,11.74,0.000,68.9
2.331,0.3957,0.0005,0.3957,0.0000,0.0005,0.180,0.016,11.71,0.000,67.2
2.380,0.4035,0.0004,0.4035,0.0000,0.0004,0.180,0.022,11.76,0.000,70.0
2.451,0.4111,0.0003,0.4111,0.0000,0.0003,0.180,0.015,11.76,0.000,70.0
2.489,0.4227,0.0003,0.4227,0.0000,0.0003,0.180,0.014,11.69,0.000,66.1
2.540,0.4303,0.0002,0.4303,0.0000,0.0002,0.180,0.013,11.74,0.000,68.9
2.596,0.4380,0.0002,0.4380,0.0000,0.0002,0.180,0.014,11.71,0.000,67.2
2.630,0.4495,0.0001,0.4495,0.0000,0.0001,0.180,0.002,11.71,0.000,67.2
2.691,0.4572,0.0001,0.4572,0.0000,0.0001,0.180,-0.012,11.76,0.000,70.0
2.739,0.4685,0.0000,0.4685,0.0000,0.0000,0.180,-0.004,11.76,0.000,70.0
2.778,0.4762,-0.0000,0.4762,0.0000,0.0000,0.180,-0.012,11.71,0.000,67.2
2.845,0.4839,-0.0000,0.4839,0.0000,0.0000,0.180,0.004,11.71,0.000,67.2
2.885,0.4956,-0.0000,0.4956,0.0000,0.0000,0.180,0.002,11.76,0.000,70.0
2.930,0.5034,-0.0000,0.5034,0.0000,0.0000,0.180,-0.000,11.71,0.000,67.2
2.993,0.5105,-0.0000,0.5105,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
3.033,0.5217,-0.0001,0.5217,0.0000,0.0001,0.180,0.001,11.74,0.000,68.9
3.095,0.5296,-0.0001,0.5296,0.0000,0.0001,0.180,0.002,11.73,0.000,68.3
3.138,0.5410,-0.0001,0.5410,0.0000,0.0001,0.180,0.005,11.73,0.000,68.3
3.178,0.5484,-0.0001,0.5484,0.0000,0.0001,0.180,0.007,11.76,0.000,70.0
3.245,0.5562,-0.0001,0.5562,0.0000,0.0001,0.180,0.009,11.73,0.000,68.3
3.285,0.5678,-0.0002,0.5678,0.0000,0.0002,0.180,0.010,11.69,0.000,66.1
3.345,0.5754,-0.0002,0.5754,0.0000,0.0002,0.180,0.010,11.73,0.000,68.3
3.389,0.5832,-0.0003,0.5832,0.0000,0.0003,0.180,0.015,11.76,0.000,70.0
3.446,0.5944,-0.0003,0.5944,0.0000,0.0003,0.180,0.012,11.69,0.000,66.1
3.484,0.6019,-0.0003,0.6019,0.0000,0.0003,0.180,0.013,11.71,0.000,67.2
3.536,0.6093,-0.0004,0.6093,0.0000,0.0004,0.180,0.011,11.74,0.000,68.9
3.585,0.6207,-0.0004,0.6207,0.0000,0.0004,0.180,0.011,11.69,0.000,66.1
3.645,0.6284,-0.0004,0.6284,0.0000,0.0004,0.180,0.012,11.71,0.000,67.2
3.685,0.6398,-0.0005,0.6398,0.0000,0.0005,0.180,0.013,11.76,0.000,70.0
3.748,0.6472,-0.0005,0.6472,0.0000,0.0005,0.180,0.012,11.73,0.000,68.3
3.825,0.6548,-0.0005,0.6548,0.0000,0.0005,0.180,0.012,11.76,0.000,70.0
3.855,0.6664,-0.0005,0.6664,0.0000,0.0005,0.180,0.010,11.76,0.000,70.0
3.905,0.6742,-0.0006,0.6742,0.0000,0.0006,0.180,0.007,11.76,0.000,70.0
3.945,0.6819,-0.0006,0.6819,0.0000,0.0006,0.180,0.004,11.71,0.000,67.2
3.989,0.6935,-0.0005,0.6935,0.0000,0.0005,0.180,-0.003,11.74,0.000,68.9
4.045,0.7008,-0.0005,0.7008,0.0000,0.0005,0.180,-0.002,11.73,0.000,68.3
4.086,0.7086,-0.0005,0.7086,0.0000,0.0005,0.180,-0.003,11.71,0.000,67.2
4.142,0.7197,-0.0005,0.7197,0.0000,0.0005,0.180,-0.004,11.73,0.000,68.3
4.191,0.7274,-0.0004,0.7274,0.0000,0.0004,0.180,-0.001,11.73,0.000,68.3
4.255,0.7351,-0.0004,0.7351,0.0000,0.0004,0.180,-0.004,11.73,0.000,68.3
4.285,0.7467,-0.0004,0.7467,0.0000,0.0004,0.180,-0.002,11.73,0.000,68.3
4.346,0.7545,-0.0004,0.7545,0.0000,0.0004,0.180,0.001,11.74,0.000,68.9
4.387,0.7623,-0.0004,0.7623,0.0000,0.0004,0.180,0.002,11.73,0.000,68.3
4.429,0.7738,-0.0004,0.7738,0.0000,0.0004,0.180,0.013,11.73,0.000,68.3
4.490,0.7811,-0.0004,0.7811,0.0000,0.0004,0.180,0.005,11.74,0.000,68.9
4.536,0.7927,-0.0004,0.7927,0.0000,0.0004,0.180,0.005,11.74,0.000,68.9
4.585,0.8003,-0.0004,0.8003,0.0000,0.0004,0.180,0.006,11.71,0.000,67.2
4.638,0.8076,-0.0004,0.8076,0.0000,0.0004,0.180,0.007,11.73,0.000,68.3
4.686,0.8192,-0.0005,0.8192,0.0000,0.0005,0.180,0.007,11.74,0.000,68.9
4.745,0.8268,-0.0005,0.8268,0.0000,0.0005,0.180,0.007,11.73,0.000,68.3
4.790,0.8345,-0.0005,0.8345,0.0000,0.0005,0.180,0.010,11.73,0.000,68.3
4.846,0.8460,-0.0005,0.8460,0.0000,0.0005,0.180,0.008,11.74,0.000,68.9
4.880,0.8538,-0.0005,0.8538,0.0000,0.0005,0.180,0.012,11.73,0.000,68.3
4.944,0.8610,-0.0005,0.8610,0.0000,0.0005,0.180,0.009,11.73,0.000,68.3
4.991,0.8726,-0.0005,0.8726,0.0000,0.0005,0.180,0.007,11.76,0.000,70.0
5.041,0.8805,-0.0005,0.8805,0.0000,0.0005,0.180,-0.005,11.76,0.000,70.0
5.087,0.8880,-0.0005,0.8880,0.0000,0.0005,0.180,0.004,11.74,0.000,68.9
5.135,0.8997,-0.0005,0.8997,0.0000,0.0005,0.180,0.000,11.74,0.000,68.9
5.205,0.9071,-0.0005,0.9071,0.0000,0.0005,0.180,-0.002,11.74,0.000,68.9
5.245,0.9186,-0.0005,0.9186,0.0000,0.0005,0.180,-0.003,11.74,0.000,68.9
5.285,0.9263,-0.0004,0.9263,0.0000,0.0004,0.180,-0.003,11.73,0.000,68.3
5.340,0.9342,-0.0004,0.9342,0.0000,0.0004,0.180,-0.001,11.74,0.000,68.9
5.387,0.9418,-0.0004,0.9418,0.0000,0.0004,0.180,-0.003,11.74,0.000,68.9
5.435,0.9533,-0.0004,0.9533,0.0000,0.0004,0.180,-0.001,11.73,0.000,68.3
5.483,0.9612,-0.0004,0.9612,0.0000,0.0004,0.180,-0.000,11.76,0.000,70.0
5.555,0.9689,-0.0004,0.9689,0.0000,0.0004,0.180,0.002,11.74,0.000,68.9
5.582,0.9805,-0.0004,0.9805,0.0000,0.0004,0.180,0.014,11.73,0.000,68.3
5.640,0.9882,-0.0004,0.9882,0.0000,0.0004,0.180,0.010,11.76,0.000,70.0
5.689,0.9960,-0.0004,0.9960,0.0000,0.0004,0.180,0.012,11.76,0.000,70.0
5.745,1.0076,-0.0004,1.0076,0.0000,0.0004,0.180,0.007,11.71,0.000,67.2
5.800,1.0148,-0.0005,1.0148,0.0000,0.0005,0.180,0.020,11.74,0.000,68.9
