t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.119,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.020,0.000,84.440
0.120,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.000,0.000,83.330
0.154,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.000,0.000,83.330
0.184,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.710,0.000,67.220
0.242,0.0008,-0.0000,0.0008,0.0000,0.0000,0.180,-0.001,11.730,0.000,68.330
0.334,0.0064,-0.0000,0.0064,0.0000,0.0000,0.180,0.028,11.820,0.000,73.330
0.336,0.0170,-0.0002,0.0170,0.0000,0.0002,0.180,0.028,11.820,0.000,73.330
0.381,0.0248,-0.0003,0.0248,0.0000,0.0003,0.180,0.028,11.800,0.000,72.220
0.464,0.0323,-0.0004,0.0323,0.0000,0.0004,0.180,0.028,11.840,0.000,74.440
0.502,0.0438,-0.0005,0.0438,0.0000,0.0005,0.180,0.027,11.820,0.000,73.330
0.541,0.0516,-0.0006,0.0516,0.0000,0.0006,0.180,0.026,11.820,0.000,73.330
0.595,0.0592,-0.0007,0.0592,0.0000,0.0007,0.180,0.024,11.800,0.000,72.220
0.634,0.0707,-0.0009,0.0707,0.0000,0.0009,0.180,0.023,11.800,0.000,72.220
0.681,0.0785,-0.0010,0.0785,0.0000,0.0010,0.180,0.023,11.840,0.000,74.440
0.739,0.0862,-0.0010,0.0862,0.0000,0.0010,0.180,0.024,11.840,0.000,74.440
0.795,0.0976,-0.0012,0.0976,0.0000,0.0012,0.180,0.023,11.800,0.000,72.220
0.837,0.1054,-0.0013,0.1054,0.0000,0.0013,0.180,0.022,11.840,0.000,74.440
0.890,0.1131,-0.0013,0.1131,0.0000,0.0013,0.180,0.021,11.820,0.000,73.330
0.938,0.1246,-0.0014,0.1246,0.0000,0.0014,0.180,0.021,11.780,0.000,71.110
0.992,0.1323,-0.0015,0.1323,0.0000,0.0015,0.180,0.015,11.840,0.000,74.440
1.040,0.1402,-0.0015,0.1402,0.0000,0.0015,0.180,0.015,11.820,0.000,73.330
1.091,0.1518,-0.0016,0.1518,0.0000,0.0016,0.180,0.013,11.780,0.000,71.110
1.139,0.1591,-0.0016,0.1591,0.0000,0.0016,0.180,0.013,11.800,0.000,72.220
1.184,0.1669,-0.0017,0.1669,0.0000,0.0017,0.180,0.012,11.800,0.000,72.220
