t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.008,12.00,0.000,83.3
0.004,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.008,12.00,0.000,83.3
0.104,0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.010,11.67,0.000,65.0
0.125,0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.010,11.67,0.000,65.0
0.186,0.0026,0.0000,0.0026,0.0000,0.0000,0.179,-0.011,11.71,0.000,67.2
0.253,0.0076,0.0001,0.0076,0.0000,0.0001,0.180,-0.011,11.78,0.000,71.1
0.277,0.0142,0.0001,0.0142,0.0000,0.0001,0.180,-0.011,11.80,0.000,72.2
0.336,0.0249,0.0002,0.0249,0.0000,0.0002,0.180,-0.011,11.78,0.000,71.1
0.397,0.0320,0.0002,0.0320,0.0000,0.0002,0.180,-0.011,11.80,0.000,72.2
0.439,0.0392,0.0003,0.0392,0.0000,0.0003,0.180,-0.011,11.78,0.000,71.1
0.530,0.0500,0.0003,0.0500,0.0000,0.0003,0.180,-0.011,11.80,0.000,72.2
0.534,0.0575,0.0004,0.0575,0.0000,0.0004,0.180,-0.011,11.80,0.000,72.2
0.572,0.0647,0.0004,0.0647,0.0000,0.0004,0.180,-0.013,11.80,0.000,72.2
0.665,0.0756,0.0005,0.0756,0.0000,0.0005,0.180,-0.014,11.80,0.000,72.2
0.694,0.0830,0.0006,0.0830,0.0000,0.0006,0.180,-0.014,11.76,0.000,70.0
0.716,0.0902,0.0006,0.0902,0.0000,0.0006,0.180,-0.017,11.76,0.000,70.0
0.751,0.1010,0.0007,0.1010,0.0000,0.0007,0.180,-0.017,11.78,0.000,71.1
0.804,0.1085,0.0008,0.1085,0.0000,0.0008,0.180,-0.019,11.80,0.000,72.2
0.857,0.1156,0.0009,0.1156,0.0000,0.0009,0.180,-0.019,11.78,0.000,71.1
0.898,0.1265,0.0010,0.1265,0.0000,0.0010,0.180,-0.019,11.80,0.000,72.2
1.008,0.1339,0.0011,0.1339,0.0000,0.0011,0.180,-0.019,11.76,0.000,70.0
1.010,0.1410,0.0011,0.1410,0.0000,0.0011,0.180,-0.019,11.76,0.000,70.0
1.053,0.1520,0.0012,0.1520,0.0000,0.0012,0.180,-0.016,11.80,0.000,72.2
1.101,0.1595,0.0012,0.1595,0.0000,0.0012,0.180,-0.016,11.78,0.000,71.1
1.160,0.1665,0.0013,0.1665,0.0000,0.0013,0.180,-0.015,11.76,0.000,70.0
1.206,0.1774,0.0013,0.1774,0.0000,0.0013,0.180,-0.013,11.82,0.000,73.3
1.320,0.1849,0.0013,0.1849,0.0000,0.0013,0.180,-0.013,11.76,0.000,70.0
