t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.049,12.00,0.000,83.3
0.031,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.048,12.02,0.000,84.4
0.075,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.048,11.71,0.000,67.2
0.140,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.048,11.76,0.000,70.0
0.183,0.0062,0.0000,0.0062,0.0000,0.0000,0.180,-0.048,11.85,0.000,75.0
0.229,0.0173,0.0000,0.0173,0.0000,0.0000,0.180,-0.048,11.85,0.000,75.0
0.290,0.0254,0.0000,0.0254,0.0000,0.0000,0.180,-0.043,11.87,0.000,76.1
0.337,0.0367,0.0000,0.0367,0.0000,0.0000,0.180,-0.038,11.82,0.000,73.3
0.376,0.0442,-0.0000,0.0442,0.0000,0.0000,0.180,-0.034,11.84,0.000,74.4
0.435,0.0521,-0.0001,0.0521,0.0000,0.0001,0.180,-0.025,11.85,0.000,75.0
0.497,0.0596,-0.0001,0.0596,0.0000,0.0001,0.180,-0.025,11.84,0.000,74.4
0.537,0.0710,-0.0002,0.0710,0.0000,0.0002,0.180,-0.022,11.85,0.000,75.0
0.582,0.0789,-0.0003,0.0789,0.0000,0.0003,0.180,-0.015,11.85,0.000,75.0
0.631,0.0900,-0.0004,0.0900,0.0000,0.0004,0.180,-0.015,11.84,0.000,74.4
0.675,0.0976,-0.0005,0.0976,0.0000,0.0005,0.180,-0.015,11.82,0.000,73.3
0.748,0.1054,-0.0006,0.1054,0.0000,0.0006,0.180,-0.015,11.84,0.000,74.4
0.780,0.1171,-0.0007,0.1171,0.0000,0.0007,0.180,-0.015,11.84,0.000,74.4
0.833,0.1243,-0.0008,0.1243,0.0000,0.0008,0.180,-0.017,11.82,0.000,73.3
0.879,0.1321,-0.0009,0.1321,0.0000,0.0009,0.180,-0.017,11.85,0.000,75.0
0.925,0.1438,-0.0010,0.1438,0.0000,0.0010,0.180,-0.017,11.82,0.000,73.3
1.004,0.1514,-0.0011,0.1514,0.0000,0.0011,0.180,-0.015,11.80,0.000,72.2
1.048,0.1590,-0.0012,0.1590,0.0000,0.0012,0.180,-0.014,11.82,0.000,73.3
1.075,0.1706,-0.0013,0.1706,0.0000,0.0013,0.180,-0.014,11.85,0.000,75.0
1.137,0.1784,-0.0014,0.1784,0.0000,0.0014,0.180,-0.011,11.82,0.000,73.3
1.181,0.1859,-0.0015,0.1859,0.0000,0.0015,0.180,-0.006,11.84,0.000,74.4
1.226,0.1976,-0.0017,0.1976,0.0000,0.0017,0.180,-0.006,11.85,0.000,75.0
1.285,0.2055,-0.0019,0.2055,0.0000,0.0019,0.180,-0.001,11.82,0.000,73.3
1.332,0.2130,-0.0020,0.2130,0.0000,0.0020,0.180,0.001,11.82,0.000,73.3
1.375,0.2246,-0.0022,0.2246,0.0000,0.0022,0.180,0.001,11.85,0.000,75.0
1.438,0.2325,-0.0023,0.2325,0.0000,0.0023,0.180,0.003,11.82,0.000,73.3
1.502,0.2400,-0.0025,0.2400,0.0000,0.0025,0.180,0.002,11.84,0.000,74.4
1.528,0.2515,-0.0027,0.2515,0.0000,0.0027,0.180,0.005,11.84,0.000,74.4
1.584,0.2593,-0.0029,0.2593,0.0000,0.0029,0.180,0.006,11.82,0.000,73.3
1.629,0.2669,-0.0030,0.2669,0.0000,0.0030,0.180,0.006,11.82,0.000,73.3
1.675,0.2784,-0.0033,0.2784,0.0000,0.0033,0.180,0.007,11.85,0.000,75.0
1.740,0.2861,-0.0034,0.2861,0.0000,0.0034,0.180,0.008,11.84,0.000,74.4
1.783,0.2937,-0.0036,0.2937,0.0000,0.0036,0.180,0.008,11.84,0.000,74.4
1.842,0.3053,-0.0038,0.3053,0.0000,0.0038,0.180,0.008,11.82,0.000,73.3
1.888,0.3131,-0.0040,0.3131,0.0000,0.0040,0.180,0.008,11.85,0.000,75.0
1.942,0.3209,-0.0041,0.3209,0.0000,0.0041,0.180,0.006,11.82,0.000,73.3
