t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.075,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.060,0.000,86.660
0.088,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.060,0.000,86.660
0.122,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.760,0.000,70.000
0.173,0.0009,-0.0000,0.0009,0.0000,0.0000,0.180,0.004,11.820,0.000,73.330
0.241,0.0064,-0.0000,0.0064,0.0000,0.0000,0.180,0.016,11.850,0.000,75.000
0.281,0.0135,-0.0001,0.0135,0.0000,0.0001,0.180,0.023,11.890,0.000,77.220
0.330,0.0251,-0.0003,0.0251,0.0000,0.0003,0.180,0.025,11.870,0.000,76.110
0.369,0.0329,-0.0004,0.0329,0.0000,0.0004,0.180,0.027,11.890,0.000,77.220
0.432,0.0408,-0.0006,0.0408,0.0000,0.0006,0.180,0.028,11.890,0.000,77.220
0.470,0.0523,-0.0008,0.0523,0.0000,0.0008,0.180,0.030,11.850,0.000,75.000
0.554,0.0599,-0.0009,0.0599,0.0000,0.0009,0.180,0.030,11.910,0.000,78.330
0.592,0.0676,-0.0010,0.0676,0.0000,0.0010,0.180,0.032,11.910,0.000,78.330
0.667,0.0792,-0.0013,0.0792,0.0000,0.0013,0.180,0.032,11.890,0.000,77.220
0.670,0.0867,-0.0014,0.0867,0.0000,0.0014,0.180,0.033,11.890,0.000,77.220
0.719,0.0945,-0.0015,0.0945,0.0000,0.0015,0.180,0.033,11.890,0.000,77.220
0.764,0.1060,-0.0017,0.1060,0.0000,0.0017,0.180,0.033,11.850,0.000,75.000
0.824,0.1134,-0.0018,0.1134,0.0000,0.0018,0.180,0.032,11.840,0.000,74.440
0.865,0.1249,-0.0020,0.1249,0.0000,0.0020,0.180,0.032,11.890,0.000,77.220
0.959,0.1327,-0.0021,0.1327,0.0000,0.0021,0.180,0.032,11.870,0.000,76.110
0.971,0.1403,-0.0022,0.1403,0.0000,0.0022,0.180,0.032,11.870,0.000,76.110
1.053,0.1480,-0.0023,0.1480,0.0000,0.0023,0.180,0.032,11.870,0.000,76.110
1.109,0.1595,-0.0024,0.1595,0.0000,0.0024,0.180,0.031,11.870,0.000,76.110
1.146,0.1670,-0.0025,0.1670,0.0000,0.0025,0.180,0.030,11.850,0.000,75.000
1.182,0.1785,-0.0026,0.1785,0.0000,0.0026,0.180,0.026,11.850,0.000,75.000
1.254,0.1863,-0.0026,0.1863,0.0000,0.0026,0.180,0.026,11.870,0.000,76.110
1.278,0.1939,-0.0027,0.1939,0.0000,0.0027,0.180,0.020,11.870,0.000,76.110
1.334,0.2055,-0.0027,0.2055,0.0000,0.0027,0.180,0.020,11.870,0.000,76.110
1.373,0.2133,-0.0027,0.2133,0.0000,0.0027,0.180,0.018,11.870,0.000,76.110
1.455,0.2210,-0.0027,0.2210,0.0000,0.0027,0.180,0.018,11.870,0.000,76.110
1.490,0.2325,-0.0028,0.2325,0.0000,0.0028,0.180,0.018,11.870,0.000,76.110
