t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.040,12.02,0.000,84.4
0.035,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.02,0.000,84.4
0.083,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.67,0.000,65.0
0.153,0.0009,0.0000,0.0009,0.0000,0.0000,0.180,-0.041,11.71,0.000,67.2
0.188,0.0098,0.0000,0.0098,0.0000,0.0000,0.180,-0.051,11.78,0.000,71.1
0.228,0.0175,0.0001,0.0175,0.0000,0.0001,0.180,-0.051,11.80,0.000,72.2
0.288,0.0251,0.0001,0.0251,0.0000,0.0001,0.180,-0.049,11.80,0.000,72.2
0.333,0.0365,0.0001,0.0365,0.0000,0.0001,0.180,-0.038,11.80,0.000,72.2
0.388,0.0442,0.0001,0.0442,0.0000,0.0001,0.180,-0.038,11.80,0.000,72.2
0.433,0.0513,0.0001,0.0513,0.0000,0.0001,0.180,-0.034,11.78,0.000,71.1
0.499,0.0629,0.0000,0.0629,0.0000,0.0000,0.180,-0.034,11.80,0.000,72.2
0.524,0.0706,-0.0000,0.0706,0.0000,0.0000,0.180,-0.030,11.80,0.000,72.2
0.588,0.0784,-0.0001,0.0784,0.0000,0.0001,0.180,-0.030,11.82,0.000,73.3
0.628,0.0901,-0.0001,0.0901,0.0000,0.0001,0.180,-0.028,11.82,0.000,73.3
0.675,0.0978,-0.0002,0.0978,0.0000,0.0002,0.180,-0.026,11.78,0.000,71.1
0.764,0.1057,-0.0003,0.1057,0.0000,0.0003,0.180,-0.024,11.82,0.000,73.3
0.801,0.1176,-0.0004,0.1176,0.0000,0.0004,0.180,-0.021,11.80,0.000,72.2
0.826,0.1253,-0.0005,0.1253,0.0000,0.0005,0.180,-0.016,11.76,0.000,70.0
0.884,0.1330,-0.0006,0.1330,0.0000,0.0006,0.180,-0.010,11.82,0.000,73.3
0.932,0.1446,-0.0007,0.1446,0.0000,0.0007,0.180,-0.007,11.78,0.000,71.1
1.006,0.1523,-0.0008,0.1523,0.0000,0.0008,0.180,-0.007,11.76,0.000,70.0
1.038,0.1597,-0.0010,0.1597,0.0000,0.0010,0.180,-0.005,11.80,0.000,72.2
1.076,0.1713,-0.0012,0.1713,0.0000,0.0012,0.180,-0.004,11.80,0.000,72.2
1.154,0.1791,-0.0013,0.1791,0.0000,0.0013,0.180,-0.003,11.78,0.000,71.1
1.183,0.1866,-0.0014,0.1866,0.0000,0.0014,0.180,-0.003,11.78,0.000,71.1
1.229,0.1983,-0.0016,0.1983,0.0000,0.0016,0.180,-0.003,11.80,0.000,72.2
1.274,0.2061,-0.0017,0.2061,0.0000,0.0017,0.180,-0.003,11.78,0.000,71.1
1.338,0.2136,-0.0018,0.2136,0.0000,0.0018,0.180,-0.003,11.76,0.000,70.0
1.376,0.2252,-0.0020,0.2252,0.0000,0.0020,0.180,-0.003,11.80,0.000,72.2
1.439,0.2329,-0.0022,0.2329,0.0000,0.0022,0.180,-0.004,11.80,0.000,72.2
1.498,0.2405,-0.0023,0.2405,0.0000,0.0023,0.180,-0.005,11.78,0.000,71.1
1.531,0.2518,-0.0024,0.2518,0.0000,0.0024,0.180,-0.007,11.82,0.000,73.3
1.572,0.2596,-0.0026,0.2596,0.0000,0.0026,0.180,-0.008,11.80,0.000,72.2
1.637,0.2671,-0.0027,0.2671,0.0000,0.0027,0.180,-0.008,11.80,0.000,72.2
1.680,0.2786,-0.0028,0.2786,0.0000,0.0028,0.180,-0.009,11.80,0.000,72.2
1.739,0.2865,-0.0029,0.2865,0.0000,0.0029,0.180,-0.010,11.82,0.000,73.3
1.785,0.2942,-0.0030,0.2942,0.0000,0.0030,0.180,-0.013,11.80,0.000,72.2
1.829,0.3059,-0.0032,0.3059,0.0000,0.0032,0.180,-0.013,11.80,0.000,72.2
1.877,0.3138,-0.0033,0.3138,0.0000,0.0033,0.180,-0.013,11.84,0.000,74.4
1.934,0.3218,-0.0034,0.3218,0.0000,0.0034,0.180,-0.010,11.82,0.000,73.3
1.998,0.3332,-0.0035,0.3332,0.0000,0.0035,0.180,-0.010,11.78,0.000,71.1
2.027,0.3410,-0.0036,0.3410,0.0000,0.0036,0.180,-0.008,11.82,0.000,73.3
2.084,0.3490,-0.0038,0.3490,0.0000,0.0038,0.180,-0.004,11.82,0.000,73.3
2.127,0.3603,-0.0040,0.3603,0.0000,0.0040,0.180,-0.004,11.76,0.000,70.0
2.190,0.3678,-0.0041,0.3678,0.0000,0.0041,0.180,-0.003,11.82,0.000,73.3
