t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.98,0.000,82.2
0.025,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.98,0.000,82.2
0.111,0.0001,0.0000,0.0001,0.0000,0.0000,0.173,-0.001,12.00,0.000,83.3
0.119,0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.001,12.00,0.000,83.3
0.181,0.0000,-0.0000,0.0000,0.0000,0.0000,0.179,-0.001,11.60,0.000,61.1
0.218,0.0027,0.0000,0.0027,0.0000,0.0000,0.180,-0.000,11.69,0.000,66.1
0.265,0.0087,0.0000,0.0087,0.0000,0.0000,0.180,-0.000,11.78,0.000,71.1
0.329,0.0159,0.0000,0.0159,0.0000,0.0000,0.180,-0.000,11.73,0.000,68.3
0.368,0.0270,0.0000,0.0270,0.0000,0.0000,0.180,-0.000,11.78,0.000,71.1
0.417,0.0344,0.0000,0.0344,0.0000,0.0000,0.180,-0.000,11.78,0.000,71.1
0.499,0.0417,0.0000,0.0417,0.0000,0.0000,0.180,-0.001,11.73,0.000,68.3
0.521,0.0526,0.0000,0.0526,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.582,0.0602,0.0000,0.0602,0.0000,0.0000,0.180,-0.002,11.76,0.000,70.0
0.622,0.0671,0.0000,0.0671,0.0000,0.0000,0.180,-0.002,11.74,0.000,68.9
0.671,0.0780,0.0000,0.0780,0.0000,0.0000,0.180,-0.002,11.78,0.000,71.1
0.718,0.0855,0.0000,0.0855,0.0000,0.0000,0.180,-0.001,11.74,0.000,68.9
0.777,0.0924,0.0000,0.0924,0.0000,0.0000,0.180,0.000,11.73,0.000,68.3
0.823,0.1033,0.0000,0.1033,0.0000,0.0000,0.180,0.000,11.78,0.000,71.1
0.881,0.1107,0.0000,0.1107,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
0.922,0.1176,0.0000,0.1176,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
1.012,0.1286,0.0000,0.1286,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
1.018,0.1359,-0.0000,0.1359,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
1.073,0.1431,-0.0000,0.1431,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.116,0.1539,-0.0000,0.1539,0.0000,0.0000,0.180,0.001,11.78,0.000,71.1
1.180,0.1606,-0.0000,0.1606,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
1.230,0.1713,-0.0000,0.1713,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.276,0.1785,-0.0000,0.1785,0.0000,0.0000,0.180,0.000,11.76,0.000,70.0
1.323,0.1852,-0.0000,0.1852,0.0000,0.0000,0.180,0.000,11.73,0.000,68.3
1.369,0.1959,-0.0000,0.1959,0.0000,0.0000,0.180,0.000,11.78,0.000,71.1
1.441,0.2033,-0.0000,0.2033,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.509,0.2138,-0.0000,0.2138,0.0000,0.0000,0.180,0.001,11.73,0.000,68.3
1.518,0.2209,-0.0001,0.2209,0.0000,0.0001,0.180,0.001,11.78,0.000,71.1
1.582,0.2284,-0.0001,0.2284,0.0000,0.0001,0.180,0.002,11.74,0.000,68.9
1.616,0.2389,-0.0001,0.2389,0.0000,0.0001,0.180,0.002,11.74,0.000,68.9
1.675,0.2462,-0.0001,0.2462,0.0000,0.0001,0.180,0.002,11.78,0.000,71.1
1.721,0.2538,-0.0001,0.2538,0.0000,0.0001,0.180,0.002,11.78,0.000,71.1
1.768,0.2642,-0.0001,0.2642,0.0000,0.0001,0.180,0.002,11.74,0.000,68.9
1.827,0.2715,-0.0001,0.2715,0.0000,0.0001,0.180,0.003,11.76,0.000,70.0
1.876,0.2824,-0.0001,0.2824,0.0000,0.0001,0.180,0.003,11.78,0.000,71.1
1.931,0.2896,-0.0001,0.2896,0.0000,0.0001,0.180,0.003,11.73,0.000,68.3
2.006,0.2964,-0.0002,0.2964,0.0000,0.0002,0.180,0.004,11.78,0.000,71.1
2.033,0.3073,-0.0002,0.3073,0.0000,0.0002,0.180,0.004,11.71,0.000,67.2
2.078,0.3143,-0.0002,0.3143,0.0000,0.0002,0.180,0.006,11.74,0.000,68.9
2.121,0.3213,-0.0002,0.3213,0.0000,0.0002,0.180,0.008,11.76,0.000,70.0
2.170,0.3321,-0.0003,0.3321,0.0000,0.0003,0.180,0.008,11.74,0.000,68.9
2.228,0.3393,-0.0003,0.3393,0.0000,0.0003,0.180,0.008,11.76,0.000,70.0
2.280,0.3501,-0.0004,0.3501,0.0000,0.0004,0.180,0.008,11.74,0.000,68.9
2.319,0.3575,-0.0004,0.3575,0.0000,0.0004,0.180,0.008,11.71,0.000,67.2
2.379,0.3645,-0.0004,0.3645,0.0000,0.0004,0.180,0.008,11.76,0.000,70.0
2.461,0.3753,-0.0005,0.3753,0.0000,0.0005,0.180,0.008,11.74,0.000,68.9
2.508,0.3824,-0.0005,0.3824,0.0000,0.0005,0.180,0.008,11.78,0.000,71.1
2.528,0.3895,-0.0005,0.3895,0.0000,0.0005,0.180,0.008,11.78,0.000,71.1
2.572,0.4003,-0.0006,0.4003,0.0000,0.0006,0.180,0.008,11.73,0.000,68.3
2.630,0.4075,-0.0006,0.4075,0.0000,0.0006,0.180,0.008,11.71,0.000,67.2
2.678,0.4146,-0.0006,0.4146,0.0000,0.0006,0.180,0.009,11.78,0.000,71.1
2.723,0.4255,-0.0007,0.4255,0.0000,0.0007,0.180,0.009,11.78,0.000,71.1
2.786,0.4328,-0.0007,0.4328,0.0000,0.0007,0.180,0.010,11.73,0.000,68.3
2.824,0.4402,-0.0007,0.4402,0.0000,0.0007,0.180,0.011,11.78,0.000,71.1
2.869,0.4512,-0.0008,0.4512,0.0000,0.0008,0.180,0.011,11.73,0.000,68.3
2.928,0.4585,-0.0008,0.4585,0.0000,0.0008,0.180,0.010,11.73,0.000,68.3
3.009,0.4659,-0.0008,0.4659,0.0000,0.0008,0.180,0.009,11.80,0.000,72.2
3.017,0.4770,-0.0009,0.4770,0.0000,0.0009,0.180,0.010,11.73,0.000,68.3
3.078,0.4841,-0.0009,0.4841,0.0000,0.0009,0.180,0.010,11.73,0.000,68.3
3.122,0.4914,-0.0009,0.4914,0.0000,0.0009,0.180,0.009,11.78,0.000,71.1
3.171,0.5022,-0.0010,0.5022,0.0000,0.0010,0.180,0.011,11.76,0.000,70.0
3.231,0.5093,-0.0010,0.5093,0.0000,0.0010,0.180,0.012,11.74,0.000,68.9
3.275,0.5166,-0.0010,0.5166,0.0000,0.0010,0.180,0.012,11.78,0.000,71.1
3.329,0.5275,-0.0011,0.5275,0.0000,0.0011,0.180,0.013,11.76,0.000,70.0
3.379,0.5341,-0.0011,0.5341,0.0000,0.0011,0.180,0.013,11.74,0.000,68.9
3.419,0.5451,-0.0012,0.5451,0.0000,0.0012,0.180,0.013,11.76,0.000,70.0
3.502,0.5525,-0.0012,0.5525,0.0000,0.0012,0.180,0.012,11.74,0.000,68.9
3.533,0.5595,-0.0012,0.5595,0.0000,0.0012,0.180,0.012,11.76,0.000,70.0
3.573,0.5704,-0.0013,0.5704,0.0000,0.0013,0.180,0.011,11.78,0.000,71.1
3.629,0.5777,-0.0013,0.5777,0.0000,0.0013,0.180,0.011,11.74,0.000,68.9
3.680,0.5846,-0.0013,0.5846,0.0000,0.0013,0.180,0.010,11.76,0.000,70.0
3.718,0.5955,-0.0013,0.5955,0.0000,0.0013,0.180,0.009,11.76,0.000,70.0
3.779,0.6027,-0.0013,0.6027,0.0000,0.0013,0.180,0.009,11.71,0.000,67.2
3.824,0.6097,-0.0014,0.6097,0.0000,0.0014,0.180,0.009,11.76,0.000,70.0
3.870,0.6205,-0.0014,0.6205,0.0000,0.0014,0.180,0.009,11.74,0.000,68.9
3.919,0.6279,-0.0014,0.6279,0.0000,0.0014,0.180,0.009,11.69,0.000,66.1
4.001,0.6351,-0.0014,0.6351,0.0000,0.0014,0.180,0.009,11.78,0.000,71.1
4.020,0.6461,-0.0014,0.6461,0.0000,0.0014,0.180,0.009,11.74,0.000,68.9
4.076,0.6535,-0.0014,0.6535,0.0000,0.0014,0.180,0.010,11.71,0.000,67.2
4.123,0.6608,-0.0014,0.6608,0.0000,0.0014,0.180,0.010,11.76,0.000,70.0
4.173,0.6718,-0.0015,0.6718,0.0000,0.0015,0.180,0.010,11.73,0.000,68.3
4.218,0.6791,-0.0015,0.6791,0.0000,0.0015,0.180,0.010,11.73,0.000,68.3
4.276,0.6864,-0.0015,0.6864,0.0000,0.0015,0.180,0.010,11.76,0.000,70.0
4.318,0.6972,-0.0015,0.6972,0.0000,0.0015,0.180,0.010,11.73,0.000,68.3
4.380,0.7045,-0.0015,0.7045,0.0000,0.0015,0.180,0.011,11.73,0.000,68.3
4.420,0.7117,-0.0016,0.7117,0.0000,0.0016,0.180,0.013,11.78,0.000,71.1
4.503,0.7225,-0.0016,0.7225,0.0000,0.0016,0.180,0.014,11.73,0.000,68.3
4.530,0.7297,-0.0016,0.7297,0.0000,0.0016,0.180,0.014,11.73,0.000,68.3
4.571,0.7404,-0.0017,0.7404,0.0000,0.0017,0.180,0.013,11.78,0.000,71.1
