t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.022,0.0003,0.0145,0.0000,0.0145,0.0003,0.063,1.200,12.110,0.000,89.440
0.077,0.0003,0.0145,0.0000,0.0145,0.0003,0.063,1.200,12.110,0.000,89.440
0.128,0.0003,0.0145,0.0000,0.0145,0.0003,0.063,1.200,12.020,0.000,84.440
0.177,0.0003,0.0131,0.0000,0.0131,0.0003,0.063,1.200,12.040,0.000,85.550
0.216,0.0004,0.0110,0.0000,0.0110,0.0004,0.063,1.200,12.060,0.000,86.660
0.280,0.0006,0.0087,0.0000,0.0087,0.0006,0.064,1.200,12.080,0.000,87.770
0.321,0.0013,0.0050,0.0000,0.0050,0.0013,0.064,1.200,12.060,0.000,86.660
0.382,0.0018,0.0025,0.0000,0.0025,0.0018,0.065,1.200,12.040,0.000,85.550
0.425,0.0026,0.0001,0.0026,0.0000,0.0001,0.066,1.200,12.060,0.000,86.660
0.469,0.0037,-0.0033,0.0037,0.0000,0.0033,0.067,1.200,12.060,0.000,86.660
0.517,0.0047,-0.0056,0.0047,0.0000,0.0056,0.068,1.200,12.060,0.000,86.660
0.575,0.0058,-0.0077,0.0058,0.0000,0.0077,0.070,1.200,12.080,0.000,87.770
0.615,0.0078,-0.0112,0.0078,0.0000,0.0112,0.070,1.200,12.040,0.000,85.550
0.675,0.0092,-0.0134,0.0092,0.0000,0.0134,0.073,1.200,12.040,0.000,85.550
0.721,0.0108,-0.0156,0.0108,0.0000,0.0156,0.076,1.181,12.040,0.000,85.550
0.794,0.0134,-0.0188,0.0134,0.0000,0.0188,0.076,1.181,12.060,0.000,86.660
0.816,0.0155,-0.0210,0.0155,0.0000,0.0210,0.076,1.181,12.060,0.000,86.660
0.872,0.0178,-0.0232,0.0178,0.0000,0.0232,0.086,1.053,12.040,0.000,85.550
0.914,0.0211,-0.0260,0.0211,0.0000,0.0260,0.086,1.053,12.080,0.000,87.770
0.980,0.0236,-0.0279,0.0236,0.0000,0.0279,0.094,0.954,12.060,0.000,86.660
1.019,0.0277,-0.0307,0.0277,0.0000,0.0307,0.098,0.919,12.080,0.000,87.770
1.070,0.0307,-0.0325,0.0307,0.0000,0.0325,0.103,0.876,12.060,0.000,86.660
1.127,0.0337,-0.0341,0.0337,0.0000,0.0341,0.110,0.817,12.060,0.000,86.660
1.173,0.0388,-0.0366,0.0388,0.0000,0.0366,0.115,0.782,12.080,0.000,87.770
1.216,0.0425,-0.0382,0.0425,0.0000,0.0382,0.115,0.782,12.080,0.000,87.770
1.276,0.0465,-0.0397,0.0465,0.0000,0.0397,0.130,0.693,12.080,0.000,87.770
1.323,0.0529,-0.0419,0.0529,0.0000,0.0419,0.136,0.661,12.080,0.000,87.770
1.368,0.0576,-0.0433,0.0576,0.0000,0.0433,0.143,0.631,12.080,0.000,87.770
1.425,0.0624,-0.0446,0.0624,0.0000,0.0446,0.155,0.580,12.080,0.000,87.770
1.466,0.0701,-0.0463,0.0701,0.0000,0.0463,0.155,0.580,12.060,0.000,86.660
1.519,0.0757,-0.0474,0.0757,0.0000,0.0474,0.172,0.523,12.080,0.000,87.770
1.573,0.0813,-0.0483,0.0813,0.0000,0.0483,0.180,0.478,12.040,0.000,85.550
1.616,0.0910,-0.0496,0.0910,0.0000,0.0496,0.180,0.478,12.060,0.000,86.660
1.675,0.0981,-0.0504,0.0981,0.0000,0.0504,0.180,0.428,12.060,0.000,86.660
1.720,0.1053,-0.0510,0.1053,0.0000,0.0510,0.180,0.390,12.060,0.000,86.660
1.770,0.1167,-0.0517,0.1167,0.0000,0.0517,0.180,0.369,12.060,0.000,86.660
1.818,0.1243,-0.0520,0.1243,0.0000,0.0520,0.180,0.346,12.060,0.000,86.660
1.873,0.1319,-0.0521,0.1319,0.0000,0.0521,0.180,0.313,12.060,0.000,86.660
1.918,0.1433,-0.0522,0.1433,0.0000,0.0522,0.180,0.293,12.060,0.000,86.660
1.976,0.1512,-0.0520,0.1512,0.0000,0.0520,0.180,0.261,12.060,0.000,86.660
2.021,0.1620,-0.0517,0.1620,0.0000,0.0517,0.180,0.243,12.060,0.000,86.660
2.078,0.1698,-0.0513,0.1698,0.0000,0.0513,0.180,0.224,12.060,0.000,86.660
2.124,0.1772,-0.0509,0.1772,0.0000,0.0509,0.180,0.198,12.080,0.000,87.770
2.194,0.1887,-0.0501,0.1887,0.0000,0.0501,0.180,0.198,12.060,0.000,86.660
2.216,0.1963,-0.0494,0.1963,0.0000,0.0494,0.180,0.198,12.040,0.000,85.550
2.274,0.2041,-0.0487,0.2041,0.0000,0.0487,0.180,0.143,12.060,0.000,86.660
2.318,0.2155,-0.0476,0.2155,0.0000,0.0476,0.180,0.125,12.040,0.000,85.550
2.379,0.2231,-0.0468,0.2231,0.0000,0.0468,0.180,0.111,12.090,0.000,88.330
2.421,0.2308,-0.0459,0.2308,0.0000,0.0459,0.180,0.092,12.040,0.000,85.550
2.469,0.2422,-0.0445,0.2422,0.0000,0.0445,0.180,0.078,12.060,0.000,86.660
2.515,0.2501,-0.0434,0.2501,0.0000,0.0434,0.180,0.078,12.080,0.000,87.770
2.582,0.2577,-0.0424,0.2577,0.0000,0.0424,0.180,0.048,12.040,0.000,85.550
2.616,0.2692,-0.0408,0.2692,0.0000,0.0408,0.180,0.048,12.060,0.000,86.660
2.675,0.2769,-0.0397,0.2769,0.0000,0.0397,0.180,0.025,12.040,0.000,85.550
2.721,0.2844,-0.0386,0.2844,0.0000,0.0386,0.180,0.015,12.040,0.000,85.550
2.769,0.2959,-0.0370,0.2959,0.0000,0.0370,0.180,0.005,12.040,0.000,85.550
2.817,0.3034,-0.0358,0.3034,0.0000,0.0358,0.180,-0.003,12.060,0.000,86.660
2.873,0.3110,-0.0347,0.3110,0.0000,0.0347,0.180,-0.010,12.040,0.000,85.550
2.918,0.3224,-0.0331,0.3224,0.0000,0.0331,0.180,-0.019,12.060,0.000,86.660
2.979,0.3300,-0.0319,0.3300,0.0000,0.0319,0.180,-0.026,12.040,0.000,85.550
3.022,0.3414,-0.0303,0.3414,0.0000,0.0303,0.180,-0.036,12.040,0.000,85.550
3.067,0.3489,-0.0291,0.3489,0.0000,0.0291,0.180,-0.041,12.020,0.000,84.440
3.127,0.3565,-0.0280,0.3565,0.0000,0.0280,0.180,-0.046,12.040,0.000,85.550
