t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.00,0.000,83.3
0.027,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.00,0.000,83.3
0.082,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.69,0.000,66.1
0.131,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.054,11.76,0.000,70.0
0.176,0.0096,0.0000,0.0096,0.0000,0.0000,0.180,-0.054,11.80,0.000,72.2
0.235,0.0171,0.0001,0.0171,0.0000,0.0001,0.180,-0.045,11.82,0.000,73.3
0.283,0.0252,0.0001,0.0252,0.0000,0.0001,0.180,-0.038,11.84,0.000,74.4
0.326,0.0366,0.0000,0.0366,0.0000,0.0000,0.180,-0.038,11.80,0.000,72.2
0.382,0.0441,0.0000,0.0441,0.0000,0.0000,0.180,-0.028,11.80,0.000,72.2
0.432,0.0519,-0.0000,0.0519,0.0000,0.0000,0.180,-0.023,11.82,0.000,73.3
0.501,0.0636,-0.0001,0.0636,0.0000,0.0001,0.180,-0.023,11.82,0.000,73.3
0.536,0.0710,-0.0002,0.0710,0.0000,0.0002,0.180,-0.018,11.82,0.000,73.3
0.579,0.0788,-0.0003,0.0788,0.0000,0.0003,0.180,-0.018,11.84,0.000,74.4
0.627,0.0904,-0.0004,0.0904,0.0000,0.0004,0.180,-0.017,11.84,0.000,74.4
0.682,0.0979,-0.0005,0.0979,0.0000,0.0005,0.180,-0.015,11.82,0.000,73.3
0.732,0.1056,-0.0006,0.1056,0.0000,0.0006,0.180,-0.014,11.82,0.000,73.3
0.774,0.1172,-0.0007,0.1172,0.0000,0.0007,0.180,-0.013,11.82,0.000,73.3
0.835,0.1247,-0.0008,0.1247,0.0000,0.0008,0.180,-0.013,11.82,0.000,73.3
0.879,0.1323,-0.0009,0.1323,0.0000,0.0009,0.180,-0.013,11.80,0.000,72.2
0.926,0.1439,-0.0010,0.1439,0.0000,0.0010,0.180,-0.011,11.84,0.000,74.4
1.005,0.1515,-0.0011,0.1515,0.0000,0.0011,0.180,-0.010,11.82,0.000,73.3
1.047,0.1592,-0.0013,0.1592,0.0000,0.0013,0.180,-0.006,11.80,0.000,72.2
1.078,0.1708,-0.0014,0.1708,0.0000,0.0014,0.180,-0.006,11.84,0.000,74.4
1.150,0.1787,-0.0016,0.1787,0.0000,0.0016,0.180,-0.004,11.82,0.000,73.3
1.180,0.1864,-0.0017,0.1864,0.0000,0.0017,0.180,-0.004,11.82,0.000,73.3
