t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.077,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.084,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.090,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.139,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,11.730,0.000,68.330
0.225,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,11.800,0.000,72.220
0.234,0.0031,0.0000,0.0031,0.0000,0.0000,0.180,-0.000,11.800,0.000,72.220
0.274,0.0097,0.0001,0.0097,0.0000,0.0001,0.180,-0.002,11.850,0.000,75.000
0.315,0.0174,0.0001,0.0174,0.0000,0.0001,0.180,-0.002,11.890,0.000,77.220
0.527,0.0289,0.0002,0.0289,0.0000,0.0002,0.180,-0.002,11.870,0.000,76.110
0.534,0.0365,0.0003,0.0365,0.0000,0.0003,0.180,-0.002,11.870,0.000,76.110
0.538,0.0442,0.0003,0.0442,0.0000,0.0003,0.180,-0.002,11.870,0.000,76.110
0.551,0.0557,0.0004,0.0557,0.0000,0.0004,0.180,-0.002,11.840,0.000,74.440
0.774,0.0630,0.0004,0.0630,0.0000,0.0004,0.180,-0.002,11.850,0.000,75.000
0.781,0.0711,0.0005,0.0711,0.0000,0.0005,0.180,-0.002,11.850,0.000,75.000
0.788,0.0828,0.0006,0.0828,0.0000,0.0006,0.180,-0.002,11.870,0.000,76.110
0.793,0.0902,0.0007,0.0902,0.0000,0.0007,0.180,-0.002,11.840,0.000,74.440
0.796,0.0981,0.0007,0.0981,0.0000,0.0007,0.180,-0.002,11.850,0.000,75.000
0.874,0.1098,0.0008,0.1098,0.0000,0.0008,0.180,-0.002,11.820,0.000,73.330
0.882,0.1172,0.0009,0.1172,0.0000,0.0009,0.180,-0.002,11.820,0.000,73.330
0.917,0.1287,0.0010,0.1287,0.0000,0.0010,0.180,-0.002,11.850,0.000,75.000
1.140,0.1365,0.0011,0.1365,0.0000,0.0011,0.180,-0.002,11.850,0.000,75.000
1.147,0.1440,0.0012,0.1440,0.0000,0.0012,0.180,-0.002,11.850,0.000,75.000
1.153,0.1553,0.0013,0.1553,0.0000,0.0013,0.180,-0.002,11.850,0.000,75.000
