t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.009,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.090,0.000,88.330
0.071,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.110,0.000,89.440
0.397,-0.0019,0.0458,0.0000,0.0458,0.0019,0.018,0.900,12.090,0.000,88.330
0.398,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.090,0.000,88.330
0.399,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.090,0.000,88.330
0.399,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.110,0.000,89.440
0.400,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.110,0.000,89.440
0.400,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.110,0.000,89.440
0.416,-0.0019,0.0457,0.0000,0.0457,0.0019,0.018,0.900,12.110,0.000,89.440
0.465,-0.0019,0.0458,0.0000,0.0458,0.0019,0.020,0.990,12.020,0.000,84.440
0.509,-0.0019,0.0456,0.0000,0.0456,0.0019,0.020,0.990,12.060,0.000,86.660
0.569,-0.0018,0.0452,0.0000,0.0452,0.0018,0.020,0.999,12.040,0.000,85.550
0.612,-0.0018,0.0446,0.0000,0.0446,0.0018,0.020,0.999,12.060,0.000,86.660
0.672,-0.0017,0.0440,0.0000,0.0440,0.0017,0.020,1.000,12.060,0.000,86.660
0.714,-0.0015,0.0434,0.0000,0.0434,0.0015,0.020,1.000,12.060,0.000,86.660
0.773,-0.0014,0.0430,0.0000,0.0430,0.0014,0.020,1.000,12.040,0.000,85.550
0.818,-0.0013,0.0427,0.0000,0.0427,0.0013,0.020,1.000,12.060,0.000,86.660
0.867,-0.0011,0.0422,0.0000,0.0422,0.0011,0.020,1.000,12.040,0.000,85.550
0.909,-0.0009,0.0417,0.0000,0.0417,0.0009,0.020,1.000,12.060,0.000,86.660
0.969,-0.0007,0.0413,0.0000,0.0413,0.0007,0.020,1.000,12.060,0.000,86.660
1.014,-0.0004,0.0407,0.0000,0.0407,0.0004,0.020,1.000,12.060,0.000,86.660
1.073,-0.0002,0.0404,0.0000,0.0404,0.0002,0.020,1.000,12.060,0.000,86.660
1.117,0.0001,0.0400,0.0000,0.0400,0.0001,0.020,1.000,12.060,0.000,86.660
1.162,0.0005,0.0395,0.0000,0.0395,0.0005,0.020,1.000,12.040,0.000,85.550
1.210,0.0007,0.0393,0.0000,0.0393,0.0007,0.020,1.000,12.040,0.000,85.550
1.267,0.0010,0.0389,0.0000,0.0389,0.0010,0.020,1.000,12.060,0.000,86.660
1.310,0.0014,0.0385,0.0000,0.0385,0.0014,0.020,1.000,12.060,0.000,86.660
1.393,0.0016,0.0383,0.0000,0.0383,0.0016,0.020,1.000,12.060,0.000,86.660
1.418,0.0019,0.0381,0.0000,0.0381,0.0019,0.020,1.000,12.060,0.000,86.660
1.464,0.0023,0.0378,0.0000,0.0378,0.0023,0.020,1.000,12.060,0.000,86.660
1.510,0.0026,0.0376,0.0000,0.0376,0.0026,0.020,1.000,12.040,0.000,85.550
1.567,0.0029,0.0374,0.0000,0.0374,0.0029,0.020,0.883,12.040,0.000,85.550
1.610,0.0036,0.0371,0.0000,0.0371,0.0036,0.020,0.883,12.060,0.000,86.660
1.670,0.0039,0.0369,0.0000,0.0369,0.0039,0.020,0.738,12.040,0.000,85.550
1.717,0.0044,0.0367,0.0000,0.0367,0.0044,0.020,0.738,12.060,0.000,86.660
1.761,0.0052,0.0364,0.0000,0.0364,0.0052,0.148,0.573,12.060,0.000,86.660
1.817,0.0057,0.0362,0.0000,0.0362,0.0057,0.148,0.573,12.060,0.000,86.660
1.865,0.0062,0.0361,0.0000,0.0361,0.0062,0.174,0.375,12.060,0.000,86.660
1.913,0.0075,0.0358,0.0000,0.0358,0.0075,0.174,0.375,12.080,0.000,87.770
1.970,0.0120,0.0348,0.0000,0.0348,0.0120,0.179,0.306,12.080,0.000,87.770
2.012,0.0177,0.0337,0.0000,0.0337,0.0177,0.179,0.306,12.080,0.000,87.770
2.072,0.0280,0.0320,0.0000,0.0320,0.0280,0.180,0.266,12.060,0.000,86.660
2.120,0.0352,0.0309,0.0352,0.0000,0.0309,0.180,0.266,12.060,0.000,86.660
2.164,0.0457,0.0295,0.0457,0.0000,0.0295,0.180,0.239,12.060,0.000,86.660
2.210,0.0530,0.0286,0.0530,0.0000,0.0286,0.180,0.239,12.060,0.000,86.660
2.274,0.0601,0.0278,0.0601,0.0000,0.0278,0.180,0.102,12.080,0.000,87.770
2.313,0.0710,0.0268,0.0710,0.0000,0.0268,0.180,0.102,12.060,0.000,86.660
2.373,0.0779,0.0262,0.0779,0.0000,0.0262,0.180,0.063,12.060,0.000,86.660
2.421,0.0854,0.0256,0.0854,0.0000,0.0256,0.180,0.063,12.060,0.000,86.660
2.464,0.0962,0.0248,0.0962,0.0000,0.0248,0.180,0.048,12.080,0.000,87.770
2.521,0.1034,0.0243,0.1034,0.0000,0.0243,0.180,0.048,12.060,0.000,86.660
2.568,0.1105,0.0238,0.1105,0.0000,0.0238,0.180,0.042,12.040,0.000,85.550
2.616,0.1214,0.0231,0.1214,0.0000,0.0231,0.180,0.042,12.060,0.000,86.660
2.677,0.1287,0.0227,0.1287,0.0000,0.0227,0.180,0.039,12.040,0.000,85.550
2.719,0.1358,0.0222,0.1358,0.0000,0.0222,0.180,0.039,12.040,0.000,85.550
2.763,0.1468,0.0216,0.1468,0.0000,0.0216,0.180,0.036,12.080,0.000,87.770
2.820,0.1540,0.0212,0.1540,0.0000,0.0212,0.180,0.036,12.060,0.000,86.660
2.869,0.1612,0.0208,0.1612,0.0000,0.0208,0.180,0.034,12.080,0.000,87.770
2.915,0.1723,0.0202,0.1723,0.0000,0.0202,0.180,0.034,12.060,0.000,86.660
2.970,0.1796,0.0198,0.1796,0.0000,0.0198,0.180,0.032,12.060,0.000,86.660
3.016,0.1869,0.0194,0.1869,0.0000,0.0194,0.180,0.032,12.060,0.000,86.660
3.063,0.1979,0.0189,0.1979,0.0000,0.0189,0.180,0.030,12.060,0.000,86.660
3.120,0.2051,0.0185,0.2051,0.0000,0.0185,0.180,0.030,12.040,0.000,85.550
3.182,0.2156,0.0180,0.2156,0.0000,0.0180,0.180,0.028,12.040,0.000,85.550
3.222,0.2229,0.0177,0.2229,0.0000,0.0177,0.180,0.028,12.020,0.000,84.440
3.288,0.2300,0.0174,0.2300,0.0000,0.0174,0.180,0.026,12.060,0.000,86.660
3.315,0.2409,0.0169,0.2409,0.0000,0.0169,0.180,0.026,12.040,0.000,85.550
3.361,0.2480,0.0166,0.2480,0.0000,0.0166,0.180,0.026,12.060,0.000,86.660
3.427,0.2552,0.0163,0.2552,0.0000,0.0163,0.180,0.026,12.040,0.000,85.550
3.465,0.2660,0.0159,0.2660,0.0000,0.0159,0.180,0.024,12.040,0.000,85.550
3.534,0.2732,0.0156,0.2732,0.0000,0.0156,0.180,0.024,12.040,0.000,85.550
3.643,0.2805,0.0153,0.2805,0.0000,0.0153,0.180,0.022,12.040,0.000,85.550
3.645,0.2913,0.0149,0.2913,0.0000,0.0149,0.180,0.022,12.040,0.000,85.550
3.698,0.2985,0.0146,0.2985,0.0000,0.0146,0.180,0.022,12.060,0.000,86.660
3.718,0.3058,0.0143,0.3058,0.0000,0.0143,0.180,0.022,12.040,0.000,85.550
3.771,0.3167,0.0139,0.3167,0.0000,0.0139,0.180,0.022,12.040,0.000,85.550
3.815,0.3238,0.0137,0.3238,0.0000,0.0137,0.180,0.022,12.040,0.000,85.550
3.872,0.3312,0.0134,0.3312,0.0000,0.0134,0.180,0.021,12.040,0.000,85.550
3.916,0.3420,0.0130,0.3420,0.0000,0.0130,0.180,0.021,12.040,0.000,85.550
3.984,0.3492,0.0128,0.3492,0.0000,0.0128,0.180,0.021,12.060,0.000,86.660
4.070,0.3567,0.0125,0.3567,0.0000,0.0125,0.180,0.019,12.060,0.000,86.660
4.071,0.3676,0.0122,0.3676,0.0000,0.0122,0.180,0.019,12.060,0.000,86.660
4.199,0.3748,0.0119,0.3748,0.0000,0.0119,0.180,0.019,12.040,0.000,85.550
4.201,0.3824,0.0117,0.3824,0.0000,0.0117,0.180,0.019,12.040,0.000,85.550
4.208,0.3932,0.0114,0.3932,0.0000,0.0114,0.180,0.019,12.060,0.000,86.660
4.270,0.4004,0.0112,0.4004,0.0000,0.0112,0.180,0.017,12.040,0.000,85.550
4.315,0.4078,0.0109,0.4078,0.0000,0.0109,0.180,0.017,12.040,0.000,85.550
4.364,0.4185,0.0106,0.4185,0.0000,0.0106,0.180,0.018,12.040,0.000,85.550
4.426,0.4259,0.0104,0.4259,0.0000,0.0104,0.180,0.018,12.040,0.000,85.550
4.478,0.4332,0.0102,0.4332,0.0000,0.0102,0.180,0.019,12.040,0.000,85.550
4.522,0.4438,0.0098,0.4438,0.0000,0.0098,0.180,0.019,12.040,0.000,85.550
4.571,0.4511,0.0096,0.4511,0.0000,0.0096,0.180,0.018,12.040,0.000,85.550
4.626,0.4582,0.0094,0.4582,0.0000,0.0094,0.180,0.018,12.040,0.000,85.550
4.670,0.4689,0.0091,0.4689,0.0000,0.0091,0.180,0.018,12.040,0.000,85.550
4.737,0.4762,0.0088,0.4762,0.0000,0.0088,0.180,0.018,12.040,0.000,85.550
4.766,0.4871,0.0085,0.4871,0.0000,0.0085,0.180,0.018,12.040,0.000,85.550
4.826,0.4941,0.0083,0.4941,0.0000,0.0083,0.180,0.018,12.060,0.000,86.660
4.898,0.5015,0.0081,0.5015,0.0000,0.0081,0.180,0.018,12.040,0.000,85.550
4.913,0.5124,0.0078,0.5124,0.0000,0.0078,0.180,0.018,12.060,0.000,86.660
4.986,0.5194,0.0076,0.5194,0.0000,0.0076,0.180,0.019,12.040,0.000,85.550
5.046,0.5269,0.0074,0.5269,0.0000,0.0074,0.180,0.020,12.040,0.000,85.550
5.070,0.5377,0.0070,0.5377,0.0000,0.0070,0.180,0.020,12.040,0.000,85.550
5.128,0.5448,0.0068,0.5448,0.0000,0.0068,0.180,0.020,12.040,0.000,85.550
5.198,0.5523,0.0066,0.5523,0.0000,0.0066,0.180,0.021,12.040,0.000,85.550
5.245,0.5632,0.0062,0.5632,0.0000,0.0062,0.180,0.021,12.040,0.000,85.550
