t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.02,0.000,84.4
0.030,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.02,0.000,84.4
0.077,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.69,0.000,66.1
0.118,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.041,11.74,0.000,68.9
0.177,0.0063,0.0000,0.0063,0.0000,0.0000,0.180,-0.047,11.84,0.000,74.4
0.219,0.0173,0.0001,0.0173,0.0000,0.0001,0.180,-0.052,11.84,0.000,74.4
0.268,0.0252,0.0001,0.0252,0.0000,0.0001,0.180,-0.048,11.84,0.000,74.4
0.327,0.0330,0.0001,0.0330,0.0000,0.0001,0.180,-0.045,11.84,0.000,74.4
0.374,0.0445,0.0001,0.0445,0.0000,0.0001,0.180,-0.038,11.84,0.000,74.4
0.418,0.0524,0.0001,0.0524,0.0000,0.0001,0.180,-0.038,11.84,0.000,74.4
0.499,0.0601,0.0000,0.0601,0.0000,0.0000,0.180,-0.036,11.84,0.000,74.4
0.525,0.0718,-0.0000,0.0718,0.0000,0.0000,0.180,-0.030,11.82,0.000,73.3
0.586,0.0796,-0.0000,0.0796,0.0000,0.0000,0.180,-0.029,11.84,0.000,74.4
0.628,0.0872,-0.0001,0.0872,0.0000,0.0001,0.180,-0.029,11.82,0.000,73.3
0.674,0.0988,-0.0002,0.0988,0.0000,0.0002,0.180,-0.023,11.82,0.000,73.3
0.721,0.1063,-0.0002,0.1063,0.0000,0.0002,0.180,-0.021,11.84,0.000,74.4
0.777,0.1140,-0.0003,0.1140,0.0000,0.0003,0.180,-0.021,11.84,0.000,74.4
0.819,0.1256,-0.0005,0.1256,0.0000,0.0005,0.180,-0.017,11.80,0.000,72.2
0.882,0.1328,-0.0005,0.1328,0.0000,0.0005,0.180,-0.010,11.84,0.000,74.4
0.923,0.1407,-0.0007,0.1407,0.0000,0.0007,0.180,-0.007,11.82,0.000,73.3
1.005,0.1520,-0.0008,0.1520,0.0000,0.0008,0.180,-0.007,11.80,0.000,72.2
1.032,0.1595,-0.0009,0.1595,0.0000,0.0009,0.180,-0.004,11.82,0.000,73.3
1.077,0.1712,-0.0011,0.1712,0.0000,0.0011,0.180,-0.004,11.82,0.000,73.3
1.119,0.1790,-0.0013,0.1790,0.0000,0.0013,0.180,-0.003,11.82,0.000,73.3
1.191,0.1865,-0.0014,0.1865,0.0000,0.0014,0.180,-0.001,11.80,0.000,72.2
1.227,0.1980,-0.0016,0.1980,0.0000,0.0016,0.180,-0.000,11.84,0.000,74.4
1.272,0.2059,-0.0017,0.2059,0.0000,0.0017,0.180,0.001,11.82,0.000,73.3
1.317,0.2132,-0.0019,0.2132,0.0000,0.0019,0.180,0.001,11.80,0.000,72.2
1.391,0.2211,-0.0020,0.2211,0.0000,0.0020,0.180,0.001,11.82,0.000,73.3
1.418,0.2327,-0.0022,0.2327,0.0000,0.0022,0.180,0.001,11.84,0.000,74.4
1.499,0.2399,-0.0023,0.2399,0.0000,0.0023,0.180,0.001,11.78,0.000,71.1
1.524,0.2512,-0.0025,0.2512,0.0000,0.0025,0.180,-0.001,11.84,0.000,74.4
1.582,0.2591,-0.0027,0.2591,0.0000,0.0027,0.180,-0.001,11.82,0.000,73.3
1.627,0.2668,-0.0028,0.2668,0.0000,0.0028,0.180,-0.002,11.82,0.000,73.3
1.667,0.2784,-0.0030,0.2784,0.0000,0.0030,0.180,-0.004,11.84,0.000,74.4
1.721,0.2858,-0.0031,0.2858,0.0000,0.0031,0.180,-0.006,11.82,0.000,73.3
1.777,0.2935,-0.0032,0.2935,0.0000,0.0032,0.180,-0.006,11.78,0.000,71.1
1.817,0.3049,-0.0034,0.3049,0.0000,0.0034,0.180,-0.007,11.84,0.000,74.4
1.884,0.3126,-0.0035,0.3126,0.0000,0.0035,0.180,-0.008,11.84,0.000,74.4
1.927,0.3203,-0.0036,0.3203,0.0000,0.0036,0.180,-0.008,11.80,0.000,72.2
1.999,0.3318,-0.0038,0.3318,0.0000,0.0038,0.180,-0.007,11.82,0.000,73.3
2.030,0.3391,-0.0039,0.3391,0.0000,0.0039,0.180,-0.007,11.82,0.000,73.3
2.077,0.3508,-0.0041,0.3508,0.0000,0.0041,0.180,-0.005,11.82,0.000,73.3
2.155,0.3585,-0.0042,0.3585,0.0000,0.0042,0.180,-0.003,11.82,0.000,73.3
2.182,0.3662,-0.0043,0.3662,0.0000,0.0043,0.180,-0.002,11.84,0.000,74.4
2.225,0.3777,-0.0045,0.3777,0.0000,0.0045,0.180,-0.001,11.82,0.000,73.3
2.294,0.3856,-0.0047,0.3856,0.0000,0.0047,0.180,-0.001,11.80,0.000,72.2
2.330,0.3932,-0.0048,0.3932,0.0000,0.0048,0.180,-0.000,11.80,0.000,72.2
2.373,0.4043,-0.0050,0.4043,0.0000,0.0050,0.180,0.001,11.82,0.000,73.3
2.420,0.4121,-0.0051,0.4121,0.0000,0.0051,0.180,0.002,11.82,0.000,73.3
2.501,0.4195,-0.0053,0.4195,0.0000,0.0053,0.180,0.002,11.80,0.000,72.2
2.522,0.4311,-0.0055,0.4311,0.0000,0.0055,0.180,0.003,11.82,0.000,73.3
2.583,0.4389,-0.0057,0.4389,0.0000,0.0057,0.180,0.003,11.82,0.000,73.3
2.629,0.4465,-0.0058,0.4465,0.0000,0.0058,0.180,0.003,11.80,0.000,72.2
2.673,0.4582,-0.0060,0.4582,0.0000,0.0060,0.180,0.001,11.82,0.000,73.3
2.718,0.4662,-0.0061,0.4662,0.0000,0.0061,0.180,0.001,11.84,0.000,74.4
2.783,0.4738,-0.0063,0.4738,0.0000,0.0063,0.180,-0.004,11.78,0.000,71.1
