t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.001,12.04,0.000,85.5
0.047,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.001,12.02,0.000,84.4
0.094,0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.001,11.78,0.000,71.1
0.264,0.0006,-0.0000,0.0006,0.0000,0.0000,0.180,-0.001,11.73,0.000,68.3
0.269,0.0047,-0.0000,0.0047,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.273,0.0105,-0.0000,0.0105,0.0000,0.0000,0.180,-0.001,11.84,0.000,74.4
0.321,0.0211,-0.0000,0.0211,0.0000,0.0000,0.180,0.002,11.84,0.000,74.4
0.389,0.0282,-0.0001,0.0282,0.0000,0.0001,0.180,0.004,11.84,0.000,74.4
0.498,0.0356,-0.0001,0.0356,0.0000,0.0001,0.180,0.006,11.84,0.000,74.4
0.520,0.0465,-0.0001,0.0465,0.0000,0.0001,0.180,0.006,11.84,0.000,74.4
0.521,0.0538,-0.0002,0.0538,0.0000,0.0002,0.180,0.006,11.84,0.000,74.4
0.570,0.0611,-0.0002,0.0611,0.0000,0.0002,0.180,0.009,11.84,0.000,74.4
0.598,0.0719,-0.0003,0.0719,0.0000,0.0003,0.180,0.009,11.84,0.000,74.4
0.643,0.0791,-0.0003,0.0791,0.0000,0.0003,0.180,0.010,11.84,0.000,74.4
0.739,0.0864,-0.0003,0.0864,0.0000,0.0003,0.180,0.010,11.82,0.000,73.3
0.757,0.0972,-0.0004,0.0972,0.0000,0.0004,0.180,0.010,11.82,0.000,73.3
0.817,0.1044,-0.0004,0.1044,0.0000,0.0004,0.180,0.011,11.84,0.000,74.4
0.860,0.1152,-0.0005,0.1152,0.0000,0.0005,0.180,0.012,11.82,0.000,73.3
0.956,0.1224,-0.0005,0.1224,0.0000,0.0005,0.180,0.012,11.84,0.000,74.4
1.013,0.1296,-0.0006,0.1296,0.0000,0.0006,0.180,0.011,11.82,0.000,73.3
1.047,0.1405,-0.0006,0.1405,0.0000,0.0006,0.180,0.011,11.82,0.000,73.3
1.052,0.1478,-0.0007,0.1478,0.0000,0.0007,0.180,0.009,11.82,0.000,73.3
1.111,0.1551,-0.0007,0.1551,0.0000,0.0007,0.180,0.009,11.84,0.000,74.4
1.191,0.1660,-0.0007,0.1660,0.0000,0.0007,0.180,0.004,11.82,0.000,73.3
1.200,0.1734,-0.0007,0.1734,0.0000,0.0007,0.180,0.004,11.82,0.000,73.3
