t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,-0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.012,12.02,0.000,84.4
0.027,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.004,11.89,0.000,77.2
0.073,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.69,0.000,66.1
0.123,0.0027,0.0000,0.0027,0.0000,0.0000,0.180,-0.003,11.76,0.000,70.0
0.183,0.0087,0.0000,0.0087,0.0000,0.0000,0.180,-0.010,11.84,0.000,74.4
0.227,0.0197,0.0001,0.0197,0.0000,0.0001,0.180,-0.019,11.80,0.000,72.2
0.263,0.0269,0.0001,0.0269,0.0000,0.0001,0.180,-0.014,11.82,0.000,73.3
0.331,0.0342,0.0002,0.0342,0.0000,0.0002,0.180,-0.013,11.82,0.000,73.3
0.378,0.0457,0.0002,0.0457,0.0000,0.0002,0.180,-0.026,11.82,0.000,73.3
0.433,0.0533,0.0002,0.0533,0.0000,0.0002,0.180,-0.014,11.84,0.000,74.4
0.497,0.0609,0.0003,0.0609,0.0000,0.0003,0.180,-0.014,11.82,0.000,73.3
0.526,0.0724,0.0003,0.0724,0.0000,0.0003,0.180,-0.017,11.82,0.000,73.3
0.565,0.0800,0.0004,0.0800,0.0000,0.0004,0.180,-0.014,11.82,0.000,73.3
0.629,0.0877,0.0004,0.0877,0.0000,0.0004,0.180,-0.001,11.82,0.000,73.3
0.683,0.0994,0.0004,0.0994,0.0000,0.0004,0.180,-0.011,11.80,0.000,72.2
0.718,0.1072,0.0004,0.1072,0.0000,0.0004,0.180,-0.010,11.82,0.000,73.3
0.777,0.1150,0.0005,0.1150,0.0000,0.0005,0.180,-0.002,11.84,0.000,74.4
0.823,0.1269,0.0005,0.1269,0.0000,0.0005,0.180,-0.009,11.84,0.000,74.4
0.865,0.1347,0.0005,0.1347,0.0000,0.0005,0.180,-0.009,11.84,0.000,74.4
0.933,0.1425,0.0005,0.1425,0.0000,0.0005,0.180,-0.009,11.82,0.000,73.3
1.005,0.1541,0.0005,0.1541,0.0000,0.0005,0.180,-0.007,11.80,0.000,72.2
1.034,0.1618,0.0005,0.1618,0.0000,0.0005,0.180,-0.007,11.82,0.000,73.3
1.079,0.1696,0.0005,0.1696,0.0000,0.0005,0.180,0.009,11.82,0.000,73.3
1.123,0.1810,0.0005,0.1810,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
1.166,0.1887,0.0005,0.1887,0.0000,0.0005,0.180,-0.003,11.84,0.000,74.4
1.228,0.1965,0.0005,0.1965,0.0000,0.0005,0.180,0.002,11.84,0.000,74.4
1.273,0.2080,0.0005,0.2080,0.0000,0.0005,0.180,-0.003,11.82,0.000,73.3
1.331,0.2157,0.0005,0.2157,0.0000,0.0005,0.180,-0.003,11.82,0.000,73.3
1.379,0.2234,0.0005,0.2234,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
1.437,0.2350,0.0005,0.2350,0.0000,0.0005,0.180,-0.006,11.82,0.000,73.3
1.497,0.2426,0.0005,0.2426,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
1.526,0.2503,0.0005,0.2503,0.0000,0.0005,0.180,-0.014,11.82,0.000,73.3
1.573,0.2613,0.0005,0.2613,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
1.619,0.2689,0.0005,0.2689,0.0000,0.0005,0.180,-0.005,11.80,0.000,72.2
1.676,0.2766,0.0005,0.2766,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
1.724,0.2881,0.0005,0.2881,0.0000,0.0005,0.180,-0.006,11.82,0.000,73.3
1.766,0.2957,0.0005,0.2957,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
1.825,0.3035,0.0005,0.3035,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
1.868,0.3149,0.0005,0.3149,0.0000,0.0005,0.180,-0.007,11.80,0.000,72.2
1.929,0.3226,0.0005,0.3226,0.0000,0.0005,0.180,-0.001,11.82,0.000,73.3
1.997,0.3305,0.0005,0.3305,0.0000,0.0005,0.180,-0.003,11.80,0.000,72.2
2.034,0.3422,0.0005,0.3422,0.0000,0.0005,0.180,-0.002,11.82,0.000,73.3
2.079,0.3500,0.0004,0.3500,0.0000,0.0004,0.180,0.008,11.82,0.000,73.3
2.133,0.3577,0.0004,0.3577,0.0000,0.0004,0.180,-0.001,11.82,0.000,73.3
