t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.008,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.013,12.02,0.000,84.4
0.051,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.013,12.02,0.000,84.4
0.114,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.015,11.74,0.000,68.9
0.174,0.0006,0.0000,0.0006,0.0000,0.0000,0.179,-0.016,11.71,0.000,67.2
0.207,0.0077,0.0001,0.0077,0.0000,0.0001,0.180,-0.021,11.78,0.000,71.1
0.254,0.0145,0.0002,0.0145,0.0000,0.0002,0.180,-0.021,11.80,0.000,72.2
0.314,0.0219,0.0003,0.0219,0.0000,0.0003,0.180,-0.021,11.80,0.000,72.2
0.350,0.0326,0.0004,0.0326,0.0000,0.0004,0.180,-0.019,11.82,0.000,73.3
0.412,0.0399,0.0005,0.0399,0.0000,0.0005,0.180,-0.019,11.82,0.000,73.3
0.491,0.0471,0.0005,0.0471,0.0000,0.0005,0.180,-0.016,11.82,0.000,73.3
0.523,0.0580,0.0006,0.0580,0.0000,0.0006,0.180,-0.016,11.82,0.000,73.3
0.570,0.0653,0.0007,0.0653,0.0000,0.0007,0.180,-0.015,11.82,0.000,73.3
0.613,0.0761,0.0008,0.0761,0.0000,0.0008,0.180,-0.015,11.82,0.000,73.3
0.663,0.0834,0.0008,0.0834,0.0000,0.0008,0.180,-0.014,11.82,0.000,73.3
0.712,0.0907,0.0009,0.0907,0.0000,0.0009,0.180,-0.015,11.82,0.000,73.3
0.756,0.0980,0.0009,0.0980,0.0000,0.0009,0.180,-0.015,11.80,0.000,72.2
0.814,0.1090,0.0010,0.1090,0.0000,0.0010,0.180,-0.015,11.82,0.000,73.3
0.853,0.1164,0.0010,0.1164,0.0000,0.0010,0.180,-0.016,11.82,0.000,73.3
0.914,0.1237,0.0011,0.1237,0.0000,0.0011,0.180,-0.016,11.82,0.000,73.3
0.995,0.1346,0.0012,0.1346,0.0000,0.0012,0.180,-0.016,11.80,0.000,72.2
1.011,0.1417,0.0012,0.1417,0.0000,0.0012,0.180,-0.016,11.82,0.000,73.3
1.052,0.1488,0.0013,0.1488,0.0000,0.0013,0.180,-0.017,11.82,0.000,73.3
1.136,0.1597,0.0013,0.1597,0.0000,0.0013,0.180,-0.016,11.80,0.000,72.2
1.164,0.1669,0.0014,0.1669,0.0000,0.0014,0.180,-0.016,11.80,0.000,72.2
1.209,0.1776,0.0014,0.1776,0.0000,0.0014,0.180,-0.014,11.80,0.000,72.2
1.263,0.1849,0.0015,0.1849,0.0000,0.0015,0.180,-0.013,11.80,0.000,72.2
1.317,0.1922,0.0015,0.1922,0.0000,0.0015,0.180,-0.013,11.84,0.000,74.4
1.364,0.2031,0.0015,0.2031,0.0000,0.0015,0.180,-0.012,11.80,0.000,72.2
1.402,0.2104,0.0015,0.2104,0.0000,0.0015,0.180,-0.010,11.82,0.000,73.3
1.502,0.2178,0.0015,0.2178,0.0000,0.0015,0.180,-0.009,11.82,0.000,73.3
1.504,0.2287,0.0015,0.2287,0.0000,0.0015,0.180,-0.009,11.82,0.000,73.3
1.574,0.2358,0.0015,0.2358,0.0000,0.0015,0.180,-0.007,11.82,0.000,73.3
1.644,0.2432,0.0015,0.2432,0.0000,0.0015,0.180,-0.006,11.82,0.000,73.3
1.651,0.2539,0.0015,0.2539,0.0000,0.0015,0.180,-0.006,11.78,0.000,71.1
1.714,0.2610,0.0015,0.2610,0.0000,0.0015,0.180,-0.004,11.80,0.000,72.2
1.761,0.2683,0.0015,0.2683,0.0000,0.0015,0.180,-0.003,11.80,0.000,72.2
1.809,0.2790,0.0014,0.2790,0.0000,0.0014,0.180,-0.003,11.80,0.000,72.2
1.853,0.2862,0.0014,0.2862,0.0000,0.0014,0.180,-0.002,11.82,0.000,73.3
1.906,0.2936,0.0014,0.2936,0.0000,0.0014,0.180,-0.003,11.80,0.000,72.2
1.948,0.3044,0.0014,0.3044,0.0000,0.0014,0.180,-0.003,11.82,0.000,73.3
2.011,0.3117,0.0014,0.3117,0.0000,0.0014,0.180,-0.003,11.82,0.000,73.3
2.117,0.3191,0.0014,0.3191,0.0000,0.0014,0.180,-0.005,11.80,0.000,72.2
2.136,0.3299,0.0013,0.3299,0.0000,0.0013,0.180,-0.005,11.80,0.000,72.2
2.154,0.3372,0.0013,0.3372,0.0000,0.0013,0.180,-0.005,11.82,0.000,73.3
2.210,0.3445,0.0013,0.3445,0.0000,0.0013,0.180,-0.006,11.80,0.000,72.2
2.247,0.3553,0.0014,0.3553,0.0000,0.0014,0.180,-0.007,11.82,0.000,73.3
2.308,0.3625,0.0014,0.3625,0.0000,0.0014,0.180,-0.008,11.82,0.000,73.3
2.354,0.3697,0.0014,0.3697,0.0000,0.0014,0.180,-0.008,11.80,0.000,72.2
2.413,0.3804,0.0014,0.3804,0.0000,0.0014,0.180,-0.007,11.80,0.000,72.2
2.456,0.3876,0.0014,0.3876,0.0000,0.0014,0.180,-0.007,11.82,0.000,73.3
2.506,0.3948,0.0014,0.3948,0.0000,0.0014,0.180,-0.006,11.80,0.000,72.2
2.548,0.4057,0.0014,0.4057,0.0000,0.0014,0.180,-0.005,11.80,0.000,72.2
2.607,0.4130,0.0013,0.4130,0.0000,0.0013,0.180,-0.004,11.82,0.000,73.3
2.654,0.4203,0.0013,0.4203,0.0000,0.0013,0.180,-0.004,11.80,0.000,72.2
2.746,0.4311,0.0013,0.4311,0.0000,0.0013,0.180,-0.002,11.82,0.000,73.3
2.762,0.4385,0.0013,0.4385,0.0000,0.0013,0.180,-0.002,11.82,0.000,73.3
2.804,0.4493,0.0013,0.4493,0.0000,0.0013,0.180,-0.001,11.80,0.000,72.2
2.847,0.4564,0.0012,0.4564,0.0000,0.0012,0.180,-0.001,11.80,0.000,72.2
2.917,0.4637,0.0012,0.4637,0.0000,0.0012,0.180,-0.000,11.82,0.000,73.3
2.952,0.4744,0.0012,0.4744,0.0000,0.0012,0.180,0.001,11.78,0.000,71.1
2.999,0.4815,0.0011,0.4815,0.0000,0.0011,0.180,0.001,11.82,0.000,73.3
3.068,0.4888,0.0011,0.4888,0.0000,0.0011,0.180,0.001,11.80,0.000,72.2
3.133,0.4996,0.0011,0.4996,0.0000,0.0011,0.180,0.001,11.80,0.000,72.2
3.152,0.5068,0.0010,0.5068,0.0000,0.0010,0.180,0.001,11.80,0.000,72.2
3.212,0.5142,0.0010,0.5142,0.0000,0.0010,0.180,0.001,11.85,0.000,75.0
3.266,0.5251,0.0010,0.5251,0.0000,0.0010,0.180,-0.000,11.80,0.000,72.2
3.323,0.5324,0.0010,0.5324,0.0000,0.0010,0.180,0.000,11.82,0.000,73.3
3.357,0.5398,0.0010,0.5398,0.0000,0.0010,0.180,-0.002,11.78,0.000,71.1
3.441,0.5506,0.0009,0.5506,0.0000,0.0009,0.180,-0.003,11.80,0.000,72.2
3.448,0.5578,0.0009,0.5578,0.0000,0.0009,0.180,-0.003,11.80,0.000,72.2
3.512,0.5650,0.0009,0.5650,0.0000,0.0009,0.180,-0.003,11.80,0.000,72.2
3.551,0.5757,0.0009,0.5757,0.0000,0.0009,0.180,-0.003,11.80,0.000,72.2
