t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.005,-0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.007,12.02,0.000,84.4
0.054,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.73,0.000,68.3
0.099,0.0006,0.0000,0.0006,0.0000,0.0000,0.180,-0.034,11.73,0.000,68.3
0.154,0.0054,0.0000,0.0054,0.0000,0.0000,0.180,-0.005,11.80,0.000,72.2
0.204,0.0121,0.0001,0.0121,0.0000,0.0001,0.180,-0.015,11.82,0.000,73.3
0.244,0.0231,0.0001,0.0231,0.0000,0.0001,0.180,-0.014,11.76,0.000,70.0
0.308,0.0304,0.0001,0.0304,0.0000,0.0001,0.180,-0.013,11.84,0.000,74.4
0.346,0.0379,0.0002,0.0379,0.0000,0.0002,0.180,-0.013,11.82,0.000,73.3
0.396,0.0490,0.0002,0.0490,0.0000,0.0002,0.180,-0.014,11.80,0.000,72.2
0.454,0.0569,0.0003,0.0569,0.0000,0.0003,0.180,-0.015,11.84,0.000,74.4
0.496,0.0649,0.0003,0.0649,0.0000,0.0003,0.180,-0.015,11.80,0.000,72.2
0.544,0.0765,0.0004,0.0765,0.0000,0.0004,0.180,-0.016,11.78,0.000,71.1
0.605,0.0836,0.0004,0.0836,0.0000,0.0004,0.180,-0.017,11.82,0.000,73.3
0.644,0.0952,0.0005,0.0952,0.0000,0.0005,0.180,-0.018,11.82,0.000,73.3
0.694,0.1030,0.0005,0.1030,0.0000,0.0005,0.180,-0.017,11.80,0.000,72.2
0.754,0.1105,0.0005,0.1105,0.0000,0.0005,0.180,-0.017,11.80,0.000,72.2
0.798,0.1220,0.0006,0.1220,0.0000,0.0006,0.180,-0.015,11.82,0.000,73.3
0.845,0.1299,0.0006,0.1299,0.0000,0.0006,0.180,-0.014,11.80,0.000,72.2
0.907,0.1373,0.0006,0.1373,0.0000,0.0006,0.180,-0.013,11.82,0.000,73.3
0.947,0.1491,0.0007,0.1491,0.0000,0.0007,0.180,-0.011,11.84,0.000,74.4
1.006,0.1571,0.0007,0.1571,0.0000,0.0007,0.180,-0.010,11.84,0.000,74.4
1.055,0.1646,0.0007,0.1646,0.0000,0.0007,0.180,-0.008,11.80,0.000,72.2
1.099,0.1761,0.0007,0.1761,0.0000,0.0007,0.180,0.005,11.84,0.000,74.4
1.144,0.1841,0.0007,0.1841,0.0000,0.0007,0.180,-0.004,11.82,0.000,73.3
1.206,0.1917,0.0006,0.1917,0.0000,0.0006,0.180,-0.003,11.78,0.000,71.1
1.250,0.2031,0.0006,0.2031,0.0000,0.0006,0.180,0.009,11.85,0.000,75.0
1.297,0.2110,0.0006,0.2110,0.0000,0.0006,0.180,-0.000,11.84,0.000,74.4
1.354,0.2187,0.0006,0.2187,0.0000,0.0006,0.180,0.001,11.84,0.000,74.4
1.421,0.2300,0.0005,0.2300,0.0000,0.0005,0.180,0.002,11.85,0.000,75.0
1.458,0.2378,0.0005,0.2378,0.0000,0.0005,0.180,0.004,11.85,0.000,75.0
1.508,0.2457,0.0005,0.2457,0.0000,0.0005,0.180,-0.010,11.85,0.000,75.0
1.554,0.2572,0.0005,0.2572,0.0000,0.0005,0.180,0.001,11.80,0.000,72.2
1.606,0.2651,0.0005,0.2651,0.0000,0.0005,0.180,0.000,11.82,0.000,73.3
1.654,0.2726,0.0005,0.2726,0.0000,0.0005,0.180,-0.000,11.82,0.000,73.3
1.721,0.2843,0.0004,0.2843,0.0000,0.0004,0.180,-0.012,11.80,0.000,72.2
1.759,0.2917,0.0004,0.2917,0.0000,0.0004,0.180,-0.007,11.84,0.000,74.4
1.806,0.2996,0.0004,0.2996,0.0000,0.0004,0.180,-0.004,11.85,0.000,75.0
1.846,0.3112,0.0004,0.3112,0.0000,0.0004,0.180,-0.004,11.80,0.000,72.2
1.894,0.3185,0.0004,0.3185,0.0000,0.0004,0.180,-0.004,11.84,0.000,74.4
1.956,0.3265,0.0004,0.3265,0.0000,0.0004,0.180,-0.002,11.84,0.000,74.4
1.996,0.3379,0.0004,0.3379,0.0000,0.0004,0.180,-0.001,11.82,0.000,73.3
2.045,0.3454,0.0004,0.3454,0.0000,0.0004,0.180,-0.001,11.84,0.000,74.4
2.111,0.3533,0.0004,0.3533,0.0000,0.0004,0.180,0.010,11.84,0.000,74.4
2.147,0.3650,0.0004,0.3650,0.0000,0.0004,0.180,0.010,11.84,0.000,74.4
2.211,0.3725,0.0003,0.3725,0.0000,0.0003,0.180,0.009,11.80,0.000,72.2
2.257,0.3804,0.0003,0.3804,0.0000,0.0003,0.180,0.004,11.82,0.000,73.3
2.298,0.3921,0.0003,0.3921,0.0000,0.0003,0.180,0.006,11.84,0.000,74.4
2.346,0.3998,0.0002,0.3998,0.0000,0.0002,0.180,0.008,11.80,0.000,72.2
2.408,0.4074,0.0002,0.4074,0.0000,0.0002,0.180,0.017,11.82,0.000,73.3
2.447,0.4189,0.0001,0.4189,0.0000,0.0001,0.180,0.018,11.84,0.000,74.4
2.497,0.4266,0.0001,0.4266,0.0000,0.0001,0.180,0.012,11.80,0.000,72.2
2.557,0.4341,0.0000,0.4341,0.0000,0.0000,0.180,0.003,11.80,0.000,72.2
2.598,0.4458,-0.0000,0.4458,0.0000,0.0000,0.180,0.011,11.85,0.000,75.0
2.644,0.4537,-0.0000,0.4537,0.0000,0.0000,0.180,0.010,11.80,0.000,72.2
2.705,0.4612,-0.0001,0.4612,0.0000,0.0001,0.180,0.008,11.80,0.000,72.2
2.745,0.4730,-0.0001,0.4730,0.0000,0.0001,0.180,0.006,11.84,0.000,74.4
2.808,0.4806,-0.0001,0.4806,0.0000,0.0001,0.180,-0.001,11.82,0.000,73.3
2.850,0.4880,-0.0001,0.4880,0.0000,0.0001,0.180,-0.007,11.80,0.000,72.2
2.895,0.4993,-0.0001,0.4993,0.0000,0.0001,0.180,0.003,11.82,0.000,73.3
2.958,0.5071,-0.0001,0.5071,0.0000,0.0001,0.180,-0.003,11.80,0.000,72.2
3.000,0.5187,-0.0001,0.5187,0.0000,0.0001,0.180,-0.001,11.80,0.000,72.2
3.047,0.5260,-0.0001,0.5260,0.0000,0.0001,0.180,0.006,11.82,0.000,73.3
3.104,0.5338,-0.0002,0.5338,0.0000,0.0002,0.180,0.002,11.82,0.000,73.3
3.154,0.5413,-0.0002,0.5413,0.0000,0.0002,0.180,0.003,11.82,0.000,73.3
3.209,0.5528,-0.0002,0.5528,0.0000,0.0002,0.180,0.008,11.82,0.000,73.3
3.254,0.5607,-0.0002,0.5607,0.0000,0.0002,0.180,0.004,11.84,0.000,74.4
3.314,0.5685,-0.0002,0.5685,0.0000,0.0002,0.180,0.005,11.84,0.000,74.4
3.344,0.5799,-0.0002,0.5799,0.0000,0.0002,0.180,0.007,11.80,0.000,72.2
3.408,0.5878,-0.0002,0.5878,0.0000,0.0002,0.180,0.023,11.85,0.000,75.0
3.451,0.5957,-0.0003,0.5957,0.0000,0.0003,0.180,0.024,11.85,0.000,75.0
3.498,0.6071,-0.0003,0.6071,0.0000,0.0003,0.180,0.011,11.80,0.000,72.2
3.556,0.6147,-0.0004,0.6147,0.0000,0.0004,0.180,0.012,11.82,0.000,73.3
3.604,0.6262,-0.0004,0.6262,0.0000,0.0004,0.180,0.012,11.85,0.000,75.0
3.644,0.6340,-0.0004,0.6340,0.0000,0.0004,0.180,0.012,11.78,0.000,71.1
3.707,0.6415,-0.0005,0.6415,0.0000,0.0005,0.180,0.012,11.84,0.000,74.4
3.748,0.6493,-0.0005,0.6493,0.0000,0.0005,0.180,0.001,11.85,0.000,75.0
3.804,0.6610,-0.0005,0.6610,0.0000,0.0005,0.180,0.010,11.80,0.000,72.2
3.867,0.6686,-0.0005,0.6686,0.0000,0.0005,0.180,0.008,11.84,0.000,74.4
3.910,0.6765,-0.0005,0.6765,0.0000,0.0005,0.180,-0.016,11.84,0.000,74.4
3.949,0.6882,-0.0005,0.6882,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
4.013,0.6959,-0.0005,0.6959,0.0000,0.0005,0.180,0.002,11.80,0.000,72.2
4.054,0.7074,-0.0005,0.7074,0.0000,0.0005,0.180,0.001,11.82,0.000,73.3
4.098,0.7152,-0.0005,0.7152,0.0000,0.0005,0.180,0.002,11.84,0.000,74.4
4.338,0.7228,-0.0004,0.7228,0.0000,0.0004,0.180,-0.006,11.82,0.000,73.3
4.345,0.7305,-0.0004,0.7305,0.0000,0.0004,0.180,-0.006,11.82,0.000,73.3
4.348,0.7419,-0.0004,0.7419,0.0000,0.0004,0.180,-0.006,11.82,0.000,73.3
4.350,0.7494,-0.0004,0.7494,0.0000,0.0004,0.180,0.016,11.82,0.000,73.3
4.353,0.7608,-0.0004,0.7608,0.0000,0.0004,0.180,0.016,11.82,0.000,73.3
4.434,0.7687,-0.0004,0.7687,0.0000,0.0004,0.180,0.001,11.84,0.000,74.4
4.499,0.7765,-0.0004,0.7765,0.0000,0.0004,0.180,0.002,11.80,0.000,72.2
