t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.06,0.000,86.7
0.053,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.04,0.000,85.5
0.082,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.91,0.000,78.3
0.145,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.78,0.000,71.1
0.182,0.0062,0.0000,0.0062,0.0000,0.0000,0.180,-0.039,11.85,0.000,75.0
0.244,0.0133,-0.0000,0.0133,0.0000,0.0000,0.180,-0.042,11.89,0.000,77.2
0.287,0.0214,-0.0000,0.0214,0.0000,0.0000,0.180,-0.030,11.89,0.000,77.2
0.340,0.0329,-0.0001,0.0329,0.0000,0.0001,0.180,-0.030,11.87,0.000,76.1
0.382,0.0406,-0.0001,0.0406,0.0000,0.0001,0.180,-0.027,11.89,0.000,77.2
0.445,0.0484,-0.0002,0.0484,0.0000,0.0002,0.180,-0.018,11.87,0.000,76.1
0.500,0.0599,-0.0003,0.0599,0.0000,0.0003,0.180,-0.018,11.87,0.000,76.1
0.544,0.0678,-0.0004,0.0678,0.0000,0.0004,0.180,-0.016,11.87,0.000,76.1
0.590,0.0755,-0.0005,0.0755,0.0000,0.0005,0.180,-0.015,11.89,0.000,77.2
0.636,0.0871,-0.0006,0.0871,0.0000,0.0006,0.180,-0.014,11.87,0.000,76.1
0.681,0.0949,-0.0007,0.0949,0.0000,0.0007,0.180,-0.014,11.89,0.000,77.2
0.738,0.1028,-0.0008,0.1028,0.0000,0.0008,0.180,-0.011,11.87,0.000,76.1
0.782,0.1143,-0.0009,0.1143,0.0000,0.0009,0.180,-0.011,11.87,0.000,76.1
0.844,0.1217,-0.0010,0.1217,0.0000,0.0010,0.180,-0.010,11.87,0.000,76.1
0.885,0.1329,-0.0012,0.1329,0.0000,0.0012,0.180,-0.007,11.84,0.000,74.4
0.948,0.1405,-0.0013,0.1405,0.0000,0.0013,0.180,-0.007,11.84,0.000,74.4
1.005,0.1481,-0.0014,0.1481,0.0000,0.0014,0.180,-0.007,11.87,0.000,76.1
1.037,0.1596,-0.0016,0.1596,0.0000,0.0016,0.180,-0.007,11.87,0.000,76.1
1.080,0.1672,-0.0017,0.1672,0.0000,0.0017,0.180,-0.007,11.87,0.000,76.1
1.147,0.1749,-0.0018,0.1749,0.0000,0.0018,0.180,-0.008,11.89,0.000,77.2
1.186,0.1865,-0.0020,0.1865,0.0000,0.0020,0.180,-0.009,11.89,0.000,77.2
1.237,0.1941,-0.0021,0.1941,0.0000,0.0021,0.180,-0.009,11.87,0.000,76.1
1.294,0.2017,-0.0022,0.2017,0.0000,0.0022,0.180,-0.009,11.87,0.000,76.1
1.340,0.2133,-0.0023,0.2133,0.0000,0.0023,0.180,-0.008,11.85,0.000,75.0
1.381,0.2210,-0.0024,0.2210,0.0000,0.0024,0.180,-0.008,11.87,0.000,76.1
1.446,0.2288,-0.0026,0.2288,0.0000,0.0026,0.180,-0.005,11.87,0.000,76.1
1.493,0.2404,-0.0027,0.2404,0.0000,0.0027,0.180,-0.005,11.89,0.000,77.2
1.545,0.2482,-0.0029,0.2482,0.0000,0.0029,0.180,-0.003,11.87,0.000,76.1
1.593,0.2557,-0.0030,0.2557,0.0000,0.0030,0.180,-0.003,11.87,0.000,76.1
1.640,0.2673,-0.0032,0.2673,0.0000,0.0032,0.180,-0.003,11.87,0.000,76.1
1.682,0.2752,-0.0033,0.2752,0.0000,0.0033,0.180,-0.003,11.89,0.000,77.2
1.743,0.2828,-0.0034,0.2828,0.0000,0.0034,0.180,-0.005,11.85,0.000,75.0
1.788,0.2946,-0.0036,0.2946,0.0000,0.0036,0.180,-0.006,11.85,0.000,75.0
1.848,0.3024,-0.0037,0.3024,0.0000,0.0037,0.180,-0.007,11.87,0.000,76.1
1.893,0.3102,-0.0038,0.3102,0.0000,0.0038,0.180,-0.007,11.87,0.000,76.1
1.944,0.3217,-0.0040,0.3217,0.0000,0.0040,0.180,-0.007,11.87,0.000,76.1
2.002,0.3295,-0.0041,0.3295,0.0000,0.0041,0.180,-0.007,11.87,0.000,76.1
2.047,0.3374,-0.0042,0.3374,0.0000,0.0042,0.180,-0.006,11.85,0.000,75.0
