file,trajectory,controller,IAE,ITAE,ISE,ICE,max_error,mean_error,final_error,settling_time,total_time,num_samples
pid_run_20251101_144110.csv,cuadrada,pid,0.704410,26.175877,0.013131,5.799052,0.028000,0.011187,0.004600,63.421000,63.352000,1252
pid_run_20251101_144233.csv,cuadrada,pid,0.689740,25.945130,0.012605,5.742501,0.027900,0.010993,0.004800,63.143000,63.123000,1249
pid_run_20251101_144359.csv,cuadrada,pid,0.666840,25.173686,0.011854,5.940271,0.026900,0.010624,0.004700,63.116000,63.108000,1250
pid_run_20251101_144624.csv,cuadrada,pid,0.653727,23.855844,0.011659,5.861845,0.028300,0.010687,0.004600,61.158000,61.149000,1224
pid_run_20251101_144800.csv,cuadrada,pid,0.648967,24.298432,0.011199,5.988682,0.027700,0.010395,0.004700,62.832000,62.798000,1242
pid_run_20251101_144924.csv,cuadrada,pid,0.661597,25.147059,0.010723,6.106656,0.026800,0.009818,0.004500,67.835000,67.787000,1340
pid_run_20251101_145049.csv,cuadrada,pid,0.686785,25.619682,0.012576,5.777109,0.028600,0.010953,0.004700,62.998000,62.993000,1249
pid_run_20251101_145209.csv,cuadrada,pid,0.648280,24.363813,0.011184,5.742672,0.026100,0.010289,0.004700,63.387000,63.331000,1253
pid_run_20251101_145329.csv,cuadrada,pid,0.656243,24.792649,0.011375,5.923034,0.025500,0.010285,0.004700,64.084000,64.040000,1269
pid_run_20251101_145450.csv,cuadrada,pid,0.689743,27.863858,0.012688,5.719921,0.027800,0.010996,0.004800,65.637000,63.167000,1249
pid_run_20251101_145645.csv,cuadrada,pid,0.658125,25.010963,0.011453,5.879396,0.025800,0.010337,0.004700,63.979000,63.940000,1268
pid_run_20251101_145824.csv,cuadrada,pid,0.640209,24.250871,0.011020,5.881217,0.025800,0.010266,0.004800,62.741000,62.687000,1241
pid_run_20251101_145942.csv,cuadrada,pid,0.660479,24.916404,0.011668,5.680349,0.025900,0.010535,0.004700,63.006000,63.001000,1247
pid_run_20251101_150110.csv,cuadrada,pid,0.651404,24.352068,0.011292,6.010438,0.025700,0.010396,0.004700,63.022000,63.004000,1248
pid_run_20251101_150242.csv,cuadrada,pid,0.700676,25.679877,0.013063,5.802245,0.028500,0.011098,0.004800,63.614000,63.579000,1253
pid_run_20251101_150404.csv,cuadrada,pid,0.643177,24.278459,0.011023,5.979998,0.025400,0.010264,0.004700,62.950000,62.905000,1247
pid_run_20251101_150540.csv,cuadrada,pid,0.650294,24.587307,0.010938,5.952788,0.024800,0.010077,0.004600,64.836000,64.802000,1284
pid_run_20251101_150657.csv,cuadrada,pid,0.710312,26.434965,0.013506,5.964405,0.027500,0.011330,0.004700,62.921000,62.898000,1247
pid_run_20251101_150831.csv,cuadrada,pid,0.662023,24.577665,0.011619,5.678387,0.026900,0.010530,0.004800,63.176000,63.141000,1251
pid_run_20251101_151022.csv,cuadrada,pid,0.666257,25.005470,0.011676,5.683135,0.026900,0.010336,0.004700,64.806000,64.798000,1283
pid_run_20251101_151139.csv,cuadrada,pid,0.652519,24.563648,0.011420,5.941642,0.026600,0.010417,0.004800,63.332000,62.843000,1247
pid_run_20251101_151445.csv,cuadrada,pid,0.661529,24.880072,0.011755,5.900613,0.026400,0.010542,0.004700,63.155000,63.141000,1249
pid_run_20251101_151602.csv,cuadrada,pid,0.687919,25.862075,0.012506,5.704437,0.028600,0.010868,0.004700,64.099000,63.187000,1260
pid_run_20251101_151723.csv,cuadrada,pid,0.653606,24.162286,0.011110,5.927116,0.027300,0.010175,0.004800,64.635000,64.596000,1279
pid_run_20251101_151950.csv,cuadrada,pid,0.659161,24.570191,0.011523,5.942668,0.026500,0.010482,0.004700,63.286000,63.260000,1250
pid_run_20251101_152117.csv,cuadrada,pid,0.659406,24.422877,0.011534,5.598828,0.027000,0.010483,0.004700,63.339000,63.304000,1251
pure_20251101_165557.csv,cuadrada,pure,0.339777,6.820154,0.010044,4.110656,0.072100,0.008828,0.001100,33.552000,38.438000,770
pure_20251101_165658.csv,cuadrada,pure,0.353174,7.375957,0.010434,4.030440,0.072700,0.009210,0.001800,36.334000,38.349000,768
pure_20251101_165757.csv,cuadrada,pure,0.324909,6.564681,0.009785,4.085615,0.071900,0.008428,0.001100,33.428000,38.458000,770
pure_20251101_165850.csv,cuadrada,pure,0.334325,6.855452,0.010025,4.004499,0.072600,0.008707,0.001100,33.524000,38.412000,769
pure_20251101_170018.csv,cuadrada,pure,0.311844,6.311391,0.009669,4.074542,0.072000,0.008128,0.000400,33.470000,38.402000,769
pure_20251101_170111.csv,cuadrada,pure,0.319436,6.451436,0.009619,4.092949,0.070800,0.008244,0.001300,33.384000,38.397000,770
pure_20251101_170206.csv,cuadrada,pure,0.315612,6.348555,0.009587,4.095211,0.070900,0.008203,0.001000,33.494000,38.432000,770
pure_20251101_170305.csv,cuadrada,pure,0.336929,6.801665,0.010178,4.041546,0.071400,0.008772,0.001200,33.476000,38.348000,768
pure_20251101_170444.csv,cuadrada,pure,0.335560,6.855767,0.009909,4.070635,0.071700,0.008708,0.001200,33.610000,38.408000,769
pure_20251101_170544.csv,cuadrada,pure,0.325786,6.619814,0.009753,4.078860,0.070200,0.008455,0.001100,33.456000,38.443000,770
pure_20251101_170640.csv,cuadrada,pure,0.329484,6.667451,0.009979,4.085424,0.070800,0.008548,0.000900,33.568000,38.461000,770
pure_20251101_170737.csv,cuadrada,pure,0.339215,6.866915,0.010201,4.052406,0.072300,0.008836,0.001200,33.484000,38.349000,768
pure_20251101_170830.csv,cuadrada,pure,0.330609,6.683505,0.009886,4.080002,0.071600,0.008607,0.001300,33.401000,38.404000,769
pure_20251101_170950.csv,cuadrada,pure,0.340813,6.906778,0.010351,4.039488,0.073000,0.008872,0.000900,33.634000,38.331000,768
pure_20251101_171045.csv,cuadrada,pure,0.335958,6.775257,0.010310,4.036204,0.071500,0.008760,0.000300,33.541000,38.296000,767
pure_20251101_171140.csv,cuadrada,pure,0.346420,7.203755,0.010264,4.054318,0.072000,0.009001,0.001400,36.027000,38.397000,769
pure_20251101_171234.csv,cuadrada,pure,0.326999,6.612317,0.009782,4.077601,0.071500,0.008502,0.001400,33.365000,38.435000,770
pure_20251101_171331.csv,cuadrada,pure,0.336288,6.801899,0.010267,4.034805,0.072900,0.008752,0.000800,33.496000,38.342000,768
pure_20251101_171427.csv,cuadrada,pure,0.331363,6.718700,0.010108,4.063503,0.071000,0.008572,0.000700,33.532000,38.595000,773
pure_20251101_171539.csv,cuadrada,pure,0.327666,6.699578,0.009824,4.129239,0.071100,0.008478,0.001100,33.521000,38.547000,772
pure_20251101_171638.csv,cuadrada,pure,0.332005,6.730166,0.009942,4.085748,0.071500,0.008627,0.001400,33.638000,38.440000,770
pure_20251101_171818.csv,cuadrada,pure,0.328659,6.521364,0.010018,4.017879,0.072100,0.008523,0.000900,33.431000,38.438000,770
pure_20251101_171914.csv,cuadrada,pure,0.344833,7.070344,0.010479,4.059117,0.072400,0.008959,0.000300,33.889000,38.455000,770
pure_20251101_172058.csv,cuadrada,pure,0.345966,7.136975,0.010328,4.051209,0.072500,0.008980,0.002600,33.641000,38.456000,770
pure_20251101_172158.csv,cuadrada,pure,0.332757,6.696932,0.010112,4.024503,0.072200,0.008636,0.000200,33.624000,38.443000,770
pure_20251101_172254.csv,cuadrada,pure,0.338532,6.888043,0.010249,4.043437,0.071800,0.008810,0.001200,33.722000,38.446000,770
pure_20251101_172353.csv,cuadrada,pure,0.339618,7.004054,0.010208,4.042159,0.072200,0.008818,0.002700,33.840000,38.491000,771
pure_20251101_172448.csv,cuadrada,pure,0.346117,7.024634,0.010451,4.053839,0.072100,0.008980,0.002100,33.685000,38.491000,771
pure_20251101_172553.csv,cuadrada,pure,0.333463,6.740202,0.010279,4.031519,0.071500,0.008663,0.001900,33.530000,38.444000,770
pure_20251101_172746.csv,cuadrada,pure,0.338679,6.929154,0.010430,4.101213,0.071700,0.008721,0.002000,33.898000,38.699000,769
recta_PID_20251107_093359.csv,recta,pid,0.005746,0.034133,0.000003,0.310040,0.000800,0.000191,0.000000,13.057000,30.089000,603
recta_PID_20251107_093533.csv,recta,pid,0.005956,0.039043,0.000004,0.290400,0.001000,0.000353,0.000200,16.906000,16.862000,338
recta_PID_20251107_093611.csv,recta,pid,0.004699,0.026024,0.000003,0.291358,0.001000,0.000265,0.000100,17.734000,17.703000,355
recta_PID_20251107_093706.csv,recta,pid,0.007835,0.048565,0.000006,0.291591,0.001100,0.000422,0.000200,18.574000,18.539000,372
recta_PID_20251107_093745.csv,recta,pid,0.008692,0.061765,0.000006,0.294057,0.001100,0.000364,0.000100,23.862000,23.858000,478
recta_PID_20251107_093831.csv,recta,pid,0.008720,0.050887,0.000008,0.293165,0.001300,0.000508,0.000200,17.134000,17.104000,343
recta_PID_20251107_093907.csv,recta,pid,0.008102,0.045137,0.000006,0.290538,0.001100,0.000496,0.000100,16.355000,16.296000,327
recta_PID_20251107_094002.csv,recta,pid,0.009890,0.056624,0.000010,0.291752,0.001600,0.000481,0.000100,20.542000,20.504000,411
recta_PID_20251107_094235.csv,recta,pid,0.007182,0.043243,0.000005,0.290140,0.001100,0.000444,0.000200,16.237000,16.211000,325
recta_PID_20251107_094342.csv,recta,pid,0.007104,0.040134,0.000006,0.292212,0.001300,0.000416,0.000100,17.056000,17.049000,341
recta_PID_20251107_094443.csv,recta,pid,0.007621,0.041643,0.000006,0.291743,0.001200,0.000418,0.000100,18.233000,18.208000,365
recta_PID_20251107_094527.csv,recta,pid,0.009052,0.042827,0.000009,0.288456,0.001400,0.000595,0.000100,15.184000,15.006000,304
recta_PID_20251107_094626.csv,recta,pid,0.006782,0.038147,0.000005,0.290011,0.001100,0.000365,0.000100,18.586000,18.546000,372
recta_PID_20251107_094752.csv,recta,pid,0.005641,0.035484,0.000004,0.296032,0.001100,0.000320,0.000100,17.569000,17.556000,352
recta_PID_20251107_094841.csv,recta,pid,0.005577,0.027121,0.000004,0.290543,0.000900,0.000300,0.000000,10.165000,18.547000,372
recta_PID_20251107_095029.csv,recta,pid,0.009437,0.049345,0.000010,0.297311,0.001600,0.000541,0.000200,17.436000,17.399000,349
recta_PID_20251107_095120.csv,recta,pid,0.008475,0.050328,0.000007,0.293280,0.001200,0.000485,0.000200,17.484000,17.444000,350
recta_PID_20251107_095159.csv,recta,pid,0.010154,0.054211,0.000011,0.292238,0.001700,0.000566,0.000100,17.901000,17.894000,359
recta_PID_20251107_095247.csv,recta,pid,0.008971,0.052805,0.000008,0.295832,0.001500,0.000523,0.000200,17.135000,17.105000,343
recta_PID_20251107_095343.csv,recta,pid,0.010783,0.088011,0.000009,0.295944,0.001400,0.000431,0.000200,25.009000,25.006000,501
recta_PID_20251107_095449.csv,recta,pid,0.009279,0.048511,0.000009,0.292839,0.001500,0.000600,0.000200,15.439000,15.403000,309
recta_PID_20251107_095523.csv,recta,pid,0.011804,0.059938,0.000015,0.292016,0.001800,0.000745,0.000200,15.810000,15.803000,317
recta_PID_20251107_095557.csv,recta,pid,0.009382,0.063090,0.000008,0.295398,0.001300,0.000450,0.000100,20.819000,20.801000,417
recta_PID_20251107_095655.csv,recta,pid,0.009324,0.052809,0.000009,0.290345,0.001300,0.000545,0.000100,17.085000,17.042000,342
recta_PID_20251107_095740.csv,recta,pid,0.011422,0.061229,0.000014,0.291284,0.001600,0.000754,0.000100,15.112000,15.087000,303
recta_PID_20251107_095816.csv,recta,pid,0.009933,0.055392,0.000009,0.290177,0.001300,0.000608,0.000200,16.331000,16.298000,327
recta_PID_20251107_095925.csv,recta,pid,0.008925,0.047375,0.000009,0.291722,0.001600,0.000576,0.000200,15.479000,15.473000,310
recta_PID_20251107_100006.csv,recta,pid,0.012238,0.072855,0.000015,0.294801,0.001900,0.000697,0.000200,17.655000,17.564000,353
recta_PID_20251107_100044.csv,recta,pid,0.015647,0.111363,0.000020,0.296065,0.002200,0.000598,0.000200,26.123000,26.118000,523
recta_PID_20251107_101124.csv,recta,pid,0.013705,0.274518,0.000009,0.307962,0.001500,0.000197,0.000100,69.689000,69.639000,1394
recta_lyapunov_20251107_101531.csv,recta,lyapunov,0.029846,0.174759,0.000086,0.272848,0.004000,0.002236,0.000200,13.240000,13.298000,267
recta_lyapunov_20251107_101724.csv,recta,lyapunov,0.027020,0.153410,0.000073,0.270200,0.003700,0.001965,0.000100,13.272000,13.612000,275
recta_lyapunov_20251107_101812.csv,recta,lyapunov,0.033279,0.190025,0.000106,0.274229,0.004400,0.002430,0.000200,13.421000,13.660000,274
recta_lyapunov_20251107_102004.csv,recta,lyapunov,0.029085,0.166911,0.000081,0.273042,0.004000,0.002124,0.000200,13.421000,13.647000,274
recta_lyapunov_20251107_102244.csv,recta,lyapunov,0.014732,0.098504,0.000021,0.270829,0.002000,0.001076,0.000100,13.184000,13.562000,274
recta_lyapunov_20251107_102354.csv,recta,lyapunov,0.027111,0.154232,0.000073,0.273328,0.003700,0.001979,0.000100,13.158000,13.646000,274
recta_lyapunov_20251107_102534.csv,recta,lyapunov,0.025890,0.148305,0.000070,0.271553,0.003800,0.001905,0.000100,13.149000,13.557000,273
recta_lyapunov_20251107_102617.csv,recta,lyapunov,0.030902,0.176698,0.000095,0.270759,0.004400,0.002279,0.000100,12.988000,13.518000,273
recta_lyapunov_20251107_102815.csv,recta,lyapunov,0.029664,0.181836,0.000084,0.273404,0.003900,0.002171,0.000200,13.658000,13.647000,274
recta_lyapunov_20251107_103046.csv,recta,lyapunov,0.030801,0.184096,0.000086,0.273304,0.003700,0.002249,0.000200,13.659000,13.647000,274
recta_lyapunov_20251107_103134.csv,recta,lyapunov,0.032483,0.198447,0.000096,0.270004,0.003900,0.002371,0.000200,13.719000,13.600000,274
recta_lyapunov_20251107_103214.csv,recta,lyapunov,0.031047,0.192628,0.000086,0.270152,0.003600,0.002267,0.000200,13.690000,13.571000,274
recta_lyapunov_20251107_103329.csv,recta,lyapunov,0.028629,0.182400,0.000075,0.269676,0.003500,0.002090,0.000200,13.689000,13.570000,274
recta_lyapunov_20251107_103447.csv,recta,lyapunov,0.031638,0.184151,0.000094,0.270031,0.004100,0.002300,0.000200,13.513000,13.588000,275
recta_lyapunov_20251107_103544.csv,recta,lyapunov,0.030134,0.177853,0.000087,0.273733,0.003900,0.002192,0.000100,13.669000,13.703000,275
recta_lyapunov_20251107_103659.csv,recta,lyapunov,0.029421,0.176645,0.000082,0.269502,0.003900,0.002149,0.000200,13.699000,13.579000,274
recta_lyapunov_20251107_103754.csv,recta,lyapunov,0.028555,0.168685,0.000077,0.288897,0.003800,0.002000,0.000100,13.858000,14.129000,286
recta_lyapunov_20251107_103927.csv,recta,lyapunov,0.029275,0.170155,0.000084,0.273501,0.004200,0.002129,0.000100,13.206000,13.714000,275
recta_lyapunov_20251107_104025.csv,recta,lyapunov,0.028936,0.174111,0.000080,0.270044,0.003900,0.002113,0.000100,13.633000,13.557000,274
recta_lyapunov_20251107_104145.csv,recta,lyapunov,0.023878,0.146790,0.000055,0.273367,0.003200,0.001737,0.000100,13.355000,13.710000,275
recta_lyapunov_20251107_104324.csv,recta,lyapunov,0.024901,0.148455,0.000059,0.269716,0.003300,0.001822,0.000100,13.588000,13.508000,273
recta_lyapunov_20251107_104503.csv,recta,lyapunov,0.027206,0.161762,0.000068,0.273481,0.003400,0.001979,0.000100,13.619000,13.708000,275
recta_lyapunov_20251107_104603.csv,recta,lyapunov,0.027859,0.163391,0.000073,0.269738,0.003600,0.002034,0.000100,13.524000,13.560000,274
recta_lyapunov_20251107_104715.csv,recta,lyapunov,0.027297,0.155952,0.000073,0.270166,0.003500,0.001997,0.000100,13.273000,13.508000,273
recta_lyapunov_20251107_104824.csv,recta,lyapunov,0.028303,0.168760,0.000074,0.273369,0.003500,0.002058,0.000100,13.558000,13.697000,275
recta_lyapunov_20251107_104926.csv,recta,lyapunov,0.032637,0.197273,0.000096,0.270230,0.003900,0.002381,0.000200,13.659000,13.540000,274
recta_lyapunov_20251107_105026.csv,recta,lyapunov,0.029542,0.184990,0.000078,0.273448,0.003600,0.002149,0.000200,13.713000,13.697000,275
recta_lyapunov_20251107_105125.csv,recta,lyapunov,0.030698,0.190208,0.000085,0.269687,0.003700,0.002241,0.000200,13.701000,13.582000,274
recta_lyapunov_20251107_105220.csv,recta,lyapunov,0.033057,0.198561,0.000100,0.270690,0.004000,0.002403,0.000200,13.545000,13.636000,275
recta_lyapunov_20251107_105314.csv,recta,lyapunov,0.029571,0.178847,0.000082,0.274289,0.003600,0.002159,0.000100,13.607000,13.650000,274
recta_mpc_20251107_105902.csv,recta,mpc,0.069625,0.442869,0.000420,0.311832,0.007200,0.005122,0.001500,13.559000,13.547000,272
recta_mpc_20251107_110006.csv,recta,mpc,0.070861,0.498957,0.000488,0.310576,0.009200,0.005214,0.001600,13.580000,13.549000,272
recta_mpc_20251107_110132.csv,recta,mpc,0.068629,0.476987,0.000463,0.310625,0.008600,0.005432,0.002600,12.563000,12.559000,253
recta_mpc_20251107_110232.csv,recta,mpc,0.076637,0.527911,0.000592,0.309988,0.010200,0.006089,0.002600,12.555000,12.542000,252
recta_mpc_20251107_110349.csv,recta,mpc,0.079032,0.553286,0.000582,0.310808,0.009800,0.005814,0.001800,13.573000,13.554000,272
recta_mpc_20251107_110450.csv,recta,mpc,0.075952,0.534563,0.000555,0.311158,0.009800,0.005586,0.001700,13.551000,13.548000,272
recta_mpc_20251107_110556.csv,recta,mpc,0.088642,0.629093,0.000752,0.311354,0.011600,0.006522,0.002100,13.586000,13.553000,272
recta_mpc_20251107_110704.csv,recta,mpc,0.104074,0.762974,0.001025,0.312877,0.012800,0.007601,0.002700,13.682000,13.651000,274
recta_mpc_20251107_110856.csv,recta,mpc,0.061024,0.451212,0.000376,0.310678,0.008000,0.004493,0.001500,13.560000,13.558000,272
recta_mpc_20251107_110958.csv,recta,mpc,0.081067,0.579000,0.000634,0.310895,0.010500,0.005965,0.001900,13.565000,13.539000,272
recta_mpc_20251107_111039.csv,recta,mpc,0.102508,0.740914,0.001005,0.313063,0.012800,0.007543,0.002700,13.574000,13.556000,272
recta_mpc_20251107_111139.csv,recta,mpc,0.070254,0.518973,0.000489,0.310129,0.009200,0.005168,0.001800,13.556000,13.520000,272
recta_mpc_20251107_111247.csv,recta,mpc,0.093783,0.694102,0.000842,0.312756,0.011900,0.006875,0.002700,13.584000,13.568000,273
recta_mpc_20251107_111352.csv,recta,mpc,0.080871,0.572780,0.000611,0.309845,0.010000,0.005951,0.002100,13.578000,13.497000,272
recta_mpc_20251107_111438.csv,recta,mpc,0.104128,0.762673,0.001034,0.313611,0.013000,0.007638,0.002800,13.595000,13.586000,273
recta_mpc_20251107_111522.csv,recta,mpc,0.060580,0.443102,0.000360,0.310223,0.007700,0.004454,0.001500,13.580000,13.551000,272
recta_mpc_20251107_111631.csv,recta,mpc,0.073485,0.536676,0.000498,0.311427,0.008700,0.005408,0.002200,13.555000,13.533000,272
recta_mpc_20251107_111725.csv,recta,mpc,0.074718,0.520406,0.000530,0.309047,0.009200,0.005491,0.001700,13.462000,13.384000,269
recta_mpc_20251107_111808.csv,recta,mpc,0.073568,0.538050,0.000501,0.311441,0.008800,0.005395,0.002200,13.599000,13.598000,273
recta_mpc_20251107_111923.csv,recta,mpc,0.075652,0.563274,0.000535,0.311310,0.009300,0.005526,0.002200,13.688000,13.637000,274
recta_mpc_20251107_112021.csv,recta,mpc,0.084617,0.599325,0.000688,0.311186,0.010800,0.006225,0.001900,13.558000,13.554000,272
recta_mpc_20251107_112059.csv,recta,mpc,0.078808,0.569805,0.000582,0.311948,0.009500,0.005736,0.002000,13.688000,13.675000,275
recta_mpc_20251107_112201.csv,recta,mpc,0.080670,0.588435,0.000588,0.312128,0.009100,0.005892,0.002400,13.679000,13.648000,274
recta_mpc_20251107_112325.csv,recta,mpc,0.066904,0.507592,0.000427,0.313281,0.008200,0.004924,0.002300,13.565000,13.544000,272
recta_mpc_20251107_112432.csv,recta,mpc,0.075790,0.527069,0.000550,0.308219,0.009600,0.005576,0.001600,13.599000,13.514000,272
recta_mpc_20251107_112528.csv,recta,mpc,0.070547,0.504449,0.000458,0.311155,0.008400,0.005135,0.001700,13.695000,13.689000,275
recta_mpc_20251107_112624.csv,recta,mpc,0.083220,0.606753,0.000640,0.310642,0.009800,0.006125,0.002400,13.596000,13.533000,272
recta_mpc_20251107_112757.csv,recta,mpc,0.073197,0.539133,0.000526,0.309623,0.009700,0.005349,0.001700,13.692000,13.625000,274
recta_mpc_20251107_112850.csv,recta,mpc,0.070446,0.495499,0.000472,0.310821,0.008800,0.005183,0.001600,13.576000,13.565000,272
recta_mpc_20251107_112943.csv,recta,mpc,0.067798,0.510568,0.000423,0.311529,0.007900,0.004991,0.002300,13.573000,13.545000,272
recta_pure_20251107_113210.csv,recta,pure,0.014133,0.062681,0.000024,0.318794,0.002400,0.001436,0.000200,9.820000,9.799000,197
recta_pure_20251107_113338.csv,recta,pure,0.017113,0.076473,0.000034,0.321864,0.002900,0.001728,0.000100,9.836000,9.853000,198
recta_pure_20251107_113433.csv,recta,pure,0.012631,0.060293,0.000018,0.317983,0.002000,0.001289,0.000400,9.792000,9.765000,196
recta_pure_20251107_113519.csv,recta,pure,0.014660,0.066462,0.000026,0.319152,0.002300,0.001489,0.000000,9.719000,9.800000,197
recta_pure_20251107_113616.csv,recta,pure,0.013478,0.061868,0.000021,0.319194,0.002100,0.001368,0.000200,9.836000,9.802000,197
recta_pure_20251107_113700.csv,recta,pure,0.014190,0.064160,0.000024,0.317216,0.002500,0.001448,0.000100,9.700000,9.745000,196
recta_pure_20251107_114010.csv,recta,pure,0.012455,0.055947,0.000019,0.319717,0.002200,0.001265,0.000200,9.834000,9.793000,197
recta_pure_20251107_114103.csv,recta,pure,0.013639,0.060901,0.000022,0.319553,0.002300,0.001385,0.000000,9.719000,9.801000,197
recta_pure_20251107_114147.csv,recta,pure,0.013798,0.064089,0.000022,0.317098,0.002200,0.001408,0.000200,9.788000,9.750000,196
recta_pure_20251107_114240.csv,recta,pure,0.014408,0.068770,0.000024,0.319077,0.002300,0.001463,0.000100,9.704000,9.802000,197
recta_pure_20251107_114337.csv,recta,pure,0.015835,0.070601,0.000029,0.318942,0.002600,0.001607,0.000200,9.794000,9.793000,197
recta_pure_20251107_114421.csv,recta,pure,0.010703,0.041500,0.000018,0.325230,0.002500,0.001088,0.000500,9.814000,9.793000,197
recta_pure_20251107_114516.csv,recta,pure,0.013529,0.061879,0.000021,0.317648,0.002000,0.001382,0.000300,9.799000,9.750000,196
recta_pure_20251107_114611.csv,recta,pure,0.016738,0.078734,0.000032,0.319293,0.002800,0.001700,0.000300,9.815000,9.799000,197
recta_pure_20251107_114720.csv,recta,pure,0.014054,0.072433,0.000022,0.317033,0.001800,0.001435,0.000200,9.786000,9.753000,196
recta_pure_20251107_114819.csv,recta,pure,0.017028,0.076108,0.000034,0.319600,0.002900,0.001730,0.000400,9.812000,9.797000,197
recta_pure_20251107_114900.csv,recta,pure,0.014918,0.071498,0.000025,0.318807,0.002100,0.001516,0.000300,9.797000,9.796000,197
recta_pure_20251107_114932.csv,recta,pure,0.016131,0.069996,0.000031,0.321537,0.002900,0.001638,0.000300,9.835000,9.791000,197
recta_pure_20251107_115001.csv,recta,pure,0.013910,0.063929,0.000022,0.319620,0.002100,0.001413,0.000000,9.720000,9.813000,197
recta_pure_20251107_115043.csv,recta,pure,0.016194,0.069640,0.000031,0.318015,0.002800,0.001653,0.000200,9.788000,9.756000,196
recta_pure_20251107_115116.csv,recta,pure,0.015778,0.068882,0.000030,0.319298,0.002800,0.001602,0.000200,9.838000,9.798000,197
recta_pure_20251107_115157.csv,recta,pure,0.012723,0.058077,0.000019,0.319084,0.002000,0.001286,0.000100,9.724000,9.814000,198
recta_pure_20251107_115241.csv,recta,pure,0.015176,0.071794,0.000026,0.319223,0.002300,0.001541,0.000200,9.819000,9.805000,197
recta_pure_20251107_115309.csv,recta,pure,0.012892,0.045048,0.000025,0.319658,0.002900,0.001309,0.000200,9.823000,9.792000,197
recta_pure_20251107_115348.csv,recta,pure,0.015476,0.071108,0.000027,0.315746,0.002300,0.001589,0.000400,9.744000,9.697000,195
recta_pure_20251107_115418.csv,recta,pure,0.015643,0.072293,0.000028,0.318800,0.002600,0.001589,0.000200,9.828000,9.795000,197
recta_pure_20251107_115451.csv,recta,pure,0.017323,0.082109,0.000034,0.319510,0.002600,0.001759,0.000300,9.825000,9.805000,197
recta_pure_20251107_115549.csv,recta,pure,0.016399,0.075490,0.000031,0.320944,0.002700,0.001658,0.000100,9.836000,9.848000,198
recta_pure_20251107_115621.csv,recta,pure,0.015780,0.072989,0.000028,0.318204,0.002500,0.001604,0.000200,9.794000,9.776000,197
recta_pure_20251107_115656.csv,recta,pure,0.015673,0.076779,0.000027,0.319419,0.002200,0.001592,0.000200,9.842000,9.805000,197
