t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.043,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.076,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.183,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.201,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.277,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.284,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.320,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.353,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.417,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.586,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.632,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.639,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.757,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.003,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.005,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.008,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.010,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.035,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.039,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
1.050,0.0007,0.0000,0.0007,0.0000,0.0000,0.180,-0.000,11.820,0.000,73.330
1.087,0.0096,0.0001,0.0096,0.0000,0.0001,0.180,-0.002,11.850,0.000,75.000
1.106,0.0171,0.0002,0.0171,0.0000,0.0002,0.180,-0.002,11.850,0.000,75.000
1.121,0.0249,0.0002,0.0249,0.0000,0.0002,0.180,-0.002,11.870,0.000,76.110
1.208,0.0365,0.0003,0.0365,0.0000,0.0003,0.180,-0.002,11.840,0.000,74.440
1.215,0.0440,0.0004,0.0440,0.0000,0.0004,0.180,-0.002,11.840,0.000,74.440
1.222,0.0516,0.0004,0.0516,0.0000,0.0004,0.180,-0.002,11.840,0.000,74.440
1.271,0.0633,0.0005,0.0633,0.0000,0.0005,0.180,-0.002,11.840,0.000,74.440
1.340,0.0710,0.0006,0.0710,0.0000,0.0006,0.180,-0.002,11.840,0.000,74.440
1.427,0.0786,0.0006,0.0786,0.0000,0.0006,0.180,-0.002,11.840,0.000,74.440
1.500,0.0900,0.0007,0.0900,0.0000,0.0007,0.180,-0.002,11.890,0.000,77.220
1.503,0.0978,0.0008,0.0978,0.0000,0.0008,0.180,-0.002,11.890,0.000,77.220
1.505,0.1048,0.0008,0.1048,0.0000,0.0008,0.180,-0.002,11.820,0.000,73.330
1.507,0.1162,0.0009,0.1162,0.0000,0.0009,0.180,-0.002,11.850,0.000,75.000
1.512,0.1239,0.0010,0.1239,0.0000,0.0010,0.180,-0.002,11.870,0.000,76.110
1.514,0.1349,0.0011,0.1349,0.0000,0.0011,0.180,-0.002,11.840,0.000,74.440
1.609,0.1423,0.0012,0.1423,0.0000,0.0012,0.180,-0.002,11.850,0.000,75.000
1.612,0.1503,0.0013,0.1503,0.0000,0.0013,0.180,-0.002,11.850,0.000,75.000
1.615,0.1615,0.0014,0.1615,0.0000,0.0014,0.180,-0.002,11.850,0.000,75.000
1.646,0.1691,0.0015,0.1691,0.0000,0.0015,0.180,-0.003,11.850,0.000,75.000
1.665,0.1772,0.0015,0.1772,0.0000,0.0015,0.180,-0.003,11.850,0.000,75.000
1.675,0.1889,0.0017,0.1889,0.0000,0.0017,0.180,-0.002,11.820,0.000,73.330
1.680,0.1963,0.0017,0.1963,0.0000,0.0017,0.180,-0.002,11.840,0.000,74.440
1.683,0.2042,0.0018,0.2042,0.0000,0.0018,0.180,-0.002,11.840,0.000,74.440
1.686,0.2159,0.0019,0.2159,0.0000,0.0019,0.180,-0.002,11.870,0.000,76.110
1.702,0.2232,0.0020,0.2232,0.0000,0.0020,0.180,-0.002,11.820,0.000,73.330
1.760,0.2310,0.0020,0.2310,0.0000,0.0020,0.180,-0.002,11.850,0.000,75.000
1.792,0.2425,0.0021,0.2425,0.0000,0.0021,0.180,-0.002,11.820,0.000,73.330
1.809,0.2500,0.0022,0.2500,0.0000,0.0022,0.180,-0.002,11.820,0.000,73.330
1.815,0.2578,0.0022,0.2578,0.0000,0.0022,0.180,-0.002,11.850,0.000,75.000
2.004,0.2693,0.0023,0.2693,0.0000,0.0023,0.180,-0.002,11.840,0.000,74.440
2.018,0.2770,0.0024,0.2770,0.0000,0.0024,0.180,-0.002,11.820,0.000,73.330
2.021,0.2847,0.0024,0.2847,0.0000,0.0024,0.180,-0.002,11.820,0.000,73.330
2.023,0.2962,0.0025,0.2962,0.0000,0.0025,0.180,-0.002,11.850,0.000,75.000
2.025,0.3038,0.0026,0.3038,0.0000,0.0026,0.180,-0.002,11.840,0.000,74.440
2.070,0.3114,0.0026,0.3114,0.0000,0.0026,0.180,-0.002,11.840,0.000,74.440
2.077,0.3227,0.0027,0.3227,0.0000,0.0027,0.180,-0.002,11.840,0.000,74.440
2.086,0.3304,0.0027,0.3304,0.0000,0.0027,0.180,-0.002,11.820,0.000,73.330
2.102,0.3418,0.0028,0.3418,0.0000,0.0028,0.180,-0.002,11.840,0.000,74.440
2.132,0.3494,0.0029,0.3494,0.0000,0.0029,0.180,-0.003,11.850,0.000,75.000
2.163,0.3573,0.0029,0.3573,0.0000,0.0029,0.180,-0.003,11.840,0.000,74.440
2.238,0.3689,0.0030,0.3689,0.0000,0.0030,0.180,-0.003,11.840,0.000,74.440
2.269,0.3765,0.0031,0.3765,0.0000,0.0031,0.180,-0.003,11.850,0.000,75.000
2.333,0.3845,0.0032,0.3845,0.0000,0.0032,0.180,-0.003,11.850,0.000,75.000
2.349,0.3963,0.0033,0.3963,0.0000,0.0033,0.180,-0.003,11.820,0.000,73.330
2.435,0.4037,0.0033,0.4037,0.0000,0.0033,0.180,-0.003,11.870,0.000,76.110
2.499,0.4116,0.0034,0.4116,0.0000,0.0034,0.180,-0.003,11.850,0.000,75.000
2.567,0.4233,0.0034,0.4233,0.0000,0.0034,0.180,-0.002,11.800,0.000,72.220
2.582,0.4306,0.0035,0.4306,0.0000,0.0035,0.180,-0.002,11.820,0.000,73.330
2.646,0.4383,0.0035,0.4383,0.0000,0.0035,0.180,-0.002,11.850,0.000,75.000
2.660,0.4500,0.0036,0.4500,0.0000,0.0036,0.180,-0.002,11.820,0.000,73.330
2.713,0.4573,0.0036,0.4573,0.0000,0.0036,0.180,-0.002,11.820,0.000,73.330
2.775,0.4652,0.0037,0.4652,0.0000,0.0037,0.180,-0.002,11.850,0.000,75.000
2.849,0.4768,0.0037,0.4768,0.0000,0.0037,0.180,-0.002,11.840,0.000,74.440
2.863,0.4844,0.0037,0.4844,0.0000,0.0037,0.180,-0.002,11.820,0.000,73.330
3.010,0.4921,0.0037,0.4921,0.0000,0.0037,0.180,-0.002,11.850,0.000,75.000
3.012,0.5036,0.0038,0.5036,0.0000,0.0038,0.180,-0.002,11.850,0.000,75.000
3.014,0.5111,0.0038,0.5111,0.0000,0.0038,0.180,-0.002,11.840,0.000,74.440
3.053,0.5187,0.0038,0.5187,0.0000,0.0038,0.180,-0.002,11.850,0.000,75.000
