t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.04,0.000,85.5
0.055,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.91,0.000,78.3
0.089,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.76,0.000,70.0
0.149,0.0032,0.0000,0.0032,0.0000,0.0000,0.180,-0.049,11.87,0.000,76.1
0.189,0.0133,0.0000,0.0133,0.0000,0.0000,0.180,-0.049,11.87,0.000,76.1
0.253,0.0210,0.0000,0.0210,0.0000,0.0000,0.180,-0.045,11.89,0.000,77.2
0.305,0.0290,0.0000,0.0290,0.0000,0.0000,0.180,-0.041,11.89,0.000,77.2
0.344,0.0404,0.0000,0.0404,0.0000,0.0000,0.180,-0.034,11.87,0.000,76.1
0.389,0.0478,-0.0000,0.0478,0.0000,0.0000,0.180,-0.034,11.85,0.000,75.0
0.448,0.0558,-0.0001,0.0558,0.0000,0.0001,0.180,-0.023,11.87,0.000,76.1
0.496,0.0675,-0.0002,0.0675,0.0000,0.0002,0.180,-0.023,11.87,0.000,76.1
0.561,0.0750,-0.0002,0.0750,0.0000,0.0002,0.180,-0.016,11.87,0.000,76.1
0.596,0.0827,-0.0003,0.0827,0.0000,0.0003,0.180,-0.011,11.87,0.000,76.1
0.644,0.0944,-0.0005,0.0944,0.0000,0.0005,0.180,-0.011,11.89,0.000,77.2
0.689,0.1020,-0.0006,0.1020,0.0000,0.0006,0.180,-0.009,11.87,0.000,76.1
0.746,0.1097,-0.0007,0.1097,0.0000,0.0007,0.180,-0.006,11.85,0.000,75.0
0.789,0.1208,-0.0009,0.1208,0.0000,0.0009,0.180,-0.006,11.87,0.000,76.1
0.853,0.1287,-0.0010,0.1287,0.0000,0.0010,0.180,-0.006,11.85,0.000,75.0
0.892,0.1402,-0.0011,0.1402,0.0000,0.0011,0.180,-0.007,11.85,0.000,75.0
0.954,0.1480,-0.0013,0.1480,0.0000,0.0013,0.180,-0.008,11.87,0.000,76.1
1.001,0.1559,-0.0014,0.1559,0.0000,0.0014,0.180,-0.008,11.85,0.000,75.0
1.047,0.1675,-0.0015,0.1675,0.0000,0.0015,0.180,-0.009,11.85,0.000,75.0
1.089,0.1753,-0.0016,0.1753,0.0000,0.0016,0.180,-0.009,11.87,0.000,76.1
1.153,0.1831,-0.0017,0.1831,0.0000,0.0017,0.180,-0.008,11.87,0.000,76.1
1.190,0.1946,-0.0019,0.1946,0.0000,0.0019,0.180,-0.008,11.84,0.000,74.4
1.238,0.2021,-0.0020,0.2021,0.0000,0.0020,0.180,-0.008,11.87,0.000,76.1
1.301,0.2100,-0.0021,0.2100,0.0000,0.0021,0.180,-0.007,11.85,0.000,75.0
1.346,0.2214,-0.0023,0.2214,0.0000,0.0023,0.180,-0.008,11.85,0.000,75.0
1.389,0.2288,-0.0024,0.2288,0.0000,0.0024,0.180,-0.008,11.87,0.000,76.1
1.453,0.2367,-0.0025,0.2367,0.0000,0.0025,0.180,-0.007,11.87,0.000,76.1
1.496,0.2482,-0.0027,0.2482,0.0000,0.0027,0.180,-0.007,11.84,0.000,74.4
1.542,0.2558,-0.0028,0.2558,0.0000,0.0028,0.180,-0.006,11.85,0.000,75.0
1.601,0.2636,-0.0029,0.2636,0.0000,0.0029,0.180,-0.005,11.85,0.000,75.0
1.651,0.2753,-0.0031,0.2753,0.0000,0.0031,0.180,-0.003,11.85,0.000,75.0
1.693,0.2829,-0.0033,0.2829,0.0000,0.0033,0.180,-0.002,11.85,0.000,75.0
1.752,0.2906,-0.0034,0.2906,0.0000,0.0034,0.180,-0.000,11.87,0.000,76.1
1.809,0.3022,-0.0036,0.3022,0.0000,0.0036,0.180,0.003,11.87,0.000,76.1
1.857,0.3099,-0.0037,0.3099,0.0000,0.0037,0.180,0.003,11.85,0.000,75.0
1.901,0.3175,-0.0039,0.3175,0.0000,0.0039,0.180,0.003,11.87,0.000,76.1
1.951,0.3290,-0.0041,0.3290,0.0000,0.0041,0.180,0.004,11.89,0.000,77.2
1.997,0.3368,-0.0043,0.3368,0.0000,0.0043,0.180,0.005,11.85,0.000,75.0
2.051,0.3445,-0.0044,0.3445,0.0000,0.0044,0.180,0.004,11.85,0.000,75.0
2.094,0.3562,-0.0046,0.3562,0.0000,0.0046,0.180,0.003,11.87,0.000,76.1
2.138,0.3637,-0.0048,0.3637,0.0000,0.0048,0.180,0.003,11.85,0.000,75.0
2.198,0.3713,-0.0049,0.3713,0.0000,0.0049,0.180,0.002,11.85,0.000,75.0
2.239,0.3826,-0.0051,0.3826,0.0000,0.0051,0.180,0.002,11.87,0.000,76.1
2.286,0.3900,-0.0052,0.3900,0.0000,0.0052,0.180,0.002,11.85,0.000,75.0
2.351,0.3976,-0.0054,0.3976,0.0000,0.0054,0.180,0.002,11.85,0.000,75.0
2.389,0.4091,-0.0056,0.4091,0.0000,0.0056,0.180,0.003,11.87,0.000,76.1
2.454,0.4169,-0.0058,0.4169,0.0000,0.0058,0.180,0.004,11.85,0.000,75.0
2.496,0.4283,-0.0060,0.4283,0.0000,0.0060,0.180,0.005,11.84,0.000,74.4
2.538,0.4353,-0.0061,0.4353,0.0000,0.0061,0.180,0.003,11.85,0.000,75.0
2.596,0.4432,-0.0063,0.4432,0.0000,0.0063,0.180,0.005,11.87,0.000,76.1
2.646,0.4547,-0.0065,0.4547,0.0000,0.0065,0.180,0.004,11.85,0.000,75.0
2.688,0.4623,-0.0066,0.4623,0.0000,0.0066,0.180,0.004,11.85,0.000,75.0
2.748,0.4702,-0.0068,0.4702,0.0000,0.0068,0.180,0.008,11.87,0.000,76.1
2.789,0.4818,-0.0070,0.4818,0.0000,0.0070,0.180,0.008,11.87,0.000,76.1
2.836,0.4894,-0.0072,0.4894,0.0000,0.0072,0.180,0.010,11.85,0.000,75.0
2.894,0.4971,-0.0073,0.4971,0.0000,0.0073,0.180,0.012,11.87,0.000,76.1
2.939,0.5088,-0.0076,0.5088,0.0000,0.0076,0.180,0.012,11.84,0.000,74.4
