t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.012,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.020,0.000,84.440
0.014,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.020,0.000,84.440
0.104,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.760,0.000,70.000
0.116,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.760,0.000,70.000
0.189,0.0009,0.0000,0.0009,0.0000,0.0000,0.180,0.001,11.800,0.000,72.220
0.231,0.0065,-0.0000,0.0065,0.0000,0.0000,0.180,0.012,11.800,0.000,72.220
0.267,0.0172,-0.0001,0.0172,0.0000,0.0001,0.180,0.012,11.820,0.000,73.330
0.321,0.0249,-0.0002,0.0249,0.0000,0.0002,0.180,0.017,11.800,0.000,72.220
0.371,0.0328,-0.0003,0.0328,0.0000,0.0003,0.180,0.019,11.850,0.000,75.000
0.431,0.0443,-0.0005,0.0443,0.0000,0.0005,0.180,0.022,11.780,0.000,71.110
0.474,0.0518,-0.0006,0.0518,0.0000,0.0006,0.180,0.022,11.800,0.000,72.220
0.519,0.0597,-0.0007,0.0597,0.0000,0.0007,0.180,0.023,11.840,0.000,74.440
0.565,0.0712,-0.0008,0.0712,0.0000,0.0008,0.180,0.024,11.800,0.000,72.220
0.627,0.0788,-0.0009,0.0788,0.0000,0.0009,0.180,0.024,11.780,0.000,71.110
0.683,0.0901,-0.0011,0.0901,0.0000,0.0011,0.180,0.024,11.840,0.000,74.440
0.724,0.0980,-0.0012,0.0980,0.0000,0.0012,0.180,0.024,11.820,0.000,73.330
0.777,0.1055,-0.0013,0.1055,0.0000,0.0013,0.180,0.024,11.780,0.000,71.110
0.818,0.1170,-0.0014,0.1170,0.0000,0.0014,0.180,0.024,11.800,0.000,72.220
0.876,0.1247,-0.0015,0.1247,0.0000,0.0015,0.180,0.023,11.820,0.000,73.330
0.925,0.1323,-0.0015,0.1323,0.0000,0.0015,0.180,0.023,11.800,0.000,72.220
0.986,0.1438,-0.0016,0.1438,0.0000,0.0016,0.180,0.022,11.820,0.000,73.330
1.015,0.1514,-0.0017,0.1514,0.0000,0.0017,0.180,0.022,11.820,0.000,73.330
1.085,0.1591,-0.0018,0.1591,0.0000,0.0018,0.180,0.018,11.820,0.000,73.330
1.118,0.1707,-0.0018,0.1707,0.0000,0.0018,0.180,0.018,11.820,0.000,73.330
1.197,0.1784,-0.0018,0.1784,0.0000,0.0018,0.180,0.015,11.840,0.000,74.440
1.219,0.1862,-0.0019,0.1862,0.0000,0.0019,0.180,0.015,11.840,0.000,74.440
1.269,0.1973,-0.0019,0.1973,0.0000,0.0019,0.180,0.012,11.820,0.000,73.330
1.321,0.2049,-0.0019,0.2049,0.0000,0.0019,0.180,0.012,11.820,0.000,73.330
1.371,0.2127,-0.0019,0.2127,0.0000,0.0019,0.180,0.011,11.820,0.000,73.330
1.417,0.2242,-0.0019,0.2242,0.0000,0.0019,0.180,0.010,11.820,0.000,73.330
1.474,0.2319,-0.0019,0.2319,0.0000,0.0019,0.180,0.011,11.820,0.000,73.330
1.518,0.2396,-0.0019,0.2396,0.0000,0.0019,0.180,0.011,11.850,0.000,75.000
1.566,0.2511,-0.0019,0.2511,0.0000,0.0019,0.180,0.012,11.820,0.000,73.330
1.622,0.2587,-0.0019,0.2587,0.0000,0.0019,0.180,0.013,11.840,0.000,74.440
