t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.010,0.0002,0.0218,0.0000,0.0218,0.0002,0.063,1.200,12.110,0.000,89.440
0.059,0.0002,0.0218,0.0000,0.0218,0.0002,0.063,1.200,12.090,0.000,88.330
0.112,0.0002,0.0218,0.0000,0.0218,0.0002,0.063,1.200,12.040,0.000,85.550
0.161,0.0002,0.0218,0.0000,0.0218,0.0002,0.063,1.200,12.040,0.000,85.550
0.206,0.0003,0.0193,0.0000,0.0193,0.0003,0.063,1.200,12.060,0.000,86.660
0.267,0.0006,0.0170,0.0000,0.0170,0.0006,0.064,1.200,12.080,0.000,87.770
0.308,0.0012,0.0131,0.0000,0.0131,0.0012,0.064,1.200,12.080,0.000,87.770
0.366,0.0017,0.0106,0.0000,0.0106,0.0017,0.064,1.200,12.060,0.000,86.660
0.414,0.0024,0.0079,0.0000,0.0079,0.0024,0.065,1.200,12.060,0.000,86.660
0.502,0.0037,0.0042,0.0000,0.0042,0.0037,0.066,1.200,12.060,0.000,86.660
0.505,0.0046,0.0018,0.0046,0.0000,0.0018,0.066,1.200,12.060,0.000,86.660
0.563,0.0058,-0.0006,0.0058,0.0000,0.0006,0.068,1.200,12.060,0.000,86.660
0.606,0.0076,-0.0038,0.0076,0.0000,0.0038,0.070,1.200,12.040,0.000,85.550
0.670,0.0089,-0.0059,0.0089,0.0000,0.0059,0.074,1.200,12.040,0.000,85.550
0.710,0.0111,-0.0090,0.0111,0.0000,0.0090,0.074,1.200,12.040,0.000,85.550
0.767,0.0128,-0.0111,0.0128,0.0000,0.0111,0.079,1.144,12.060,0.000,86.660
0.819,0.0148,-0.0134,0.0148,0.0000,0.0134,0.083,1.084,12.060,0.000,86.660
0.859,0.0180,-0.0165,0.0180,0.0000,0.0165,0.083,1.084,12.040,0.000,85.550
0.916,0.0202,-0.0184,0.0202,0.0000,0.0184,0.086,1.048,12.060,0.000,86.660
0.965,0.0225,-0.0203,0.0225,0.0000,0.0203,0.089,1.007,12.060,0.000,86.660
1.008,0.0265,-0.0230,0.0265,0.0000,0.0230,0.095,0.943,12.080,0.000,87.770
1.068,0.0293,-0.0249,0.0293,0.0000,0.0249,0.104,0.868,12.060,0.000,86.660
1.113,0.0322,-0.0265,0.0322,0.0000,0.0265,0.104,0.868,12.080,0.000,87.770
1.157,0.0372,-0.0290,0.0372,0.0000,0.0290,0.112,0.806,12.080,0.000,87.770
1.214,0.0407,-0.0307,0.0407,0.0000,0.0307,0.117,0.771,12.080,0.000,87.770
1.272,0.0446,-0.0322,0.0446,0.0000,0.0322,0.133,0.677,12.080,0.000,87.770
1.306,0.0513,-0.0346,0.0513,0.0000,0.0346,0.133,0.677,12.080,0.000,87.770
1.369,0.0559,-0.0361,0.0559,0.0000,0.0361,0.146,0.615,12.080,0.000,87.770
1.410,0.0609,-0.0375,0.0609,0.0000,0.0375,0.146,0.615,12.080,0.000,87.770
1.469,0.0689,-0.0395,0.0689,0.0000,0.0395,0.166,0.542,12.080,0.000,87.770
1.512,0.0745,-0.0407,0.0745,0.0000,0.0407,0.166,0.542,12.060,0.000,86.660
1.561,0.0801,-0.0417,0.0801,0.0000,0.0417,0.180,0.498,12.090,0.000,88.330
1.621,0.0894,-0.0432,0.0894,0.0000,0.0432,0.180,0.451,12.090,0.000,88.330
1.670,0.0956,-0.0440,0.0956,0.0000,0.0440,0.180,0.412,12.080,0.000,87.770
1.707,0.1066,-0.0451,0.1066,0.0000,0.0451,0.180,0.412,12.080,0.000,87.770
1.765,0.1139,-0.0457,0.1139,0.0000,0.0457,0.180,0.394,12.080,0.000,87.770
1.814,0.1216,-0.0462,0.1216,0.0000,0.0462,0.180,0.370,12.080,0.000,87.770
1.859,0.1330,-0.0467,0.1330,0.0000,0.0467,0.180,0.337,12.080,0.000,87.770
1.913,0.1407,-0.0469,0.1407,0.0000,0.0469,0.180,0.318,12.060,0.000,86.660
1.963,0.1484,-0.0470,0.1484,0.0000,0.0470,0.180,0.297,12.060,0.000,86.660
2.008,0.1599,-0.0469,0.1599,0.0000,0.0469,0.180,0.267,12.080,0.000,87.770
