t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.003,12.00,0.000,83.3
0.013,0.0000,0.0000,0.0000,0.0000,0.0000,0.176,-0.005,12.00,0.000,83.3
0.072,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.74,0.000,68.9
0.124,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.60,0.000,61.1
0.173,0.0063,0.0000,0.0063,0.0000,0.0000,0.180,-0.009,11.71,0.000,67.2
0.219,0.0127,0.0001,0.0127,0.0000,0.0001,0.180,-0.006,11.73,0.000,68.3
0.268,0.0236,0.0002,0.0236,0.0000,0.0002,0.180,-0.015,11.73,0.000,68.3
0.312,0.0312,0.0002,0.0312,0.0000,0.0002,0.180,-0.017,11.74,0.000,68.9
0.374,0.0387,0.0002,0.0387,0.0000,0.0002,0.180,-0.016,11.74,0.000,68.9
0.413,0.0504,0.0003,0.0504,0.0000,0.0003,0.180,-0.012,11.74,0.000,68.9
0.491,0.0579,0.0003,0.0579,0.0000,0.0003,0.180,-0.011,11.73,0.000,68.3
0.517,0.0654,0.0003,0.0654,0.0000,0.0003,0.180,0.000,11.73,0.000,68.3
0.561,0.0769,0.0003,0.0769,0.0000,0.0003,0.180,-0.009,11.76,0.000,70.0
0.618,0.0844,0.0004,0.0844,0.0000,0.0004,0.180,-0.007,11.74,0.000,68.9
0.666,0.0919,0.0004,0.0919,0.0000,0.0004,0.180,-0.007,11.71,0.000,67.2
0.712,0.1035,0.0004,0.1035,0.0000,0.0004,0.180,-0.007,11.73,0.000,68.3
0.769,0.1110,0.0004,0.1110,0.0000,0.0004,0.180,-0.020,11.76,0.000,70.0
0.813,0.1186,0.0004,0.1186,0.0000,0.0004,0.180,-0.007,11.69,0.000,66.1
0.862,0.1303,0.0004,0.1303,0.0000,0.0004,0.180,-0.010,11.71,0.000,67.2
0.917,0.1383,0.0004,0.1383,0.0000,0.0004,0.180,-0.011,11.76,0.000,70.0
1.004,0.1462,0.0005,0.1462,0.0000,0.0005,0.180,-0.011,11.76,0.000,70.0
1.008,0.1577,0.0005,0.1577,0.0000,0.0005,0.180,-0.010,11.71,0.000,67.2
1.069,0.1655,0.0005,0.1655,0.0000,0.0005,0.180,-0.000,11.76,0.000,70.0
1.114,0.1734,0.0005,0.1734,0.0000,0.0005,0.180,-0.009,11.71,0.000,67.2
1.162,0.1846,0.0005,0.1846,0.0000,0.0005,0.180,-0.008,11.71,0.000,67.2
1.222,0.1922,0.0005,0.1922,0.0000,0.0005,0.180,-0.008,11.74,0.000,68.9
1.283,0.2033,0.0006,0.2033,0.0000,0.0006,0.180,-0.008,11.71,0.000,67.2
1.309,0.2110,0.0006,0.2110,0.0000,0.0006,0.180,-0.009,11.69,0.000,66.1
1.372,0.2187,0.0006,0.2187,0.0000,0.0006,0.180,-0.007,11.74,0.000,68.9
1.415,0.2303,0.0006,0.2303,0.0000,0.0006,0.180,-0.008,11.74,0.000,68.9
1.497,0.2382,0.0006,0.2382,0.0000,0.0006,0.180,-0.007,11.73,0.000,68.3
1.526,0.2457,0.0006,0.2457,0.0000,0.0006,0.180,0.016,11.73,0.000,68.3
1.567,0.2574,0.0005,0.2574,0.0000,0.0005,0.180,0.016,11.74,0.000,68.9
1.608,0.2648,0.0005,0.2648,0.0000,0.0005,0.180,0.003,11.73,0.000,68.3
1.673,0.2724,0.0005,0.2724,0.0000,0.0005,0.180,0.001,11.73,0.000,68.3
1.747,0.2840,0.0005,0.2840,0.0000,0.0005,0.180,0.021,11.74,0.000,68.9
1.774,0.2918,0.0004,0.2918,0.0000,0.0004,0.180,0.006,11.74,0.000,68.9
1.822,0.2993,0.0004,0.2993,0.0000,0.0004,0.180,0.005,11.71,0.000,67.2
1.864,0.3105,0.0003,0.3105,0.0000,0.0003,0.180,0.006,11.76,0.000,70.0
1.907,0.3184,0.0003,0.3184,0.0000,0.0003,0.180,-0.009,11.76,0.000,70.0
1.999,0.3261,0.0003,0.3261,0.0000,0.0003,0.180,0.007,11.71,0.000,67.2
2.010,0.3378,0.0002,0.3378,0.0000,0.0002,0.180,0.002,11.76,0.000,70.0
2.072,0.3453,0.0002,0.3453,0.0000,0.0002,0.180,0.005,11.76,0.000,70.0
2.138,0.3530,0.0002,0.3530,0.0000,0.0002,0.180,0.002,11.69,0.000,66.1
2.174,0.3646,0.0002,0.3646,0.0000,0.0002,0.180,0.004,11.76,0.000,70.0
2.222,0.3724,0.0002,0.3724,0.0000,0.0002,0.180,0.005,11.76,0.000,70.0
2.279,0.3802,0.0001,0.3802,0.0000,0.0001,0.180,0.009,11.76,0.000,70.0
2.315,0.3916,0.0001,0.3916,0.0000,0.0001,0.180,0.006,11.69,0.000,66.1
2.372,0.3988,0.0001,0.3988,0.0000,0.0001,0.180,0.006,11.74,0.000,68.9
2.413,0.4103,0.0000,0.4103,0.0000,0.0000,0.180,0.007,11.71,0.000,67.2
2.493,0.4180,0.0000,0.4180,0.0000,0.0000,0.180,0.008,11.76,0.000,70.0
2.521,0.4257,-0.0000,0.4257,0.0000,0.0000,0.180,0.007,11.76,0.000,70.0
2.582,0.4372,-0.0001,0.4372,0.0000,0.0001,0.180,0.007,11.71,0.000,67.2
2.608,0.4451,-0.0001,0.4451,0.0000,0.0001,0.180,0.011,11.71,0.000,67.2
2.677,0.4526,-0.0001,0.4526,0.0000,0.0001,0.180,0.025,11.74,0.000,68.9
2.715,0.4643,-0.0002,0.4643,0.0000,0.0002,0.180,0.033,11.76,0.000,70.0
2.773,0.4722,-0.0002,0.4722,0.0000,0.0002,0.180,0.014,11.73,0.000,68.3
2.816,0.4797,-0.0003,0.4797,0.0000,0.0003,0.180,0.019,11.73,0.000,68.3
2.917,0.4877,-0.0003,0.4877,0.0000,0.0003,0.180,0.021,11.78,0.000,71.1
2.920,0.4992,-0.0004,0.4992,0.0000,0.0004,0.180,0.021,11.78,0.000,71.1
2.992,0.5067,-0.0004,0.5067,0.0000,0.0004,0.180,0.016,11.74,0.000,68.9
3.019,0.5146,-0.0004,0.5146,0.0000,0.0004,0.180,0.022,11.74,0.000,68.9
3.108,0.5262,-0.0005,0.5262,0.0000,0.0005,0.180,0.002,11.78,0.000,71.1
3.112,0.5339,-0.0005,0.5339,0.0000,0.0005,0.180,0.002,11.71,0.000,67.2
3.179,0.5418,-0.0005,0.5418,0.0000,0.0005,0.180,0.002,11.78,0.000,71.1
3.213,0.5531,-0.0006,0.5531,0.0000,0.0006,0.180,0.009,11.76,0.000,70.0
3.272,0.5609,-0.0006,0.5609,0.0000,0.0006,0.180,0.009,11.71,0.000,67.2
3.315,0.5724,-0.0006,0.5724,0.0000,0.0006,0.180,0.008,11.73,0.000,68.3
3.373,0.5803,-0.0006,0.5803,0.0000,0.0006,0.180,0.008,11.76,0.000,70.0
3.415,0.5876,-0.0006,0.5876,0.0000,0.0006,0.180,0.009,11.71,0.000,67.2
3.492,0.5990,-0.0006,0.5990,0.0000,0.0006,0.180,0.010,11.76,0.000,70.0
3.520,0.6062,-0.0006,0.6062,0.0000,0.0006,0.180,0.007,11.76,0.000,70.0
3.578,0.6172,-0.0006,0.6172,0.0000,0.0006,0.180,0.008,11.74,0.000,68.9
3.607,0.6248,-0.0007,0.6248,0.0000,0.0007,0.180,0.012,11.73,0.000,68.3
3.668,0.6322,-0.0007,0.6322,0.0000,0.0007,0.180,0.009,11.78,0.000,71.1
3.712,0.6434,-0.0007,0.6434,0.0000,0.0007,0.180,0.009,11.78,0.000,71.1
3.773,0.6511,-0.0007,0.6511,0.0000,0.0007,0.180,0.009,11.71,0.000,67.2
3.816,0.6587,-0.0007,0.6587,0.0000,0.0007,0.180,0.024,11.76,0.000,70.0
3.903,0.6700,-0.0007,0.6700,0.0000,0.0007,0.180,0.012,11.71,0.000,67.2
3.923,0.6777,-0.0007,0.6777,0.0000,0.0007,0.180,0.007,11.71,0.000,67.2
3.998,0.6893,-0.0008,0.6893,0.0000,0.0008,0.180,0.014,11.74,0.000,68.9
4.020,0.6970,-0.0008,0.6970,0.0000,0.0008,0.180,0.015,11.74,0.000,68.9
4.075,0.7047,-0.0008,0.7047,0.0000,0.0008,0.180,0.015,11.73,0.000,68.3
4.115,0.7162,-0.0009,0.7162,0.0000,0.0009,0.180,0.014,11.74,0.000,68.9
4.174,0.7235,-0.0009,0.7235,0.0000,0.0009,0.180,0.014,11.76,0.000,70.0
4.222,0.7313,-0.0009,0.7313,0.0000,0.0009,0.180,0.013,11.74,0.000,68.9
4.264,0.7430,-0.0009,0.7430,0.0000,0.0009,0.180,0.011,11.73,0.000,68.3
