t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.002,12.00,0.000,83.3
0.036,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.002,12.00,0.000,83.3
0.097,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.002,11.63,0.000,62.8
0.143,0.0023,0.0000,0.0023,0.0000,0.0000,0.179,-0.002,11.67,0.000,65.0
0.201,0.0074,0.0000,0.0074,0.0000,0.0000,0.180,-0.001,11.74,0.000,68.9
0.243,0.0140,0.0000,0.0140,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.290,0.0250,0.0000,0.0250,0.0000,0.0000,0.180,-0.001,11.73,0.000,68.3
0.342,0.0320,0.0000,0.0320,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.396,0.0395,0.0000,0.0395,0.0000,0.0000,0.180,-0.001,11.78,0.000,71.1
0.447,0.0503,0.0000,0.0503,0.0000,0.0000,0.180,-0.000,11.74,0.000,68.9
0.507,0.0574,0.0000,0.0574,0.0000,0.0000,0.180,-0.000,11.80,0.000,72.2
0.543,0.0648,0.0000,0.0648,0.0000,0.0000,0.180,-0.000,11.78,0.000,71.1
0.596,0.0754,0.0000,0.0754,0.0000,0.0000,0.180,0.002,11.74,0.000,68.9
0.657,0.0826,-0.0000,0.0826,0.0000,0.0000,0.180,0.002,11.78,0.000,71.1
0.696,0.0936,-0.0000,0.0936,0.0000,0.0000,0.180,0.003,11.78,0.000,71.1
0.750,0.1006,-0.0000,0.1006,0.0000,0.0000,0.180,0.003,11.74,0.000,68.9
0.808,0.1080,-0.0000,0.1080,0.0000,0.0000,0.180,0.002,11.78,0.000,71.1
0.840,0.1191,-0.0001,0.1191,0.0000,0.0001,0.180,0.002,11.76,0.000,70.0
0.897,0.1259,-0.0001,0.1259,0.0000,0.0001,0.180,0.002,11.76,0.000,70.0
0.946,0.1329,-0.0001,0.1329,0.0000,0.0001,0.180,0.002,11.76,0.000,70.0
1.006,0.1437,-0.0001,0.1437,0.0000,0.0001,0.180,0.001,11.73,0.000,68.3
1.039,0.1506,-0.0001,0.1506,0.0000,0.0001,0.180,0.001,11.76,0.000,70.0
1.097,0.1580,-0.0001,0.1580,0.0000,0.0001,0.180,0.001,11.74,0.000,68.9
1.146,0.1687,-0.0001,0.1687,0.0000,0.0001,0.180,0.000,11.73,0.000,68.3
1.196,0.1758,-0.0001,0.1758,0.0000,0.0001,0.180,-0.001,11.76,0.000,70.0
1.242,0.1831,-0.0001,0.1831,0.0000,0.0001,0.180,-0.001,11.74,0.000,68.9
1.299,0.1940,-0.0001,0.1940,0.0000,0.0001,0.180,-0.001,11.73,0.000,68.3
1.341,0.2012,-0.0000,0.2012,0.0000,0.0000,0.180,-0.001,11.76,0.000,70.0
1.402,0.2088,-0.0000,0.2088,0.0000,0.0000,0.180,-0.002,11.74,0.000,68.9
1.444,0.2198,-0.0000,0.2198,0.0000,0.0000,0.180,-0.002,11.71,0.000,67.2
1.504,0.2269,-0.0000,0.2269,0.0000,0.0000,0.180,-0.002,11.78,0.000,71.1
1.561,0.2345,-0.0000,0.2345,0.0000,0.0000,0.180,-0.002,11.73,0.000,68.3
1.594,0.2453,-0.0000,0.2453,0.0000,0.0000,0.180,-0.002,11.73,0.000,68.3
1.655,0.2524,-0.0000,0.2524,0.0000,0.0000,0.180,-0.001,11.76,0.000,70.0
1.706,0.2633,-0.0000,0.2633,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
1.743,0.2705,-0.0000,0.2705,0.0000,0.0000,0.180,0.002,11.71,0.000,67.2
1.807,0.2777,-0.0000,0.2777,0.0000,0.0000,0.180,0.002,11.78,0.000,71.1
1.845,0.2886,-0.0001,0.2886,0.0000,0.0001,0.180,0.003,11.71,0.000,67.2
1.896,0.2957,-0.0001,0.2957,0.0000,0.0001,0.180,0.003,11.73,0.000,68.3
1.947,0.3030,-0.0001,0.3030,0.0000,0.0001,0.180,0.003,11.78,0.000,71.1
2.003,0.3140,-0.0001,0.3140,0.0000,0.0001,0.180,0.004,11.71,0.000,67.2
2.035,0.3210,-0.0001,0.3210,0.0000,0.0001,0.180,0.004,11.73,0.000,68.3
2.097,0.3284,-0.0002,0.3284,0.0000,0.0002,0.180,0.004,11.76,0.000,70.0
2.145,0.3393,-0.0002,0.3393,0.0000,0.0002,0.180,0.004,11.74,0.000,68.9
2.208,0.3461,-0.0002,0.3461,0.0000,0.0002,0.180,0.005,11.74,0.000,68.9
2.250,0.3534,-0.0002,0.3534,0.0000,0.0002,0.180,0.004,11.76,0.000,70.0
2.290,0.3643,-0.0002,0.3643,0.0000,0.0002,0.180,0.004,11.73,0.000,68.3
2.338,0.3712,-0.0002,0.3712,0.0000,0.0002,0.180,0.003,11.76,0.000,70.0
2.407,0.3785,-0.0002,0.3785,0.0000,0.0002,0.180,0.004,11.76,0.000,70.0
2.436,0.3894,-0.0003,0.3894,0.0000,0.0003,0.180,0.004,11.74,0.000,68.9
2.506,0.3965,-0.0003,0.3965,0.0000,0.0003,0.180,0.003,11.76,0.000,70.0
2.542,0.4039,-0.0003,0.4039,0.0000,0.0003,0.180,0.003,11.76,0.000,70.0
2.601,0.4149,-0.0003,0.4149,0.0000,0.0003,0.180,0.002,11.74,0.000,68.9
2.640,0.4222,-0.0003,0.4222,0.0000,0.0003,0.180,0.002,11.78,0.000,71.1
2.701,0.4297,-0.0003,0.4297,0.0000,0.0003,0.180,0.002,11.76,0.000,70.0
2.738,0.4408,-0.0003,0.4408,0.0000,0.0003,0.180,0.002,11.73,0.000,68.3
2.797,0.4478,-0.0003,0.4478,0.0000,0.0003,0.180,0.003,11.78,0.000,71.1
2.844,0.4553,-0.0003,0.4553,0.0000,0.0003,0.180,0.003,11.76,0.000,70.0
2.896,0.4660,-0.0003,0.4660,0.0000,0.0003,0.180,0.004,11.73,0.000,68.3
2.939,0.4731,-0.0003,0.4731,0.0000,0.0003,0.180,0.005,11.76,0.000,70.0
2.994,0.4805,-0.0004,0.4805,0.0000,0.0004,0.180,0.005,11.73,0.000,68.3
3.042,0.4912,-0.0004,0.4912,0.0000,0.0004,0.180,0.006,11.71,0.000,67.2
3.106,0.4983,-0.0004,0.4983,0.0000,0.0004,0.180,0.006,11.76,0.000,70.0
3.140,0.5057,-0.0004,0.5057,0.0000,0.0004,0.180,0.007,11.73,0.000,68.3
3.201,0.5164,-0.0005,0.5164,0.0000,0.0005,0.180,0.007,11.73,0.000,68.3
3.251,0.5237,-0.0005,0.5237,0.0000,0.0005,0.180,0.007,11.78,0.000,71.1
3.301,0.5346,-0.0005,0.5346,0.0000,0.0005,0.180,0.008,11.71,0.000,67.2
3.354,0.5417,-0.0006,0.5417,0.0000,0.0006,0.180,0.007,11.74,0.000,68.9
3.401,0.5489,-0.0006,0.5489,0.0000,0.0006,0.180,0.007,11.78,0.000,71.1
3.439,0.5597,-0.0006,0.5597,0.0000,0.0006,0.180,0.007,11.73,0.000,68.3
3.507,0.5667,-0.0006,0.5667,0.0000,0.0006,0.180,0.007,11.76,0.000,70.0
3.562,0.5736,-0.0006,0.5736,0.0000,0.0006,0.180,0.007,11.76,0.000,70.0
3.596,0.5840,-0.0007,0.5840,0.0000,0.0007,0.180,0.007,11.73,0.000,68.3
3.650,0.5910,-0.0007,0.5910,0.0000,0.0007,0.180,0.007,11.76,0.000,70.0
3.695,0.6019,-0.0007,0.6019,0.0000,0.0007,0.180,0.007,11.74,0.000,68.9
3.743,0.6093,-0.0007,0.6093,0.0000,0.0007,0.180,0.006,11.74,0.000,68.9
3.806,0.6165,-0.0007,0.6165,0.0000,0.0007,0.180,0.006,11.76,0.000,70.0
3.842,0.6276,-0.0007,0.6276,0.0000,0.0007,0.180,0.006,11.76,0.000,70.0
3.907,0.6351,-0.0008,0.6351,0.0000,0.0008,0.180,0.006,11.71,0.000,67.2
3.999,0.6418,-0.0008,0.6418,0.0000,0.0008,0.180,0.008,11.74,0.000,68.9
4.001,0.6529,-0.0008,0.6529,0.0000,0.0008,0.180,0.008,11.74,0.000,68.9
4.036,0.6601,-0.0008,0.6601,0.0000,0.0008,0.180,0.008,11.71,0.000,67.2
4.099,0.6674,-0.0008,0.6674,0.0000,0.0008,0.180,0.008,11.76,0.000,70.0
4.141,0.6781,-0.0009,0.6781,0.0000,0.0009,0.180,0.010,11.74,0.000,68.9
4.196,0.6854,-0.0009,0.6854,0.0000,0.0009,0.180,0.011,11.71,0.000,67.2
4.248,0.6925,-0.0009,0.6925,0.0000,0.0009,0.180,0.011,11.78,0.000,71.1
4.297,0.7034,-0.0010,0.7034,0.0000,0.0010,0.180,0.011,11.73,0.000,68.3
4.346,0.7105,-0.0010,0.7105,0.0000,0.0010,0.180,0.013,11.73,0.000,68.3
4.398,0.7178,-0.0011,0.7178,0.0000,0.0011,0.180,0.013,11.78,0.000,71.1
4.445,0.7288,-0.0011,0.7288,0.0000,0.0011,0.180,0.013,11.76,0.000,70.0
4.503,0.7359,-0.0012,0.7359,0.0000,0.0012,0.180,0.013,11.73,0.000,68.3
4.545,0.7432,-0.0012,0.7432,0.0000,0.0012,0.180,0.011,11.78,0.000,71.1
4.594,0.7541,-0.0012,0.7541,0.0000,0.0012,0.180,0.011,11.71,0.000,67.2
4.646,0.7611,-0.0012,0.7611,0.0000,0.0012,0.180,0.010,11.74,0.000,68.9
4.694,0.7718,-0.0012,0.7718,0.0000,0.0012,0.180,0.008,11.78,0.000,71.1
4.738,0.7791,-0.0013,0.7791,0.0000,0.0013,0.180,0.008,11.74,0.000,68.9
4.799,0.7858,-0.0013,0.7858,0.0000,0.0013,0.180,0.007,11.74,0.000,68.9
4.856,0.7966,-0.0012,0.7966,0.0000,0.0012,0.180,0.006,11.76,0.000,70.0
4.900,0.8038,-0.0012,0.8038,0.0000,0.0012,0.180,0.005,11.74,0.000,68.9
4.948,0.8110,-0.0012,0.8110,0.0000,0.0012,0.180,0.005,11.74,0.000,68.9
5.004,0.8220,-0.0012,0.8220,0.0000,0.0012,0.180,0.003,11.76,0.000,70.0
5.039,0.8294,-0.0012,0.8294,0.0000,0.0012,0.180,0.002,11.74,0.000,68.9
5.096,0.8367,-0.0012,0.8367,0.0000,0.0012,0.180,0.002,11.76,0.000,70.0
5.140,0.8477,-0.0012,0.8477,0.0000,0.0012,0.180,0.002,11.76,0.000,70.0
5.206,0.8551,-0.0012,0.8551,0.0000,0.0012,0.180,0.002,11.74,0.000,68.9
5.248,0.8623,-0.0011,0.8623,0.0000,0.0011,0.180,0.003,11.76,0.000,70.0
5.305,0.8733,-0.0011,0.8733,0.0000,0.0011,0.180,0.003,11.74,0.000,68.9
5.346,0.8805,-0.0011,0.8805,0.0000,0.0011,0.180,0.004,11.73,0.000,68.3
5.392,0.8876,-0.0011,0.8876,0.0000,0.0011,0.180,0.004,11.78,0.000,71.1
5.441,0.8984,-0.0011,0.8984,0.0000,0.0011,0.180,0.004,11.74,0.000,68.9
5.523,0.9056,-0.0011,0.9056,0.0000,0.0011,0.180,0.005,11.73,0.000,68.3
