t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.04,0.000,85.5
0.002,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.04,0.000,85.5
0.056,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.87,0.000,76.1
0.108,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.048,11.71,0.000,67.2
0.148,0.0062,0.0000,0.0062,0.0000,0.0000,0.180,-0.049,11.80,0.000,72.2
0.206,0.0133,0.0000,0.0133,0.0000,0.0000,0.180,-0.043,11.85,0.000,75.0
0.251,0.0213,0.0000,0.0213,0.0000,0.0000,0.180,-0.043,11.80,0.000,72.2
0.313,0.0324,0.0000,0.0324,0.0000,0.0000,0.180,-0.039,11.78,0.000,71.1
0.363,0.0402,-0.0000,0.0402,0.0000,0.0000,0.180,-0.035,11.84,0.000,74.4
0.404,0.0481,-0.0000,0.0481,0.0000,0.0000,0.180,-0.031,11.80,0.000,72.2
0.448,0.0598,-0.0001,0.0598,0.0000,0.0001,0.180,-0.025,11.82,0.000,73.3
0.507,0.0675,-0.0002,0.0675,0.0000,0.0002,0.180,-0.022,11.84,0.000,74.4
0.550,0.0754,-0.0002,0.0754,0.0000,0.0002,0.180,-0.022,11.82,0.000,73.3
0.601,0.0869,-0.0004,0.0869,0.0000,0.0004,0.180,-0.019,11.82,0.000,73.3
0.654,0.0947,-0.0004,0.0947,0.0000,0.0004,0.180,-0.017,11.80,0.000,72.2
0.701,0.1025,-0.0005,0.1025,0.0000,0.0005,0.180,-0.014,11.80,0.000,72.2
0.748,0.1135,-0.0007,0.1135,0.0000,0.0007,0.180,-0.009,11.82,0.000,73.3
0.810,0.1212,-0.0008,0.1212,0.0000,0.0008,0.180,-0.008,11.82,0.000,73.3
0.848,0.1328,-0.0010,0.1328,0.0000,0.0010,0.180,-0.006,11.82,0.000,73.3
0.898,0.1404,-0.0011,0.1404,0.0000,0.0011,0.180,-0.007,11.82,0.000,73.3
0.943,0.1482,-0.0012,0.1482,0.0000,0.0012,0.180,-0.008,11.80,0.000,72.2
1.004,0.1558,-0.0013,0.1558,0.0000,0.0013,0.180,-0.008,11.82,0.000,73.3
1.051,0.1673,-0.0014,0.1673,0.0000,0.0014,0.180,-0.010,11.82,0.000,73.3
1.105,0.1750,-0.0015,0.1750,0.0000,0.0015,0.180,-0.011,11.82,0.000,73.3
1.151,0.1826,-0.0016,0.1826,0.0000,0.0016,0.180,-0.011,11.82,0.000,73.3
1.200,0.1941,-0.0018,0.1941,0.0000,0.0018,0.180,-0.010,11.82,0.000,73.3
1.243,0.2018,-0.0019,0.2018,0.0000,0.0019,0.180,-0.009,11.82,0.000,73.3
1.318,0.2096,-0.0020,0.2096,0.0000,0.0020,0.180,-0.006,11.82,0.000,73.3
1.343,0.2211,-0.0022,0.2211,0.0000,0.0022,0.180,-0.006,11.82,0.000,73.3
1.406,0.2289,-0.0023,0.2289,0.0000,0.0023,0.180,-0.003,11.80,0.000,72.2
1.452,0.2367,-0.0024,0.2367,0.0000,0.0024,0.180,-0.003,11.80,0.000,72.2
1.497,0.2483,-0.0026,0.2483,0.0000,0.0026,0.180,-0.003,11.82,0.000,73.3
1.554,0.2562,-0.0028,0.2562,0.0000,0.0028,0.180,-0.003,11.82,0.000,73.3
1.598,0.2674,-0.0029,0.2674,0.0000,0.0029,0.180,-0.005,11.82,0.000,73.3
1.654,0.2747,-0.0030,0.2747,0.0000,0.0030,0.180,-0.005,11.82,0.000,73.3
1.704,0.2825,-0.0032,0.2825,0.0000,0.0032,0.180,-0.005,11.82,0.000,73.3
1.747,0.2937,-0.0033,0.2937,0.0000,0.0033,0.180,-0.004,11.80,0.000,72.2
1.807,0.3010,-0.0035,0.3010,0.0000,0.0035,0.180,-0.002,11.80,0.000,72.2
1.849,0.3126,-0.0037,0.3126,0.0000,0.0037,0.180,-0.002,11.82,0.000,73.3
1.897,0.3203,-0.0038,0.3203,0.0000,0.0038,0.180,-0.001,11.82,0.000,73.3
1.957,0.3280,-0.0039,0.3280,0.0000,0.0039,0.180,0.000,11.82,0.000,73.3
2.006,0.3396,-0.0041,0.3396,0.0000,0.0041,0.180,0.001,11.84,0.000,74.4
