t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.153,-0.011,11.98,0.000,82.2
0.055,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.65,0.000,63.9
0.108,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.073,11.56,0.000,58.9
0.164,0.0059,0.0000,0.0059,0.0000,0.0000,0.180,-0.012,11.67,0.000,65.0
0.194,0.0127,0.0001,0.0127,0.0000,0.0001,0.180,-0.026,11.73,0.000,68.3
0.253,0.0202,0.0002,0.0202,0.0000,0.0002,0.180,-0.025,11.73,0.000,68.3
0.297,0.0311,0.0003,0.0311,0.0000,0.0003,0.180,-0.023,11.69,0.000,66.1
0.356,0.0387,0.0003,0.0387,0.0000,0.0003,0.180,-0.024,11.73,0.000,68.3
0.413,0.0467,0.0004,0.0467,0.0000,0.0004,0.180,-0.024,11.74,0.000,68.9
0.449,0.0584,0.0005,0.0584,0.0000,0.0005,0.180,-0.027,11.69,0.000,66.1
0.497,0.0657,0.0005,0.0657,0.0000,0.0005,0.180,-0.024,11.71,0.000,67.2
0.554,0.0737,0.0006,0.0737,0.0000,0.0006,0.180,-0.024,11.76,0.000,70.0
0.595,0.0851,0.0007,0.0851,0.0000,0.0007,0.180,-0.022,11.71,0.000,67.2
0.657,0.0926,0.0007,0.0926,0.0000,0.0007,0.180,-0.020,11.69,0.000,66.1
0.704,0.1003,0.0007,0.1003,0.0000,0.0007,0.180,-0.019,11.74,0.000,68.9
0.764,0.1119,0.0008,0.1119,0.0000,0.0008,0.180,-0.017,11.74,0.000,68.9
0.796,0.1196,0.0008,0.1196,0.0000,0.0008,0.180,-0.011,11.71,0.000,67.2
0.857,0.1273,0.0008,0.1273,0.0000,0.0008,0.180,-0.012,11.74,0.000,68.9
0.900,0.1390,0.0008,0.1390,0.0000,0.0008,0.180,0.008,11.74,0.000,68.9
0.957,0.1468,0.0008,0.1468,0.0000,0.0008,0.180,-0.007,11.73,0.000,68.3
1.002,0.1545,0.0008,0.1545,0.0000,0.0008,0.180,-0.005,11.73,0.000,68.3
1.053,0.1661,0.0008,0.1661,0.0000,0.0008,0.180,-0.004,11.74,0.000,68.9
1.098,0.1739,0.0008,0.1739,0.0000,0.0008,0.180,-0.005,11.74,0.000,68.9
1.156,0.1814,0.0007,0.1814,0.0000,0.0007,0.180,-0.002,11.71,0.000,67.2
1.195,0.1929,0.0007,0.1929,0.0000,0.0007,0.180,-0.000,11.76,0.000,70.0
1.259,0.2007,0.0007,0.2007,0.0000,0.0007,0.180,-0.002,11.74,0.000,68.9
1.303,0.2083,0.0007,0.2083,0.0000,0.0007,0.180,0.001,11.71,0.000,67.2
1.346,0.2198,0.0006,0.2198,0.0000,0.0006,0.180,0.001,11.74,0.000,68.9
1.398,0.2277,0.0006,0.2277,0.0000,0.0006,0.180,-0.011,11.76,0.000,70.0
1.510,0.2354,0.0006,0.2354,0.0000,0.0006,0.180,0.000,11.71,0.000,67.2
1.514,0.2471,0.0005,0.2471,0.0000,0.0005,0.180,-0.010,11.71,0.000,67.2
1.566,0.2550,0.0005,0.2550,0.0000,0.0005,0.180,-0.011,11.76,0.000,70.0
1.608,0.2666,0.0005,0.2666,0.0000,0.0005,0.180,-0.008,11.71,0.000,67.2
1.654,0.2742,0.0005,0.2742,0.0000,0.0005,0.180,-0.002,11.74,0.000,68.9
1.697,0.2820,0.0005,0.2820,0.0000,0.0005,0.180,-0.000,11.74,0.000,68.9
1.774,0.2897,0.0005,0.2897,0.0000,0.0005,0.180,-0.002,11.71,0.000,67.2
1.799,0.3011,0.0005,0.3011,0.0000,0.0005,0.180,0.009,11.74,0.000,68.9
1.858,0.3087,0.0004,0.3087,0.0000,0.0004,0.180,0.005,11.74,0.000,68.9
1.904,0.3165,0.0004,0.3165,0.0000,0.0004,0.180,0.001,11.73,0.000,68.3
1.949,0.3276,0.0004,0.3276,0.0000,0.0004,0.180,0.015,11.74,0.000,68.9
1.996,0.3353,0.0004,0.3353,0.0000,0.0004,0.180,0.005,11.74,0.000,68.9
2.057,0.3432,0.0003,0.3432,0.0000,0.0003,0.180,0.007,11.76,0.000,70.0
2.099,0.3548,0.0003,0.3548,0.0000,0.0003,0.180,0.014,11.73,0.000,68.3
2.158,0.3624,0.0002,0.3624,0.0000,0.0002,0.180,0.026,11.74,0.000,68.9
2.207,0.3703,0.0002,0.3703,0.0000,0.0002,0.180,0.026,11.73,0.000,68.3
2.248,0.3818,0.0001,0.3818,0.0000,0.0001,0.180,0.009,11.71,0.000,67.2
2.304,0.3889,0.0001,0.3889,0.0000,0.0001,0.180,0.013,11.71,0.000,67.2
2.353,0.4004,-0.0000,0.4004,0.0000,0.0000,0.180,0.013,11.76,0.000,70.0
2.396,0.4082,-0.0001,0.4082,0.0000,0.0001,0.180,0.015,11.71,0.000,67.2
2.498,0.4153,-0.0001,0.4153,0.0000,0.0001,0.180,0.013,11.76,0.000,70.0
2.500,0.4265,-0.0002,0.4265,0.0000,0.0002,0.180,0.020,11.76,0.000,70.0
2.568,0.4340,-0.0002,0.4340,0.0000,0.0002,0.180,-0.010,11.74,0.000,68.9
2.602,0.4457,-0.0002,0.4457,0.0000,0.0002,0.180,0.010,11.71,0.000,67.2
2.660,0.4534,-0.0002,0.4534,0.0000,0.0002,0.180,0.003,11.73,0.000,68.3
2.707,0.4613,-0.0003,0.4613,0.0000,0.0003,0.180,0.007,11.74,0.000,68.9
2.775,0.4730,-0.0003,0.4730,0.0000,0.0003,0.180,0.006,11.73,0.000,68.3
2.828,0.4805,-0.0003,0.4805,0.0000,0.0003,0.180,0.014,11.71,0.000,67.2
2.870,0.4880,-0.0003,0.4880,0.0000,0.0003,0.180,0.001,11.74,0.000,68.9
2.914,0.4991,-0.0003,0.4991,0.0000,0.0003,0.180,0.006,11.69,0.000,66.1
2.958,0.5065,-0.0003,0.5065,0.0000,0.0003,0.180,0.011,11.71,0.000,67.2
3.001,0.5143,-0.0003,0.5143,0.0000,0.0003,0.180,0.007,11.76,0.000,70.0
3.054,0.5258,-0.0004,0.5258,0.0000,0.0004,0.180,0.008,11.69,0.000,66.1
3.099,0.5334,-0.0004,0.5334,0.0000,0.0004,0.180,0.014,11.69,0.000,66.1
3.156,0.5413,-0.0004,0.5413,0.0000,0.0004,0.180,0.009,11.76,0.000,70.0
3.197,0.5530,-0.0004,0.5530,0.0000,0.0004,0.180,0.010,11.71,0.000,67.2
3.256,0.5603,-0.0005,0.5603,0.0000,0.0005,0.180,0.012,11.69,0.000,66.1
3.305,0.5680,-0.0005,0.5680,0.0000,0.0005,0.180,0.012,11.74,0.000,68.9
3.363,0.5797,-0.0005,0.5797,0.0000,0.0005,0.180,0.014,11.73,0.000,68.3
3.395,0.5874,-0.0006,0.5874,0.0000,0.0006,0.180,0.016,11.69,0.000,66.1
3.454,0.5950,-0.0006,0.5950,0.0000,0.0006,0.180,0.016,11.74,0.000,68.9
3.495,0.6065,-0.0007,0.6065,0.0000,0.0007,0.180,0.015,11.74,0.000,68.9
3.563,0.6143,-0.0007,0.6143,0.0000,0.0007,0.180,0.015,11.73,0.000,68.3
3.604,0.6258,-0.0007,0.6258,0.0000,0.0007,0.180,0.014,11.71,0.000,67.2
3.664,0.6333,-0.0007,0.6333,0.0000,0.0007,0.180,0.013,11.74,0.000,68.9
3.706,0.6413,-0.0008,0.6413,0.0000,0.0008,0.180,0.013,11.76,0.000,70.0
3.753,0.6526,-0.0008,0.6526,0.0000,0.0008,0.180,0.010,11.69,0.000,66.1
3.794,0.6602,-0.0008,0.6602,0.0000,0.0008,0.180,0.007,11.78,0.000,71.1
3.857,0.6682,-0.0008,0.6682,0.0000,0.0008,0.180,-0.009,11.76,0.000,70.0
3.900,0.6795,-0.0007,0.6795,0.0000,0.0007,0.180,-0.003,11.71,0.000,67.2
3.946,0.6870,-0.0007,0.6870,0.0000,0.0007,0.180,0.002,11.76,0.000,70.0
4.004,0.6949,-0.0007,0.6949,0.0000,0.0007,0.180,0.001,11.76,0.000,70.0
4.053,0.7064,-0.0007,0.7064,0.0000,0.0007,0.180,0.000,11.69,0.000,66.1
4.100,0.7138,-0.0007,0.7138,0.0000,0.0007,0.180,-0.007,11.76,0.000,70.0
4.159,0.7216,-0.0007,0.7216,0.0000,0.0007,0.180,-0.004,11.76,0.000,70.0
4.198,0.7331,-0.0006,0.7331,0.0000,0.0006,0.180,0.008,11.71,0.000,67.2
4.246,0.7407,-0.0006,0.7407,0.0000,0.0006,0.180,0.000,11.71,0.000,67.2
4.304,0.7485,-0.0006,0.7485,0.0000,0.0006,0.180,-0.001,11.76,0.000,70.0
4.365,0.7603,-0.0006,0.7603,0.0000,0.0006,0.180,-0.000,11.71,0.000,67.2
4.394,0.7680,-0.0006,0.7680,0.0000,0.0006,0.180,0.002,11.67,0.000,65.0
4.459,0.7757,-0.0005,0.7757,0.0000,0.0005,0.180,0.006,11.74,0.000,68.9
4.499,0.7873,-0.0005,0.7873,0.0000,0.0005,0.180,0.003,11.73,0.000,68.3
4.563,0.7950,-0.0005,0.7950,0.0000,0.0005,0.180,0.003,11.69,0.000,66.1
4.603,0.8025,-0.0005,0.8025,0.0000,0.0005,0.180,0.004,11.74,0.000,68.9
4.654,0.8137,-0.0005,0.8137,0.0000,0.0005,0.180,0.004,11.74,0.000,68.9
4.693,0.8214,-0.0005,0.8214,0.0000,0.0005,0.180,0.003,11.71,0.000,67.2
4.756,0.8289,-0.0005,0.8289,0.0000,0.0005,0.180,0.003,11.74,0.000,68.9
4.794,0.8405,-0.0005,0.8405,0.0000,0.0005,0.180,0.002,11.76,0.000,70.0
4.859,0.8480,-0.0005,0.8480,0.0000,0.0005,0.180,-0.010,11.74,0.000,68.9
4.906,0.8556,-0.0005,0.8556,0.0000,0.0005,0.180,-0.018,11.71,0.000,67.2
4.949,0.8674,-0.0004,0.8674,0.0000,0.0004,0.180,-0.016,11.76,0.000,70.0
5.005,0.8753,-0.0004,0.8753,0.0000,0.0004,0.180,-0.004,11.74,0.000,68.9
5.053,0.8866,-0.0003,0.8866,0.0000,0.0003,0.180,-0.008,11.71,0.000,67.2
5.096,0.8941,-0.0003,0.8941,0.0000,0.0003,0.180,-0.010,11.76,0.000,70.0
5.158,0.9019,-0.0003,0.9019,0.0000,0.0003,0.180,-0.013,11.76,0.000,70.0
5.203,0.9135,-0.0002,0.9135,0.0000,0.0002,0.180,-0.012,11.67,0.000,65.0
5.263,0.9208,-0.0002,0.9208,0.0000,0.0002,0.180,-0.011,11.71,0.000,67.2
5.306,0.9286,-0.0001,0.9286,0.0000,0.0001,0.180,-0.011,11.78,0.000,71.1
5.373,0.9402,-0.0001,0.9402,0.0000,0.0001,0.180,-0.010,11.73,0.000,68.3
5.398,0.9472,-0.0001,0.9472,0.0000,0.0001,0.180,-0.001,11.73,0.000,68.3
5.459,0.9551,-0.0000,0.9551,0.0000,0.0000,0.180,0.005,11.78,0.000,71.1
5.499,0.9669,-0.0000,0.9669,0.0000,0.0000,0.180,-0.004,11.71,0.000,67.2
5.558,0.9744,0.0000,0.9744,0.0000,0.0000,0.180,-0.002,11.71,0.000,67.2
5.604,0.9818,0.0000,0.9818,0.0000,0.0000,0.180,-0.004,11.76,0.000,70.0
