t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.040,0.000,85.550
0.020,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.066,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.000,11.740,0.000,68.880
0.111,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.001,11.780,0.000,71.110
0.156,0.0062,0.0000,0.0062,0.0000,0.0000,0.180,-0.002,11.850,0.000,75.000
0.216,0.0133,0.0001,0.0133,0.0000,0.0001,0.180,-0.002,11.870,0.000,76.110
0.259,0.0249,0.0002,0.0249,0.0000,0.0002,0.180,-0.002,11.850,0.000,75.000
0.317,0.0325,0.0003,0.0325,0.0000,0.0003,0.180,-0.002,11.850,0.000,75.000
0.361,0.0402,0.0003,0.0402,0.0000,0.0003,0.180,-0.002,11.870,0.000,76.110
0.408,0.0518,0.0004,0.0518,0.0000,0.0004,0.180,-0.002,11.870,0.000,76.110
0.491,0.0596,0.0005,0.0596,0.0000,0.0005,0.180,-0.002,11.870,0.000,76.110
0.514,0.0673,0.0006,0.0673,0.0000,0.0006,0.180,-0.002,11.850,0.000,75.000
0.556,0.0790,0.0007,0.0790,0.0000,0.0007,0.180,-0.002,11.890,0.000,77.220
0.617,0.0870,0.0008,0.0870,0.0000,0.0008,0.180,-0.002,11.850,0.000,75.000
0.663,0.0946,0.0008,0.0946,0.0000,0.0008,0.180,-0.002,11.850,0.000,75.000
0.710,0.1061,0.0009,0.1061,0.0000,0.0009,0.180,-0.002,11.870,0.000,76.110
0.758,0.1140,0.0010,0.1140,0.0000,0.0010,0.180,-0.002,11.870,0.000,76.110
0.816,0.1215,0.0011,0.1215,0.0000,0.0011,0.180,-0.002,11.870,0.000,76.110
0.857,0.1330,0.0012,0.1330,0.0000,0.0012,0.180,-0.002,11.870,0.000,76.110
0.916,0.1407,0.0012,0.1407,0.0000,0.0012,0.180,-0.002,11.870,0.000,76.110
0.986,0.1484,0.0013,0.1484,0.0000,0.0013,0.180,-0.002,11.850,0.000,75.000
1.008,0.1598,0.0014,0.1598,0.0000,0.0014,0.180,-0.002,11.870,0.000,76.110
1.056,0.1676,0.0014,0.1676,0.0000,0.0014,0.180,-0.002,11.850,0.000,75.000
