t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.032,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.000,0.000,83.330
0.079,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,12.020,0.000,84.440
0.137,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.000,11.690,0.000,66.110
0.181,0.0040,-0.0000,0.0040,0.0000,0.0000,0.180,0.010,11.730,0.000,68.330
0.227,0.0106,-0.0001,0.0106,0.0000,0.0001,0.180,0.024,11.800,0.000,72.220
0.286,0.0181,-0.0002,0.0181,0.0000,0.0002,0.180,0.027,11.840,0.000,74.440
0.331,0.0297,-0.0004,0.0297,0.0000,0.0004,0.180,0.028,11.780,0.000,71.110
0.387,0.0373,-0.0006,0.0373,0.0000,0.0006,0.180,0.028,11.780,0.000,71.110
0.437,0.0450,-0.0007,0.0450,0.0000,0.0007,0.180,0.030,11.840,0.000,74.440
0.482,0.0565,-0.0009,0.0565,0.0000,0.0009,0.180,0.031,11.800,0.000,72.220
0.529,0.0641,-0.0010,0.0641,0.0000,0.0010,0.180,0.030,11.780,0.000,71.110
0.586,0.0717,-0.0012,0.0717,0.0000,0.0012,0.180,0.030,11.820,0.000,73.330
0.633,0.0833,-0.0013,0.0833,0.0000,0.0013,0.180,0.031,11.850,0.000,75.000
0.717,0.0910,-0.0015,0.0910,0.0000,0.0015,0.180,0.031,11.780,0.000,71.110
0.735,0.0985,-0.0016,0.0985,0.0000,0.0016,0.180,0.030,11.820,0.000,73.330
0.796,0.1101,-0.0017,0.1101,0.0000,0.0017,0.180,0.030,11.840,0.000,74.440
0.839,0.1174,-0.0018,0.1174,0.0000,0.0018,0.180,0.029,11.800,0.000,72.220
0.895,0.1288,-0.0020,0.1288,0.0000,0.0020,0.180,0.028,11.800,0.000,72.220
0.938,0.1364,-0.0021,0.1364,0.0000,0.0021,0.180,0.026,11.840,0.000,74.440
0.992,0.1436,-0.0021,0.1436,0.0000,0.0021,0.180,0.025,11.800,0.000,72.220
