t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.153,-0.007,12.02,0.000,84.4
0.046,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.85,0.000,75.0
0.093,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.69,0.000,66.1
0.136,0.0030,0.0000,0.0030,0.0000,0.0000,0.180,-0.101,11.76,0.000,70.0
0.194,0.0092,0.0001,0.0092,0.0000,0.0001,0.180,-0.018,11.84,0.000,74.4
0.243,0.0203,0.0001,0.0203,0.0000,0.0001,0.180,-0.018,11.78,0.000,71.1
0.284,0.0273,0.0002,0.0273,0.0000,0.0002,0.180,-0.015,11.82,0.000,73.3
0.365,0.0350,0.0002,0.0350,0.0000,0.0002,0.180,-0.015,11.82,0.000,73.3
0.393,0.0466,0.0003,0.0466,0.0000,0.0003,0.180,-0.016,11.80,0.000,72.2
0.437,0.0539,0.0003,0.0539,0.0000,0.0003,0.180,-0.021,11.80,0.000,72.2
0.497,0.0617,0.0003,0.0617,0.0000,0.0003,0.180,-0.016,11.84,0.000,74.4
0.544,0.0733,0.0004,0.0733,0.0000,0.0004,0.180,-0.018,11.82,0.000,73.3
0.588,0.0807,0.0005,0.0807,0.0000,0.0005,0.180,-0.024,11.80,0.000,72.2
0.648,0.0885,0.0005,0.0885,0.0000,0.0005,0.180,-0.041,11.82,0.000,73.3
0.687,0.1003,0.0006,0.1003,0.0000,0.0006,0.180,-0.018,11.84,0.000,74.4
0.744,0.1077,0.0006,0.1077,0.0000,0.0006,0.180,-0.022,11.78,0.000,71.1
0.795,0.1154,0.0007,0.1154,0.0000,0.0007,0.180,-0.021,11.82,0.000,73.3
0.840,0.1269,0.0007,0.1269,0.0000,0.0007,0.180,0.006,11.80,0.000,72.2
0.884,0.1348,0.0008,0.1348,0.0000,0.0008,0.180,-0.015,11.78,0.000,71.1
0.945,0.1423,0.0008,0.1423,0.0000,0.0008,0.180,-0.014,11.78,0.000,71.1
1.004,0.1539,0.0008,0.1539,0.0000,0.0008,0.180,-0.010,11.82,0.000,73.3
1.050,0.1618,0.0008,0.1618,0.0000,0.0008,0.180,-0.001,11.78,0.000,71.1
1.096,0.1692,0.0008,0.1692,0.0000,0.0008,0.180,-0.007,11.78,0.000,71.1
1.137,0.1808,0.0008,0.1808,0.0000,0.0008,0.180,0.006,11.82,0.000,73.3
1.194,0.1883,0.0007,0.1883,0.0000,0.0007,0.180,-0.003,11.80,0.000,72.2
1.246,0.1958,0.0007,0.1958,0.0000,0.0007,0.180,-0.001,11.78,0.000,71.1
1.295,0.2073,0.0007,0.2073,0.0000,0.0007,0.180,-0.003,11.82,0.000,73.3
1.346,0.2149,0.0007,0.2149,0.0000,0.0007,0.180,-0.002,11.82,0.000,73.3
1.393,0.2265,0.0007,0.2265,0.0000,0.0007,0.180,-0.001,11.78,0.000,71.1
1.448,0.2340,0.0006,0.2340,0.0000,0.0006,0.180,0.008,11.80,0.000,72.2
1.495,0.2414,0.0006,0.2414,0.0000,0.0006,0.180,0.001,11.80,0.000,72.2
1.540,0.2530,0.0006,0.2530,0.0000,0.0006,0.180,-0.010,11.78,0.000,71.1
1.584,0.2600,0.0006,0.2600,0.0000,0.0006,0.180,-0.000,11.80,0.000,72.2
1.643,0.2678,0.0006,0.2678,0.0000,0.0006,0.180,0.000,11.82,0.000,73.3
1.685,0.2789,0.0005,0.2789,0.0000,0.0005,0.180,-0.001,11.80,0.000,72.2
1.747,0.2863,0.0005,0.2863,0.0000,0.0005,0.180,-0.007,11.80,0.000,72.2
1.786,0.2976,0.0005,0.2976,0.0000,0.0005,0.180,-0.003,11.82,0.000,73.3
1.847,0.3055,0.0005,0.3055,0.0000,0.0005,0.180,-0.016,11.82,0.000,73.3
1.893,0.3131,0.0005,0.3131,0.0000,0.0005,0.180,-0.006,11.80,0.000,72.2
1.943,0.3245,0.0005,0.3245,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
1.997,0.3326,0.0005,0.3326,0.0000,0.0005,0.180,-0.001,11.82,0.000,73.3
2.043,0.3401,0.0005,0.3401,0.0000,0.0005,0.180,-0.001,11.76,0.000,70.0
2.085,0.3514,0.0005,0.3514,0.0000,0.0005,0.180,0.001,11.82,0.000,73.3
2.145,0.3593,0.0004,0.3593,0.0000,0.0004,0.180,0.003,11.84,0.000,74.4
