t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.489,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.006,12.060,0.000,86.660
0.489,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.006,12.060,0.000,86.660
0.490,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.006,12.060,0.000,86.660
0.539,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.002,12.060,0.000,86.660
0.570,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.002,11.800,0.000,72.220
0.631,0.0008,-0.0000,0.0008,0.0000,0.0000,0.180,-0.000,11.840,0.000,74.440
0.674,0.0093,-0.0001,0.0093,0.0000,0.0001,0.179,0.017,11.850,0.000,75.000
0.731,0.0162,-0.0002,0.0162,0.0000,0.0002,0.179,0.040,11.890,0.000,77.220
0.780,0.0236,-0.0002,0.0236,0.0000,0.0002,0.179,-0.144,11.870,0.000,76.110
0.823,0.0340,-0.0003,0.0340,0.0000,0.0003,0.179,0.023,11.890,0.000,77.220
0.905,0.0415,-0.0003,0.0415,0.0000,0.0003,0.179,-0.002,11.850,0.000,75.000
0.945,0.0486,-0.0004,0.0486,0.0000,0.0004,0.179,0.179,11.850,0.000,75.000
0.972,0.0596,-0.0005,0.0596,0.0000,0.0005,0.179,0.034,11.870,0.000,76.110
1.035,0.0671,-0.0005,0.0671,0.0000,0.0005,0.179,0.039,11.870,0.000,76.110
1.111,0.0744,-0.0006,0.0744,0.0000,0.0006,0.179,0.036,11.850,0.000,75.000
1.137,0.0855,-0.0007,0.0855,0.0000,0.0007,0.179,0.016,11.890,0.000,77.220
1.179,0.0930,-0.0008,0.0930,0.0000,0.0008,0.179,-0.023,11.870,0.000,76.110
1.232,0.1002,-0.0008,0.1002,0.0000,0.0008,0.179,0.025,11.850,0.000,75.000
1.289,0.1112,-0.0008,0.1112,0.0000,0.0008,0.179,0.038,11.870,0.000,76.110
1.334,0.1187,-0.0009,0.1187,0.0000,0.0009,0.179,0.022,11.870,0.000,76.110
1.377,0.1257,-0.0009,0.1257,0.0000,0.0009,0.179,0.023,11.850,0.000,75.000
1.425,0.1367,-0.0010,0.1367,0.0000,0.0010,0.179,0.021,11.870,0.000,76.110
1.481,0.1442,-0.0010,0.1442,0.0000,0.0010,0.179,0.024,11.870,0.000,76.110
1.534,0.1512,-0.0011,0.1512,0.0000,0.0011,0.179,0.023,11.870,0.000,76.110
1.577,0.1621,-0.0011,0.1621,0.0000,0.0011,0.179,0.020,11.870,0.000,76.110
1.634,0.1696,-0.0011,0.1696,0.0000,0.0011,0.179,0.022,11.850,0.000,75.000
1.678,0.1767,-0.0012,0.1767,0.0000,0.0012,0.180,-0.010,11.850,0.000,75.000
1.741,0.1877,-0.0012,0.1877,0.0000,0.0012,0.180,0.017,11.890,0.000,77.220
1.766,0.1951,-0.0012,0.1951,0.0000,0.0012,0.180,-0.006,11.840,0.000,74.440
1.830,0.2021,-0.0012,0.2021,0.0000,0.0012,0.180,-0.008,11.850,0.000,75.000
1.875,0.2130,-0.0013,0.2130,0.0000,0.0013,0.180,0.012,11.890,0.000,77.220
1.919,0.2203,-0.0013,0.2203,0.0000,0.0013,0.180,0.017,11.850,0.000,75.000
1.976,0.2274,-0.0013,0.2274,0.0000,0.0013,0.180,0.004,11.870,0.000,76.110
