t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.001,-0.0001,-0.0000,0.0000,0.0000,0.0001,0.180,-0.000,12.040,0.000,85.550
0.003,-0.0001,-0.0000,0.0000,0.0000,0.0001,0.180,-0.000,12.040,0.000,85.550
0.068,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.000,12.020,0.000,84.440
0.138,-0.0001,-0.0000,0.0000,0.0000,0.0001,0.180,-0.000,11.760,0.000,70.000
0.153,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,-0.000,11.760,0.000,70.000
0.185,0.0060,0.0000,0.0060,0.0000,0.0000,0.180,-0.001,11.840,0.000,74.440
0.275,0.0133,0.0001,0.0133,0.0000,0.0001,0.180,-0.002,11.870,0.000,76.110
0.295,0.0250,0.0002,0.0250,0.0000,0.0002,0.180,-0.002,11.870,0.000,76.110
0.409,0.0323,0.0002,0.0323,0.0000,0.0002,0.180,-0.001,11.850,0.000,75.000
0.424,0.0403,0.0003,0.0403,0.0000,0.0003,0.180,-0.001,11.870,0.000,76.110
0.490,0.0517,0.0003,0.0517,0.0000,0.0003,0.180,-0.001,11.890,0.000,77.220
0.497,0.0594,0.0004,0.0594,0.0000,0.0004,0.180,-0.001,11.840,0.000,74.440
1.119,0.0788,0.0005,0.0788,0.0000,0.0005,0.180,-0.002,11.840,0.000,74.440
1.126,0.0866,0.0006,0.0866,0.0000,0.0006,0.180,-0.002,11.840,0.000,74.440
1.132,0.0941,0.0007,0.0941,0.0000,0.0007,0.180,-0.002,11.870,0.000,76.110
1.137,0.1057,0.0008,0.1057,0.0000,0.0008,0.180,-0.002,11.840,0.000,74.440
1.139,0.1136,0.0008,0.1136,0.0000,0.0008,0.180,-0.002,11.840,0.000,74.440
1.141,0.1210,0.0009,0.1210,0.0000,0.0009,0.180,-0.002,11.890,0.000,77.220
1.143,0.1324,0.0010,0.1324,0.0000,0.0010,0.180,-0.002,11.850,0.000,75.000
1.146,0.1403,0.0011,0.1403,0.0000,0.0011,0.180,-0.002,11.840,0.000,74.440
1.148,0.1477,0.0011,0.1477,0.0000,0.0011,0.180,-0.002,11.870,0.000,76.110
1.150,0.1590,0.0013,0.1590,0.0000,0.0013,0.180,-0.002,11.870,0.000,76.110
1.495,0.1669,0.0013,0.1669,0.0000,0.0013,0.180,-0.002,11.850,0.000,75.000
1.497,0.1784,0.0014,0.1784,0.0000,0.0014,0.180,-0.002,11.850,0.000,75.000
1.504,0.1857,0.0015,0.1857,0.0000,0.0015,0.180,-0.002,11.870,0.000,76.110
1.506,0.1936,0.0016,0.1936,0.0000,0.0016,0.180,-0.002,11.870,0.000,76.110
1.508,0.2013,0.0017,0.2013,0.0000,0.0017,0.180,-0.002,11.870,0.000,76.110
1.511,0.2128,0.0018,0.2128,0.0000,0.0018,0.180,-0.002,11.850,0.000,75.000
1.513,0.2206,0.0018,0.2206,0.0000,0.0018,0.180,-0.002,11.870,0.000,76.110
1.515,0.2321,0.0019,0.2321,0.0000,0.0019,0.180,-0.002,11.870,0.000,76.110
1.517,0.2396,0.0019,0.2396,0.0000,0.0019,0.180,-0.002,11.870,0.000,76.110
1.590,0.2474,0.0020,0.2474,0.0000,0.0020,0.180,-0.002,11.850,0.000,75.000
1.605,0.2588,0.0021,0.2588,0.0000,0.0021,0.180,-0.002,11.870,0.000,76.110
