t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.035,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.007,12.020,0.000,84.440
0.089,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.710,0.000,67.220
0.134,0.0009,-0.0000,0.0009,0.0000,0.0000,0.180,-0.007,11.740,0.000,68.880
0.179,0.0091,-0.0000,0.0091,0.0000,0.0000,0.179,0.159,11.780,0.000,71.110
0.223,0.0161,-0.0001,0.0161,0.0000,0.0001,0.179,0.025,11.800,0.000,72.220
0.295,0.0234,-0.0002,0.0234,0.0000,0.0002,0.179,0.029,11.840,0.000,74.440
0.343,0.0345,-0.0002,0.0345,0.0000,0.0002,0.179,0.029,11.800,0.000,72.220
0.371,0.0415,-0.0003,0.0415,0.0000,0.0003,0.179,0.026,11.820,0.000,73.330
0.437,0.0489,-0.0003,0.0489,0.0000,0.0003,0.179,-0.006,11.820,0.000,73.330
0.476,0.0599,-0.0004,0.0599,0.0000,0.0004,0.179,-0.007,11.780,0.000,71.110
0.524,0.0669,-0.0004,0.0669,0.0000,0.0004,0.179,0.018,11.820,0.000,73.330
0.588,0.0743,-0.0004,0.0743,0.0000,0.0004,0.180,-0.004,11.840,0.000,74.440
0.630,0.0852,-0.0005,0.0852,0.0000,0.0005,0.180,-0.006,11.800,0.000,72.220
0.673,0.0922,-0.0005,0.0922,0.0000,0.0005,0.180,0.011,11.820,0.000,73.330
0.735,0.0996,-0.0005,0.0996,0.0000,0.0005,0.180,-0.008,11.800,0.000,72.220
0.777,0.1104,-0.0005,0.1104,0.0000,0.0005,0.180,0.004,11.780,0.000,71.110
0.837,0.1176,-0.0006,0.1176,0.0000,0.0006,0.180,0.024,11.820,0.000,73.330
0.885,0.1250,-0.0006,0.1250,0.0000,0.0006,0.180,0.010,11.800,0.000,72.220
0.927,0.1358,-0.0006,0.1358,0.0000,0.0006,0.180,-0.001,11.800,0.000,72.220
0.972,0.1431,-0.0006,0.1431,0.0000,0.0006,0.180,0.008,11.840,0.000,74.440
1.038,0.1506,-0.0006,0.1506,0.0000,0.0006,0.180,0.014,11.870,0.000,76.110
1.081,0.1617,-0.0006,0.1617,0.0000,0.0006,0.180,0.010,11.800,0.000,72.220
1.125,0.1690,-0.0006,0.1690,0.0000,0.0006,0.180,0.008,11.850,0.000,75.000
1.182,0.1765,-0.0006,0.1765,0.0000,0.0006,0.180,0.008,11.850,0.000,75.000
1.231,0.1874,-0.0007,0.1874,0.0000,0.0007,0.180,0.008,11.800,0.000,72.220
1.273,0.1943,-0.0007,0.1943,0.0000,0.0007,0.180,0.006,11.820,0.000,73.330
1.333,0.2013,-0.0007,0.2013,0.0000,0.0007,0.180,0.009,11.800,0.000,72.220
1.373,0.2120,-0.0007,0.2120,0.0000,0.0007,0.180,0.011,11.800,0.000,72.220
1.436,0.2194,-0.0007,0.2194,0.0000,0.0007,0.180,0.031,11.840,0.000,74.440
1.481,0.2267,-0.0007,0.2267,0.0000,0.0007,0.180,0.011,11.850,0.000,75.000
1.526,0.2374,-0.0008,0.2374,0.0000,0.0008,0.180,-0.001,11.820,0.000,73.330
1.585,0.2444,-0.0008,0.2444,0.0000,0.0008,0.180,0.011,11.850,0.000,75.000
1.633,0.2554,-0.0008,0.2554,0.0000,0.0008,0.180,0.013,11.800,0.000,72.220
1.687,0.2624,-0.0008,0.2624,0.0000,0.0008,0.180,-0.017,11.820,0.000,73.330
1.742,0.2698,-0.0008,0.2698,0.0000,0.0008,0.180,0.010,11.820,0.000,73.330
1.776,0.2804,-0.0008,0.2804,0.0000,0.0008,0.180,-0.008,11.780,0.000,71.110
1.823,0.2874,-0.0008,0.2874,0.0000,0.0008,0.180,0.007,11.820,0.000,73.330
1.880,0.2947,-0.0008,0.2947,0.0000,0.0008,0.180,0.006,11.820,0.000,73.330
1.931,0.3055,-0.0009,0.3055,0.0000,0.0009,0.180,0.008,11.820,0.000,73.330
1.974,0.3126,-0.0009,0.3126,0.0000,0.0009,0.180,0.008,11.840,0.000,74.440
2.037,0.3200,-0.0009,0.3200,0.0000,0.0009,0.180,0.033,11.840,0.000,74.440
2.075,0.3307,-0.0009,0.3307,0.0000,0.0009,0.180,0.025,11.800,0.000,72.220
2.138,0.3380,-0.0009,0.3380,0.0000,0.0009,0.180,0.019,11.840,0.000,74.440
2.190,0.3454,-0.0009,0.3454,0.0000,0.0009,0.180,0.016,11.840,0.000,74.440
2.232,0.3564,-0.0010,0.3564,0.0000,0.0010,0.180,0.013,11.840,0.000,74.440
2.273,0.3638,-0.0010,0.3638,0.0000,0.0010,0.180,0.012,11.850,0.000,75.000
2.337,0.3713,-0.0010,0.3713,0.0000,0.0010,0.180,-0.003,11.820,0.000,73.330
2.374,0.3819,-0.0010,0.3819,0.0000,0.0010,0.180,0.010,11.820,0.000,73.330
2.436,0.3892,-0.0010,0.3892,0.0000,0.0010,0.180,0.004,11.840,0.000,74.440
2.481,0.3966,-0.0010,0.3966,0.0000,0.0010,0.180,0.008,11.850,0.000,75.000
2.526,0.4075,-0.0010,0.4075,0.0000,0.0010,0.180,0.015,11.780,0.000,71.110
2.572,0.4148,-0.0010,0.4148,0.0000,0.0010,0.180,0.011,11.840,0.000,74.440
2.648,0.4221,-0.0010,0.4221,0.0000,0.0010,0.180,0.042,11.840,0.000,74.440
2.673,0.4329,-0.0011,0.4329,0.0000,0.0011,0.180,0.014,11.820,0.000,73.330
2.737,0.4402,-0.0011,0.4402,0.0000,0.0011,0.180,0.016,11.850,0.000,75.000
2.784,0.4476,-0.0011,0.4476,0.0000,0.0011,0.180,0.015,11.840,0.000,74.440
2.829,0.4583,-0.0011,0.4583,0.0000,0.0011,0.180,-0.014,11.820,0.000,73.330
2.871,0.4657,-0.0011,0.4657,0.0000,0.0011,0.180,0.011,11.840,0.000,74.440
2.934,0.4730,-0.0011,0.4730,0.0000,0.0011,0.180,0.010,11.850,0.000,75.000
2.978,0.4838,-0.0011,0.4838,0.0000,0.0011,0.180,-0.020,11.840,0.000,74.440
3.037,0.4911,-0.0011,0.4911,0.0000,0.0011,0.180,-0.000,11.840,0.000,74.440
3.081,0.4982,-0.0011,0.4982,0.0000,0.0011,0.180,0.005,11.840,0.000,74.440
3.147,0.5090,-0.0011,0.5090,0.0000,0.0011,0.180,-0.009,11.840,0.000,74.440
3.175,0.5163,-0.0011,0.5163,0.0000,0.0011,0.180,0.003,11.840,0.000,74.440
3.234,0.5234,-0.0011,0.5234,0.0000,0.0011,0.180,0.003,11.820,0.000,73.330
3.283,0.5342,-0.0011,0.5342,0.0000,0.0011,0.180,0.004,11.840,0.000,74.440
3.337,0.5416,-0.0011,0.5416,0.0000,0.0011,0.180,0.020,11.850,0.000,75.000
3.379,0.5488,-0.0011,0.5488,0.0000,0.0011,0.180,0.015,11.820,0.000,73.330
3.422,0.5595,-0.0011,0.5595,0.0000,0.0011,0.180,0.007,11.820,0.000,73.330
3.486,0.5665,-0.0011,0.5665,0.0000,0.0011,0.180,0.001,11.820,0.000,73.330
3.529,0.5776,-0.0011,0.5776,0.0000,0.0011,0.180,0.005,11.820,0.000,73.330
3.571,0.5845,-0.0011,0.5845,0.0000,0.0011,0.180,0.007,11.820,0.000,73.330
3.652,0.5920,-0.0011,0.5920,0.0000,0.0011,0.180,0.006,11.820,0.000,73.330
3.674,0.6029,-0.0011,0.6029,0.0000,0.0011,0.180,0.006,11.820,0.000,73.330
3.739,0.6102,-0.0011,0.6102,0.0000,0.0011,0.180,0.011,11.840,0.000,74.440
3.784,0.6176,-0.0011,0.6176,0.0000,0.0011,0.180,0.007,11.820,0.000,73.330
3.828,0.6284,-0.0011,0.6284,0.0000,0.0011,0.180,0.024,11.820,0.000,73.330
3.884,0.6357,-0.0011,0.6357,0.0000,0.0011,0.180,0.010,11.840,0.000,74.440
3.934,0.6426,-0.0011,0.6426,0.0000,0.0011,0.180,0.011,11.800,0.000,72.220
3.974,0.6534,-0.0011,0.6534,0.0000,0.0011,0.180,0.012,11.820,0.000,73.330
4.036,0.6607,-0.0011,0.6607,0.0000,0.0011,0.180,0.009,11.840,0.000,74.440
4.081,0.6681,-0.0011,0.6681,0.0000,0.0011,0.180,0.011,11.820,0.000,73.330
4.126,0.6790,-0.0011,0.6790,0.0000,0.0011,0.180,-0.018,11.840,0.000,74.440
4.187,0.6858,-0.0011,0.6858,0.0000,0.0011,0.180,-0.009,11.820,0.000,73.330
4.227,0.6968,-0.0011,0.6968,0.0000,0.0011,0.180,0.004,11.820,0.000,73.330
4.290,0.7035,-0.0011,0.7035,0.0000,0.0011,0.180,-0.012,11.800,0.000,72.220
4.340,0.7104,-0.0011,0.7104,0.0000,0.0011,0.180,-0.001,11.820,0.000,73.330
4.386,0.7211,-0.0011,0.7211,0.0000,0.0011,0.180,0.005,11.800,0.000,72.220
4.548,0.7283,-0.0011,0.7283,0.0000,0.0011,0.180,-0.009,11.820,0.000,73.330
4.625,0.7356,-0.0011,0.7356,0.0000,0.0011,0.180,0.002,11.820,0.000,73.330
4.625,0.7463,-0.0011,0.7463,0.0000,0.0011,0.180,0.019,11.820,0.000,73.330
