t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.02,0.000,84.4
0.055,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.042,11.85,0.000,75.0
0.103,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.71,0.000,67.2
0.144,0.0033,0.0000,0.0033,0.0000,0.0000,0.180,-0.045,11.76,0.000,70.0
0.207,0.0098,0.0001,0.0098,0.0000,0.0001,0.180,-0.059,11.84,0.000,74.4
0.247,0.0214,0.0001,0.0214,0.0000,0.0001,0.180,-0.053,11.82,0.000,73.3
0.308,0.0292,0.0002,0.0292,0.0000,0.0002,0.180,-0.049,11.82,0.000,73.3
0.351,0.0368,0.0002,0.0368,0.0000,0.0002,0.180,-0.049,11.84,0.000,74.4
0.397,0.0484,0.0002,0.0484,0.0000,0.0002,0.180,-0.035,11.82,0.000,73.3
0.455,0.0559,0.0001,0.0559,0.0000,0.0001,0.180,-0.035,11.82,0.000,73.3
0.505,0.0636,0.0001,0.0636,0.0000,0.0001,0.180,-0.033,11.82,0.000,73.3
0.546,0.0751,0.0001,0.0751,0.0000,0.0001,0.180,-0.028,11.82,0.000,73.3
0.610,0.0826,0.0000,0.0826,0.0000,0.0000,0.180,-0.027,11.80,0.000,72.2
0.652,0.0903,-0.0000,0.0903,0.0000,0.0000,0.180,-0.027,11.82,0.000,73.3
0.699,0.1019,-0.0001,0.1019,0.0000,0.0001,0.180,-0.022,11.84,0.000,74.4
0.764,0.1096,-0.0002,0.1096,0.0000,0.0002,0.180,-0.022,11.78,0.000,71.1
0.801,0.1173,-0.0003,0.1173,0.0000,0.0003,0.180,-0.020,11.80,0.000,72.2
0.844,0.1288,-0.0004,0.1288,0.0000,0.0004,0.180,-0.013,11.84,0.000,74.4
0.906,0.1367,-0.0005,0.1367,0.0000,0.0005,0.180,-0.013,11.80,0.000,72.2
0.951,0.1442,-0.0006,0.1442,0.0000,0.0006,0.180,-0.011,11.80,0.000,72.2
1.003,0.1558,-0.0008,0.1558,0.0000,0.0008,0.180,-0.008,11.84,0.000,74.4
1.055,0.1637,-0.0009,0.1637,0.0000,0.0009,0.180,-0.006,11.82,0.000,73.3
1.103,0.1711,-0.0010,0.1711,0.0000,0.0010,0.180,-0.005,11.78,0.000,71.1
1.151,0.1827,-0.0012,0.1827,0.0000,0.0012,0.180,-0.005,11.84,0.000,74.4
1.208,0.1907,-0.0013,0.1907,0.0000,0.0013,0.180,-0.006,11.84,0.000,74.4
1.252,0.1983,-0.0014,0.1983,0.0000,0.0014,0.180,-0.006,11.80,0.000,72.2
1.302,0.2100,-0.0016,0.2100,0.0000,0.0016,0.180,-0.006,11.84,0.000,74.4
1.347,0.2179,-0.0017,0.2179,0.0000,0.0017,0.180,-0.005,11.84,0.000,74.4
1.401,0.2256,-0.0019,0.2256,0.0000,0.0019,0.180,-0.005,11.82,0.000,73.3
1.443,0.2371,-0.0021,0.2371,0.0000,0.0021,0.180,-0.004,11.82,0.000,73.3
1.505,0.2449,-0.0022,0.2449,0.0000,0.0022,0.180,-0.003,11.84,0.000,74.4
1.551,0.2526,-0.0023,0.2526,0.0000,0.0023,0.180,-0.002,11.84,0.000,74.4
1.596,0.2639,-0.0025,0.2639,0.0000,0.0025,0.180,-0.002,11.80,0.000,72.2
1.657,0.2716,-0.0026,0.2716,0.0000,0.0026,0.180,-0.001,11.84,0.000,74.4
1.702,0.2827,-0.0028,0.2827,0.0000,0.0028,0.180,-0.001,11.82,0.000,73.3
1.744,0.2902,-0.0030,0.2902,0.0000,0.0030,0.180,-0.002,11.78,0.000,71.1
1.808,0.2979,-0.0031,0.2979,0.0000,0.0031,0.180,-0.002,11.85,0.000,75.0
1.851,0.3095,-0.0033,0.3095,0.0000,0.0033,0.180,-0.002,11.78,0.000,71.1
1.909,0.3172,-0.0034,0.3172,0.0000,0.0034,0.180,-0.001,11.78,0.000,71.1
1.954,0.3245,-0.0035,0.3245,0.0000,0.0035,0.180,-0.001,11.84,0.000,74.4
2.018,0.3361,-0.0038,0.3361,0.0000,0.0038,0.180,0.002,11.80,0.000,72.2
2.056,0.3438,-0.0039,0.3438,0.0000,0.0039,0.180,0.002,11.78,0.000,71.1
2.104,0.3514,-0.0041,0.3514,0.0000,0.0041,0.180,0.003,11.82,0.000,73.3
2.152,0.3630,-0.0043,0.3630,0.0000,0.0043,0.180,0.005,11.82,0.000,73.3
2.194,0.3709,-0.0044,0.3709,0.0000,0.0044,0.180,0.006,11.82,0.000,73.3
2.256,0.3783,-0.0046,0.3783,0.0000,0.0046,0.180,0.006,11.80,0.000,72.2
2.298,0.3900,-0.0048,0.3900,0.0000,0.0048,0.180,0.007,11.84,0.000,74.4
2.349,0.3978,-0.0050,0.3978,0.0000,0.0050,0.180,0.005,11.84,0.000,74.4
2.401,0.4054,-0.0051,0.4054,0.0000,0.0051,0.180,0.005,11.80,0.000,72.2
2.451,0.4167,-0.0054,0.4167,0.0000,0.0054,0.180,0.006,11.84,0.000,74.4
2.507,0.4247,-0.0055,0.4247,0.0000,0.0055,0.180,0.007,11.84,0.000,74.4
2.555,0.4322,-0.0057,0.4322,0.0000,0.0057,0.180,0.007,11.78,0.000,71.1
2.608,0.4434,-0.0059,0.4434,0.0000,0.0059,0.180,0.008,11.80,0.000,72.2
2.655,0.4513,-0.0061,0.4513,0.0000,0.0061,0.180,0.008,11.82,0.000,73.3
2.701,0.4627,-0.0063,0.4627,0.0000,0.0063,0.180,0.008,11.78,0.000,71.1
2.743,0.4702,-0.0065,0.4702,0.0000,0.0065,0.180,0.009,11.78,0.000,71.1
2.807,0.4780,-0.0066,0.4780,0.0000,0.0066,0.180,0.008,11.84,0.000,74.4
2.849,0.4890,-0.0069,0.4890,0.0000,0.0069,0.180,0.008,11.78,0.000,71.1
2.906,0.4965,-0.0070,0.4965,0.0000,0.0070,0.180,0.008,11.78,0.000,71.1
2.951,0.5039,-0.0072,0.5039,0.0000,0.0072,0.180,0.007,11.82,0.000,73.3
2.996,0.5155,-0.0074,0.5155,0.0000,0.0074,0.180,0.007,11.78,0.000,71.1
3.052,0.5230,-0.0076,0.5230,0.0000,0.0076,0.180,0.006,11.78,0.000,71.1
3.101,0.5308,-0.0077,0.5308,0.0000,0.0077,0.180,0.007,11.84,0.000,74.4
3.143,0.5424,-0.0080,0.5424,0.0000,0.0080,0.180,0.009,11.82,0.000,73.3
3.206,0.5501,-0.0081,0.5501,0.0000,0.0081,0.180,0.010,11.78,0.000,71.1
3.253,0.5577,-0.0083,0.5577,0.0000,0.0083,0.180,0.011,11.82,0.000,73.3
3.303,0.5693,-0.0086,0.5693,0.0000,0.0086,0.180,0.013,11.82,0.000,73.3
3.344,0.5771,-0.0087,0.5771,0.0000,0.0087,0.180,0.013,11.80,0.000,72.2
3.405,0.5847,-0.0089,0.5847,0.0000,0.0089,0.180,0.013,11.82,0.000,73.3
3.442,0.5963,-0.0092,0.5963,0.0000,0.0092,0.180,0.011,11.84,0.000,74.4
3.505,0.6042,-0.0093,0.6042,0.0000,0.0093,0.180,0.011,11.82,0.000,73.3
3.551,0.6118,-0.0095,0.6118,0.0000,0.0095,0.180,0.008,11.80,0.000,72.2
3.612,0.6234,-0.0097,0.6234,0.0000,0.0097,0.180,0.006,11.82,0.000,73.3
3.655,0.6315,-0.0099,0.6315,0.0000,0.0099,0.180,0.006,11.84,0.000,74.4
3.703,0.6426,-0.0101,0.6426,0.0000,0.0101,0.180,0.006,11.80,0.000,72.2
3.745,0.6502,-0.0102,0.6502,0.0000,0.0102,0.180,0.007,11.84,0.000,74.4
3.805,0.6580,-0.0104,0.6580,0.0000,0.0104,0.180,0.007,11.84,0.000,74.4
3.854,0.6694,-0.0106,0.6694,0.0000,0.0106,0.180,0.007,11.82,0.000,73.3
3.897,0.6769,-0.0108,0.6769,0.0000,0.0108,0.180,0.007,11.82,0.000,73.3
3.956,0.6847,-0.0109,0.6847,0.0000,0.0109,0.180,0.007,11.84,0.000,74.4
3.998,0.6961,-0.0111,0.6961,0.0000,0.0111,0.180,0.006,11.84,0.000,74.4
4.046,0.7036,-0.0113,0.7036,0.0000,0.0113,0.180,0.005,11.82,0.000,73.3
4.107,0.7114,-0.0114,0.7114,0.0000,0.0114,0.180,0.003,11.84,0.000,74.4
4.152,0.7229,-0.0116,0.7229,0.0000,0.0116,0.180,0.003,11.84,0.000,74.4
4.207,0.7305,-0.0118,0.7305,0.0000,0.0118,0.180,0.002,11.80,0.000,72.2
4.260,0.7382,-0.0119,0.7382,0.0000,0.0119,0.180,0.003,11.82,0.000,73.3
4.302,0.7498,-0.0121,0.7498,0.0000,0.0121,0.180,0.003,11.84,0.000,74.4
4.345,0.7576,-0.0123,0.7576,0.0000,0.0123,0.180,0.005,11.78,0.000,71.1
4.407,0.7652,-0.0124,0.7652,0.0000,0.0124,0.180,0.006,11.80,0.000,72.2
4.452,0.7767,-0.0126,0.7767,0.0000,0.0126,0.180,0.006,11.85,0.000,75.0
4.503,0.7845,-0.0128,0.7845,0.0000,0.0128,0.180,0.007,11.78,0.000,71.1
4.554,0.7921,-0.0129,0.7921,0.0000,0.0129,0.180,0.007,11.78,0.000,71.1
4.614,0.8037,-0.0132,0.8037,0.0000,0.0132,0.180,0.006,11.85,0.000,75.0
4.664,0.8116,-0.0133,0.8116,0.0000,0.0133,0.180,0.005,11.80,0.000,72.2
4.708,0.8192,-0.0135,0.8192,0.0000,0.0135,0.180,0.003,11.78,0.000,71.1
4.754,0.8308,-0.0137,0.8308,0.0000,0.0137,0.180,0.003,11.84,0.000,74.4
4.816,0.8388,-0.0138,0.8388,0.0000,0.0138,0.180,0.002,11.84,0.000,74.4
4.855,0.8464,-0.0139,0.8464,0.0000,0.0139,0.180,0.003,11.80,0.000,72.2
4.902,0.8580,-0.0141,0.8580,0.0000,0.0141,0.180,0.003,11.82,0.000,73.3
4.952,0.8658,-0.0143,0.8658,0.0000,0.0143,0.180,0.002,11.84,0.000,74.4
5.006,0.8733,-0.0144,0.8733,0.0000,0.0144,0.180,0.004,11.80,0.000,72.2
5.052,0.8847,-0.0146,0.8847,0.0000,0.0146,0.180,0.004,11.80,0.000,72.2
5.139,0.8925,-0.0148,0.8925,0.0000,0.0148,0.180,0.003,11.82,0.000,73.3
5.161,0.9000,-0.0149,0.9000,0.0000,0.0149,0.180,0.002,11.82,0.000,73.3
5.202,0.9114,-0.0151,0.9114,0.0000,0.0151,0.180,0.002,11.80,0.000,72.2
5.243,0.9192,-0.0152,0.9192,0.0000,0.0152,0.180,-0.000,11.85,0.000,75.0
5.305,0.9269,-0.0154,0.9269,0.0000,0.0154,0.180,0.000,11.84,0.000,74.4
5.343,0.9383,-0.0156,0.9383,0.0000,0.0156,0.180,0.000,11.78,0.000,71.1
5.406,0.9457,-0.0157,0.9457,0.0000,0.0157,0.180,0.000,11.84,0.000,74.4
5.452,0.9535,-0.0158,0.9535,0.0000,0.0158,0.180,0.002,11.84,0.000,74.4
5.499,0.9650,-0.0160,0.9650,0.0000,0.0160,0.180,0.005,11.76,0.000,70.0
5.551,0.9727,-0.0162,0.9727,0.0000,0.0162,0.180,0.006,11.82,0.000,73.3
5.605,0.9805,-0.0163,0.9805,0.0000,0.0163,0.180,0.008,11.80,0.000,72.2
5.643,0.9919,-0.0166,0.9919,0.0000,0.0166,0.180,0.011,11.78,0.000,71.1
5.702,0.9996,-0.0168,0.9996,0.0000,0.0168,0.180,0.012,11.84,0.000,74.4
5.760,1.0074,-0.0169,1.0074,0.0000,0.0169,0.180,0.011,11.82,0.000,73.3
5.801,1.0191,-0.0172,1.0191,0.0000,0.0172,0.180,0.011,11.80,0.000,72.2
