t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.91,0.000,78.3
0.026,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.93,0.000,79.4
0.086,0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.001,11.45,0.000,52.8
0.127,0.0006,0.0000,0.0006,0.0000,0.0000,0.173,-0.001,11.45,0.000,52.8
0.177,0.0046,0.0000,0.0046,0.0000,0.0000,0.179,-0.003,11.62,0.000,62.2
0.244,0.0108,0.0000,0.0108,0.0000,0.0000,0.180,-0.004,11.67,0.000,65.0
0.278,0.0217,0.0001,0.0217,0.0000,0.0001,0.180,-0.004,11.65,0.000,63.9
0.337,0.0287,0.0001,0.0287,0.0000,0.0001,0.180,-0.004,11.65,0.000,63.9
0.384,0.0360,0.0001,0.0360,0.0000,0.0001,0.180,-0.004,11.67,0.000,65.0
0.425,0.0472,0.0001,0.0472,0.0000,0.0001,0.180,-0.006,11.65,0.000,63.9
0.491,0.0542,0.0002,0.0542,0.0000,0.0002,0.180,-0.007,11.65,0.000,63.9
0.534,0.0617,0.0002,0.0617,0.0000,0.0002,0.180,-0.007,11.69,0.000,66.1
0.574,0.0727,0.0003,0.0727,0.0000,0.0003,0.180,-0.009,11.65,0.000,63.9
0.635,0.0796,0.0003,0.0796,0.0000,0.0003,0.180,-0.010,11.67,0.000,65.0
0.686,0.0871,0.0003,0.0871,0.0000,0.0003,0.180,-0.010,11.67,0.000,65.0
0.733,0.0979,0.0004,0.0979,0.0000,0.0004,0.180,-0.010,11.63,0.000,62.8
0.776,0.1048,0.0004,0.1048,0.0000,0.0004,0.180,-0.011,11.65,0.000,63.9
0.831,0.1122,0.0005,0.1122,0.0000,0.0005,0.180,-0.011,11.69,0.000,66.1
0.876,0.1231,0.0005,0.1231,0.0000,0.0005,0.180,-0.011,11.62,0.000,62.2
0.943,0.1300,0.0006,0.1300,0.0000,0.0006,0.180,-0.011,11.67,0.000,65.0
1.005,0.1375,0.0006,0.1375,0.0000,0.0006,0.180,-0.010,11.71,0.000,67.2
1.027,0.1485,0.0006,0.1485,0.0000,0.0006,0.180,-0.010,11.60,0.000,61.1
1.085,0.1555,0.0007,0.1555,0.0000,0.0007,0.180,-0.009,11.67,0.000,65.0
1.132,0.1631,0.0007,0.1631,0.0000,0.0007,0.180,-0.007,11.69,0.000,66.1
1.173,0.1740,0.0007,0.1740,0.0000,0.0007,0.180,-0.007,11.62,0.000,62.2
1.240,0.1810,0.0007,0.1810,0.0000,0.0007,0.180,-0.007,11.69,0.000,66.1
1.278,0.1884,0.0007,0.1884,0.0000,0.0007,0.180,-0.005,11.69,0.000,66.1
1.324,0.1991,0.0007,0.1991,0.0000,0.0007,0.180,-0.005,11.60,0.000,61.1
1.385,0.2062,0.0007,0.2062,0.0000,0.0007,0.180,-0.004,11.65,0.000,63.9
1.433,0.2170,0.0007,0.2170,0.0000,0.0007,0.180,-0.003,11.69,0.000,66.1
1.500,0.2242,0.0007,0.2242,0.0000,0.0007,0.180,-0.003,11.63,0.000,62.8
1.535,0.2315,0.0007,0.2315,0.0000,0.0007,0.180,-0.003,11.65,0.000,63.9
1.579,0.2425,0.0007,0.2425,0.0000,0.0007,0.180,-0.003,11.71,0.000,67.2
1.626,0.2496,0.0007,0.2496,0.0000,0.0007,0.180,-0.004,11.63,0.000,62.8
1.683,0.2571,0.0007,0.2571,0.0000,0.0007,0.180,-0.005,11.67,0.000,65.0
1.727,0.2681,0.0007,0.2681,0.0000,0.0007,0.180,-0.005,11.69,0.000,66.1
1.784,0.2752,0.0008,0.2752,0.0000,0.0008,0.180,-0.005,11.65,0.000,63.9
1.833,0.2826,0.0008,0.2826,0.0000,0.0008,0.180,-0.006,11.67,0.000,65.0
1.876,0.2935,0.0008,0.2935,0.0000,0.0008,0.180,-0.006,11.67,0.000,65.0
1.938,0.3005,0.0008,0.3005,0.0000,0.0008,0.180,-0.007,11.67,0.000,65.0
2.003,0.3078,0.0008,0.3078,0.0000,0.0008,0.180,-0.007,11.69,0.000,66.1
2.028,0.3187,0.0008,0.3187,0.0000,0.0008,0.180,-0.007,11.65,0.000,63.9
2.075,0.3255,0.0009,0.3255,0.0000,0.0009,0.180,-0.007,11.69,0.000,66.1
2.134,0.3330,0.0009,0.3330,0.0000,0.0009,0.180,-0.007,11.69,0.000,66.1
2.174,0.3439,0.0009,0.3439,0.0000,0.0009,0.180,-0.006,11.62,0.000,62.2
2.235,0.3509,0.0009,0.3509,0.0000,0.0009,0.180,-0.006,11.69,0.000,66.1
2.284,0.3584,0.0009,0.3584,0.0000,0.0009,0.180,-0.006,11.71,0.000,67.2
2.350,0.3694,0.0009,0.3694,0.0000,0.0009,0.180,-0.005,11.71,0.000,67.2
2.374,0.3764,0.0009,0.3764,0.0000,0.0009,0.180,-0.004,11.71,0.000,67.2
2.435,0.3838,0.0009,0.3838,0.0000,0.0009,0.180,-0.004,11.71,0.000,67.2
2.503,0.3946,0.0009,0.3946,0.0000,0.0009,0.180,-0.003,11.62,0.000,62.2
2.533,0.4017,0.0009,0.4017,0.0000,0.0009,0.180,-0.001,11.71,0.000,67.2
2.577,0.4091,0.0009,0.4091,0.0000,0.0009,0.180,-0.001,11.69,0.000,66.1
2.631,0.4197,0.0008,0.4197,0.0000,0.0008,0.180,-0.001,11.63,0.000,62.8
2.673,0.4268,0.0008,0.4268,0.0000,0.0008,0.180,-0.000,11.71,0.000,67.2
2.732,0.4343,0.0008,0.4343,0.0000,0.0008,0.180,-0.000,11.71,0.000,67.2
2.775,0.4450,0.0008,0.4450,0.0000,0.0008,0.180,-0.000,11.63,0.000,62.8
2.837,0.4523,0.0008,0.4523,0.0000,0.0008,0.180,-0.000,11.67,0.000,65.0
2.876,0.4634,0.0008,0.4634,0.0000,0.0008,0.180,-0.001,11.71,0.000,67.2
2.925,0.4707,0.0007,0.4707,0.0000,0.0007,0.180,-0.001,11.63,0.000,62.8
3.004,0.4779,0.0007,0.4779,0.0000,0.0007,0.180,-0.003,11.69,0.000,66.1
3.028,0.4888,0.0007,0.4888,0.0000,0.0007,0.180,-0.003,11.69,0.000,66.1
3.075,0.4960,0.0007,0.4960,0.0000,0.0007,0.180,-0.004,11.65,0.000,63.9
3.183,0.5033,0.0007,0.5033,0.0000,0.0007,0.180,-0.004,11.69,0.000,66.1
3.186,0.5141,0.0008,0.5141,0.0000,0.0008,0.180,-0.004,11.69,0.000,66.1
3.237,0.5210,0.0008,0.5210,0.0000,0.0008,0.180,-0.004,11.67,0.000,65.0
3.288,0.5284,0.0008,0.5284,0.0000,0.0008,0.180,-0.003,11.69,0.000,66.1
3.328,0.5393,0.0008,0.5393,0.0000,0.0008,0.180,-0.003,11.65,0.000,63.9
