t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.054,0.0047,0.0482,0.0000,0.0482,0.0047,0.000,1.000,12.110,0.000,89.440
0.081,0.0046,0.0482,0.0000,0.0482,0.0046,0.000,1.000,12.040,0.000,85.550
0.145,0.0046,0.0480,0.0000,0.0480,0.0046,0.000,1.000,12.040,0.000,85.550
0.188,0.0046,0.0479,0.0000,0.0479,0.0046,0.002,1.000,12.040,0.000,85.550
0.246,0.0046,0.0481,0.0000,0.0481,0.0046,0.007,1.000,12.040,0.000,85.550
0.317,0.0046,0.0480,0.0000,0.0480,0.0046,0.013,1.000,12.060,0.000,86.660
0.351,0.0046,0.0481,0.0000,0.0481,0.0046,0.013,1.000,12.040,0.000,85.550
0.382,0.0046,0.0481,0.0000,0.0481,0.0046,0.018,1.000,12.040,0.000,85.550
0.444,0.0046,0.0481,0.0000,0.0481,0.0046,0.022,1.000,12.040,0.000,85.550
0.486,0.0048,0.0475,0.0000,0.0475,0.0048,0.034,1.000,12.060,0.000,86.660
0.546,0.0050,0.0469,0.0000,0.0469,0.0050,0.039,1.000,12.060,0.000,86.660
0.594,0.0053,0.0459,0.0000,0.0459,0.0053,0.039,1.000,12.040,0.000,85.550
0.642,0.0059,0.0445,0.0000,0.0445,0.0059,0.046,1.000,12.040,0.000,85.550
0.684,0.0065,0.0431,0.0000,0.0431,0.0065,0.050,1.000,12.060,0.000,86.660
0.744,0.0072,0.0418,0.0000,0.0418,0.0072,0.055,1.000,12.060,0.000,86.660
0.784,0.0088,0.0392,0.0000,0.0392,0.0088,0.062,1.000,12.040,0.000,85.550
0.846,0.0099,0.0375,0.0000,0.0375,0.0099,0.071,1.000,12.040,0.000,85.550
0.893,0.0113,0.0356,0.0000,0.0356,0.0113,0.071,1.000,12.040,0.000,85.550
0.949,0.0138,0.0325,0.0000,0.0325,0.0138,0.083,1.000,12.060,0.000,86.660
0.982,0.0155,0.0306,0.0000,0.0306,0.0155,0.083,1.000,12.040,0.000,85.550
1.042,0.0175,0.0285,0.0000,0.0285,0.0175,0.087,1.000,12.060,0.000,86.660
1.088,0.0211,0.0253,0.0000,0.0253,0.0211,0.099,1.000,12.080,0.000,87.770
1.145,0.0237,0.0230,0.0237,0.0000,0.0230,0.099,1.000,12.080,0.000,87.770
1.193,0.0265,0.0208,0.0265,0.0000,0.0208,0.103,1.000,12.060,0.000,86.660
1.235,0.0312,0.0176,0.0312,0.0000,0.0176,0.110,1.000,12.110,0.000,89.440
1.282,0.0346,0.0155,0.0346,0.0000,0.0155,0.114,1.000,12.080,0.000,87.770
1.346,0.0382,0.0134,0.0382,0.0000,0.0134,0.125,0.310,12.080,0.000,87.770
1.384,0.0442,0.0104,0.0442,0.0000,0.0104,0.125,1.000,12.110,0.000,89.440
1.444,0.0483,0.0084,0.0483,0.0000,0.0084,0.129,1.000,12.080,0.000,87.770
1.491,0.0529,0.0066,0.0529,0.0000,0.0066,0.133,1.000,12.090,0.000,88.330
1.534,0.0600,0.0040,0.0600,0.0000,0.0040,0.139,1.000,12.090,0.000,88.330
1.622,0.0648,0.0025,0.0648,0.0000,0.0025,0.143,1.000,12.080,0.000,87.770
1.655,0.0701,0.0010,0.0701,0.0000,0.0010,0.152,-0.218,12.090,0.000,88.330
1.684,0.0781,-0.0009,0.0781,0.0000,0.0009,0.152,1.000,12.080,0.000,87.770
1.747,0.0837,-0.0019,0.0837,0.0000,0.0019,0.161,-0.559,12.080,0.000,87.770
1.791,0.0923,-0.0032,0.0923,0.0000,0.0032,0.161,0.799,12.090,0.000,88.330
1.834,0.0981,-0.0039,0.0981,0.0000,0.0039,0.165,0.691,12.080,0.000,87.770
1.907,0.1041,-0.0044,0.1041,0.0000,0.0044,0.172,-0.433,12.060,0.000,86.660
1.949,0.1142,-0.0050,0.1142,0.0000,0.0050,0.173,0.201,12.080,0.000,87.770
1.985,0.1210,-0.0054,0.1210,0.0000,0.0054,0.173,0.441,12.080,0.000,87.770
2.045,0.1277,-0.0056,0.1277,0.0000,0.0056,0.175,0.381,12.060,0.000,86.660
2.092,0.1349,-0.0057,0.1349,0.0000,0.0057,0.177,0.318,12.080,0.000,87.770
2.138,0.1459,-0.0057,0.1459,0.0000,0.0057,0.180,-0.152,12.040,0.000,85.550
2.192,0.1531,-0.0057,0.1531,0.0000,0.0057,0.180,0.222,12.060,0.000,86.660
2.242,0.1603,-0.0055,0.1603,0.0000,0.0055,0.179,0.186,12.060,0.000,86.660
2.282,0.1712,-0.0053,0.1712,0.0000,0.0053,0.178,0.167,12.040,0.000,85.550
2.346,0.1784,-0.0051,0.1784,0.0000,0.0051,0.177,-0.056,12.060,0.000,86.660
2.388,0.1856,-0.0048,0.1856,0.0000,0.0048,0.176,-0.057,12.060,0.000,86.660
2.448,0.1965,-0.0044,0.1965,0.0000,0.0044,0.175,-0.097,12.060,0.000,86.660
2.495,0.2037,-0.0040,0.2037,0.0000,0.0040,0.174,-0.185,12.040,0.000,85.550
2.543,0.2146,-0.0034,0.2146,0.0000,0.0034,0.174,0.052,12.060,0.000,86.660
2.583,0.2219,-0.0030,0.2219,0.0000,0.0030,0.174,0.033,12.060,0.000,86.660
2.645,0.2291,-0.0026,0.2291,0.0000,0.0026,0.173,0.017,12.040,0.000,85.550
2.690,0.2401,-0.0019,0.2401,0.0000,0.0019,0.173,0.016,12.060,0.000,86.660
2.747,0.2475,-0.0015,0.2475,0.0000,0.0015,0.173,0.018,12.040,0.000,85.550
2.796,0.2547,-0.0010,0.2547,0.0000,0.0010,0.173,-0.000,12.060,0.000,86.660
2.843,0.2657,-0.0004,0.2657,0.0000,0.0004,0.173,0.007,12.040,0.000,85.550
2.887,0.2731,0.0001,0.2731,0.0000,0.0001,0.173,0.020,12.040,0.000,85.550
2.947,0.2803,0.0005,0.2803,0.0000,0.0005,0.173,0.021,12.040,0.000,85.550
2.996,0.2908,0.0011,0.2908,0.0000,0.0011,0.173,0.000,12.040,0.000,85.550
3.049,0.2982,0.0016,0.2982,0.0000,0.0016,0.173,0.001,12.040,0.000,85.550
3.094,0.3050,0.0019,0.3050,0.0000,0.0019,0.173,0.001,12.040,0.000,85.550
3.138,0.3160,0.0026,0.3160,0.0000,0.0026,0.173,0.006,12.060,0.000,86.660
3.181,0.3231,0.0030,0.3231,0.0000,0.0030,0.173,-0.001,12.040,0.000,85.550
3.244,0.3304,0.0034,0.3304,0.0000,0.0034,0.173,-0.002,12.060,0.000,86.660
3.287,0.3413,0.0040,0.3413,0.0000,0.0040,0.173,0.014,12.020,0.000,84.440
3.345,0.3485,0.0044,0.3485,0.0000,0.0044,0.173,-0.003,12.020,0.000,84.440
3.391,0.3558,0.0048,0.3558,0.0000,0.0048,0.173,-0.005,12.040,0.000,85.550
3.436,0.3666,0.0054,0.3666,0.0000,0.0054,0.173,0.000,12.020,0.000,84.440
3.481,0.3738,0.0058,0.3738,0.0000,0.0058,0.173,-0.005,12.040,0.000,85.550
3.547,0.3811,0.0062,0.3811,0.0000,0.0062,0.173,-0.007,12.060,0.000,86.660
3.585,0.3919,0.0068,0.3919,0.0000,0.0068,0.173,-0.009,12.060,0.000,86.660
3.645,0.3991,0.0072,0.3991,0.0000,0.0072,0.173,-0.011,12.080,0.000,87.770
3.689,0.4063,0.0076,0.4063,0.0000,0.0076,0.173,-0.039,12.060,0.000,86.660
3.750,0.4173,0.0082,0.4173,0.0000,0.0082,0.173,-0.041,12.060,0.000,86.660
3.793,0.4244,0.0086,0.4244,0.0000,0.0086,0.173,-0.022,12.080,0.000,87.770
3.844,0.4319,0.0090,0.4319,0.0000,0.0090,0.173,-0.027,12.060,0.000,86.660
3.887,0.4428,0.0096,0.4428,0.0000,0.0096,0.173,-0.029,12.080,0.000,87.770
