t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.016,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.005,12.040,0.000,85.550
0.119,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.005,12.040,0.000,85.550
0.135,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.005,12.040,0.000,85.550
0.163,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.005,12.060,0.000,86.660
0.226,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.005,11.800,0.000,72.220
0.271,0.0037,-0.0000,0.0037,0.0000,0.0000,0.180,0.021,11.820,0.000,73.330
0.315,0.0138,-0.0002,0.0138,0.0000,0.0002,0.180,0.034,11.850,0.000,75.000
0.361,0.0215,-0.0003,0.0215,0.0000,0.0003,0.180,0.034,11.870,0.000,76.110
0.420,0.0295,-0.0004,0.0295,0.0000,0.0004,0.180,0.035,11.870,0.000,76.110
0.465,0.0411,-0.0006,0.0411,0.0000,0.0006,0.180,0.035,11.870,0.000,76.110
0.530,0.0488,-0.0008,0.0488,0.0000,0.0008,0.180,0.034,11.870,0.000,76.110
0.570,0.0565,-0.0009,0.0565,0.0000,0.0009,0.180,0.034,11.870,0.000,76.110
0.615,0.0680,-0.0011,0.0680,0.0000,0.0011,0.180,0.034,11.850,0.000,75.000
0.662,0.0757,-0.0012,0.0757,0.0000,0.0012,0.180,0.034,11.850,0.000,75.000
0.722,0.0833,-0.0013,0.0833,0.0000,0.0013,0.180,0.033,11.890,0.000,77.220
0.759,0.0949,-0.0015,0.0949,0.0000,0.0015,0.180,0.031,11.870,0.000,76.110
0.822,0.1021,-0.0016,0.1021,0.0000,0.0016,0.180,0.030,11.870,0.000,76.110
0.871,0.1098,-0.0017,0.1098,0.0000,0.0017,0.180,0.026,11.870,0.000,76.110
0.924,0.1212,-0.0018,0.1212,0.0000,0.0018,0.180,0.026,11.850,0.000,75.000
0.965,0.1290,-0.0019,0.1290,0.0000,0.0019,0.180,0.024,11.850,0.000,75.000
1.018,0.1366,-0.0020,0.1366,0.0000,0.0020,0.180,0.023,11.840,0.000,74.440
1.061,0.1482,-0.0021,0.1482,0.0000,0.0021,0.180,0.021,11.850,0.000,75.000
1.123,0.1558,-0.0022,0.1558,0.0000,0.0022,0.180,0.019,11.850,0.000,75.000
1.186,0.1672,-0.0022,0.1672,0.0000,0.0022,0.180,0.016,11.850,0.000,75.000
1.215,0.1749,-0.0023,0.1749,0.0000,0.0023,0.180,0.013,11.840,0.000,74.440
1.266,0.1824,-0.0023,0.1824,0.0000,0.0023,0.180,0.013,11.850,0.000,75.000
1.318,0.1902,-0.0023,0.1902,0.0000,0.0023,0.180,0.012,11.870,0.000,76.110
1.357,0.2017,-0.0024,0.2017,0.0000,0.0024,0.180,0.007,11.850,0.000,75.000
1.422,0.2094,-0.0024,0.2094,0.0000,0.0024,0.180,0.007,11.850,0.000,75.000
1.459,0.2207,-0.0024,0.2207,0.0000,0.0024,0.180,0.005,11.870,0.000,76.110
1.522,0.2286,-0.0024,0.2286,0.0000,0.0024,0.180,0.006,11.870,0.000,76.110
1.569,0.2362,-0.0024,0.2362,0.0000,0.0024,0.180,0.010,11.840,0.000,74.440
1.620,0.2478,-0.0025,0.2478,0.0000,0.0025,0.180,0.010,11.870,0.000,76.110
1.684,0.2558,-0.0025,0.2558,0.0000,0.0025,0.180,0.013,11.870,0.000,76.110
1.736,0.2633,-0.0026,0.2633,0.0000,0.0026,0.180,0.016,11.840,0.000,74.440
1.759,0.2748,-0.0026,0.2748,0.0000,0.0026,0.180,0.016,11.870,0.000,76.110
1.824,0.2826,-0.0027,0.2826,0.0000,0.0027,0.180,0.018,11.870,0.000,76.110
1.871,0.2901,-0.0028,0.2901,0.0000,0.0028,0.180,0.021,11.850,0.000,75.000
1.922,0.3016,-0.0029,0.3016,0.0000,0.0029,0.180,0.021,11.870,0.000,76.110
1.962,0.3094,-0.0029,0.3094,0.0000,0.0029,0.180,0.021,11.870,0.000,76.110
2.021,0.3171,-0.0030,0.3171,0.0000,0.0030,0.180,0.021,11.850,0.000,75.000
2.060,0.3285,-0.0031,0.3285,0.0000,0.0031,0.180,0.020,11.870,0.000,76.110
2.127,0.3359,-0.0031,0.3359,0.0000,0.0031,0.180,0.019,11.870,0.000,76.110
2.177,0.3435,-0.0032,0.3435,0.0000,0.0032,0.180,0.018,11.850,0.000,75.000
