t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.00,0.000,83.3
0.039,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,11.98,0.000,82.2
0.107,0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.000,11.74,0.000,68.9
0.147,0.0006,0.0000,0.0006,0.0000,0.0000,0.179,-0.000,11.73,0.000,68.3
0.195,0.0074,0.0000,0.0074,0.0000,0.0000,0.179,-0.000,11.76,0.000,70.0
0.243,0.0139,0.0000,0.0139,0.0000,0.0000,0.180,-0.001,11.80,0.000,72.2
0.298,0.0211,0.0000,0.0211,0.0000,0.0000,0.180,-0.003,11.80,0.000,72.2
0.342,0.0318,0.0000,0.0318,0.0000,0.0000,0.180,-0.003,11.80,0.000,72.2
0.404,0.0392,0.0001,0.0392,0.0000,0.0001,0.180,-0.004,11.82,0.000,73.3
0.492,0.0465,0.0001,0.0465,0.0000,0.0001,0.180,-0.006,11.80,0.000,72.2
0.495,0.0571,0.0001,0.0571,0.0000,0.0001,0.180,-0.006,11.82,0.000,73.3
0.550,0.0645,0.0001,0.0645,0.0000,0.0001,0.180,-0.006,11.82,0.000,73.3
0.598,0.0754,0.0002,0.0754,0.0000,0.0002,0.180,-0.007,11.78,0.000,71.1
0.643,0.0823,0.0002,0.0823,0.0000,0.0002,0.180,-0.007,11.82,0.000,73.3
0.701,0.0897,0.0002,0.0897,0.0000,0.0002,0.180,-0.006,11.82,0.000,73.3
0.749,0.1006,0.0003,0.1006,0.0000,0.0003,0.180,-0.006,11.78,0.000,71.1
0.801,0.1076,0.0003,0.1076,0.0000,0.0003,0.180,-0.006,11.82,0.000,73.3
0.854,0.1151,0.0003,0.1151,0.0000,0.0003,0.180,-0.003,11.82,0.000,73.3
0.896,0.1260,0.0003,0.1260,0.0000,0.0003,0.180,-0.003,11.78,0.000,71.1
0.943,0.1331,0.0003,0.1331,0.0000,0.0003,0.180,-0.003,11.82,0.000,73.3
1.004,0.1405,0.0003,0.1405,0.0000,0.0003,0.180,-0.002,11.82,0.000,73.3
1.043,0.1514,0.0003,0.1514,0.0000,0.0003,0.180,-0.002,11.78,0.000,71.1
1.108,0.1584,0.0003,0.1584,0.0000,0.0003,0.180,-0.002,11.82,0.000,73.3
1.168,0.1658,0.0003,0.1658,0.0000,0.0003,0.180,-0.001,11.84,0.000,74.4
1.193,0.1766,0.0003,0.1766,0.0000,0.0003,0.180,-0.000,11.76,0.000,70.0
1.239,0.1836,0.0003,0.1836,0.0000,0.0003,0.180,-0.000,11.82,0.000,73.3
1.304,0.1909,0.0003,0.1909,0.0000,0.0003,0.180,0.000,11.82,0.000,73.3
1.340,0.2016,0.0003,0.2016,0.0000,0.0003,0.180,0.000,11.78,0.000,71.1
1.403,0.2089,0.0003,0.2089,0.0000,0.0003,0.180,0.000,11.80,0.000,72.2
1.454,0.2163,0.0003,0.2163,0.0000,0.0003,0.180,0.000,11.82,0.000,73.3
1.498,0.2271,0.0003,0.2271,0.0000,0.0003,0.180,-0.000,11.80,0.000,72.2
1.541,0.2345,0.0003,0.2345,0.0000,0.0003,0.180,-0.002,11.84,0.000,74.4
1.600,0.2418,0.0003,0.2418,0.0000,0.0003,0.180,-0.002,11.82,0.000,73.3
1.643,0.2526,0.0003,0.2526,0.0000,0.0003,0.180,-0.004,11.80,0.000,72.2
1.713,0.2599,0.0003,0.2599,0.0000,0.0003,0.180,-0.004,11.80,0.000,72.2
1.746,0.2671,0.0003,0.2671,0.0000,0.0003,0.180,-0.004,11.80,0.000,72.2
1.795,0.2778,0.0003,0.2778,0.0000,0.0003,0.180,-0.004,11.80,0.000,72.2
1.852,0.2851,0.0003,0.2851,0.0000,0.0003,0.180,-0.004,11.82,0.000,73.3
1.900,0.2922,0.0004,0.2922,0.0000,0.0004,0.180,-0.004,11.80,0.000,72.2
1.941,0.3030,0.0004,0.3030,0.0000,0.0004,0.180,-0.004,11.82,0.000,73.3
2.001,0.3104,0.0004,0.3104,0.0000,0.0004,0.180,-0.003,11.82,0.000,73.3
