t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.025,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.010,12.040,0.000,85.550
0.061,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.010,11.950,0.000,80.550
0.124,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.010,11.800,0.000,72.220
0.170,0.0059,-0.0000,0.0059,0.0000,0.0000,0.180,0.127,11.840,0.000,74.440
0.211,0.0125,-0.0000,0.0125,0.0000,0.0000,0.180,0.013,11.890,0.000,77.220
0.276,0.0197,-0.0001,0.0197,0.0000,0.0001,0.179,-0.024,11.870,0.000,76.110
0.321,0.0306,-0.0002,0.0306,0.0000,0.0002,0.179,0.021,11.870,0.000,76.110
0.365,0.0380,-0.0002,0.0380,0.0000,0.0002,0.179,0.017,11.870,0.000,76.110
0.425,0.0453,-0.0002,0.0453,0.0000,0.0002,0.180,-0.027,11.870,0.000,76.110
0.467,0.0564,-0.0002,0.0564,0.0000,0.0002,0.180,-0.004,11.870,0.000,76.110
0.524,0.0639,-0.0003,0.0639,0.0000,0.0003,0.180,0.009,11.870,0.000,76.110
0.580,0.0709,-0.0003,0.0709,0.0000,0.0003,0.180,0.027,11.870,0.000,76.110
0.627,0.0819,-0.0003,0.0819,0.0000,0.0003,0.180,0.023,11.870,0.000,76.110
0.669,0.0894,-0.0003,0.0894,0.0000,0.0003,0.180,0.019,11.870,0.000,76.110
0.728,0.0962,-0.0004,0.0962,0.0000,0.0004,0.180,0.028,11.870,0.000,76.110
0.764,0.1071,-0.0004,0.1071,0.0000,0.0004,0.180,0.015,11.890,0.000,77.220
0.840,0.1144,-0.0004,0.1144,0.0000,0.0004,0.180,0.014,11.870,0.000,76.110
0.908,0.1252,-0.0005,0.1252,0.0000,0.0005,0.180,0.011,11.850,0.000,75.000
0.925,0.1325,-0.0005,0.1325,0.0000,0.0005,0.180,0.015,11.870,0.000,76.110
0.989,0.1398,-0.0005,0.1398,0.0000,0.0005,0.180,0.009,11.850,0.000,75.000
1.034,0.1503,-0.0006,0.1503,0.0000,0.0006,0.180,0.013,11.850,0.000,75.000
1.068,0.1573,-0.0006,0.1573,0.0000,0.0006,0.180,0.002,11.850,0.000,75.000
1.136,0.1645,-0.0006,0.1645,0.0000,0.0006,0.180,0.011,11.850,0.000,75.000
1.171,0.1755,-0.0006,0.1755,0.0000,0.0006,0.180,0.011,11.850,0.000,75.000
1.251,0.1828,-0.0006,0.1828,0.0000,0.0006,0.180,0.010,11.870,0.000,76.110
1.319,0.1899,-0.0006,0.1899,0.0000,0.0006,0.180,-0.012,11.850,0.000,75.000
1.322,0.2008,-0.0007,0.2008,0.0000,0.0007,0.180,-0.012,11.850,0.000,75.000
1.392,0.2076,-0.0007,0.2076,0.0000,0.0007,0.180,0.006,11.850,0.000,75.000
1.432,0.2143,-0.0007,0.2143,0.0000,0.0007,0.180,0.006,11.850,0.000,75.000
1.476,0.2252,-0.0007,0.2252,0.0000,0.0007,0.180,0.002,11.850,0.000,75.000
1.528,0.2325,-0.0007,0.2325,0.0000,0.0007,0.180,0.002,11.850,0.000,75.000
1.595,0.2398,-0.0007,0.2398,0.0000,0.0007,0.180,-0.003,11.850,0.000,75.000
1.627,0.2503,-0.0007,0.2503,0.0000,0.0007,0.180,-0.012,11.850,0.000,75.000
1.675,0.2577,-0.0007,0.2577,0.0000,0.0007,0.180,0.006,11.850,0.000,75.000
1.725,0.2688,-0.0007,0.2688,0.0000,0.0007,0.180,0.003,11.840,0.000,74.440
1.759,0.2758,-0.0007,0.2758,0.0000,0.0007,0.180,0.021,11.870,0.000,76.110
1.841,0.2832,-0.0007,0.2832,0.0000,0.0007,0.180,0.006,11.850,0.000,75.000
1.874,0.2942,-0.0007,0.2942,0.0000,0.0007,0.180,0.010,11.850,0.000,75.000
1.945,0.3011,-0.0007,0.3011,0.0000,0.0007,0.180,0.012,11.850,0.000,75.000
1.981,0.3116,-0.0008,0.3116,0.0000,0.0008,0.180,0.015,11.850,0.000,75.000
2.059,0.3189,-0.0008,0.3189,0.0000,0.0008,0.180,0.021,11.870,0.000,76.110
2.087,0.3257,-0.0008,0.3257,0.0000,0.0008,0.179,0.023,11.870,0.000,76.110
2.153,0.3366,-0.0009,0.3366,0.0000,0.0009,0.179,0.018,11.850,0.000,75.000
2.171,0.3438,-0.0009,0.3438,0.0000,0.0009,0.180,0.017,11.850,0.000,75.000
2.256,0.3511,-0.0009,0.3511,0.0000,0.0009,0.180,-0.000,11.870,0.000,76.110
2.310,0.3617,-0.0009,0.3617,0.0000,0.0009,0.180,0.014,11.870,0.000,76.110
2.354,0.3690,-0.0010,0.3690,0.0000,0.0010,0.180,0.014,11.850,0.000,75.000
2.387,0.3762,-0.0010,0.3762,0.0000,0.0010,0.180,0.023,11.870,0.000,76.110
2.456,0.3871,-0.0010,0.3871,0.0000,0.0010,0.180,0.022,11.850,0.000,75.000
2.500,0.3944,-0.0010,0.3944,0.0000,0.0010,0.180,0.002,11.850,0.000,75.000
2.535,0.4016,-0.0010,0.4016,0.0000,0.0010,0.180,0.001,11.850,0.000,75.000
2.566,0.4125,-0.0011,0.4125,0.0000,0.0011,0.180,0.004,11.870,0.000,76.110
2.663,0.4196,-0.0011,0.4196,0.0000,0.0011,0.180,0.012,11.870,0.000,76.110
2.692,0.4268,-0.0011,0.4268,0.0000,0.0011,0.180,0.011,11.870,0.000,76.110
