t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.001,12.02,0.000,84.4
0.057,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,12.00,0.000,83.3
0.105,0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.002,11.73,0.000,68.3
0.145,0.0006,0.0000,0.0006,0.0000,0.0000,0.179,-0.004,11.69,0.000,66.1
0.206,0.0047,0.0000,0.0047,0.0000,0.0000,0.179,-0.004,11.78,0.000,71.1
0.251,0.0110,0.0000,0.0110,0.0000,0.0000,0.180,-0.006,11.82,0.000,73.3
0.297,0.0219,0.0001,0.0219,0.0000,0.0001,0.180,-0.005,11.78,0.000,71.1
0.340,0.0289,0.0001,0.0289,0.0000,0.0001,0.180,-0.005,11.78,0.000,71.1
0.404,0.0362,0.0001,0.0362,0.0000,0.0001,0.180,-0.006,11.82,0.000,73.3
0.455,0.0472,0.0001,0.0472,0.0000,0.0001,0.180,-0.004,11.78,0.000,71.1
0.505,0.0541,0.0002,0.0541,0.0000,0.0002,0.180,-0.004,11.82,0.000,73.3
0.551,0.0616,0.0002,0.0616,0.0000,0.0002,0.180,-0.004,11.82,0.000,73.3
0.606,0.0725,0.0002,0.0725,0.0000,0.0002,0.180,-0.004,11.80,0.000,72.2
0.643,0.0794,0.0002,0.0794,0.0000,0.0002,0.180,-0.004,11.82,0.000,73.3
0.700,0.0868,0.0002,0.0868,0.0000,0.0002,0.180,-0.004,11.82,0.000,73.3
0.746,0.0976,0.0002,0.0976,0.0000,0.0002,0.180,-0.004,11.78,0.000,71.1
0.806,0.1049,0.0003,0.1049,0.0000,0.0003,0.180,-0.004,11.82,0.000,73.3
0.847,0.1120,0.0003,0.1120,0.0000,0.0003,0.180,-0.005,11.82,0.000,73.3
0.897,0.1228,0.0003,0.1228,0.0000,0.0003,0.180,-0.005,11.80,0.000,72.2
0.944,0.1300,0.0003,0.1300,0.0000,0.0003,0.180,-0.006,11.82,0.000,73.3
1.009,0.1371,0.0004,0.1371,0.0000,0.0004,0.180,-0.007,11.82,0.000,73.3
1.044,0.1478,0.0004,0.1478,0.0000,0.0004,0.180,-0.008,11.80,0.000,72.2
1.103,0.1551,0.0004,0.1551,0.0000,0.0004,0.180,-0.008,11.80,0.000,72.2
1.155,0.1623,0.0005,0.1623,0.0000,0.0005,0.180,-0.010,11.80,0.000,72.2
1.195,0.1733,0.0005,0.1733,0.0000,0.0005,0.180,-0.012,11.80,0.000,72.2
1.241,0.1807,0.0006,0.1807,0.0000,0.0006,0.180,-0.012,11.82,0.000,73.3
1.298,0.1880,0.0006,0.1880,0.0000,0.0006,0.180,-0.013,11.82,0.000,73.3
1.344,0.1990,0.0007,0.1990,0.0000,0.0007,0.180,-0.012,11.80,0.000,72.2
1.403,0.2064,0.0007,0.2064,0.0000,0.0007,0.180,-0.012,11.82,0.000,73.3
1.450,0.2137,0.0008,0.2137,0.0000,0.0008,0.180,-0.012,11.80,0.000,72.2
1.502,0.2247,0.0008,0.2247,0.0000,0.0008,0.180,-0.010,11.80,0.000,72.2
1.541,0.2320,0.0008,0.2320,0.0000,0.0008,0.180,-0.007,11.82,0.000,73.3
1.599,0.2391,0.0008,0.2391,0.0000,0.0008,0.180,-0.007,11.78,0.000,71.1
1.645,0.2499,0.0008,0.2499,0.0000,0.0008,0.180,-0.006,11.82,0.000,73.3
1.700,0.2572,0.0008,0.2572,0.0000,0.0008,0.180,-0.004,11.80,0.000,72.2
1.750,0.2642,0.0008,0.2642,0.0000,0.0008,0.180,-0.003,11.78,0.000,71.1
1.808,0.2752,0.0008,0.2752,0.0000,0.0008,0.180,-0.003,11.82,0.000,73.3
1.855,0.2826,0.0008,0.2826,0.0000,0.0008,0.180,-0.003,11.84,0.000,74.4
1.900,0.2934,0.0008,0.2934,0.0000,0.0008,0.180,-0.003,11.80,0.000,72.2
1.942,0.3005,0.0008,0.3005,0.0000,0.0008,0.180,-0.003,11.82,0.000,73.3
2.004,0.3079,0.0008,0.3079,0.0000,0.0008,0.180,-0.003,11.82,0.000,73.3
2.044,0.3186,0.0008,0.3186,0.0000,0.0008,0.180,-0.002,11.78,0.000,71.1
2.097,0.3257,0.0008,0.3257,0.0000,0.0008,0.180,-0.003,11.84,0.000,74.4
2.151,0.3330,0.0008,0.3330,0.0000,0.0008,0.180,-0.003,11.82,0.000,73.3
