t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.002,-0.0016,0.0507,0.0000,0.0507,0.0016,0.180,0.128,12.090,0.000,88.330
0.113,-0.0016,0.0507,0.0000,0.0507,0.0016,0.180,0.128,12.090,0.000,88.330
0.115,-0.0016,0.0507,0.0000,0.0507,0.0016,0.180,0.128,12.110,0.000,89.440
0.138,-0.0016,0.0507,0.0000,0.0507,0.0016,0.180,0.128,12.110,0.000,89.440
0.176,-0.0016,0.0507,0.0000,0.0507,0.0016,0.180,0.128,12.040,0.000,85.550
0.244,-0.0007,0.0506,0.0000,0.0506,0.0007,0.180,0.138,12.040,0.000,85.550
0.285,0.0048,0.0500,0.0000,0.0500,0.0048,0.180,0.150,12.060,0.000,86.660
0.329,0.0157,0.0489,0.0000,0.0489,0.0157,0.180,0.141,12.060,0.000,86.660
0.375,0.0234,0.0481,0.0000,0.0481,0.0234,0.180,0.141,12.080,0.000,87.770
0.434,0.0313,0.0474,0.0000,0.0474,0.0313,0.180,0.129,12.060,0.000,86.660
0.473,0.0428,0.0465,0.0000,0.0465,0.0428,0.180,0.110,12.060,0.000,86.660
0.556,0.0504,0.0460,0.0504,0.0000,0.0460,0.180,0.099,12.060,0.000,86.660
0.584,0.0581,0.0454,0.0581,0.0000,0.0454,0.180,0.074,12.060,0.000,86.660
0.628,0.0696,0.0447,0.0696,0.0000,0.0447,0.180,0.068,12.060,0.000,86.660
0.671,0.0773,0.0442,0.0773,0.0000,0.0442,0.180,0.061,12.060,0.000,86.660
0.732,0.0847,0.0438,0.0847,0.0000,0.0438,0.180,0.061,12.040,0.000,85.550
0.777,0.0962,0.0432,0.0962,0.0000,0.0432,0.180,0.055,12.060,0.000,86.660
0.837,0.1040,0.0428,0.1040,0.0000,0.0428,0.180,0.052,12.080,0.000,87.770
0.882,0.1116,0.0425,0.1116,0.0000,0.0425,0.180,0.044,12.060,0.000,86.660
0.927,0.1231,0.0419,0.1231,0.0000,0.0419,0.180,0.041,12.060,0.000,86.660
0.976,0.1310,0.0416,0.1310,0.0000,0.0416,0.180,0.041,12.080,0.000,87.770
1.032,0.1386,0.0412,0.1386,0.0000,0.0412,0.180,0.039,12.060,0.000,86.660
1.076,0.1501,0.0407,0.1501,0.0000,0.0407,0.180,0.035,12.080,0.000,87.770
1.136,0.1579,0.0404,0.1579,0.0000,0.0404,0.180,0.033,12.060,0.000,86.660
1.178,0.1654,0.0401,0.1654,0.0000,0.0401,0.180,0.031,12.060,0.000,86.660
1.240,0.1769,0.0396,0.1769,0.0000,0.0396,0.180,0.029,12.060,0.000,86.660
1.275,0.1845,0.0394,0.1845,0.0000,0.0394,0.180,0.027,12.060,0.000,86.660
1.332,0.1920,0.0391,0.1920,0.0000,0.0391,0.180,0.024,12.060,0.000,86.660
1.371,0.2036,0.0387,0.2036,0.0000,0.0387,0.180,0.021,12.060,0.000,86.660
1.437,0.2113,0.0384,0.2113,0.0000,0.0384,0.180,0.021,12.060,0.000,86.660
1.476,0.2230,0.0380,0.2230,0.0000,0.0380,0.180,0.017,12.060,0.000,86.660
1.538,0.2307,0.0378,0.2307,0.0000,0.0378,0.180,0.014,12.080,0.000,87.770
1.571,0.2385,0.0375,0.2385,0.0000,0.0375,0.180,0.010,12.040,0.000,85.550
1.630,0.2462,0.0373,0.2462,0.0000,0.0373,0.180,0.007,12.060,0.000,86.660
1.670,0.2578,0.0370,0.2578,0.0000,0.0370,0.180,0.007,12.060,0.000,86.660
1.737,0.2655,0.0368,0.2655,0.0000,0.0368,0.180,0.007,12.060,0.000,86.660
1.776,0.2769,0.0365,0.2769,0.0000,0.0365,0.180,0.006,12.060,0.000,86.660
1.832,0.2845,0.0362,0.2845,0.0000,0.0362,0.180,0.006,12.080,0.000,87.770
1.884,0.2921,0.0360,0.2921,0.0000,0.0360,0.180,0.008,12.060,0.000,86.660
1.932,0.3035,0.0357,0.3035,0.0000,0.0357,0.180,0.008,12.060,0.000,86.660
1.973,0.3112,0.0355,0.3112,0.0000,0.0355,0.180,0.009,12.060,0.000,86.660
2.036,0.3190,0.0352,0.3190,0.0000,0.0352,0.180,0.011,12.080,0.000,87.770
2.076,0.3306,0.0349,0.3306,0.0000,0.0349,0.180,0.012,12.060,0.000,86.660
2.137,0.3383,0.0346,0.3383,0.0000,0.0346,0.180,0.013,12.060,0.000,86.660
2.181,0.3460,0.0344,0.3460,0.0000,0.0344,0.180,0.014,12.060,0.000,86.660
2.229,0.3575,0.0340,0.3575,0.0000,0.0340,0.180,0.015,12.060,0.000,86.660
2.272,0.3651,0.0338,0.3651,0.0000,0.0338,0.180,0.015,12.060,0.000,86.660
2.337,0.3728,0.0335,0.3728,0.0000,0.0335,0.180,0.015,12.040,0.000,85.550
2.374,0.3843,0.0332,0.3843,0.0000,0.0332,0.180,0.014,12.060,0.000,86.660
2.438,0.3919,0.0329,0.3919,0.0000,0.0329,0.180,0.014,12.060,0.000,86.660
2.479,0.3994,0.0327,0.3994,0.0000,0.0327,0.180,0.014,12.060,0.000,86.660
2.528,0.4110,0.0324,0.4110,0.0000,0.0324,0.180,0.012,12.060,0.000,86.660
2.576,0.4188,0.0321,0.4188,0.0000,0.0321,0.180,0.012,12.080,0.000,87.770
2.635,0.4264,0.0319,0.4264,0.0000,0.0319,0.180,0.011,12.060,0.000,86.660
2.674,0.4381,0.0316,0.4381,0.0000,0.0316,0.180,0.008,12.060,0.000,86.660
2.735,0.4460,0.0314,0.4460,0.0000,0.0314,0.180,0.008,12.060,0.000,86.660
2.781,0.4536,0.0312,0.4536,0.0000,0.0312,0.180,0.005,12.060,0.000,86.660
2.826,0.4651,0.0309,0.4651,0.0000,0.0309,0.180,0.004,12.060,0.000,86.660
2.872,0.4729,0.0307,0.4729,0.0000,0.0307,0.180,0.004,12.060,0.000,86.660
2.933,0.4803,0.0305,0.4803,0.0000,0.0305,0.180,0.003,12.060,0.000,86.660
2.973,0.4918,0.0302,0.4918,0.0000,0.0302,0.180,0.003,12.060,0.000,86.660
3.035,0.4995,0.0300,0.4995,0.0000,0.0300,0.180,0.005,12.060,0.000,86.660
3.082,0.5070,0.0298,0.5070,0.0000,0.0298,0.180,0.006,12.060,0.000,86.660
3.127,0.5185,0.0295,0.5185,0.0000,0.0295,0.180,0.008,12.060,0.000,86.660
3.173,0.5263,0.0292,0.5263,0.0000,0.0292,0.180,0.008,12.060,0.000,86.660
3.232,0.5340,0.0290,0.5340,0.0000,0.0290,0.180,0.009,12.040,0.000,85.550
3.274,0.5456,0.0287,0.5456,0.0000,0.0287,0.180,0.011,12.060,0.000,86.660
3.335,0.5533,0.0284,0.5533,0.0000,0.0284,0.180,0.012,12.060,0.000,86.660
3.377,0.5610,0.0282,0.5610,0.0000,0.0282,0.180,0.014,12.060,0.000,86.660
3.425,0.5724,0.0279,0.5724,0.0000,0.0279,0.180,0.014,12.060,0.000,86.660
3.473,0.5801,0.0276,0.5801,0.0000,0.0276,0.180,0.014,12.060,0.000,86.660
3.533,0.5878,0.0274,0.5878,0.0000,0.0274,0.180,0.015,12.060,0.000,86.660
3.573,0.5992,0.0270,0.5992,0.0000,0.0270,0.180,0.015,12.040,0.000,85.550
3.637,0.6068,0.0268,0.6068,0.0000,0.0268,0.180,0.014,12.060,0.000,86.660
3.675,0.6183,0.0265,0.6183,0.0000,0.0265,0.180,0.012,12.060,0.000,86.660
3.737,0.6261,0.0263,0.6261,0.0000,0.0263,0.180,0.012,12.060,0.000,86.660
3.784,0.6337,0.0260,0.6337,0.0000,0.0260,0.180,0.008,12.060,0.000,86.660
3.828,0.6454,0.0257,0.6454,0.0000,0.0257,0.180,0.008,12.060,0.000,86.660
3.873,0.6533,0.0255,0.6533,0.0000,0.0255,0.180,0.008,12.060,0.000,86.660
3.934,0.6609,0.0253,0.6609,0.0000,0.0253,0.180,0.005,12.060,0.000,86.660
3.975,0.6724,0.0250,0.6724,0.0000,0.0250,0.180,0.004,12.060,0.000,86.660
4.024,0.6802,0.0248,0.6802,0.0000,0.0248,0.180,0.004,12.060,0.000,86.660
4.083,0.6877,0.0246,0.6877,0.0000,0.0246,0.180,0.004,12.060,0.000,86.660
4.129,0.6991,0.0243,0.6991,0.0000,0.0243,0.180,0.006,12.080,0.000,87.770
4.172,0.7068,0.0241,0.7068,0.0000,0.0241,0.180,0.006,12.060,0.000,86.660
4.235,0.7143,0.0240,0.7143,0.0000,0.0240,0.180,0.006,12.060,0.000,86.660
4.273,0.7257,0.0236,0.7257,0.0000,0.0236,0.180,0.007,12.060,0.000,86.660
4.336,0.7336,0.0234,0.7336,0.0000,0.0234,0.180,0.009,12.080,0.000,87.770
4.389,0.7413,0.0232,0.7413,0.0000,0.0232,0.180,0.011,12.080,0.000,87.770
4.426,0.7528,0.0229,0.7528,0.0000,0.0229,0.180,0.013,12.040,0.000,85.550
4.473,0.7606,0.0226,0.7606,0.0000,0.0226,0.180,0.013,12.080,0.000,87.770
4.535,0.7683,0.0224,0.7683,0.0000,0.0224,0.180,0.014,12.060,0.000,86.660
4.575,0.7797,0.0221,0.7797,0.0000,0.0221,0.180,0.015,12.060,0.000,86.660
4.637,0.7874,0.0219,0.7874,0.0000,0.0219,0.180,0.014,12.060,0.000,86.660
4.681,0.7950,0.0216,0.7950,0.0000,0.0216,0.180,0.015,12.060,0.000,86.660
4.730,0.8065,0.0213,0.8065,0.0000,0.0213,0.180,0.013,12.060,0.000,86.660
4.771,0.8140,0.0211,0.8140,0.0000,0.0211,0.180,0.013,12.060,0.000,86.660
4.833,0.8218,0.0209,0.8218,0.0000,0.0209,0.180,0.013,12.080,0.000,87.770
4.873,0.8333,0.0205,0.8333,0.0000,0.0205,0.180,0.011,12.080,0.000,87.770
4.935,0.8409,0.0203,0.8409,0.0000,0.0203,0.180,0.009,12.060,0.000,86.660
4.983,0.8489,0.0201,0.8489,0.0000,0.0201,0.180,0.006,12.060,0.000,86.660
5.041,0.8606,0.0199,0.8606,0.0000,0.0199,0.180,0.006,12.060,0.000,86.660
5.072,0.8681,0.0197,0.8681,0.0000,0.0197,0.180,0.004,12.060,0.000,86.660
5.131,0.8759,0.0195,0.8759,0.0000,0.0195,0.180,0.002,12.080,0.000,87.770
5.171,0.8874,0.0192,0.8874,0.0000,0.0192,0.180,0.002,12.080,0.000,87.770
5.235,0.8949,0.0190,0.8949,0.0000,0.0190,0.180,0.002,12.060,0.000,86.660
5.276,0.9026,0.0189,0.9026,0.0000,0.0189,0.180,0.001,12.080,0.000,87.770
5.340,0.9140,0.0186,0.9140,0.0000,0.0186,0.180,0.002,12.060,0.000,86.660
5.386,0.9216,0.0184,0.9216,0.0000,0.0184,0.180,0.004,12.060,0.000,86.660
5.430,0.9329,0.0181,0.9329,0.0000,0.0181,0.180,0.005,12.060,0.000,86.660
5.472,0.9408,0.0180,0.9408,0.0000,0.0180,0.180,0.005,12.060,0.000,86.660
5.538,0.9484,0.0178,0.9484,0.0000,0.0178,0.180,0.005,12.060,0.000,86.660
5.574,0.9600,0.0175,0.9600,0.0000,0.0175,0.180,0.005,12.060,0.000,86.660
5.637,0.9678,0.0173,0.9678,0.0000,0.0173,0.180,0.007,12.080,0.000,87.770
5.686,0.9756,0.0171,0.9756,0.0000,0.0171,0.180,0.009,12.060,0.000,86.660
5.730,0.9870,0.0168,0.9870,0.0000,0.0168,0.180,0.009,12.060,0.000,86.660
5.771,0.9946,0.0166,0.9946,0.0000,0.0166,0.180,0.010,12.060,0.000,86.660
5.833,1.0023,0.0164,1.0023,0.0000,0.0164,0.180,0.010,12.080,0.000,87.770
5.881,1.0137,0.0161,1.0137,0.0000,0.0161,0.180,0.010,12.040,0.000,85.550
5.938,1.0213,0.0159,1.0213,0.0000,0.0159,0.180,0.011,12.060,0.000,86.660
5.983,1.0291,0.0157,1.0291,0.0000,0.0157,0.180,0.009,12.060,0.000,86.660
6.028,1.0406,0.0154,1.0406,0.0000,0.0154,0.180,0.007,12.080,0.000,87.770
6.076,1.0482,0.0152,1.0482,0.0000,0.0152,0.180,0.007,12.060,0.000,86.660
6.137,1.0561,0.0150,1.0561,0.0000,0.0150,0.180,0.005,12.060,0.000,86.660
6.177,1.0678,0.0147,1.0678,0.0000,0.0147,0.180,0.003,12.060,0.000,86.660
6.235,1.0753,0.0146,1.0753,0.0000,0.0146,0.180,0.002,12.060,0.000,86.660
6.283,1.0832,0.0144,1.0832,0.0000,0.0144,0.180,-0.001,12.080,0.000,87.770
6.328,1.0947,0.0142,1.0947,0.0000,0.0142,0.180,-0.001,12.060,0.000,86.660
6.371,1.1022,0.0140,1.1022,0.0000,0.0140,0.180,-0.002,12.060,0.000,86.660
6.433,1.1098,0.0139,1.1098,0.0000,0.0139,0.180,-0.002,12.060,0.000,86.660
6.474,1.1213,0.0136,1.1213,0.0000,0.0136,0.180,-0.002,12.080,0.000,87.770
6.540,1.1288,0.0135,1.1288,0.0000,0.0135,0.180,-0.000,12.060,0.000,86.660
6.587,1.1365,0.0133,1.1365,0.0000,0.0133,0.180,0.001,12.060,0.000,86.660
6.626,1.1481,0.0130,1.1481,0.0000,0.0130,0.180,0.002,12.080,0.000,87.770
6.685,1.1558,0.0129,1.1558,0.0000,0.0129,0.178,0.003,12.040,0.000,85.550
6.738,1.1669,0.0126,1.1669,0.0000,0.0126,0.178,0.003,12.040,0.000,85.550
6.804,1.1747,0.0124,1.1747,0.0000,0.0124,0.173,0.005,12.020,0.000,84.440
6.837,1.1823,0.0122,1.1823,0.0000,0.0122,0.173,0.005,12.020,0.000,84.440
6.874,1.1925,0.0120,1.1925,0.0000,0.0120,0.170,0.006,12.060,0.000,86.660
6.950,1.2000,0.0118,1.2000,0.0000,0.0118,0.165,0.008,12.060,0.000,86.660
6.985,1.2071,0.0116,1.2071,0.0000,0.0116,0.163,0.008,12.040,0.000,85.550
7.042,1.2175,0.0114,1.2175,0.0000,0.0114,0.160,0.009,12.040,0.000,85.550
7.072,1.2245,0.0112,1.2245,0.0000,0.0112,0.160,0.009,12.040,0.000,85.550
7.137,1.2312,0.0110,1.2312,0.0000,0.0110,0.158,0.009,12.040,0.000,85.550
7.181,1.2413,0.0108,1.2413,0.0000,0.0108,0.156,0.009,12.040,0.000,85.550
7.237,1.2480,0.0106,1.2480,0.0000,0.0106,0.153,0.010,12.040,0.000,85.550
7.281,1.2543,0.0104,1.2543,0.0000,0.0104,0.151,0.008,12.040,0.000,85.550
7.329,1.2641,0.0102,1.2641,0.0000,0.0102,0.146,0.007,12.060,0.000,86.660
7.375,1.2705,0.0101,1.2705,0.0000,0.0101,0.146,0.007,12.040,0.000,85.550
7.472,1.2768,0.0099,1.2768,0.0000,0.0099,0.144,0.006,12.040,0.000,85.550
7.473,1.2859,0.0097,1.2859,0.0000,0.0097,0.144,0.006,12.040,0.000,85.550
7.537,1.2918,0.0096,1.2918,0.0000,0.0096,0.139,0.005,12.040,0.000,85.550
7.582,1.3008,0.0094,1.3008,0.0000,0.0094,0.135,0.005,12.040,0.000,85.550
7.624,1.3063,0.0092,1.3063,0.0000,0.0092,0.133,0.005,12.040,0.000,85.550
7.681,1.3118,0.0091,1.3118,0.0000,0.0091,0.133,0.005,12.040,0.000,85.550
7.730,1.3199,0.0089,1.3199,0.0000,0.0089,0.129,0.006,12.040,0.000,85.550
7.773,1.3256,0.0088,1.3256,0.0000,0.0088,0.129,0.006,12.040,0.000,85.550
7.836,1.3308,0.0087,1.3308,0.0000,0.0087,0.127,0.006,12.040,0.000,85.550
7.873,1.3389,0.0085,1.3389,0.0000,0.0085,0.126,0.007,12.040,0.000,85.550
7.948,1.3439,0.0084,1.3439,0.0000,0.0084,0.122,0.010,12.040,0.000,85.550
7.977,1.3492,0.0082,1.3492,0.0000,0.0082,0.122,0.010,12.040,0.000,85.550
