t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.00,0.000,83.3
0.010,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.00,0.000,83.3
0.069,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.001,11.84,0.000,74.4
0.113,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.001,11.65,0.000,63.9
0.173,0.0025,0.0000,0.0025,0.0000,0.0000,0.179,-0.001,11.69,0.000,66.1
0.218,0.0078,0.0000,0.0078,0.0000,0.0000,0.180,-0.005,11.78,0.000,71.1
0.263,0.0182,0.0001,0.0182,0.0000,0.0001,0.180,-0.005,11.76,0.000,70.0
0.313,0.0254,0.0001,0.0254,0.0000,0.0001,0.180,-0.007,11.76,0.000,70.0
0.369,0.0325,0.0001,0.0325,0.0000,0.0001,0.180,-0.009,11.78,0.000,71.1
0.412,0.0435,0.0002,0.0435,0.0000,0.0002,0.180,-0.009,11.76,0.000,70.0
0.490,0.0506,0.0003,0.0506,0.0000,0.0003,0.180,-0.012,11.80,0.000,72.2
0.516,0.0580,0.0003,0.0580,0.0000,0.0003,0.180,-0.012,11.80,0.000,72.2
0.560,0.0691,0.0004,0.0691,0.0000,0.0004,0.180,-0.013,11.76,0.000,70.0
0.608,0.0763,0.0004,0.0763,0.0000,0.0004,0.180,-0.013,11.76,0.000,70.0
0.668,0.0835,0.0005,0.0835,0.0000,0.0005,0.180,-0.013,11.76,0.000,70.0
0.729,0.0944,0.0005,0.0944,0.0000,0.0005,0.180,-0.011,11.76,0.000,70.0
0.771,0.1016,0.0006,0.1016,0.0000,0.0006,0.180,-0.010,11.76,0.000,70.0
0.818,0.1126,0.0006,0.1126,0.0000,0.0006,0.180,-0.010,11.78,0.000,71.1
0.873,0.1199,0.0006,0.1199,0.0000,0.0006,0.180,-0.007,11.76,0.000,70.0
0.919,0.1270,0.0006,0.1270,0.0000,0.0006,0.180,-0.005,11.76,0.000,70.0
