t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,-0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.020,12.02,0.000,84.4
0.045,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.004,11.87,0.000,76.1
0.106,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.012,11.71,0.000,67.2
0.153,0.0030,0.0000,0.0030,0.0000,0.0000,0.180,-0.005,11.80,0.000,72.2
0.193,0.0127,0.0001,0.0127,0.0000,0.0001,0.180,-0.017,11.84,0.000,74.4
0.243,0.0201,0.0001,0.0201,0.0000,0.0001,0.180,-0.018,11.80,0.000,72.2
0.296,0.0276,0.0002,0.0276,0.0000,0.0002,0.180,0.017,11.82,0.000,73.3
0.343,0.0350,0.0002,0.0350,0.0000,0.0002,0.180,-0.011,11.82,0.000,73.3
0.397,0.0461,0.0002,0.0461,0.0000,0.0002,0.180,0.004,11.80,0.000,72.2
0.448,0.0539,0.0002,0.0539,0.0000,0.0002,0.180,0.013,11.84,0.000,74.4
0.493,0.0657,0.0002,0.0657,0.0000,0.0002,0.180,-0.002,11.78,0.000,71.1
0.535,0.0732,0.0002,0.0732,0.0000,0.0002,0.180,-0.001,11.78,0.000,71.1
0.598,0.0805,0.0002,0.0805,0.0000,0.0002,0.180,-0.010,11.82,0.000,73.3
0.637,0.0921,0.0002,0.0921,0.0000,0.0002,0.180,0.007,11.80,0.000,72.2
0.698,0.0998,0.0002,0.0998,0.0000,0.0002,0.180,-0.006,11.80,0.000,72.2
0.747,0.1074,0.0002,0.1074,0.0000,0.0002,0.180,0.005,11.82,0.000,73.3
0.805,0.1190,0.0002,0.1190,0.0000,0.0002,0.180,-0.001,11.80,0.000,72.2
0.833,0.1268,0.0002,0.1268,0.0000,0.0002,0.180,0.001,11.78,0.000,71.1
0.897,0.1339,0.0002,0.1339,0.0000,0.0002,0.180,-0.008,11.82,0.000,73.3
0.949,0.1455,0.0002,0.1455,0.0000,0.0002,0.180,0.003,11.82,0.000,73.3
1.000,0.1533,0.0002,0.1533,0.0000,0.0002,0.180,-0.000,11.80,0.000,72.2
1.042,0.1644,0.0002,0.1644,0.0000,0.0002,0.180,-0.001,11.82,0.000,73.3
1.099,0.1716,0.0002,0.1716,0.0000,0.0002,0.180,-0.011,11.82,0.000,73.3
1.160,0.1795,0.0002,0.1795,0.0000,0.0002,0.180,-0.027,11.82,0.000,73.3
1.188,0.1910,0.0002,0.1910,0.0000,0.0002,0.180,-0.024,11.80,0.000,72.2
