t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.00,0.000,83.3
0.003,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.00,0.000,83.3
0.079,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.85,0.000,75.0
0.112,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.048,11.67,0.000,65.0
0.171,0.0062,0.0000,0.0062,0.0000,0.0000,0.180,-0.050,11.78,0.000,71.1
0.193,0.0134,0.0000,0.0134,0.0000,0.0000,0.180,-0.050,11.82,0.000,73.3
0.257,0.0213,0.0001,0.0213,0.0000,0.0001,0.180,-0.042,11.80,0.000,72.2
0.331,0.0291,0.0000,0.0291,0.0000,0.0000,0.180,-0.042,11.80,0.000,72.2
0.365,0.0405,-0.0000,0.0405,0.0000,0.0000,0.180,-0.033,11.80,0.000,72.2
0.395,0.0483,-0.0000,0.0483,0.0000,0.0000,0.180,-0.025,11.80,0.000,72.2
0.453,0.0561,-0.0001,0.0561,0.0000,0.0001,0.180,-0.025,11.80,0.000,72.2
0.492,0.0675,-0.0002,0.0675,0.0000,0.0002,0.180,-0.019,11.78,0.000,71.1
0.567,0.0752,-0.0003,0.0752,0.0000,0.0003,0.180,-0.017,11.78,0.000,71.1
0.598,0.0868,-0.0004,0.0868,0.0000,0.0004,0.180,-0.012,11.80,0.000,72.2
0.667,0.0941,-0.0005,0.0941,0.0000,0.0005,0.180,-0.012,11.76,0.000,70.0
0.707,0.1016,-0.0006,0.1016,0.0000,0.0006,0.180,-0.010,11.78,0.000,71.1
0.752,0.1132,-0.0008,0.1132,0.0000,0.0008,0.180,-0.009,11.80,0.000,72.2
0.809,0.1209,-0.0009,0.1209,0.0000,0.0009,0.180,-0.008,11.76,0.000,70.0
0.855,0.1280,-0.0010,0.1280,0.0000,0.0010,0.180,-0.008,11.80,0.000,72.2
0.896,0.1396,-0.0011,0.1396,0.0000,0.0011,0.180,-0.011,11.80,0.000,72.2
0.946,0.1474,-0.0012,0.1474,0.0000,0.0012,0.180,-0.013,11.78,0.000,71.1
1.006,0.1550,-0.0013,0.1550,0.0000,0.0013,0.180,-0.013,11.78,0.000,71.1
1.052,0.1663,-0.0015,0.1663,0.0000,0.0015,0.180,-0.016,11.80,0.000,72.2
1.102,0.1741,-0.0015,0.1741,0.0000,0.0015,0.180,-0.017,11.78,0.000,71.1
