t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.003,11.98,0.000,82.2
0.032,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.003,11.98,0.000,82.2
0.103,0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.003,11.63,0.000,62.8
0.132,0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.003,11.63,0.000,62.8
0.194,0.0052,0.0000,0.0052,0.0000,0.0000,0.179,-0.004,11.74,0.000,68.9
0.243,0.0116,0.0000,0.0116,0.0000,0.0000,0.180,-0.004,11.76,0.000,70.0
0.288,0.0223,0.0001,0.0223,0.0000,0.0001,0.180,-0.006,11.76,0.000,70.0
0.332,0.0294,0.0001,0.0294,0.0000,0.0001,0.180,-0.006,11.74,0.000,68.9
0.394,0.0365,0.0001,0.0365,0.0000,0.0001,0.180,-0.007,11.74,0.000,68.9
0.436,0.0473,0.0002,0.0473,0.0000,0.0002,0.180,-0.008,11.74,0.000,68.9
0.493,0.0545,0.0002,0.0545,0.0000,0.0002,0.180,-0.009,11.76,0.000,70.0
0.538,0.0617,0.0003,0.0617,0.0000,0.0003,0.180,-0.009,11.74,0.000,68.9
0.593,0.0726,0.0003,0.0726,0.0000,0.0003,0.180,-0.009,11.74,0.000,68.9
0.634,0.0798,0.0004,0.0798,0.0000,0.0004,0.180,-0.011,11.74,0.000,68.9
0.690,0.0872,0.0004,0.0872,0.0000,0.0004,0.180,-0.012,11.76,0.000,70.0
0.736,0.0983,0.0005,0.0983,0.0000,0.0005,0.180,-0.012,11.74,0.000,68.9
0.801,0.1057,0.0005,0.1057,0.0000,0.0005,0.180,-0.013,11.74,0.000,68.9
0.837,0.1127,0.0006,0.1127,0.0000,0.0006,0.180,-0.011,11.76,0.000,70.0
0.885,0.1235,0.0006,0.1235,0.0000,0.0006,0.180,-0.011,11.74,0.000,68.9
0.951,0.1309,0.0006,0.1309,0.0000,0.0006,0.180,-0.010,11.74,0.000,68.9
0.997,0.1382,0.0007,0.1382,0.0000,0.0007,0.180,-0.007,11.74,0.000,68.9
1.031,0.1490,0.0007,0.1490,0.0000,0.0007,0.180,-0.007,11.78,0.000,71.1
1.098,0.1563,0.0007,0.1563,0.0000,0.0007,0.180,-0.007,11.76,0.000,70.0
1.137,0.1634,0.0007,0.1634,0.0000,0.0007,0.180,-0.005,11.76,0.000,70.0
1.181,0.1742,0.0007,0.1742,0.0000,0.0007,0.180,-0.005,11.74,0.000,68.9
1.293,0.1815,0.0007,0.1815,0.0000,0.0007,0.180,-0.005,11.76,0.000,70.0
1.296,0.1887,0.0007,0.1887,0.0000,0.0007,0.180,-0.005,11.76,0.000,70.0
1.336,0.1996,0.0007,0.1996,0.0000,0.0007,0.180,-0.005,11.76,0.000,70.0
1.390,0.2069,0.0008,0.2069,0.0000,0.0008,0.180,-0.005,11.74,0.000,68.9
