t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.046,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.087,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.404,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.405,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.406,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.407,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.407,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.408,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.446,0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.491,0.0000,-0.0000,0.0000,0.0000,0.0000,0.173,-0.000,11.840,0.000,74.440
0.541,0.0027,-0.0000,0.0027,0.0000,0.0000,0.173,-0.000,11.840,0.000,74.440
0.588,0.0078,-0.0001,0.0078,0.0000,0.0001,0.179,0.007,11.850,0.000,75.000
0.644,0.0142,-0.0001,0.0142,0.0000,0.0001,0.179,0.007,11.890,0.000,77.220
0.688,0.0251,-0.0003,0.0251,0.0000,0.0003,0.180,0.010,11.910,0.000,78.330
0.746,0.0324,-0.0004,0.0324,0.0000,0.0004,0.180,0.010,11.890,0.000,77.220
0.791,0.0396,-0.0004,0.0396,0.0000,0.0004,0.180,0.011,11.890,0.000,77.220
0.840,0.0505,-0.0006,0.0505,0.0000,0.0006,0.180,0.011,11.890,0.000,77.220
0.895,0.0579,-0.0007,0.0579,0.0000,0.0007,0.180,0.011,11.890,0.000,77.220
0.940,0.0689,-0.0009,0.0689,0.0000,0.0009,0.180,0.011,11.870,0.000,76.110
0.991,0.0761,-0.0010,0.0761,0.0000,0.0010,0.180,0.011,11.890,0.000,77.220
1.056,0.0835,-0.0011,0.0835,0.0000,0.0011,0.180,0.011,11.890,0.000,77.220
1.088,0.0944,-0.0012,0.0944,0.0000,0.0012,0.180,0.011,11.870,0.000,76.110
1.138,0.1016,-0.0013,0.1016,0.0000,0.0013,0.180,0.011,11.890,0.000,77.220
1.192,0.1090,-0.0014,0.1090,0.0000,0.0014,0.180,0.012,11.890,0.000,77.220
1.240,0.1199,-0.0016,0.1199,0.0000,0.0016,0.180,0.012,11.870,0.000,76.110
1.288,0.1271,-0.0017,0.1271,0.0000,0.0017,0.180,0.012,11.890,0.000,77.220
1.348,0.1343,-0.0018,0.1343,0.0000,0.0018,0.180,0.012,11.890,0.000,77.220
1.389,0.1451,-0.0019,0.1451,0.0000,0.0019,0.180,0.012,11.870,0.000,76.110
1.450,0.1523,-0.0020,0.1523,0.0000,0.0020,0.180,0.011,11.890,0.000,77.220
1.495,0.1596,-0.0021,0.1596,0.0000,0.0021,0.180,0.011,11.870,0.000,76.110
1.560,0.1704,-0.0022,0.1704,0.0000,0.0022,0.180,0.011,11.870,0.000,76.110
1.587,0.1775,-0.0023,0.1775,0.0000,0.0023,0.180,0.011,11.870,0.000,76.110
1.644,0.1848,-0.0024,0.1848,0.0000,0.0024,0.180,0.011,11.890,0.000,77.220
1.687,0.1956,-0.0025,0.1956,0.0000,0.0025,0.180,0.010,11.870,0.000,76.110
1.746,0.2028,-0.0026,0.2028,0.0000,0.0026,0.180,0.010,11.870,0.000,76.110
1.792,0.2100,-0.0027,0.2100,0.0000,0.0027,0.180,0.010,11.890,0.000,77.220
1.840,0.2209,-0.0028,0.2209,0.0000,0.0028,0.180,0.010,11.890,0.000,77.220
1.890,0.2282,-0.0029,0.2282,0.0000,0.0029,0.180,0.011,11.870,0.000,76.110
1.943,0.2354,-0.0030,0.2354,0.0000,0.0030,0.180,0.011,11.890,0.000,77.220
1.986,0.2464,-0.0031,0.2464,0.0000,0.0031,0.180,0.012,11.870,0.000,76.110
2.045,0.2537,-0.0032,0.2537,0.0000,0.0032,0.180,0.012,11.870,0.000,76.110
2.091,0.2610,-0.0033,0.2610,0.0000,0.0033,0.180,0.012,11.890,0.000,77.220
2.141,0.2720,-0.0034,0.2720,0.0000,0.0034,0.180,0.012,11.870,0.000,76.110
2.187,0.2793,-0.0035,0.2793,0.0000,0.0035,0.180,0.012,11.890,0.000,77.220
2.245,0.2865,-0.0036,0.2865,0.0000,0.0036,0.180,0.012,11.890,0.000,77.220
2.289,0.2976,-0.0037,0.2976,0.0000,0.0037,0.180,0.011,11.890,0.000,77.220
2.349,0.3047,-0.0038,0.3047,0.0000,0.0038,0.180,0.012,11.870,0.000,76.110
2.391,0.3120,-0.0039,0.3120,0.0000,0.0039,0.180,0.012,11.890,0.000,77.220
2.443,0.3230,-0.0041,0.3230,0.0000,0.0041,0.180,0.012,11.870,0.000,76.110
2.497,0.3302,-0.0041,0.3302,0.0000,0.0041,0.180,0.013,11.870,0.000,76.110
2.543,0.3410,-0.0043,0.3410,0.0000,0.0043,0.180,0.013,11.890,0.000,77.220
2.587,0.3484,-0.0044,0.3484,0.0000,0.0044,0.180,0.013,11.870,0.000,76.110
2.648,0.3554,-0.0045,0.3554,0.0000,0.0045,0.180,0.013,11.850,0.000,75.000
2.688,0.3662,-0.0046,0.3662,0.0000,0.0046,0.180,0.013,11.870,0.000,76.110
2.750,0.3735,-0.0047,0.3735,0.0000,0.0047,0.180,0.012,11.850,0.000,75.000
2.795,0.3806,-0.0048,0.3806,0.0000,0.0048,0.180,0.012,11.870,0.000,76.110
2.848,0.3914,-0.0049,0.3914,0.0000,0.0049,0.180,0.012,11.910,0.000,78.330
2.889,0.3987,-0.0050,0.3987,0.0000,0.0050,0.180,0.012,11.840,0.000,74.440
2.943,0.4054,-0.0051,0.4054,0.0000,0.0051,0.180,0.012,11.890,0.000,77.220
2.987,0.4162,-0.0052,0.4162,0.0000,0.0052,0.180,0.012,11.870,0.000,76.110
3.046,0.4234,-0.0053,0.4234,0.0000,0.0053,0.180,0.012,11.850,0.000,75.000
3.091,0.4307,-0.0053,0.4307,0.0000,0.0053,0.180,0.013,11.870,0.000,76.110
3.139,0.4417,-0.0055,0.4417,0.0000,0.0055,0.180,0.013,11.870,0.000,76.110
3.189,0.4489,-0.0056,0.4489,0.0000,0.0056,0.180,0.013,11.850,0.000,75.000
3.241,0.4562,-0.0057,0.4562,0.0000,0.0057,0.180,0.013,11.890,0.000,77.220
3.291,0.4672,-0.0058,0.4672,0.0000,0.0058,0.180,0.013,11.870,0.000,76.110
3.345,0.4744,-0.0059,0.4744,0.0000,0.0059,0.180,0.013,11.850,0.000,75.000
3.389,0.4819,-0.0060,0.4819,0.0000,0.0060,0.180,0.013,11.870,0.000,76.110
3.439,0.4928,-0.0061,0.4928,0.0000,0.0061,0.180,0.013,11.890,0.000,77.220
3.496,0.5001,-0.0062,0.5001,0.0000,0.0062,0.180,0.013,11.850,0.000,75.000
3.541,0.5109,-0.0063,0.5109,0.0000,0.0063,0.180,0.013,11.870,0.000,76.110
3.588,0.5184,-0.0064,0.5184,0.0000,0.0064,0.180,0.013,11.890,0.000,77.220
3.648,0.5255,-0.0065,0.5255,0.0000,0.0065,0.180,0.014,11.850,0.000,75.000
3.689,0.5363,-0.0066,0.5363,0.0000,0.0066,0.180,0.014,11.870,0.000,76.110
3.749,0.5437,-0.0067,0.5437,0.0000,0.0067,0.180,0.015,11.870,0.000,76.110
3.794,0.5508,-0.0068,0.5508,0.0000,0.0068,0.180,0.015,11.870,0.000,76.110
3.838,0.5616,-0.0069,0.5616,0.0000,0.0069,0.180,0.015,11.890,0.000,77.220
3.889,0.5690,-0.0070,0.5690,0.0000,0.0070,0.180,0.014,11.870,0.000,76.110
3.949,0.5760,-0.0071,0.5760,0.0000,0.0071,0.180,0.014,11.850,0.000,75.000
