t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.009,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.054,12.00,0.000,83.3
0.055,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.054,11.82,0.000,73.3
0.094,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.053,11.62,0.000,62.2
0.165,0.0031,0.0000,0.0031,0.0000,0.0000,0.180,-0.052,11.78,0.000,71.1
0.205,0.0134,0.0000,0.0134,0.0000,0.0000,0.180,-0.047,11.80,0.000,72.2
0.260,0.0214,0.0000,0.0214,0.0000,0.0000,0.180,-0.036,11.78,0.000,71.1
0.308,0.0291,-0.0000,0.0291,0.0000,0.0000,0.180,-0.029,11.78,0.000,71.1
0.361,0.0406,-0.0001,0.0406,0.0000,0.0001,0.180,-0.024,11.80,0.000,72.2
0.396,0.0484,-0.0001,0.0484,0.0000,0.0001,0.180,-0.022,11.80,0.000,72.2
0.459,0.0560,-0.0002,0.0560,0.0000,0.0002,0.180,-0.016,11.78,0.000,71.1
0.506,0.0675,-0.0003,0.0675,0.0000,0.0003,0.180,-0.016,11.76,0.000,70.0
0.553,0.0752,-0.0004,0.0752,0.0000,0.0004,0.180,-0.013,11.80,0.000,72.2
0.610,0.0831,-0.0005,0.0831,0.0000,0.0005,0.180,-0.009,11.80,0.000,72.2
0.653,0.0946,-0.0007,0.0946,0.0000,0.0007,0.180,-0.009,11.73,0.000,68.3
0.703,0.1021,-0.0008,0.1021,0.0000,0.0008,0.180,-0.009,11.78,0.000,71.1
0.811,0.1100,-0.0009,0.1100,0.0000,0.0009,0.180,-0.010,11.78,0.000,71.1
0.813,0.1215,-0.0010,0.1215,0.0000,0.0010,0.180,-0.010,11.74,0.000,68.9
0.853,0.1289,-0.0011,0.1289,0.0000,0.0011,0.180,-0.010,11.78,0.000,71.1
0.903,0.1367,-0.0012,0.1367,0.0000,0.0012,0.180,-0.011,11.78,0.000,71.1
0.953,0.1478,-0.0014,0.1478,0.0000,0.0014,0.180,-0.012,11.73,0.000,68.3
1.004,0.1551,-0.0015,0.1551,0.0000,0.0015,0.180,-0.011,11.76,0.000,70.0
1.056,0.1630,-0.0016,0.1630,0.0000,0.0016,0.180,-0.011,11.78,0.000,71.1
1.102,0.1746,-0.0017,0.1746,0.0000,0.0017,0.180,-0.009,11.74,0.000,68.9
1.158,0.1817,-0.0018,0.1817,0.0000,0.0018,0.180,-0.007,11.76,0.000,70.0
1.210,0.1897,-0.0019,0.1897,0.0000,0.0019,0.180,-0.007,11.80,0.000,72.2
1.261,0.2015,-0.0021,0.2015,0.0000,0.0021,0.180,-0.007,11.76,0.000,70.0
1.293,0.2087,-0.0022,0.2087,0.0000,0.0022,0.180,-0.007,11.73,0.000,68.3
1.353,0.2167,-0.0023,0.2167,0.0000,0.0023,0.180,-0.007,11.78,0.000,71.1
1.393,0.2285,-0.0025,0.2285,0.0000,0.0025,0.180,-0.007,11.78,0.000,71.1
1.456,0.2360,-0.0026,0.2360,0.0000,0.0026,0.180,-0.006,11.71,0.000,67.2
1.499,0.2437,-0.0027,0.2437,0.0000,0.0027,0.180,-0.004,11.80,0.000,72.2
1.547,0.2554,-0.0029,0.2554,0.0000,0.0029,0.180,-0.003,11.78,0.000,71.1
1.606,0.2625,-0.0030,0.2625,0.0000,0.0030,0.180,-0.003,11.71,0.000,67.2
1.650,0.2740,-0.0032,0.2740,0.0000,0.0032,0.180,-0.002,11.78,0.000,71.1
1.697,0.2818,-0.0034,0.2818,0.0000,0.0034,0.180,-0.000,11.78,0.000,71.1
1.761,0.2895,-0.0035,0.2895,0.0000,0.0035,0.180,-0.001,11.73,0.000,68.3
1.802,0.3010,-0.0037,0.3010,0.0000,0.0037,0.180,-0.001,11.76,0.000,70.0
1.847,0.3087,-0.0038,0.3087,0.0000,0.0038,0.180,-0.002,11.78,0.000,71.1
1.905,0.3165,-0.0040,0.3165,0.0000,0.0040,0.180,-0.002,11.74,0.000,68.9
1.954,0.3279,-0.0041,0.3279,0.0000,0.0041,0.180,-0.003,11.76,0.000,70.0
1.997,0.3355,-0.0042,0.3355,0.0000,0.0042,0.180,-0.005,11.78,0.000,71.1
2.057,0.3432,-0.0044,0.3432,0.0000,0.0044,0.180,-0.005,11.76,0.000,70.0
2.103,0.3547,-0.0045,0.3547,0.0000,0.0045,0.180,-0.006,11.74,0.000,68.9
2.162,0.3621,-0.0047,0.3621,0.0000,0.0047,0.180,-0.006,11.76,0.000,70.0
2.212,0.3699,-0.0048,0.3699,0.0000,0.0048,0.180,-0.006,11.76,0.000,70.0
2.256,0.3816,-0.0049,0.3816,0.0000,0.0049,0.180,-0.006,11.74,0.000,68.9
2.294,0.3891,-0.0051,0.3891,0.0000,0.0051,0.180,-0.006,11.76,0.000,70.0
2.359,0.3971,-0.0052,0.3971,0.0000,0.0052,0.180,-0.005,11.78,0.000,71.1
2.403,0.4089,-0.0054,0.4089,0.0000,0.0054,0.180,-0.005,11.74,0.000,68.9
2.459,0.4165,-0.0055,0.4165,0.0000,0.0055,0.180,-0.006,11.74,0.000,68.9
2.507,0.4244,-0.0056,0.4244,0.0000,0.0056,0.180,-0.005,11.78,0.000,71.1
2.553,0.4362,-0.0058,0.4362,0.0000,0.0058,0.180,-0.005,11.73,0.000,68.3
2.595,0.4438,-0.0059,0.4438,0.0000,0.0059,0.180,-0.005,11.74,0.000,68.9
2.657,0.4515,-0.0060,0.4515,0.0000,0.0060,0.180,-0.004,11.76,0.000,70.0
2.707,0.4631,-0.0062,0.4631,0.0000,0.0062,0.180,-0.003,11.80,0.000,72.2
2.748,0.4708,-0.0064,0.4708,0.0000,0.0064,0.180,-0.002,11.74,0.000,68.9
2.827,0.4783,-0.0065,0.4783,0.0000,0.0065,0.180,-0.002,11.76,0.000,70.0
2.854,0.4900,-0.0067,0.4900,0.0000,0.0067,0.180,-0.002,11.80,0.000,72.2
2.897,0.4978,-0.0068,0.4978,0.0000,0.0068,0.180,-0.001,11.74,0.000,68.9
2.960,0.5054,-0.0069,0.5054,0.0000,0.0069,0.180,-0.002,11.73,0.000,68.3
3.001,0.5169,-0.0071,0.5169,0.0000,0.0071,0.180,-0.002,11.80,0.000,72.2
3.059,0.5248,-0.0073,0.5248,0.0000,0.0073,0.180,-0.004,11.76,0.000,70.0
3.103,0.5322,-0.0074,0.5322,0.0000,0.0074,0.180,-0.004,11.76,0.000,70.0
3.158,0.5433,-0.0076,0.5433,0.0000,0.0076,0.180,-0.006,11.78,0.000,71.1
3.200,0.5510,-0.0077,0.5510,0.0000,0.0077,0.180,-0.006,11.76,0.000,70.0
3.257,0.5585,-0.0078,0.5585,0.0000,0.0078,0.180,-0.006,11.76,0.000,70.0
3.299,0.5699,-0.0080,0.5699,0.0000,0.0080,0.180,-0.006,11.78,0.000,71.1
3.361,0.5778,-0.0081,0.5778,0.0000,0.0081,0.180,-0.007,11.80,0.000,72.2
3.399,0.5853,-0.0082,0.5853,0.0000,0.0082,0.180,-0.007,11.73,0.000,68.3
3.445,0.5966,-0.0084,0.5966,0.0000,0.0084,0.180,-0.007,11.78,0.000,71.1
3.500,0.6046,-0.0085,0.6046,0.0000,0.0085,0.180,-0.006,11.80,0.000,72.2
3.558,0.6122,-0.0086,0.6122,0.0000,0.0086,0.180,-0.007,11.73,0.000,68.3
3.595,0.6239,-0.0088,0.6239,0.0000,0.0088,0.180,-0.006,11.78,0.000,71.1
3.658,0.6318,-0.0089,0.6318,0.0000,0.0089,0.180,-0.006,11.78,0.000,71.1
3.705,0.6397,-0.0090,0.6397,0.0000,0.0090,0.180,-0.006,11.80,0.000,72.2
3.777,0.6512,-0.0092,0.6512,0.0000,0.0092,0.180,-0.005,11.73,0.000,68.3
3.811,0.6589,-0.0093,0.6589,0.0000,0.0093,0.180,-0.002,11.78,0.000,71.1
3.856,0.6667,-0.0095,0.6667,0.0000,0.0095,0.180,-0.002,11.76,0.000,70.0
3.895,0.6782,-0.0097,0.6782,0.0000,0.0097,0.180,-0.000,11.74,0.000,68.9
3.958,0.6857,-0.0098,0.6857,0.0000,0.0098,0.180,0.001,11.78,0.000,71.1
4.002,0.6935,-0.0099,0.6935,0.0000,0.0099,0.180,0.001,11.76,0.000,70.0
4.048,0.7051,-0.0102,0.7051,0.0000,0.0102,0.180,0.001,11.74,0.000,68.9
4.095,0.7127,-0.0103,0.7127,0.0000,0.0103,0.180,0.001,11.78,0.000,71.1
4.158,0.7205,-0.0104,0.7205,0.0000,0.0104,0.180,0.000,11.78,0.000,71.1
4.198,0.7320,-0.0106,0.7320,0.0000,0.0106,0.180,0.000,11.76,0.000,70.0
4.259,0.7395,-0.0108,0.7395,0.0000,0.0108,0.180,-0.002,11.76,0.000,70.0
4.303,0.7473,-0.0109,0.7473,0.0000,0.0109,0.180,-0.002,11.80,0.000,72.2
4.353,0.7587,-0.0111,0.7587,0.0000,0.0111,0.180,-0.002,11.76,0.000,70.0
4.405,0.7662,-0.0112,0.7662,0.0000,0.0112,0.180,-0.002,11.74,0.000,68.9
4.455,0.7740,-0.0113,0.7740,0.0000,0.0113,0.180,-0.004,11.78,0.000,71.1
4.498,0.7854,-0.0115,0.7854,0.0000,0.0115,0.180,-0.004,11.78,0.000,71.1
4.562,0.7930,-0.0117,0.7930,0.0000,0.0117,0.180,-0.006,11.73,0.000,68.3
4.602,0.8008,-0.0118,0.8008,0.0000,0.0118,0.180,-0.006,11.80,0.000,72.2
4.653,0.8126,-0.0120,0.8126,0.0000,0.0120,0.180,-0.006,11.80,0.000,72.2
4.695,0.8204,-0.0121,0.8204,0.0000,0.0121,0.180,-0.007,11.74,0.000,68.9
