t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.051,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.001,12.020,0.000,84.440
0.094,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,0.001,11.730,0.000,68.330
0.154,0.0008,-0.0000,0.0008,0.0000,0.0000,0.180,0.001,11.760,0.000,70.000
0.197,0.0063,-0.0000,0.0063,0.0000,0.0000,0.180,0.006,11.800,0.000,72.220
0.244,0.0170,-0.0002,0.0170,0.0000,0.0002,0.180,0.023,11.850,0.000,75.000
0.291,0.0248,-0.0003,0.0248,0.0000,0.0003,0.180,0.024,11.820,0.000,73.330
0.351,0.0324,-0.0004,0.0324,0.0000,0.0004,0.180,0.024,11.840,0.000,74.440
0.393,0.0439,-0.0006,0.0439,0.0000,0.0006,0.180,0.027,11.850,0.000,75.000
0.451,0.0516,-0.0007,0.0516,0.0000,0.0007,0.180,0.027,11.820,0.000,73.330
0.496,0.0591,-0.0009,0.0591,0.0000,0.0009,0.180,0.027,11.840,0.000,74.440
0.544,0.0707,-0.0010,0.0707,0.0000,0.0010,0.180,0.029,11.850,0.000,75.000
0.596,0.0785,-0.0012,0.0785,0.0000,0.0012,0.180,0.029,11.820,0.000,73.330
0.692,0.0859,-0.0013,0.0859,0.0000,0.0013,0.180,0.031,11.800,0.000,72.220
0.694,0.0975,-0.0015,0.0975,0.0000,0.0015,0.180,0.031,11.850,0.000,75.000
0.770,0.1053,-0.0016,0.1053,0.0000,0.0016,0.180,0.031,11.800,0.000,72.220
0.796,0.1127,-0.0017,0.1127,0.0000,0.0017,0.180,0.031,11.800,0.000,72.220
0.846,0.1243,-0.0019,0.1243,0.0000,0.0019,0.180,0.030,11.850,0.000,75.000
0.891,0.1322,-0.0020,0.1322,0.0000,0.0020,0.180,0.030,11.850,0.000,75.000
0.946,0.1398,-0.0021,0.1398,0.0000,0.0021,0.180,0.029,11.840,0.000,74.440
0.992,0.1513,-0.0022,0.1513,0.0000,0.0022,0.180,0.028,11.850,0.000,75.000
1.060,0.1593,-0.0023,0.1593,0.0000,0.0023,0.180,0.028,11.850,0.000,75.000
1.095,0.1709,-0.0024,0.1709,0.0000,0.0024,0.180,0.027,11.840,0.000,74.440
1.161,0.1785,-0.0024,0.1785,0.0000,0.0024,0.180,0.027,11.840,0.000,74.440
1.204,0.1864,-0.0025,0.1864,0.0000,0.0025,0.180,0.027,11.840,0.000,74.440
1.249,0.1979,-0.0026,0.1979,0.0000,0.0026,0.180,0.026,11.850,0.000,75.000
1.293,0.2054,-0.0027,0.2054,0.0000,0.0027,0.180,0.026,11.840,0.000,74.440
1.353,0.2130,-0.0027,0.2130,0.0000,0.0027,0.180,0.026,11.840,0.000,74.440
1.394,0.2244,-0.0028,0.2244,0.0000,0.0028,0.180,0.025,11.840,0.000,74.440
1.439,0.2320,-0.0028,0.2320,0.0000,0.0028,0.180,0.024,11.840,0.000,74.440
1.501,0.2396,-0.0029,0.2396,0.0000,0.0029,0.180,0.024,11.840,0.000,74.440
1.543,0.2511,-0.0029,0.2511,0.0000,0.0029,0.180,0.022,11.840,0.000,74.440
1.592,0.2587,-0.0029,0.2587,0.0000,0.0029,0.180,0.022,11.850,0.000,75.000
1.650,0.2664,-0.0030,0.2664,0.0000,0.0030,0.180,0.022,11.850,0.000,75.000
1.692,0.2778,-0.0030,0.2778,0.0000,0.0030,0.180,0.021,11.840,0.000,74.440
1.752,0.2855,-0.0030,0.2855,0.0000,0.0030,0.180,0.021,11.850,0.000,75.000
1.797,0.2933,-0.0030,0.2933,0.0000,0.0030,0.180,0.021,11.850,0.000,75.000
1.846,0.3048,-0.0031,0.3048,0.0000,0.0031,0.180,0.020,11.820,0.000,73.330
1.891,0.3123,-0.0031,0.3123,0.0000,0.0031,0.180,0.021,11.850,0.000,75.000
1.948,0.3201,-0.0031,0.3201,0.0000,0.0031,0.180,0.021,11.850,0.000,75.000
1.991,0.3317,-0.0031,0.3317,0.0000,0.0031,0.180,0.018,11.820,0.000,73.330
2.064,0.3392,-0.0031,0.3392,0.0000,0.0031,0.180,0.018,11.850,0.000,75.000
2.097,0.3470,-0.0031,0.3470,0.0000,0.0031,0.180,0.018,11.850,0.000,75.000
2.145,0.3587,-0.0031,0.3587,0.0000,0.0031,0.180,0.016,11.820,0.000,73.330
2.192,0.3663,-0.0031,0.3663,0.0000,0.0031,0.180,0.017,11.820,0.000,73.330
2.248,0.3742,-0.0031,0.3742,0.0000,0.0031,0.180,0.017,11.840,0.000,74.440
2.292,0.3857,-0.0031,0.3857,0.0000,0.0031,0.180,0.017,11.840,0.000,74.440
2.351,0.3933,-0.0031,0.3933,0.0000,0.0031,0.180,0.017,11.820,0.000,73.330
2.395,0.4010,-0.0031,0.4010,0.0000,0.0031,0.180,0.019,11.840,0.000,74.440
2.444,0.4125,-0.0031,0.4125,0.0000,0.0031,0.180,0.019,11.840,0.000,74.440
2.490,0.4201,-0.0031,0.4201,0.0000,0.0031,0.180,0.019,11.820,0.000,73.330
2.547,0.4277,-0.0031,0.4277,0.0000,0.0031,0.180,0.019,11.840,0.000,74.440
2.591,0.4392,-0.0031,0.4392,0.0000,0.0031,0.180,0.019,11.850,0.000,75.000
2.652,0.4467,-0.0031,0.4467,0.0000,0.0031,0.180,0.019,11.850,0.000,75.000
2.695,0.4581,-0.0031,0.4581,0.0000,0.0031,0.180,0.018,11.840,0.000,74.440
2.756,0.4658,-0.0031,0.4658,0.0000,0.0031,0.180,0.018,11.870,0.000,76.110
2.801,0.4734,-0.0031,0.4734,0.0000,0.0031,0.180,0.018,11.850,0.000,75.000
2.844,0.4848,-0.0031,0.4848,0.0000,0.0031,0.180,0.018,11.820,0.000,73.330
2.890,0.4926,-0.0031,0.4926,0.0000,0.0031,0.180,0.019,11.850,0.000,75.000
2.953,0.5003,-0.0031,0.5003,0.0000,0.0031,0.180,0.019,11.870,0.000,76.110
2.992,0.5118,-0.0031,0.5118,0.0000,0.0031,0.180,0.020,11.800,0.000,72.220
3.055,0.5194,-0.0031,0.5194,0.0000,0.0031,0.180,0.020,11.850,0.000,75.000
3.108,0.5272,-0.0032,0.5272,0.0000,0.0032,0.180,0.020,11.850,0.000,75.000
3.164,0.5388,-0.0032,0.5388,0.0000,0.0032,0.180,0.020,11.820,0.000,73.330
3.191,0.5463,-0.0032,0.5463,0.0000,0.0032,0.180,0.020,11.850,0.000,75.000
3.259,0.5543,-0.0032,0.5543,0.0000,0.0032,0.180,0.020,11.850,0.000,75.000
3.292,0.5659,-0.0032,0.5659,0.0000,0.0032,0.180,0.018,11.840,0.000,74.440
3.354,0.5735,-0.0032,0.5735,0.0000,0.0032,0.180,0.018,11.840,0.000,74.440
3.397,0.5814,-0.0032,0.5814,0.0000,0.0032,0.180,0.017,11.850,0.000,75.000
3.443,0.5929,-0.0032,0.5929,0.0000,0.0032,0.180,0.019,11.850,0.000,75.000
3.492,0.6005,-0.0032,0.6005,0.0000,0.0032,0.180,0.018,11.820,0.000,73.330
3.547,0.6082,-0.0032,0.6082,0.0000,0.0032,0.180,0.018,11.840,0.000,74.440
3.591,0.6197,-0.0032,0.6197,0.0000,0.0032,0.180,0.019,11.850,0.000,75.000
3.650,0.6273,-0.0032,0.6273,0.0000,0.0032,0.180,0.019,11.820,0.000,73.330
3.695,0.6349,-0.0032,0.6349,0.0000,0.0032,0.180,0.018,11.840,0.000,74.440
3.742,0.6464,-0.0032,0.6464,0.0000,0.0032,0.180,0.018,11.850,0.000,75.000
3.790,0.6540,-0.0032,0.6540,0.0000,0.0032,0.180,0.017,11.840,0.000,74.440
3.849,0.6615,-0.0032,0.6615,0.0000,0.0032,0.180,0.017,11.820,0.000,73.330
3.891,0.6730,-0.0031,0.6730,0.0000,0.0031,0.180,0.016,11.870,0.000,76.110
3.953,0.6806,-0.0031,0.6806,0.0000,0.0031,0.180,0.016,11.840,0.000,74.440
3.994,0.6921,-0.0031,0.6921,0.0000,0.0031,0.180,0.015,11.840,0.000,74.440
4.043,0.6997,-0.0031,0.6997,0.0000,0.0031,0.180,0.015,11.850,0.000,75.000
4.100,0.7074,-0.0031,0.7074,0.0000,0.0031,0.180,0.015,11.850,0.000,75.000
4.144,0.7189,-0.0031,0.7189,0.0000,0.0031,0.180,0.015,11.840,0.000,74.440
4.193,0.7265,-0.0030,0.7265,0.0000,0.0030,0.180,0.015,11.850,0.000,75.000
4.257,0.7344,-0.0030,0.7344,0.0000,0.0030,0.180,0.015,11.850,0.000,75.000
4.294,0.7459,-0.0030,0.7459,0.0000,0.0030,0.180,0.014,11.850,0.000,75.000
4.353,0.7536,-0.0030,0.7536,0.0000,0.0030,0.180,0.014,11.840,0.000,74.440
4.400,0.7615,-0.0030,0.7615,0.0000,0.0030,0.180,0.012,11.850,0.000,75.000
4.447,0.7730,-0.0029,0.7730,0.0000,0.0029,0.180,0.011,11.840,0.000,74.440
4.493,0.7807,-0.0029,0.7807,0.0000,0.0029,0.180,0.010,11.840,0.000,74.440
4.550,0.7885,-0.0028,0.7885,0.0000,0.0028,0.180,0.010,11.850,0.000,75.000
4.608,0.8000,-0.0028,0.8000,0.0000,0.0028,0.180,0.010,11.840,0.000,74.440
4.652,0.8076,-0.0028,0.8076,0.0000,0.0028,0.180,0.010,11.840,0.000,74.440
4.698,0.8153,-0.0027,0.8153,0.0000,0.0027,0.180,0.010,11.840,0.000,74.440
4.745,0.8268,-0.0027,0.8268,0.0000,0.0027,0.180,0.009,11.840,0.000,74.440
4.796,0.8344,-0.0026,0.8344,0.0000,0.0026,0.180,0.009,11.840,0.000,74.440
4.848,0.8420,-0.0026,0.8420,0.0000,0.0026,0.180,0.009,11.840,0.000,74.440
4.887,0.8535,-0.0026,0.8535,0.0000,0.0026,0.180,0.008,11.820,0.000,73.330
4.949,0.8611,-0.0025,0.8611,0.0000,0.0025,0.180,0.008,11.840,0.000,74.440
4.996,0.8686,-0.0025,0.8686,0.0000,0.0025,0.180,0.008,11.820,0.000,73.330
5.044,0.8799,-0.0024,0.8799,0.0000,0.0024,0.180,0.007,11.840,0.000,74.440
5.092,0.8876,-0.0024,0.8876,0.0000,0.0024,0.180,0.008,11.850,0.000,75.000
5.146,0.8952,-0.0024,0.8952,0.0000,0.0024,0.180,0.008,11.850,0.000,75.000
5.193,0.9067,-0.0023,0.9067,0.0000,0.0023,0.180,0.009,11.850,0.000,75.000
5.252,0.9145,-0.0023,0.9145,0.0000,0.0023,0.180,0.009,11.840,0.000,74.440
5.293,0.9260,-0.0023,0.9260,0.0000,0.0023,0.180,0.011,11.850,0.000,75.000
5.342,0.9336,-0.0023,0.9336,0.0000,0.0023,0.180,0.011,11.850,0.000,75.000
5.401,0.9414,-0.0023,0.9414,0.0000,0.0023,0.180,0.011,11.840,0.000,74.440
5.448,0.9530,-0.0022,0.9530,0.0000,0.0022,0.180,0.011,11.850,0.000,75.000
5.492,0.9607,-0.0022,0.9607,0.0000,0.0022,0.180,0.009,11.850,0.000,75.000
5.552,0.9685,-0.0022,0.9685,0.0000,0.0022,0.180,0.009,11.850,0.000,75.000
5.592,0.9800,-0.0021,0.9800,0.0000,0.0021,0.180,0.007,11.850,0.000,75.000
5.642,0.9878,-0.0021,0.9878,0.0000,0.0021,0.180,0.007,11.840,0.000,74.440
5.701,0.9955,-0.0021,0.9955,0.0000,0.0021,0.180,0.007,11.840,0.000,74.440
5.746,1.0070,-0.0021,1.0070,0.0000,0.0021,0.180,0.009,11.840,0.000,74.440
5.791,1.0147,-0.0021,1.0147,0.0000,0.0021,0.180,0.009,11.840,0.000,74.440
5.849,1.0223,-0.0020,1.0223,0.0000,0.0020,0.180,0.009,11.840,0.000,74.440
5.892,1.0337,-0.0020,1.0337,0.0000,0.0020,0.180,0.011,11.840,0.000,74.440
5.950,1.0414,-0.0020,1.0414,0.0000,0.0020,0.180,0.011,11.840,0.000,74.440
6.002,1.0490,-0.0020,1.0490,0.0000,0.0020,0.180,0.011,11.840,0.000,74.440
6.043,1.0604,-0.0020,1.0604,0.0000,0.0020,0.180,0.010,11.820,0.000,73.330
6.095,1.0681,-0.0020,1.0681,0.0000,0.0020,0.180,0.009,11.840,0.000,74.440
6.147,1.0755,-0.0020,1.0755,0.0000,0.0020,0.180,0.009,11.840,0.000,74.440
6.192,1.0870,-0.0020,1.0870,0.0000,0.0020,0.180,0.007,11.820,0.000,73.330
6.249,1.0948,-0.0019,1.0948,0.0000,0.0019,0.180,0.007,11.840,0.000,74.440
6.294,1.1023,-0.0019,1.1023,0.0000,0.0019,0.180,0.009,11.840,0.000,74.440
6.344,1.1137,-0.0019,1.1137,0.0000,0.0019,0.180,0.009,11.840,0.000,74.440
6.392,1.1214,-0.0019,1.1214,0.0000,0.0019,0.180,0.010,11.850,0.000,75.000
6.445,1.1291,-0.0019,1.1291,0.0000,0.0019,0.180,0.011,11.850,0.000,75.000
6.490,1.1406,-0.0019,1.1406,0.0000,0.0019,0.180,0.011,11.840,0.000,74.440
6.554,1.1483,-0.0019,1.1483,0.0000,0.0019,0.180,0.011,11.840,0.000,74.440
6.593,1.1600,-0.0019,1.1600,0.0000,0.0019,0.180,0.011,11.850,0.000,75.000
6.644,1.1678,-0.0019,1.1678,0.0000,0.0019,0.180,0.010,11.840,0.000,74.440
6.702,1.1755,-0.0019,1.1755,0.0000,0.0019,0.180,0.010,11.840,0.000,74.440
6.745,1.1871,-0.0019,1.1871,0.0000,0.0019,0.180,0.009,11.850,0.000,75.000
6.792,1.1949,-0.0019,1.1949,0.0000,0.0019,0.180,0.009,11.840,0.000,74.440
6.852,1.2025,-0.0019,1.2025,0.0000,0.0019,0.180,0.009,11.840,0.000,74.440
6.893,1.2140,-0.0019,1.2140,0.0000,0.0019,0.180,0.012,11.850,0.000,75.000
6.945,1.2219,-0.0019,1.2219,0.0000,0.0019,0.180,0.012,11.840,0.000,74.440
7.003,1.2294,-0.0019,1.2294,0.0000,0.0019,0.180,0.012,11.820,0.000,73.330
