t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.119,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.011,12.040,0.000,85.550
0.121,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.011,12.040,0.000,85.550
0.176,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.011,12.020,0.000,84.440
0.237,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.011,11.710,0.000,67.220
0.241,0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.011,11.710,0.000,67.220
0.305,0.0010,0.0000,0.0010,0.0000,0.0000,0.180,-0.011,11.740,0.000,68.880
0.357,0.0065,-0.0000,0.0065,0.0000,0.0000,0.180,0.014,11.780,0.000,71.110
0.399,0.0172,-0.0001,0.0172,0.0000,0.0001,0.180,0.014,11.820,0.000,73.330
0.458,0.0249,-0.0002,0.0249,0.0000,0.0002,0.180,0.024,11.820,0.000,73.330
0.514,0.0327,-0.0003,0.0327,0.0000,0.0003,0.180,0.025,11.820,0.000,73.330
0.601,0.0442,-0.0004,0.0442,0.0000,0.0004,0.180,0.025,11.840,0.000,74.440
0.794,0.0518,-0.0005,0.0518,0.0000,0.0005,0.180,0.024,11.820,0.000,73.330
0.810,0.0594,-0.0006,0.0594,0.0000,0.0006,0.180,0.023,11.820,0.000,73.330
0.904,0.0709,-0.0008,0.0709,0.0000,0.0008,0.180,0.023,11.820,0.000,73.330
0.905,0.0786,-0.0008,0.0786,0.0000,0.0008,0.180,0.023,11.820,0.000,73.330
0.906,0.0862,-0.0009,0.0862,0.0000,0.0009,0.180,0.023,11.800,0.000,72.220
0.907,0.0977,-0.0010,0.0977,0.0000,0.0010,0.180,0.023,11.840,0.000,74.440
0.917,0.1055,-0.0011,0.1055,0.0000,0.0011,0.180,0.012,11.840,0.000,74.440
0.936,0.1171,-0.0011,0.1171,0.0000,0.0011,0.180,0.009,11.820,0.000,73.330
1.079,0.1247,-0.0011,0.1247,0.0000,0.0011,0.180,0.009,11.780,0.000,71.110
1.080,0.1321,-0.0011,0.1321,0.0000,0.0011,0.180,0.009,11.820,0.000,73.330
1.115,0.1438,-0.0012,0.1438,0.0000,0.0012,0.180,0.001,11.780,0.000,71.110
1.164,0.1514,-0.0012,0.1514,0.0000,0.0012,0.180,0.001,11.780,0.000,71.110
1.211,0.1591,-0.0012,0.1591,0.0000,0.0012,0.180,0.002,11.820,0.000,73.330
1.234,0.1707,-0.0012,0.1707,0.0000,0.0012,0.180,0.003,11.780,0.000,71.110
1.297,0.1783,-0.0012,0.1783,0.0000,0.0012,0.180,0.005,11.780,0.000,71.110
1.338,0.1856,-0.0012,0.1856,0.0000,0.0012,0.180,0.005,11.820,0.000,73.330
1.427,0.1973,-0.0012,0.1973,0.0000,0.0012,0.180,0.008,11.780,0.000,71.110
1.466,0.2050,-0.0013,0.2050,0.0000,0.0013,0.180,0.010,11.780,0.000,71.110
1.515,0.2126,-0.0013,0.2126,0.0000,0.0013,0.180,0.013,11.800,0.000,72.220
1.577,0.2242,-0.0014,0.2242,0.0000,0.0014,0.180,0.015,11.840,0.000,74.440
1.692,0.2320,-0.0014,0.2320,0.0000,0.0014,0.180,0.017,11.780,0.000,71.110
