t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.98,0.000,82.2
0.037,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.001,11.98,0.000,82.2
0.133,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.001,12.00,0.000,83.3
0.183,-0.0000,0.0000,0.0000,0.0000,0.0000,0.179,-0.001,12.00,0.000,83.3
0.205,-0.0000,0.0000,0.0000,0.0000,0.0000,0.179,-0.001,12.00,0.000,83.3
0.262,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.98,0.000,82.2
0.324,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.58,0.000,60.0
0.351,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,0.000,11.62,0.000,62.2
0.409,0.0057,-0.0000,0.0057,0.0000,0.0000,0.180,0.000,11.76,0.000,70.0
0.494,0.0162,-0.0000,0.0162,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
1.171,0.0236,-0.0000,0.0236,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
1.903,0.0487,-0.0000,0.0487,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.908,0.0558,-0.0000,0.0558,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.923,0.0668,-0.0000,0.0668,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.925,0.0743,-0.0000,0.0743,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.926,0.0853,-0.0000,0.0853,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.928,0.0924,-0.0000,0.0924,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
1.929,0.0999,-0.0000,0.0999,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
1.930,0.1107,0.0000,0.1107,0.0000,0.0000,0.180,0.001,11.78,0.000,71.1
1.932,0.1177,0.0000,0.1177,0.0000,0.0000,0.180,0.001,11.74,0.000,68.9
1.933,0.1251,0.0000,0.1251,0.0000,0.0000,0.180,0.001,11.76,0.000,70.0
