t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.034,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.020,0.000,84.440
0.073,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.004,12.040,0.000,85.550
0.134,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.004,11.730,0.000,68.330
0.180,0.0008,0.0000,0.0008,0.0000,0.0000,0.180,0.003,11.740,0.000,68.880
0.226,0.0096,-0.0000,0.0096,0.0000,0.0000,0.180,0.011,11.800,0.000,72.220
0.285,0.0169,-0.0001,0.0169,0.0000,0.0001,0.180,0.016,11.850,0.000,75.000
0.329,0.0284,-0.0002,0.0284,0.0000,0.0002,0.180,0.017,11.840,0.000,74.440
0.375,0.0362,-0.0003,0.0362,0.0000,0.0003,0.180,0.019,11.800,0.000,72.220
0.437,0.0438,-0.0004,0.0438,0.0000,0.0004,0.180,0.019,11.850,0.000,75.000
0.482,0.0554,-0.0005,0.0554,0.0000,0.0005,0.180,0.019,11.840,0.000,74.440
0.538,0.0631,-0.0006,0.0631,0.0000,0.0006,0.180,0.019,11.820,0.000,73.330
0.584,0.0705,-0.0007,0.0705,0.0000,0.0007,0.180,0.019,11.820,0.000,73.330
0.631,0.0821,-0.0008,0.0821,0.0000,0.0008,0.180,0.018,11.840,0.000,74.440
0.688,0.0897,-0.0009,0.0897,0.0000,0.0009,0.180,0.019,11.840,0.000,74.440
0.735,0.0972,-0.0010,0.0972,0.0000,0.0010,0.180,0.018,11.820,0.000,73.330
0.776,0.1086,-0.0010,0.1086,0.0000,0.0010,0.180,0.018,11.840,0.000,74.440
0.837,0.1162,-0.0011,0.1162,0.0000,0.0011,0.180,0.017,11.840,0.000,74.440
0.888,0.1237,-0.0012,0.1237,0.0000,0.0012,0.180,0.016,11.820,0.000,73.330
0.928,0.1352,-0.0012,0.1352,0.0000,0.0012,0.180,0.015,11.840,0.000,74.440
0.977,0.1431,-0.0013,0.1431,0.0000,0.0013,0.180,0.015,11.840,0.000,74.440
1.037,0.1508,-0.0013,0.1508,0.0000,0.0013,0.180,0.015,11.850,0.000,75.000
1.081,0.1626,-0.0014,0.1626,0.0000,0.0014,0.180,0.015,11.840,0.000,74.440
1.196,0.1704,-0.0014,0.1704,0.0000,0.0014,0.180,0.015,11.850,0.000,75.000
1.198,0.1782,-0.0014,0.1782,0.0000,0.0014,0.180,0.015,11.850,0.000,75.000
1.229,0.1897,-0.0015,0.1897,0.0000,0.0015,0.180,0.016,11.840,0.000,74.440
1.276,0.1975,-0.0015,0.1975,0.0000,0.0015,0.180,0.016,11.850,0.000,75.000
1.333,0.2052,-0.0016,0.2052,0.0000,0.0016,0.180,0.017,11.850,0.000,75.000
1.377,0.2166,-0.0016,0.2166,0.0000,0.0016,0.180,0.018,11.820,0.000,73.330
1.438,0.2242,-0.0017,0.2242,0.0000,0.0017,0.180,0.018,11.850,0.000,75.000
1.480,0.2319,-0.0017,0.2319,0.0000,0.0017,0.180,0.018,11.850,0.000,75.000
1.531,0.2434,-0.0018,0.2434,0.0000,0.0018,0.180,0.019,11.840,0.000,74.440
1.591,0.2510,-0.0018,0.2510,0.0000,0.0018,0.180,0.019,11.840,0.000,74.440
1.632,0.2625,-0.0019,0.2625,0.0000,0.0019,0.180,0.018,11.840,0.000,74.440
1.679,0.2703,-0.0019,0.2703,0.0000,0.0019,0.180,0.018,11.840,0.000,74.440
1.743,0.2779,-0.0020,0.2779,0.0000,0.0020,0.180,0.018,11.840,0.000,74.440
1.779,0.2893,-0.0020,0.2893,0.0000,0.0020,0.180,0.017,11.840,0.000,74.440
1.828,0.2969,-0.0020,0.2969,0.0000,0.0020,0.180,0.016,11.850,0.000,75.000
1.886,0.3045,-0.0021,0.3045,0.0000,0.0021,0.180,0.015,11.840,0.000,74.440
1.930,0.3158,-0.0021,0.3158,0.0000,0.0021,0.180,0.014,11.840,0.000,74.440
1.990,0.3234,-0.0021,0.3234,0.0000,0.0021,0.180,0.014,11.840,0.000,74.440
2.038,0.3311,-0.0021,0.3311,0.0000,0.0021,0.180,0.013,11.840,0.000,74.440
2.082,0.3425,-0.0021,0.3425,0.0000,0.0021,0.180,0.012,11.840,0.000,74.440
2.140,0.3503,-0.0021,0.3503,0.0000,0.0021,0.180,0.011,11.840,0.000,74.440
2.184,0.3581,-0.0021,0.3581,0.0000,0.0021,0.180,0.010,11.850,0.000,75.000
2.233,0.3699,-0.0021,0.3699,0.0000,0.0021,0.180,0.010,11.850,0.000,75.000
2.276,0.3776,-0.0021,0.3776,0.0000,0.0021,0.180,0.010,11.840,0.000,74.440
2.336,0.3854,-0.0021,0.3854,0.0000,0.0021,0.180,0.011,11.840,0.000,74.440
2.381,0.3970,-0.0021,0.3970,0.0000,0.0021,0.180,0.011,11.850,0.000,75.000
2.445,0.4046,-0.0021,0.4046,0.0000,0.0021,0.180,0.011,11.840,0.000,74.440
2.483,0.4122,-0.0021,0.4122,0.0000,0.0021,0.180,0.012,11.840,0.000,74.440
2.531,0.4237,-0.0021,0.4237,0.0000,0.0021,0.180,0.013,11.850,0.000,75.000
2.579,0.4314,-0.0021,0.4314,0.0000,0.0021,0.180,0.013,11.840,0.000,74.440
2.634,0.4390,-0.0021,0.4390,0.0000,0.0021,0.180,0.013,11.820,0.000,73.330
2.677,0.4505,-0.0021,0.4505,0.0000,0.0021,0.180,0.013,11.850,0.000,75.000
