t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.016,0.0047,0.0480,0.0000,0.0480,0.0047,0.000,1.000,12.090,0.000,88.330
0.072,0.0047,0.0480,0.0000,0.0480,0.0047,0.000,1.000,12.060,0.000,86.660
0.115,0.0047,0.0479,0.0000,0.0479,0.0047,0.000,1.000,12.040,0.000,85.550
0.172,0.0047,0.0479,0.0000,0.0479,0.0047,0.000,1.000,12.040,0.000,85.550
0.222,0.0047,0.0478,0.0000,0.0478,0.0047,0.000,1.000,12.040,0.000,85.550
0.264,0.0047,0.0479,0.0000,0.0479,0.0047,0.006,1.000,12.020,0.000,84.440
0.324,0.0047,0.0477,0.0000,0.0477,0.0047,0.011,1.000,12.040,0.000,85.550
0.371,0.0047,0.0478,0.0000,0.0478,0.0047,0.015,1.000,12.040,0.000,85.550
0.427,0.0048,0.0474,0.0000,0.0474,0.0048,0.027,1.000,12.040,0.000,85.550
0.474,0.0049,0.0470,0.0000,0.0470,0.0049,0.027,1.000,12.020,0.000,84.440
0.515,0.0051,0.0462,0.0000,0.0462,0.0051,0.038,1.000,12.080,0.000,87.770
0.561,0.0054,0.0454,0.0000,0.0454,0.0054,0.038,1.000,12.040,0.000,85.550
0.625,0.0058,0.0445,0.0000,0.0445,0.0058,0.050,1.000,12.020,0.000,84.440
0.659,0.0065,0.0428,0.0000,0.0428,0.0065,0.054,1.000,12.020,0.000,84.440
0.725,0.0073,0.0414,0.0000,0.0414,0.0073,0.054,1.000,12.040,0.000,85.550
0.764,0.0085,0.0394,0.0000,0.0394,0.0085,0.061,1.000,12.040,0.000,85.550
0.827,0.0095,0.0377,0.0000,0.0377,0.0095,0.070,1.000,12.060,0.000,86.660
0.873,0.0109,0.0358,0.0000,0.0358,0.0109,0.070,1.000,12.060,0.000,86.660
0.916,0.0132,0.0329,0.0000,0.0329,0.0132,0.082,1.000,12.040,0.000,85.550
0.961,0.0148,0.0310,0.0000,0.0310,0.0148,0.082,1.000,12.040,0.000,85.550
1.031,0.0167,0.0290,0.0000,0.0290,0.0167,0.086,1.000,12.060,0.000,86.660
1.064,0.0200,0.0259,0.0000,0.0259,0.0200,0.093,1.000,12.080,0.000,87.770
1.125,0.0227,0.0236,0.0000,0.0236,0.0227,0.102,1.000,12.080,0.000,87.770
1.170,0.0254,0.0214,0.0254,0.0000,0.0214,0.102,1.000,12.060,0.000,86.660
1.215,0.0302,0.0181,0.0302,0.0000,0.0181,0.113,1.000,12.080,0.000,87.770
1.271,0.0337,0.0158,0.0337,0.0000,0.0158,0.113,1.000,12.060,0.000,86.660
1.322,0.0371,0.0138,0.0371,0.0000,0.0138,0.118,1.000,12.080,0.000,87.770
1.362,0.0431,0.0106,0.0431,0.0000,0.0106,0.123,1.000,12.080,0.000,87.770
1.425,0.0473,0.0086,0.0473,0.0000,0.0086,0.127,1.000,12.080,0.000,87.770
1.470,0.0539,0.0059,0.0539,0.0000,0.0059,0.137,0.517,12.080,0.000,87.770
1.531,0.0587,0.0040,0.0587,0.0000,0.0040,0.137,1.000,12.080,0.000,87.770
1.572,0.0637,0.0024,0.0637,0.0000,0.0024,0.141,1.000,12.090,0.000,88.330
1.621,0.0713,0.0002,0.0713,0.0000,0.0002,0.146,1.000,12.090,0.000,88.330
1.665,0.0768,-0.0013,0.0768,0.0000,0.0013,0.152,0.328,12.060,0.000,86.660
