t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.002,0.0000,0.0000,0.0000,0.0000,0.0000,0.153,-0.006,12.00,0.000,83.3
0.045,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.002,11.91,0.000,78.3
0.133,0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.001,11.69,0.000,66.1
0.163,0.0055,0.0000,0.0055,0.0000,0.0000,0.180,-0.006,11.78,0.000,71.1
0.225,0.0122,0.0001,0.0122,0.0000,0.0001,0.180,-0.016,11.76,0.000,70.0
0.259,0.0194,0.0001,0.0194,0.0000,0.0001,0.180,-0.000,11.76,0.000,70.0
0.303,0.0304,0.0002,0.0304,0.0000,0.0002,0.180,-0.013,11.84,0.000,74.4
0.345,0.0382,0.0002,0.0382,0.0000,0.0002,0.180,-0.013,11.82,0.000,73.3
0.423,0.0457,0.0002,0.0457,0.0000,0.0002,0.180,-0.010,11.84,0.000,74.4
0.445,0.0574,0.0002,0.0574,0.0000,0.0002,0.180,-0.006,11.84,0.000,74.4
0.508,0.0654,0.0002,0.0654,0.0000,0.0002,0.180,0.005,11.82,0.000,73.3
0.555,0.0728,0.0003,0.0728,0.0000,0.0003,0.180,-0.006,11.80,0.000,72.2
0.597,0.0843,0.0003,0.0843,0.0000,0.0003,0.180,-0.010,11.80,0.000,72.2
0.653,0.0922,0.0003,0.0922,0.0000,0.0003,0.180,-0.006,11.84,0.000,74.4
0.723,0.0998,0.0003,0.0998,0.0000,0.0003,0.180,-0.006,11.82,0.000,73.3
0.763,0.1112,0.0003,0.1112,0.0000,0.0003,0.180,-0.006,11.80,0.000,72.2
0.813,0.1189,0.0003,0.1189,0.0000,0.0003,0.180,-0.006,11.84,0.000,74.4
0.868,0.1267,0.0003,0.1267,0.0000,0.0003,0.180,-0.009,11.84,0.000,74.4
0.913,0.1381,0.0003,0.1381,0.0000,0.0003,0.180,-0.006,11.80,0.000,72.2
0.955,0.1459,0.0003,0.1459,0.0000,0.0003,0.180,-0.006,11.84,0.000,74.4
1.004,0.1539,0.0004,0.1539,0.0000,0.0004,0.180,-0.007,11.82,0.000,73.3
1.053,0.1654,0.0004,0.1654,0.0000,0.0004,0.180,-0.009,11.78,0.000,71.1
1.107,0.1731,0.0004,0.1731,0.0000,0.0004,0.180,-0.020,11.82,0.000,73.3
1.158,0.1810,0.0004,0.1810,0.0000,0.0004,0.180,-0.019,11.84,0.000,74.4
1.200,0.1926,0.0005,0.1926,0.0000,0.0005,0.180,-0.013,11.78,0.000,71.1
1.247,0.2000,0.0005,0.2000,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
1.306,0.2079,0.0005,0.2079,0.0000,0.0005,0.180,-0.003,11.82,0.000,73.3
1.374,0.2195,0.0005,0.2195,0.0000,0.0005,0.180,-0.011,11.80,0.000,72.2
1.415,0.2269,0.0006,0.2269,0.0000,0.0006,0.180,-0.009,11.82,0.000,73.3
1.454,0.2348,0.0006,0.2348,0.0000,0.0006,0.180,-0.007,11.84,0.000,74.4
1.500,0.2464,0.0005,0.2464,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
1.548,0.2539,0.0005,0.2539,0.0000,0.0005,0.180,0.009,11.82,0.000,73.3
1.607,0.2618,0.0005,0.2618,0.0000,0.0005,0.180,0.008,11.82,0.000,73.3
1.645,0.2735,0.0005,0.2735,0.0000,0.0005,0.180,0.002,11.84,0.000,74.4
1.717,0.2811,0.0005,0.2811,0.0000,0.0005,0.180,0.002,11.78,0.000,71.1
1.765,0.2889,0.0004,0.2889,0.0000,0.0004,0.180,0.003,11.82,0.000,73.3
1.815,0.3004,0.0004,0.3004,0.0000,0.0004,0.180,0.005,11.84,0.000,74.4
1.859,0.3081,0.0003,0.3081,0.0000,0.0003,0.180,0.012,11.78,0.000,71.1
1.907,0.3156,0.0003,0.3156,0.0000,0.0003,0.180,0.016,11.78,0.000,71.1
1.949,0.3272,0.0003,0.3272,0.0000,0.0003,0.180,0.016,11.84,0.000,74.4
2.008,0.3350,0.0002,0.3350,0.0000,0.0002,0.180,0.009,11.80,0.000,72.2
2.054,0.3425,0.0002,0.3425,0.0000,0.0002,0.180,0.010,11.78,0.000,71.1
2.108,0.3542,0.0001,0.3542,0.0000,0.0001,0.180,0.008,11.84,0.000,74.4
2.156,0.3620,0.0001,0.3620,0.0000,0.0001,0.180,0.010,11.80,0.000,72.2
2.213,0.3695,0.0001,0.3695,0.0000,0.0001,0.180,0.007,11.80,0.000,72.2
2.252,0.3813,0.0000,0.3813,0.0000,0.0000,0.180,0.005,11.82,0.000,73.3
2.309,0.3892,0.0000,0.3892,0.0000,0.0000,0.180,-0.005,11.82,0.000,73.3
2.356,0.3967,0.0000,0.3967,0.0000,0.0000,0.180,-0.004,11.80,0.000,72.2
2.402,0.4082,-0.0000,0.4082,0.0000,0.0000,0.180,0.003,11.84,0.000,74.4
2.456,0.4161,-0.0000,0.4161,0.0000,0.0000,0.180,0.006,11.84,0.000,74.4
2.507,0.4236,-0.0000,0.4236,0.0000,0.0000,0.180,0.017,11.82,0.000,73.3
2.548,0.4352,-0.0001,0.4352,0.0000,0.0001,0.180,0.024,11.80,0.000,72.2
2.613,0.4430,-0.0001,0.4430,0.0000,0.0001,0.180,0.008,11.84,0.000,74.4
2.658,0.4508,-0.0001,0.4508,0.0000,0.0001,0.180,0.025,11.84,0.000,74.4
2.705,0.4622,-0.0002,0.4622,0.0000,0.0002,0.180,0.012,11.80,0.000,72.2
2.746,0.4700,-0.0002,0.4700,0.0000,0.0002,0.180,0.025,11.84,0.000,74.4
2.818,0.4779,-0.0003,0.4779,0.0000,0.0003,0.180,0.009,11.84,0.000,74.4
2.846,0.4894,-0.0003,0.4894,0.0000,0.0003,0.180,0.011,11.78,0.000,71.1
2.909,0.4970,-0.0003,0.4970,0.0000,0.0003,0.180,0.012,11.84,0.000,74.4
2.956,0.5049,-0.0004,0.5049,0.0000,0.0004,0.180,0.014,11.85,0.000,75.0
2.998,0.5163,-0.0004,0.5163,0.0000,0.0004,0.180,0.011,11.78,0.000,71.1
3.057,0.5238,-0.0004,0.5238,0.0000,0.0004,0.180,0.009,11.84,0.000,74.4
3.106,0.5317,-0.0005,0.5317,0.0000,0.0005,0.180,0.014,11.85,0.000,75.0
3.153,0.5431,-0.0005,0.5431,0.0000,0.0005,0.180,0.012,11.80,0.000,72.2
3.210,0.5507,-0.0005,0.5507,0.0000,0.0005,0.180,0.011,11.82,0.000,73.3
3.256,0.5585,-0.0005,0.5585,0.0000,0.0005,0.180,0.003,11.82,0.000,73.3
3.306,0.5698,-0.0006,0.5698,0.0000,0.0006,0.180,-0.006,11.80,0.000,72.2
3.359,0.5774,-0.0006,0.5774,0.0000,0.0006,0.180,-0.013,11.80,0.000,72.2
3.409,0.5891,-0.0005,0.5891,0.0000,0.0005,0.180,-0.004,11.82,0.000,73.3
3.449,0.5970,-0.0005,0.5970,0.0000,0.0005,0.180,-0.005,11.82,0.000,73.3
3.515,0.6046,-0.0005,0.6046,0.0000,0.0005,0.180,-0.004,11.78,0.000,71.1
3.553,0.6161,-0.0005,0.6161,0.0000,0.0005,0.180,-0.000,11.80,0.000,72.2
3.603,0.6239,-0.0005,0.6239,0.0000,0.0005,0.180,-0.000,11.82,0.000,73.3
3.658,0.6315,-0.0005,0.6315,0.0000,0.0005,0.180,0.011,11.78,0.000,71.1
3.715,0.6431,-0.0005,0.6431,0.0000,0.0005,0.180,0.002,11.78,0.000,71.1
3.745,0.6507,-0.0005,0.6507,0.0000,0.0005,0.180,0.003,11.82,0.000,73.3
