t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.013,-0.0000,0.0000,0.0000,0.0000,0.0000,0.178,-0.441,12.020,0.000,84.440
0.056,-0.0000,0.0000,0.0000,0.0000,0.0000,0.178,-0.050,12.020,0.000,84.440
0.118,-0.0000,0.0000,0.0000,0.0000,0.0000,0.179,-0.035,11.740,0.000,68.880
0.161,0.0034,0.0000,0.0034,0.0000,0.0000,0.179,-0.046,11.780,0.000,71.110
0.220,0.0130,0.0001,0.0130,0.0000,0.0001,0.180,0.057,11.850,0.000,75.000
0.265,0.0198,0.0001,0.0198,0.0000,0.0001,0.180,-0.016,11.820,0.000,73.330
0.312,0.0308,0.0002,0.0308,0.0000,0.0002,0.179,-0.020,11.840,0.000,74.440
0.374,0.0378,0.0002,0.0378,0.0000,0.0002,0.179,-0.019,11.840,0.000,74.440
0.418,0.0449,0.0002,0.0449,0.0000,0.0002,0.180,0.031,11.800,0.000,72.220
0.459,0.0559,0.0003,0.0559,0.0000,0.0003,0.180,0.017,11.820,0.000,73.330
0.519,0.0633,0.0003,0.0633,0.0000,0.0003,0.180,-0.007,11.820,0.000,73.330
0.566,0.0703,0.0003,0.0703,0.0000,0.0003,0.180,-0.019,11.820,0.000,73.330
0.610,0.0807,0.0003,0.0807,0.0000,0.0003,0.180,0.005,11.820,0.000,73.330
0.666,0.0876,0.0003,0.0876,0.0000,0.0003,0.180,-0.013,11.820,0.000,73.330
0.714,0.0985,0.0004,0.0985,0.0000,0.0004,0.180,-0.010,11.840,0.000,74.440
0.755,0.1058,0.0004,0.1058,0.0000,0.0004,0.180,-0.011,11.850,0.000,75.000
0.825,0.1132,0.0004,0.1132,0.0000,0.0004,0.180,-0.031,11.820,0.000,73.330
0.861,0.1241,0.0004,0.1241,0.0000,0.0004,0.180,-0.013,11.820,0.000,73.330
0.920,0.1312,0.0004,0.1312,0.0000,0.0004,0.180,0.016,11.840,0.000,74.440
0.974,0.1386,0.0005,0.1386,0.0000,0.0005,0.180,-0.009,11.800,0.000,72.220
1.012,0.1496,0.0005,0.1496,0.0000,0.0005,0.180,-0.006,11.840,0.000,74.440
1.054,0.1570,0.0005,0.1570,0.0000,0.0005,0.180,-0.002,11.850,0.000,75.000
1.121,0.1644,0.0004,0.1644,0.0000,0.0004,0.180,0.000,11.820,0.000,73.330
1.161,0.1754,0.0004,0.1754,0.0000,0.0004,0.180,0.002,11.840,0.000,74.440
1.209,0.1826,0.0004,0.1826,0.0000,0.0004,0.180,0.026,11.840,0.000,74.440
1.266,0.1899,0.0004,0.1899,0.0000,0.0004,0.180,0.019,11.820,0.000,73.330
1.367,0.2008,0.0003,0.2008,0.0000,0.0003,0.180,0.036,11.840,0.000,74.440
1.370,0.2081,0.0003,0.2081,0.0000,0.0003,0.180,0.036,11.840,0.000,74.440
1.423,0.2150,0.0003,0.2150,0.0000,0.0003,0.180,0.011,11.820,0.000,73.330
1.455,0.2255,0.0003,0.2255,0.0000,0.0003,0.180,0.011,11.820,0.000,73.330
1.519,0.2329,0.0002,0.2329,0.0000,0.0002,0.180,0.000,11.820,0.000,73.330
1.566,0.2400,0.0002,0.2400,0.0000,0.0002,0.180,-0.002,11.840,0.000,74.440
1.621,0.2510,0.0002,0.2510,0.0000,0.0002,0.180,0.009,11.820,0.000,73.330
1.672,0.2583,0.0001,0.2583,0.0000,0.0001,0.180,0.010,11.840,0.000,74.440
1.729,0.2688,0.0001,0.2688,0.0000,0.0001,0.180,0.008,11.820,0.000,73.330
1.758,0.2760,0.0001,0.2760,0.0000,0.0001,0.180,0.009,11.820,0.000,73.330
1.821,0.2828,0.0001,0.2828,0.0000,0.0001,0.180,0.011,11.820,0.000,73.330
1.863,0.2937,0.0000,0.2937,0.0000,0.0000,0.180,0.008,11.840,0.000,74.440
1.922,0.3005,0.0000,0.3005,0.0000,0.0000,0.180,0.006,11.840,0.000,74.440
1.965,0.3078,0.0000,0.3078,0.0000,0.0000,0.180,-0.013,11.820,0.000,73.330
