t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.028,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.075,0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.405,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.406,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.406,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.407,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.407,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.060,0.000,86.660
0.408,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.421,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.468,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,-0.000,11.800,0.000,72.220
0.528,0.0006,-0.0000,0.0006,0.0000,0.0000,0.173,-0.000,11.800,0.000,72.220
0.569,0.0074,-0.0000,0.0074,0.0000,0.0000,0.179,0.004,11.820,0.000,73.330
0.631,0.0132,-0.0001,0.0132,0.0000,0.0001,0.179,0.004,11.840,0.000,74.440
0.671,0.0236,-0.0001,0.0236,0.0000,0.0001,0.180,0.006,11.850,0.000,75.000
0.736,0.0308,-0.0002,0.0308,0.0000,0.0002,0.180,0.006,11.840,0.000,74.440
0.784,0.0380,-0.0003,0.0380,0.0000,0.0003,0.180,0.006,11.840,0.000,74.440
0.834,0.0490,-0.0003,0.0490,0.0000,0.0003,0.180,0.006,11.850,0.000,75.000
0.868,0.0563,-0.0004,0.0563,0.0000,0.0004,0.180,0.006,11.850,0.000,75.000
0.930,0.0637,-0.0005,0.0637,0.0000,0.0005,0.180,0.006,11.840,0.000,74.440
0.976,0.0747,-0.0005,0.0747,0.0000,0.0005,0.180,0.006,11.850,0.000,75.000
1.030,0.0820,-0.0006,0.0820,0.0000,0.0006,0.180,0.006,11.840,0.000,74.440
1.077,0.0892,-0.0006,0.0892,0.0000,0.0006,0.180,0.006,11.840,0.000,74.440
