t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.006,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.037,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.094,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.404,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.405,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.405,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.406,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.407,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.407,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,12.040,0.000,85.550
0.446,-0.0000,0.0000,0.0000,0.0000,0.0000,0.144,-0.000,11.950,0.000,80.550
0.494,-0.0000,0.0000,0.0000,0.0000,0.0000,0.173,0.000,11.800,0.000,72.220
0.549,0.0025,-0.0000,0.0025,0.0000,0.0000,0.179,0.004,11.780,0.000,71.110
0.606,0.0103,-0.0001,0.0103,0.0000,0.0001,0.179,0.004,11.820,0.000,73.330
0.637,0.0167,-0.0001,0.0167,0.0000,0.0001,0.179,0.004,11.850,0.000,75.000
0.690,0.0237,-0.0002,0.0237,0.0000,0.0002,0.180,0.009,11.850,0.000,75.000
0.754,0.0345,-0.0004,0.0345,0.0000,0.0004,0.180,0.010,11.840,0.000,74.440
0.793,0.0417,-0.0004,0.0417,0.0000,0.0004,0.180,0.010,11.850,0.000,75.000
0.839,0.0489,-0.0005,0.0489,0.0000,0.0005,0.180,0.010,11.850,0.000,75.000
0.898,0.0598,-0.0007,0.0598,0.0000,0.0007,0.180,0.011,11.840,0.000,74.440
0.969,0.0671,-0.0008,0.0671,0.0000,0.0008,0.180,0.011,11.840,0.000,74.440
0.995,0.0780,-0.0009,0.0780,0.0000,0.0009,0.180,0.011,11.850,0.000,75.000
1.047,0.0852,-0.0010,0.0852,0.0000,0.0010,0.180,0.011,11.850,0.000,75.000
1.107,0.0924,-0.0011,0.0924,0.0000,0.0011,0.180,0.011,11.850,0.000,75.000
1.139,0.1032,-0.0012,0.1032,0.0000,0.0012,0.180,0.011,11.840,0.000,74.440
1.198,0.1104,-0.0013,0.1104,0.0000,0.0013,0.180,0.010,11.840,0.000,74.440
1.244,0.1176,-0.0014,0.1176,0.0000,0.0014,0.180,0.010,11.850,0.000,75.000
1.294,0.1282,-0.0015,0.1282,0.0000,0.0015,0.180,0.009,11.850,0.000,75.000
1.336,0.1354,-0.0016,0.1354,0.0000,0.0016,0.180,0.009,11.850,0.000,75.000
1.396,0.1426,-0.0016,0.1426,0.0000,0.0016,0.180,0.008,11.870,0.000,76.110
1.437,0.1535,-0.0017,0.1535,0.0000,0.0017,0.180,0.008,11.840,0.000,74.440
1.496,0.1608,-0.0018,0.1608,0.0000,0.0018,0.180,0.008,11.850,0.000,75.000
1.557,0.1682,-0.0019,0.1682,0.0000,0.0019,0.180,0.008,11.850,0.000,75.000
1.601,0.1792,-0.0020,0.1792,0.0000,0.0020,0.180,0.008,11.850,0.000,75.000
1.637,0.1866,-0.0020,0.1866,0.0000,0.0020,0.180,0.008,11.850,0.000,75.000
1.702,0.1939,-0.0021,0.1939,0.0000,0.0021,0.180,0.008,11.850,0.000,75.000
1.747,0.2048,-0.0022,0.2048,0.0000,0.0022,0.180,0.008,11.840,0.000,74.440
1.795,0.2121,-0.0023,0.2121,0.0000,0.0023,0.180,0.010,11.850,0.000,75.000
1.841,0.2194,-0.0024,0.2194,0.0000,0.0024,0.180,0.010,11.850,0.000,75.000
1.907,0.2300,-0.0025,0.2300,0.0000,0.0025,0.180,0.011,11.840,0.000,74.440
1.934,0.2373,-0.0026,0.2373,0.0000,0.0026,0.180,0.011,11.870,0.000,76.110
1.992,0.2445,-0.0027,0.2445,0.0000,0.0027,0.180,0.013,11.850,0.000,75.000
2.038,0.2552,-0.0029,0.2552,0.0000,0.0029,0.180,0.013,11.840,0.000,74.440
2.094,0.2625,-0.0030,0.2625,0.0000,0.0030,0.180,0.013,11.850,0.000,75.000
2.140,0.2698,-0.0031,0.2698,0.0000,0.0031,0.180,0.013,11.850,0.000,75.000
2.192,0.2807,-0.0032,0.2807,0.0000,0.0032,0.180,0.013,11.840,0.000,74.440
2.237,0.2879,-0.0033,0.2879,0.0000,0.0033,0.180,0.013,11.850,0.000,75.000
2.305,0.2952,-0.0034,0.2952,0.0000,0.0034,0.180,0.013,11.850,0.000,75.000
2.336,0.3059,-0.0036,0.3059,0.0000,0.0036,0.180,0.013,11.840,0.000,74.440
2.403,0.3131,-0.0037,0.3131,0.0000,0.0037,0.180,0.013,11.850,0.000,75.000
2.440,0.3239,-0.0038,0.3239,0.0000,0.0038,0.180,0.013,11.840,0.000,74.440
2.492,0.3310,-0.0039,0.3310,0.0000,0.0039,0.180,0.012,11.850,0.000,75.000
2.544,0.3383,-0.0040,0.3383,0.0000,0.0040,0.180,0.012,11.850,0.000,75.000
2.591,0.3490,-0.0041,0.3490,0.0000,0.0041,0.180,0.011,11.850,0.000,75.000
2.646,0.3563,-0.0042,0.3563,0.0000,0.0042,0.180,0.011,11.850,0.000,75.000
2.703,0.3636,-0.0042,0.3636,0.0000,0.0042,0.180,0.010,11.850,0.000,75.000
2.745,0.3746,-0.0043,0.3746,0.0000,0.0043,0.180,0.010,11.850,0.000,75.000
2.797,0.3819,-0.0044,0.3819,0.0000,0.0044,0.180,0.010,11.850,0.000,75.000
2.844,0.3893,-0.0045,0.3893,0.0000,0.0045,0.180,0.010,11.840,0.000,74.440
2.893,0.4003,-0.0046,0.4003,0.0000,0.0046,0.180,0.010,11.850,0.000,75.000
2.936,0.4077,-0.0046,0.4077,0.0000,0.0046,0.180,0.010,11.850,0.000,75.000
2.994,0.4149,-0.0047,0.4149,0.0000,0.0047,0.180,0.011,11.840,0.000,74.440
3.036,0.4258,-0.0048,0.4258,0.0000,0.0048,0.180,0.011,11.850,0.000,75.000
3.113,0.4331,-0.0049,0.4331,0.0000,0.0049,0.180,0.012,11.840,0.000,74.440
3.167,0.4402,-0.0050,0.4402,0.0000,0.0050,0.180,0.013,11.850,0.000,75.000
3.193,0.4511,-0.0051,0.4511,0.0000,0.0051,0.180,0.013,11.850,0.000,75.000
3.238,0.4583,-0.0052,0.4583,0.0000,0.0052,0.180,0.013,11.850,0.000,75.000
3.293,0.4655,-0.0053,0.4655,0.0000,0.0053,0.180,0.012,11.850,0.000,75.000
3.337,0.4764,-0.0054,0.4764,0.0000,0.0054,0.180,0.012,11.840,0.000,74.440
3.395,0.4837,-0.0055,0.4837,0.0000,0.0055,0.180,0.012,11.850,0.000,75.000
3.440,0.4909,-0.0056,0.4909,0.0000,0.0056,0.180,0.012,11.840,0.000,74.440
3.490,0.5019,-0.0057,0.5019,0.0000,0.0057,0.180,0.012,11.850,0.000,75.000
3.546,0.5090,-0.0058,0.5090,0.0000,0.0058,0.180,0.012,11.840,0.000,74.440
3.610,0.5162,-0.0058,0.5162,0.0000,0.0058,0.180,0.012,11.840,0.000,74.440
3.638,0.5270,-0.0059,0.5270,0.0000,0.0059,0.180,0.012,11.850,0.000,75.000
3.696,0.5341,-0.0060,0.5341,0.0000,0.0060,0.180,0.011,11.840,0.000,74.440
3.737,0.5413,-0.0060,0.5413,0.0000,0.0060,0.180,0.011,11.850,0.000,75.000
3.789,0.5521,-0.0061,0.5521,0.0000,0.0061,0.180,0.009,11.850,0.000,75.000
3.833,0.5593,-0.0061,0.5593,0.0000,0.0061,0.180,0.009,11.840,0.000,74.440
3.891,0.5665,-0.0062,0.5665,0.0000,0.0062,0.180,0.008,11.840,0.000,74.440
3.944,0.5775,-0.0062,0.5775,0.0000,0.0062,0.180,0.008,11.850,0.000,75.000
3.998,0.5848,-0.0063,0.5848,0.0000,0.0063,0.180,0.008,11.850,0.000,75.000
4.037,0.5958,-0.0063,0.5958,0.0000,0.0063,0.180,0.008,11.840,0.000,74.440
4.086,0.6033,-0.0063,0.6033,0.0000,0.0063,0.180,0.009,11.850,0.000,75.000
4.143,0.6105,-0.0064,0.6105,0.0000,0.0064,0.180,0.009,11.850,0.000,75.000
4.190,0.6214,-0.0065,0.6214,0.0000,0.0065,0.180,0.010,11.850,0.000,75.000
4.247,0.6288,-0.0065,0.6288,0.0000,0.0065,0.180,0.010,11.850,0.000,75.000
4.296,0.6359,-0.0066,0.6359,0.0000,0.0066,0.180,0.011,11.850,0.000,75.000
