t,x,y,ref_x,ref_y,err,v,w,voltage,current,percentage
0.020,0.0003,0.0216,0.0000,0.0216,0.0003,0.063,1.200,12.090,0.000,88.330
0.084,0.0003,0.0216,0.0000,0.0216,0.0003,0.063,1.200,12.090,0.000,88.330
0.124,0.0003,0.0216,0.0000,0.0216,0.0003,0.063,1.200,12.020,0.000,84.440
0.170,0.0003,0.0205,0.0000,0.0205,0.0003,0.063,1.200,12.060,0.000,86.660
0.231,0.0004,0.0183,0.0000,0.0183,0.0004,0.063,1.200,12.060,0.000,86.660
0.278,0.0009,0.0145,0.0000,0.0145,0.0009,0.064,1.200,12.060,0.000,86.660
0.320,0.0014,0.0120,0.0000,0.0120,0.0014,0.064,1.200,12.060,0.000,86.660
0.383,0.0019,0.0096,0.0000,0.0096,0.0019,0.066,1.200,12.060,0.000,86.660
0.430,0.0030,0.0059,0.0000,0.0059,0.0030,0.066,1.200,12.040,0.000,85.550
0.472,0.0039,0.0037,0.0039,0.0000,0.0037,0.067,1.200,12.040,0.000,85.550
0.530,0.0049,0.0012,0.0049,0.0000,0.0012,0.069,1.200,12.060,0.000,86.660
0.574,0.0066,-0.0021,0.0066,0.0000,0.0021,0.071,1.200,12.040,0.000,85.550
0.621,0.0079,-0.0045,0.0079,0.0000,0.0045,0.072,1.200,12.040,0.000,85.550
0.682,0.0094,-0.0067,0.0094,0.0000,0.0067,0.075,1.194,12.040,0.000,85.550
0.722,0.0117,-0.0097,0.0117,0.0000,0.0097,0.077,1.164,12.060,0.000,86.660
0.782,0.0136,-0.0120,0.0136,0.0000,0.0120,0.080,1.128,12.060,0.000,86.660
0.827,0.0155,-0.0140,0.0155,0.0000,0.0140,0.084,1.066,12.060,0.000,86.660
0.875,0.0188,-0.0171,0.0188,0.0000,0.0171,0.087,1.031,12.060,0.000,86.660
0.920,0.0210,-0.0190,0.0210,0.0000,0.0190,0.091,0.990,12.060,0.000,86.660
0.978,0.0234,-0.0208,0.0234,0.0000,0.0208,0.097,0.924,12.060,0.000,86.660
1.023,0.0277,-0.0237,0.0277,0.0000,0.0237,0.101,0.889,12.080,0.000,87.770
1.081,0.0309,-0.0257,0.0309,0.0000,0.0257,0.106,0.851,12.060,0.000,86.660
1.126,0.0343,-0.0275,0.0343,0.0000,0.0275,0.114,0.792,12.080,0.000,87.770
1.186,0.0396,-0.0301,0.0396,0.0000,0.0301,0.118,0.760,12.080,0.000,87.770
1.222,0.0434,-0.0318,0.0434,0.0000,0.0318,0.124,0.725,12.080,0.000,87.770
1.277,0.0474,-0.0334,0.0474,0.0000,0.0334,0.134,0.670,12.080,0.000,87.770
1.319,0.0539,-0.0356,0.0539,0.0000,0.0356,0.134,0.670,12.080,0.000,87.770
1.382,0.0584,-0.0370,0.0584,0.0000,0.0370,0.147,0.610,12.080,0.000,87.770
1.424,0.0634,-0.0384,0.0634,0.0000,0.0384,0.160,0.562,12.080,0.000,87.770
1.474,0.0714,-0.0403,0.0714,0.0000,0.0403,0.167,0.538,12.080,0.000,87.770
1.532,0.0773,-0.0415,0.0773,0.0000,0.0415,0.180,0.494,12.080,0.000,87.770
1.576,0.0865,-0.0431,0.0865,0.0000,0.0431,0.180,0.471,12.060,0.000,86.660
1.618,0.0930,-0.0441,0.0930,0.0000,0.0441,0.180,0.471,12.060,0.000,86.660
1.680,0.1000,-0.0450,0.1000,0.0000,0.0450,0.180,0.411,12.080,0.000,87.770
1.725,0.1114,-0.0461,0.1114,0.0000,0.0461,0.180,0.391,12.060,0.000,86.660
1.780,0.1191,-0.0467,0.1191,0.0000,0.0467,0.180,0.368,12.060,0.000,86.660
1.831,0.1266,-0.0471,0.1266,0.0000,0.0471,0.180,0.335,12.060,0.000,86.660
1.873,0.1383,-0.0476,0.1383,0.0000,0.0476,0.180,0.313,12.060,0.000,86.660
1.920,0.1460,-0.0477,0.1460,0.0000,0.0477,0.180,0.292,12.040,0.000,85.550
1.982,0.1537,-0.0477,0.1537,0.0000,0.0477,0.180,0.264,12.040,0.000,85.550
2.043,0.1654,-0.0476,0.1654,0.0000,0.0476,0.180,0.244,12.080,0.000,87.770
