t,x,y,ref_x,ref_y,err,v,w,V,I,%
0.001,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,12.02,0.000,84.4
0.047,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.180,-0.042,12.04,0.000,85.5
0.108,-0.0000,0.0000,0.0000,0.0000,0.0000,0.180,-0.041,11.73,0.000,68.3
0.131,0.0007,0.0000,0.0007,0.0000,0.0000,0.180,-0.045,11.73,0.000,68.3
0.191,0.0061,0.0000,0.0061,0.0000,0.0000,0.180,-0.045,11.84,0.000,74.4
0.235,0.0173,0.0000,0.0173,0.0000,0.0000,0.180,-0.040,11.85,0.000,75.0
0.280,0.0254,0.0000,0.0254,0.0000,0.0000,0.180,-0.040,11.84,0.000,74.4
0.338,0.0330,-0.0000,0.0330,0.0000,0.0000,0.180,-0.033,11.85,0.000,75.0
0.381,0.0446,-0.0001,0.0446,0.0000,0.0001,0.180,-0.023,11.82,0.000,73.3
0.425,0.0524,-0.0002,0.0524,0.0000,0.0002,0.180,-0.023,11.85,0.000,75.0
0.498,0.0601,-0.0003,0.0601,0.0000,0.0003,0.180,-0.018,11.84,0.000,74.4
0.538,0.0716,-0.0004,0.0716,0.0000,0.0004,0.180,-0.013,11.84,0.000,74.4
0.576,0.0792,-0.0005,0.0792,0.0000,0.0005,0.180,-0.013,11.85,0.000,75.0
0.638,0.0869,-0.0006,0.0869,0.0000,0.0006,0.180,-0.009,11.84,0.000,74.4
0.705,0.0985,-0.0008,0.0985,0.0000,0.0008,0.180,-0.008,11.84,0.000,74.4
0.731,0.1062,-0.0009,0.1062,0.0000,0.0009,0.180,-0.006,11.85,0.000,75.0
0.788,0.1139,-0.0010,0.1139,0.0000,0.0010,0.180,-0.006,11.85,0.000,75.0
0.836,0.1253,-0.0011,0.1253,0.0000,0.0011,0.180,-0.006,11.82,0.000,73.3
0.880,0.1326,-0.0013,0.1326,0.0000,0.0013,0.180,-0.006,11.84,0.000,74.4
0.941,0.1403,-0.0014,0.1403,0.0000,0.0014,0.180,-0.005,11.84,0.000,74.4
1.004,0.1517,-0.0015,0.1517,0.0000,0.0015,0.180,-0.006,11.84,0.000,74.4
1.048,0.1594,-0.0016,0.1594,0.0000,0.0016,0.180,-0.007,11.84,0.000,74.4
1.227,0.1670,-0.0017,0.1670,0.0000,0.0017,0.180,-0.007,11.84,0.000,74.4
1.265,0.1781,-0.0019,0.1781,0.0000,0.0019,0.180,-0.009,11.84,0.000,74.4
1.269,0.1857,-0.0020,0.1857,0.0000,0.0020,0.180,-0.012,11.84,0.000,74.4
1.275,0.1935,-0.0021,0.1935,0.0000,0.0021,0.180,-0.012,11.82,0.000,73.3
1.300,0.2052,-0.0022,0.2052,0.0000,0.0022,0.180,-0.012,11.84,0.000,74.4
1.355,0.2128,-0.0023,0.2128,0.0000,0.0023,0.180,-0.014,11.82,0.000,73.3
1.428,0.2241,-0.0025,0.2241,0.0000,0.0025,0.180,-0.013,11.84,0.000,74.4
1.433,0.2317,-0.0026,0.2317,0.0000,0.0026,0.180,-0.009,11.84,0.000,74.4
1.497,0.2394,-0.0027,0.2394,0.0000,0.0027,0.180,-0.009,11.80,0.000,72.2
1.557,0.2509,-0.0029,0.2509,0.0000,0.0029,0.180,-0.002,11.82,0.000,73.3
1.596,0.2587,-0.0030,0.2587,0.0000,0.0030,0.180,0.001,11.82,0.000,73.3
1.647,0.2664,-0.0031,0.2664,0.0000,0.0031,0.180,0.002,11.84,0.000,74.4
1.700,0.2778,-0.0033,0.2778,0.0000,0.0033,0.180,0.002,11.82,0.000,73.3
1.725,0.2855,-0.0035,0.2855,0.0000,0.0035,0.180,0.003,11.84,0.000,74.4
1.795,0.2933,-0.0036,0.2933,0.0000,0.0036,0.180,0.004,11.82,0.000,73.3
1.853,0.3048,-0.0039,0.3048,0.0000,0.0039,0.180,0.004,11.82,0.000,73.3
1.896,0.3126,-0.0040,0.3126,0.0000,0.0040,0.180,0.007,11.82,0.000,73.3
1.938,0.3203,-0.0042,0.3203,0.0000,0.0042,0.180,0.007,11.82,0.000,73.3
1.997,0.3318,-0.0044,0.3318,0.0000,0.0044,0.180,0.007,11.82,0.000,73.3
2.054,0.3395,-0.0046,0.3395,0.0000,0.0046,0.180,0.007,11.82,0.000,73.3
2.090,0.3471,-0.0047,0.3471,0.0000,0.0047,0.180,0.007,11.82,0.000,73.3
2.144,0.3585,-0.0049,0.3585,0.0000,0.0049,0.180,0.006,11.82,0.000,73.3
2.213,0.3662,-0.0051,0.3662,0.0000,0.0051,0.180,0.006,11.84,0.000,74.4
2.253,0.3738,-0.0052,0.3738,0.0000,0.0052,0.180,0.006,11.80,0.000,72.2
2.276,0.3853,-0.0054,0.3853,0.0000,0.0054,0.180,0.004,11.80,0.000,72.2
2.336,0.3925,-0.0056,0.3925,0.0000,0.0056,0.180,0.000,11.82,0.000,73.3
2.381,0.4038,-0.0058,0.4038,0.0000,0.0058,0.180,0.000,11.85,0.000,75.0
2.438,0.4112,-0.0059,0.4112,0.0000,0.0059,0.180,0.000,11.82,0.000,73.3
